ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu,continuum
0,-8.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1,-8.538,0.000,0.000,0.069,0.069,0.068,0.001,0.000
2,-8.153,0.000,0.000,0.139,0.139,0.137,0.002,0.000
3,-7.768,0.000,0.000,0.208,0.208,0.205,0.003,0.000
4,-7.383,0.000,0.000,0.277,0.277,0.273,0.004,0.000
5,-6.998,0.000,-0.082,0.347,0.347,0.341,0.005,0.000
6,-6.613,0.000,-0.163,0.416,0.416,0.410,0.007,0.000
7,-6.228,0.000,-0.130,0.486,0.486,0.478,0.008,0.000
8,-5.843,0.000,-0.196,0.556,0.556,0.547,0.009,0.000
9,-5.458,0.000,-0.196,0.626,0.626,0.616,0.010,0.000
10,-5.073,0.000,-0.277,0.699,0.699,0.688,0.011,0.000
11,-4.687,0.000,-0.261,0.775,0.775,0.763,0.012,0.000
12,-4.302,0.000,-0.245,0.859,0.859,0.846,0.014,0.000
13,-3.917,0.592,0.592,0.958,0.958,0.943,0.015,0.000
14,-3.532,0.000,-0.408,1.081,1.081,1.064,0.017,0.000
15,-3.147,0.000,-0.310,1.241,1.241,1.222,0.020,0.000
16,-2.762,0.000,-0.571,1.454,1.454,1.431,0.023,0.000
17,-2.377,0.641,0.641,1.734,1.734,1.706,0.027,0.000
18,-1.992,0.000,-0.375,2.087,2.087,2.054,0.033,0.000
19,-1.607,0.000,-0.261,2.511,2.511,2.471,0.040,0.000
20,-1.222,0.000,-0.473,2.989,2.989,2.942,0.047,0.000
21,-0.837,0.674,0.674,3.495,3.495,3.440,0.055,0.000
22,-0.452,0.000,-0.391,3.994,3.994,3.931,0.063,0.000
23,-0.067,0.000,-0.440,4.454,4.454,4.384,0.070,0.000
24,0.318,0.413,0.413,4.856,4.856,4.780,0.076,0.000
25,0.703,1.332,1.332,5.194,5.194,5.112,0.082,0.000
26,1.088,6.957,6.957,5.475,5.475,5.389,0.086,0.000
27,1.473,2.288,2.288,5.716,5.716,5.626,0.090,0.000
28,1.858,8.701,8.701,5.934,5.934,5.841,0.093,0.000
29,2.243,11.441,11.441,6.141,6.141,6.044,0.097,0.000
30,2.628,8.691,8.691,6.342,6.342,6.242,0.100,0.000
31,3.013,11.511,11.511,6.538,6.538,6.435,0.103,0.000
32,3.398,12.185,12.185,6.726,6.726,6.620,0.106,0.000
33,3.784,13.664,13.664,6.902,6.902,6.793,0.109,0.000
34,4.169,15.533,15.533,7.064,7.064,6.952,0.111,0.000
35,4.554,18.946,18.946,7.210,7.210,7.096,0.114,0.000
36,4.939,12.832,12.832,7.342,7.342,7.226,0.116,0.000
37,5.324,29.441,29.441,7.461,7.461,7.343,0.118,0.000
38,5.709,17.392,17.392,7.570,7.570,7.451,0.119,0.000
39,6.094,23.229,23.229,7.673,7.673,7.553,0.121,0.000
40,6.479,17.213,17.213,7.774,7.774,7.651,0.122,0.000
41,6.864,23.463,23.463,7.874,7.874,7.750,0.124,0.000
42,7.249,14.941,14.941,7.977,7.977,7.851,0.126,0.000
43,7.634,26.430,26.430,8.085,8.085,7.958,0.127,0.000
44,8.019,23.485,23.485,8.201,8.201,8.071,0.129,0.000
45,8.404,21.957,21.957,8.325,8.325,8.194,0.131,0.000
46,8.789,26.794,26.794,8.461,8.461,8.328,0.133,0.000
47,9.174,34.615,34.615,8.611,8.611,8.476,0.136,0.000
48,9.559,16.403,16.403,8.779,8.779,8.640,0.138,0.000
49,9.944,15.441,15.441,8.966,8.966,8.825,0.141,0.000
50,10.329,25.093,25.093,9.178,9.178,9.034,0.145,0.000
51,10.714,15.947,15.947,9.419,9.419,9.271,0.148,0.000
52,11.099,9.669,9.669,9.694,9.694,9.541,0.153,0.000
53,11.484,16.881,16.881,10.007,10.007,9.849,0.158,0.000
54,11.869,13.898,13.898,10.366,10.366,10.202,0.163,0.000
55,12.254,22.767,22.767,10.776,10.776,10.606,0.170,0.000
56,12.640,27.419,27.419,11.244,11.244,11.067,0.177,0.000
57,13.025,23.110,23.110,11.778,11.778,11.592,0.186,0.000
58,13.410,35.745,35.745,12.384,12.384,12.189,0.195,0.000
59,13.795,22.599,22.599,13.071,13.071,12.865,0.206,0.000
60,14.180,22.876,22.876,13.845,13.845,13.627,0.218,0.000
61,14.565,22.566,22.566,14.714,14.714,14.482,0.232,0.000
62,14.950,26.811,26.811,15.684,15.684,15.437,0.247,0.000
63,15.335,25.006,25.006,16.760,16.760,16.496,0.264,0.000
64,15.720,25.691,25.691,17.862,17.862,17.581,0.281,0.000
65,16.105,36.887,36.887,19.075,19.075,18.774,0.300,0.000
66,16.490,31.365,31.365,20.395,20.395,20.074,0.321,0.000
67,16.875,39.294,39.294,21.819,21.819,21.475,0.344,0.000
68,17.260,28.903,28.903,23.335,23.335,22.967,0.368,0.000
69,17.645,37.984,37.984,24.929,24.929,24.537,0.393,0.000
70,18.030,43.017,43.017,26.582,26.582,26.163,0.419,0.000
71,18.415,26.327,26.327,28.269,28.269,27.823,0.445,0.000
72,18.800,36.262,36.262,29.960,29.960,29.488,0.472,0.000
73,19.185,47.262,47.262,31.624,31.624,31.126,0.498,0.000
74,19.570,36.821,36.821,33.225,33.225,32.702,0.523,0.000
75,19.955,34.050,34.050,34.727,34.726,34.179,0.547,0.000
76,20.340,41.751,41.751,36.092,36.091,35.523,0.569,0.000
77,20.725,38.115,38.115,37.287,37.286,36.699,0.588,0.000
78,21.110,40.050,40.050,38.281,38.280,37.678,0.603,0.000
79,21.496,33.555,33.555,39.049,39.047,38.433,0.615,0.000
80,21.881,25.001,25.001,39.571,39.568,38.947,0.624,0.000
81,22.266,47.050,47.050,39.836,39.831,39.207,0.628,0.000
82,22.651,47.213,47.213,39.840,39.833,39.211,0.629,0.000
83,23.036,30.278,30.278,39.588,39.578,38.962,0.625,0.000
84,23.421,31.463,31.463,39.091,39.078,38.474,0.618,0.000
85,23.806,31.724,31.724,38.371,38.352,37.764,0.607,0.000
86,24.191,22.892,22.892,37.452,37.425,36.858,0.594,0.000
87,24.576,23.691,23.691,36.365,36.328,35.787,0.578,0.000
88,24.961,25.593,25.593,35.145,35.094,34.585,0.561,0.000
89,25.346,27.283,27.283,33.827,33.757,33.285,0.542,0.000
90,25.731,28.925,28.925,32.448,32.353,31.925,0.523,0.000
91,26.116,16.479,16.479,31.042,30.914,30.538,0.504,0.000
92,26.501,26.860,26.860,29.641,29.472,29.155,0.485,0.000
93,26.886,40.974,40.974,28.273,28.051,27.805,0.468,0.000
94,27.271,27.202,27.202,26.963,26.675,26.510,0.453,0.000
95,27.656,29.772,29.772,25.729,25.359,25.290,0.440,0.000
96,28.041,27.381,27.381,24.585,24.113,24.156,0.428,0.000
97,28.426,20.696,20.696,23.538,22.943,23.118,0.420,0.000
98,28.811,24.349,24.349,22.592,21.850,22.179,0.413,0.000
99,29.196,22.550,22.550,21.747,20.829,21.338,0.409,0.000
100,29.581,26.811,26.811,20.999,19.875,20.593,0.407,0.000
101,29.966,35.088,35.088,20.342,18.979,19.936,0.406,0.000
102,30.352,11.387,11.387,19.768,18.130,19.360,0.407,0.000
103,30.737,21.104,21.104,19.267,17.318,18.858,0.409,0.000
104,31.122,17.055,17.055,18.832,16.533,18.420,0.412,0.000
105,31.507,27.218,27.218,18.453,15.767,18.038,0.415,0.000
106,31.892,22.990,22.990,18.124,15.012,17.706,0.418,0.000
107,32.277,16.843,16.843,17.838,14.265,17.417,0.421,0.000
108,32.662,11.430,11.430,17.589,13.522,17.167,0.422,0.000
109,33.047,17.088,17.088,17.374,12.782,16.951,0.423,0.000
110,33.432,24.468,24.468,17.191,12.049,16.768,0.423,0.000
111,33.817,19.485,19.485,17.036,11.323,16.614,0.422,0.000
112,34.202,20.729,20.729,16.910,10.611,16.490,0.420,0.000
113,34.587,13.093,13.093,16.810,9.917,16.394,0.416,0.000
114,34.972,21.843,21.843,16.737,9.246,16.325,0.412,0.000
115,35.357,28.680,28.680,16.691,8.604,16.283,0.408,0.000
116,35.742,18.186,18.186,16.670,7.995,16.266,0.403,0.000
117,36.127,30.354,30.354,16.675,7.425,16.275,0.399,0.000
118,36.512,18.387,18.387,16.705,6.896,16.309,0.396,0.000
119,36.897,14.898,14.898,16.760,6.411,16.365,0.394,0.000
120,37.282,21.762,21.762,16.839,5.970,16.445,0.394,0.000
121,37.667,15.713,15.713,16.943,5.574,16.547,0.397,0.000
122,38.052,17.387,17.387,17.073,5.222,16.671,0.402,0.000
123,38.437,14.028,14.028,17.230,4.913,16.818,0.412,0.000
124,38.822,24.044,24.044,17.415,4.643,16.989,0.425,0.000
125,39.208,13.832,13.832,17.631,4.410,17.187,0.444,0.000
126,39.593,13.311,13.311,17.882,4.212,17.414,0.468,0.000
127,39.978,24.294,24.294,18.150,4.020,17.653,0.498,0.000
128,40.363,17.686,17.686,18.463,3.856,17.928,0.535,0.000
129,40.748,11.539,11.539,18.828,3.714,18.248,0.580,0.000
130,41.133,18.669,18.669,19.252,3.593,18.618,0.634,0.000
131,41.518,17.490,17.490,19.744,3.488,19.046,0.698,0.000
132,41.903,20.854,20.854,20.313,3.398,19.540,0.773,0.000
133,42.288,25.034,25.034,20.970,3.319,20.109,0.861,0.000
134,42.673,35.148,35.148,21.726,3.250,20.763,0.962,0.000
135,43.058,18.920,18.920,22.593,3.188,21.513,1.079,0.000
136,43.443,10.219,10.219,23.583,3.132,22.370,1.213,0.000
137,43.828,10.382,10.382,24.710,3.081,23.343,1.366,0.000
138,44.213,28.746,28.746,25.985,3.033,24.446,1.540,0.000
139,44.598,30.436,30.436,27.422,2.988,25.687,1.735,0.000
140,44.983,33.708,33.708,29.033,2.946,27.079,1.954,0.000
141,45.368,20.072,20.072,30.828,2.904,28.629,2.199,0.000
142,45.753,36.664,36.664,32.819,2.865,30.348,2.471,0.000
143,46.138,38.159,38.159,35.011,2.825,32.241,2.770,0.000
144,46.523,42.028,42.028,37.412,2.787,34.314,3.098,0.000
145,46.908,54.159,54.159,40.024,2.749,36.569,3.455,0.000
146,47.293,55.045,55.045,42.846,2.711,39.006,3.840,0.000
147,47.678,71.083,71.083,45.875,2.674,41.622,4.253,0.000
148,48.064,72.148,72.148,49.100,2.636,44.409,4.692,0.000
149,48.449,59.572,59.572,52.510,2.599,47.356,5.155,0.000
150,48.834,69.230,69.230,56.087,2.562,50.449,5.638,0.000
151,49.219,81.610,81.610,59.807,2.524,53.668,6.138,0.000
152,49.604,110.311,110.311,63.642,2.487,56.991,6.651,0.000
153,49.989,68.578,68.578,67.561,2.450,60.391,7.170,0.000
154,50.374,83.366,83.366,71.527,2.413,63.835,7.691,0.000
155,50.759,108.398,108.398,75.498,2.376,67.291,8.207,0.000
156,51.144,107.186,107.186,79.432,2.339,70.721,8.711,0.000
157,51.529,101.681,101.681,83.282,2.302,74.087,9.195,0.000
158,51.914,110.746,110.746,87.001,2.264,77.347,9.655,0.000
159,52.299,120.387,120.387,90.542,2.227,80.461,10.081,0.000
160,52.684,116.550,116.550,93.858,2.190,83.389,10.469,0.000
161,53.069,126.947,126.947,96.905,2.153,86.092,10.813,0.000
162,53.454,111.572,111.572,99.641,2.116,88.534,11.107,0.000
163,53.839,116.116,116.116,102.030,2.079,90.683,11.347,0.000
164,54.224,130.523,130.523,104.040,2.042,92.509,11.531,0.000
165,54.609,130.578,130.578,105.646,2.005,93.990,11.656,0.000
166,54.994,113.447,113.447,106.830,1.967,95.107,11.722,0.000
167,55.379,117.600,117.600,107.580,1.930,95.850,11.730,0.000
168,55.764,88.665,88.665,107.895,1.893,96.213,11.682,0.000
169,56.149,116.768,116.768,107.778,1.856,96.197,11.580,0.000
170,56.534,106.746,106.746,107.240,1.819,95.811,11.429,0.000
171,56.920,106.486,106.486,106.300,1.782,95.068,11.233,0.000
172,57.305,108.029,108.029,104.984,1.745,93.986,10.997,0.000
173,57.690,100.573,100.573,103.320,1.708,92.591,10.728,0.000
174,58.075,109.795,109.795,101.343,1.670,90.911,10.432,0.000
175,58.460,69.806,69.806,99.091,1.633,88.977,10.115,0.000
176,58.845,85.334,85.334,96.604,1.596,86.821,9.782,0.000
177,59.230,88.198,88.198,93.920,1.559,84.481,9.440,0.000
178,59.615,78.203,78.203,91.082,1.522,81.989,9.093,0.000
179,60.000,95.725,95.725,88.126,1.485,79.381,8.746,0.000
180,60.385,80.926,80.926,85.091,1.448,76.689,8.402,0.000
181,60.770,77.926,77.926,82.009,1.411,73.945,8.064,0.000
182,61.155,63.214,63.214,78.911,1.373,71.176,7.735,0.000
183,61.540,66.736,66.736,75.823,1.336,68.408,7.415,0.000
184,61.925,60.600,60.600,72.767,1.299,65.661,7.106,0.000
185,62.310,56.062,56.062,69.760,1.262,62.954,6.806,0.000
186,62.695,60.198,60.198,66.818,1.225,60.301,6.517,0.000
187,63.080,47.443,47.443,63.949,1.188,57.713,6.236,0.000
188,63.465,44.807,44.807,61.161,1.151,55.199,5.962,0.000
189,63.850,35.204,35.204,58.458,1.114,52.763,5.695,0.000
190,64.235,36.356,36.356,55.841,1.077,50.408,5.433,0.000
191,64.620,40.486,40.486,53.310,1.039,48.136,5.174,0.000
192,65.005,46.388,46.388,50.863,1.002,45.945,4.918,0.000
193,65.390,39.340,39.340,48.498,0.965,43.835,4.664,0.000
194,65.776,32.812,32.812,46.213,0.928,41.802,4.410,0.000
195,66.161,25.073,25.073,44.003,0.891,39.845,4.158,0.000
196,66.546,28.193,28.193,41.868,0.854,37.961,3.907,0.000
197,66.931,32.133,32.133,39.805,0.817,36.147,3.658,0.000
198,67.316,47.595,47.595,37.813,0.780,34.403,3.410,0.000
199,67.701,17.361,17.361,35.892,0.742,32.726,3.166,0.000
200,68.086,31.302,31.302,34.042,0.705,31.116,2.926,0.000
201,68.471,24.264,24.264,32.263,0.668,29.572,2.691,0.000
202,68.856,14.454,14.454,30.558,0.631,28.096,2.463,0.000
203,69.241,24.970,24.970,28.929,0.594,26.687,2.242,0.000
204,69.626,21.584,21.584,27.376,0.557,25.346,2.030,0.000
205,70.011,30.829,30.829,25.903,0.520,24.074,1.828,0.000
206,70.396,13.014,13.014,24.511,0.483,22.874,1.638,0.000
207,70.781,6.688,6.688,23.202,0.445,21.744,1.458,0.000
208,71.166,19.753,19.753,21.978,0.408,20.687,1.291,0.000
209,71.551,12.014,12.014,20.838,0.371,19.702,1.136,0.000
210,71.936,17.498,17.498,19.783,0.334,18.789,0.994,0.000
211,72.321,9.791,9.791,18.814,0.297,17.949,0.864,0.000
212,72.706,0.000,-0.915,17.928,0.260,17.180,0.747,0.000
213,73.091,22.661,22.661,17.123,0.223,16.482,0.642,0.000
214,73.476,16.737,16.737,16.399,0.186,15.851,0.548,0.000
215,73.861,16.367,16.367,15.752,0.148,15.287,0.465,0.000
216,74.246,24.786,24.786,15.179,0.111,14.787,0.392,0.000
217,74.632,0.000,-2.480,14.676,0.074,14.348,0.329,0.000
218,75.017,8.607,8.607,14.241,0.037,13.967,0.274,0.000
219,75.402,20.308,20.308,13.868,0.000,13.642,0.226,0.000
220,75.787,13.155,13.155,13.616,0.024,13.430,0.186,0.000
221,76.172,4.770,4.770,13.420,0.047,13.268,0.152,0.000
222,76.557,18.444,18.444,13.275,0.071,13.152,0.124,0.000
223,76.942,6.949,6.949,13.179,0.094,13.080,0.100,0.000
224,77.327,8.324,8.324,13.128,0.118,13.048,0.080,0.000
225,77.712,8.590,8.590,13.119,0.141,13.056,0.064,0.000
226,78.097,0.721,0.721,13.149,0.165,13.099,0.050,0.000
227,78.482,14.308,14.308,13.215,0.188,13.175,0.040,0.000
228,78.867,26.118,26.118,13.315,0.212,13.284,0.031,0.000
229,79.252,8.275,8.275,13.446,0.235,13.422,0.024,0.000
230,79.637,3.770,3.770,13.606,0.259,13.587,0.019,0.000
231,80.022,22.677,22.677,13.792,0.283,13.778,0.014,0.000
232,80.407,16.020,16.020,14.004,0.306,13.993,0.011,0.000
233,80.792,27.444,27.444,14.239,0.330,14.231,0.008,0.000
234,81.177,18.003,18.003,14.494,0.353,14.488,0.006,0.000
235,81.562,18.786,18.786,14.768,0.377,14.764,0.005,0.000
236,81.947,9.802,9.802,15.059,0.400,15.056,0.003,0.000
237,82.332,23.965,23.965,15.364,0.424,15.361,0.003,0.000
238,82.717,14.134,14.134,15.680,0.447,15.678,0.002,0.000
239,83.102,27.906,27.906,16.006,0.471,16.004,0.001,0.000
240,83.488,10.623,10.623,16.337,0.494,16.336,0.001,0.000
241,83.873,26.079,26.079,16.672,0.518,16.671,0.001,0.000
242,84.258,5.541,5.541,17.007,0.542,17.006,0.001,0.000
243,84.643,11.976,11.976,17.338,0.565,17.338,0.000,0.000
244,85.028,20.118,20.118,17.663,0.589,17.663,0.000,0.000
245,85.413,21.444,21.444,17.977,0.612,17.977,0.000,0.000
246,85.798,26.737,26.737,18.278,0.636,18.278,0.000,0.000
247,86.183,20.444,20.444,18.562,0.659,18.562,0.000,0.000
248,86.568,4.465,4.465,18.825,0.683,18.825,0.000,0.000
249,86.953,24.112,24.112,19.063,0.706,19.063,0.000,0.000
250,87.338,23.193,23.193,19.275,0.730,19.275,0.000,0.000
251,87.723,20.134,20.134,19.457,0.753,19.457,0.000,0.000
252,88.108,25.014,25.014,19.606,0.777,19.606,0.000,0.000
253,88.493,32.346,32.346,19.721,0.801,19.721,0.000,0.000
254,88.878,17.215,17.215,19.799,0.824,19.799,0.000,0.000
255,89.263,28.552,28.552,19.839,0.848,19.839,0.000,0.000
256,89.648,25.438,25.438,19.841,0.871,19.841,0.000,0.000
257,90.033,27.976,27.976,19.804,0.895,19.804,0.000,0.000
258,90.418,20.775,20.775,19.728,0.918,19.728,0.000,0.000
259,90.803,15.688,15.688,19.615,0.942,19.615,0.000,0.000
260,91.188,17.014,17.014,19.464,0.965,19.464,0.000,0.000
261,91.573,24.226,24.226,19.279,0.989,19.279,0.000,0.000
262,91.958,12.851,12.851,19.061,1.012,19.061,0.000,0.000
263,92.344,8.922,8.922,18.812,1.036,18.812,0.000,0.000
264,92.729,25.688,25.688,18.537,1.060,18.537,0.000,0.000
265,93.114,17.009,17.009,18.237,1.083,18.237,0.000,0.000
266,93.499,25.819,25.819,17.916,1.107,17.916,0.000,0.000
267,93.884,6.819,6.819,17.578,1.130,17.578,0.000,0.000
268,94.269,14.623,14.623,17.226,1.154,17.226,0.000,0.000
269,94.654,20.275,20.275,16.865,1.177,16.865,0.000,0.000
270,95.039,9.411,9.411,16.498,1.201,16.498,0.000,0.000
271,95.424,12.177,12.177,16.128,1.224,16.128,0.000,0.000
272,95.809,28.943,28.943,15.760,1.248,15.760,0.000,0.000
273,96.194,19.933,19.933,15.396,1.271,15.396,0.000,0.000
274,96.579,20.232,20.232,15.039,1.295,15.039,0.000,0.000
275,96.964,2.998,2.998,14.692,1.319,14.692,0.000,0.000
276,97.349,8.895,8.895,14.358,1.342,14.358,0.000,0.000
277,97.734,11.454,11.454,14.038,1.366,14.038,0.000,0.000
278,98.119,11.079,11.079,13.735,1.389,13.735,0.000,0.000
279,98.504,16.764,16.764,13.450,1.413,13.450,0.000,0.000
280,98.889,11.145,11.145,13.183,1.436,13.183,0.000,0.000
281,99.274,17.791,17.791,12.937,1.460,12.937,0.000,0.000
282,99.659,8.329,8.329,12.711,1.483,12.711,0.000,0.000
283,100.044,16.965,16.965,12.506,1.507,12.506,0.000,0.000
284,100.429,0.000,-0.138,12.321,1.530,12.321,0.000,0.000
285,100.814,10.155,10.155,12.157,1.554,12.157,0.000,0.000
286,101.200,8.253,8.253,12.013,1.578,12.013,0.000,0.000
287,101.585,7.389,7.389,11.889,1.601,11.889,0.000,0.000
288,101.970,13.846,13.846,11.783,1.625,11.783,0.000,0.000
289,102.355,18.025,18.025,11.695,1.648,11.695,0.000,0.000
290,102.740,11.922,11.922,11.625,1.672,11.625,0.000,0.000
291,103.125,0.000,-0.127,11.570,1.695,11.570,0.000,0.000
292,103.510,21.074,21.074,11.531,1.719,11.531,0.000,0.000
293,103.895,13.644,13.644,11.507,1.742,11.507,0.000,0.000
294,104.280,19.498,19.498,11.495,1.766,11.495,0.000,0.000
295,104.665,10.133,10.133,11.496,1.789,11.496,0.000,0.000
296,105.050,12.856,12.856,11.509,1.813,11.509,0.000,0.000
297,105.435,10.123,10.123,11.532,1.837,11.532,0.000,0.000
298,105.820,13.655,13.655,11.565,1.860,11.565,0.000,0.000
299,106.205,11.525,11.525,11.608,1.884,11.608,0.000,0.000
300,106.590,0.000,-1.372,11.658,1.907,11.658,0.000,0.000
301,106.975,14.449,14.449,11.717,1.931,11.717,0.000,0.000
302,107.360,15.297,15.297,11.783,1.954,11.783,0.000,0.000
303,107.745,14.753,14.753,11.855,1.978,11.855,0.000,0.000
304,108.130,24.351,24.351,11.934,2.001,11.934,0.000,0.000
305,108.515,9.655,9.655,12.019,2.025,12.019,0.000,0.000
306,108.900,9.677,9.677,12.108,2.048,12.108,0.000,0.000
307,109.285,3.987,3.987,12.203,2.072,12.203,0.000,0.000
308,109.670,20.796,20.796,12.302,2.096,12.302,0.000,0.000
309,110.056,26.460,26.460,12.406,2.119,12.406,0.000,0.000
310,110.441,7.873,7.873,12.514,2.143,12.514,0.000,0.000
311,110.826,16.867,16.867,12.625,2.166,12.625,0.000,0.000
312,111.211,6.291,6.291,12.740,2.190,12.740,0.000,0.000
313,111.596,18.133,18.133,12.858,2.213,12.858,0.000,0.000
314,111.981,16.737,16.737,12.979,2.237,12.979,0.000,0.000
315,112.366,17.177,17.177,13.102,2.260,13.102,0.000,0.000
316,112.751,18.046,18.046,13.228,2.284,13.228,0.000,0.000
317,113.136,22.411,22.411,13.356,2.307,13.356,0.000,0.000
318,113.521,17.845,17.845,13.486,2.331,13.486,0.000,0.000
319,113.906,16.356,16.356,13.618,2.355,13.618,0.000,0.000
320,114.291,16.650,16.650,13.751,2.378,13.751,0.000,0.000
321,114.676,14.177,14.177,13.885,2.402,13.885,0.000,0.000
322,115.061,9.068,9.068,14.021,2.425,14.021,0.000,0.000
323,115.446,8.715,8.715,14.157,2.449,14.157,0.000,0.000
324,115.831,13.161,13.161,14.294,2.472,14.294,0.000,0.000
325,116.216,22.253,22.253,14.431,2.496,14.431,0.000,0.000
326,116.601,12.503,12.503,14.568,2.519,14.568,0.000,0.000
327,116.986,13.155,13.155,14.705,2.543,14.705,0.000,0.000
328,117.371,20.454,20.454,14.842,2.566,14.842,0.000,0.000
329,117.756,10.780,10.780,14.979,2.590,14.979,0.000,0.000
330,118.141,11.090,11.090,15.116,2.614,15.116,0.000,0.000
331,118.526,14.155,14.155,15.251,2.637,15.251,0.000,0.000
332,118.912,23.057,23.057,15.386,2.661,15.386,0.000,0.000
333,119.297,25.073,25.073,15.520,2.684,15.520,0.000,0.000
334,119.682,14.823,14.823,15.654,2.708,15.654,0.000,0.000
335,120.067,15.546,15.546,15.786,2.731,15.786,0.000,0.000
336,120.452,13.400,13.400,15.917,2.755,15.917,0.000,0.000
337,120.837,28.025,28.025,16.047,2.778,16.047,0.000,0.000
338,121.222,10.660,10.660,16.176,2.802,16.176,0.000,0.000
339,121.607,27.791,27.791,16.304,2.826,16.304,0.000,0.000
340,121.992,22.003,22.003,16.430,2.849,16.430,0.000,0.000
341,122.377,17.644,17.644,16.555,2.873,16.555,0.000,0.000
342,122.762,15.383,15.383,16.679,2.896,16.679,0.000,0.000
343,123.147,18.606,18.606,16.802,2.920,16.802,0.000,0.000
344,123.532,18.329,18.329,16.924,2.943,16.924,0.000,0.000
345,123.917,11.264,11.264,17.044,2.967,17.044,0.000,0.000
346,124.302,18.948,18.948,17.164,2.990,17.164,0.000,0.000
347,124.687,6.492,6.492,17.240,2.972,17.240,0.000,0.000
348,125.072,15.677,15.677,17.316,2.954,17.316,0.000,0.000
349,125.457,21.514,21.514,17.391,2.936,17.391,0.000,0.000
350,125.842,14.101,14.101,17.465,2.918,17.465,0.000,0.000
351,126.227,36.796,36.796,17.538,2.900,17.538,0.000,0.000
352,126.612,13.508,13.508,17.611,2.882,17.611,0.000,0.000
353,126.997,35.916,35.916,17.683,2.863,17.683,0.000,0.000
354,127.382,16.111,16.111,17.754,2.845,17.754,0.000,0.000
355,127.768,4.606,4.606,17.826,2.827,17.826,0.000,0.000
356,128.153,12.720,12.720,17.896,2.809,17.896,0.000,0.000
357,128.538,22.541,22.541,17.967,2.791,17.967,0.000,0.000
358,128.923,16.622,16.622,18.037,2.773,18.037,0.000,0.000
359,129.308,20.008,20.008,18.108,2.755,18.108,0.000,0.000
360,129.693,29.948,29.948,18.178,2.737,18.178,0.000,0.000
361,130.078,23.687,23.687,18.249,2.718,18.249,0.000,0.000
362,130.463,31.535,31.535,18.320,2.700,18.320,0.000,0.000
363,130.848,11.204,11.204,18.392,2.682,18.392,0.000,0.000
364,131.233,27.182,27.182,18.464,2.664,18.464,0.000,0.000
365,131.618,15.926,15.926,18.537,2.646,18.537,0.000,0.000
366,132.003,25.323,25.323,18.610,2.628,18.610,0.000,0.000
367,132.388,14.997,14.997,18.684,2.610,18.684,0.000,0.000
368,132.773,29.649,29.649,18.759,2.592,18.759,0.000,0.000
369,133.158,13.285,13.285,18.836,2.573,18.836,0.000,0.000
370,133.543,22.611,22.611,18.913,2.555,18.913,0.000,0.000
371,133.928,25.383,25.383,18.991,2.537,18.991,0.000,0.000
372,134.313,14.198,14.198,19.070,2.519,19.070,0.000,0.000
373,134.698,14.579,14.579,19.151,2.501,19.151,0.000,0.000
374,135.083,16.812,16.812,19.233,2.483,19.233,0.000,0.000
375,135.468,5.345,5.345,19.316,2.465,19.316,0.000,0.000
376,135.853,20.220,20.220,19.401,2.447,19.401,0.000,0.000
377,136.238,20.546,20.546,19.487,2.429,19.487,0.000,0.000
378,136.624,24.377,24.377,19.574,2.410,19.574,0.000,0.000
379,137.009,22.280,22.280,19.662,2.392,19.662,0.000,0.000
380,137.394,17.241,17.241,19.752,2.374,19.752,0.000,0.000
381,137.779,17.606,17.606,19.843,2.356,19.843,0.000,0.000
382,138.164,15.921,15.921,19.935,2.338,19.935,0.000,0.000
383,138.549,24.508,24.508,20.027,2.320,20.027,0.000,0.000
384,138.934,19.443,19.443,20.121,2.302,20.121,0.000,0.000
385,139.319,28.758,28.758,20.216,2.284,20.216,0.000,0.000
386,139.704,12.725,12.725,20.311,2.265,20.311,0.000,0.000
387,140.089,14.231,14.231,20.407,2.247,20.407,0.000,0.000
388,140.474,25.693,25.693,20.503,2.229,20.503,0.000,0.000
389,140.859,22.426,22.426,20.599,2.211,20.599,0.000,0.000
390,141.244,20.443,20.443,20.695,2.193,20.695,0.000,0.000
391,141.629,21.029,21.029,20.792,2.175,20.792,0.000,0.000
392,142.014,23.850,23.850,20.888,2.157,20.888,0.000,0.000
393,142.399,25.410,25.410,20.983,2.139,20.983,0.000,0.000
394,142.784,24.443,24.443,21.078,2.120,21.078,0.000,0.000
395,143.169,24.497,24.497,21.172,2.102,21.172,0.000,0.000
396,143.554,16.720,16.720,21.266,2.084,21.266,0.000,0.000
397,143.939,22.068,22.068,21.358,2.066,21.358,0.000,0.000
398,144.324,26.747,26.747,21.449,2.048,21.449,0.000,0.000
399,144.709,27.959,27.959,21.538,2.030,21.538,0.000,0.000
400,145.094,28.144,28.144,21.627,2.012,21.627,0.000,0.000
401,145.480,16.991,16.991,21.713,1.994,21.713,0.000,0.000
402,145.865,12.388,12.388,21.798,1.975,21.798,0.000,0.000
403,146.250,38.187,38.187,21.881,1.957,21.881,0.000,0.000
404,146.635,36.415,36.415,21.961,1.939,21.961,0.000,0.000
405,147.020,16.959,16.959,22.040,1.921,22.040,0.000,0.000
406,147.405,33.486,33.486,22.117,1.903,22.117,0.000,0.000
407,147.790,29.366,29.366,22.192,1.885,22.192,0.000,0.000
408,148.175,46.073,46.073,22.265,1.867,22.265,0.000,0.000
