# П92 фаза 3 — AS80_th_disk (диск тория на Ø80 NaI), 2614 и 1461, 8 млн
ours;AS80_th_disk;2614.511;8000000;ref;
g4;AS80_th_disk;2614.511;8000000;def;
g4;AS80_th_disk;2614.511;8000000;killesc;killesc
ours;AS80_th_disk;2614.511;8000000;detour0;--detour=0
g4;AS80_th_disk;2614.511;8000000;killcarry;killcarry
ours;AS80_th_disk;2614.511;8000000;ecomp0;--ecomp=0
ours;AS80_th_disk;2614.511;8000000;bpath0;--bpath=0
ours;AS80_th_disk;2614.511;8000000;nobrem;--no-brem
ours;AS80_th_disk_bare;2614.511;8000000;ref;
g4;AS80_th_disk_bare;2614.511;8000000;def;
ours;AS80_th_disk_noback;2614.511;8000000;ref;
g4;AS80_th_disk_noback;2614.511;8000000;def;
ours;AS80_th_disk_nofront;2614.511;8000000;ref;
g4;AS80_th_disk_nofront;2614.511;8000000;def;
ours;AS80_th_disk_noside;2614.511;8000000;ref;
g4;AS80_th_disk_noside;2614.511;8000000;def;
ours;AS80_th_disk;1460.82;8000000;ref;
g4;AS80_th_disk;1460.82;8000000;def;
g4;AS80_th_disk;1460.82;8000000;killesc;killesc
ours;AS80_th_disk;1460.82;8000000;detour0;--detour=0
g4;AS80_th_disk;1460.82;8000000;killcarry;killcarry
ours;AS80_th_disk;1460.82;8000000;ecomp0;--ecomp=0
ours;AS80_th_disk;1460.82;8000000;bpath0;--bpath=0
ours;AS80_th_disk_bare;1460.82;8000000;ref;
g4;AS80_th_disk_bare;1460.82;8000000;def;
ours;AS80_th_disk_nofront;1460.82;8000000;ref;
g4;AS80_th_disk_nofront;1460.82;8000000;def;
g4;AS80_th_disk;2614.511;8000000;fullcarry;fullcarry
g4;AS80_th_disk;1460.82;8000000;fullcarry;fullcarry
