ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.007,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.021,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,0.058,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,0.157,0.000,0.000,0.000,0.000,0.157,0.000,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,0.402,0.000,0.000,0.000,0.000,0.402,0.000,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,0.981,0.000,0.000,0.000,0.000,0.981,0.000,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,2.285,0.000,0.000,0.000,0.000,2.285,0.000,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,5.077,0.000,0.000,0.000,0.000,5.077,0.000,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,10.761,0.000,0.000,0.000,0.000,10.761,0.000,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,21.766,0.000,0.000,0.000,0.000,21.766,0.000,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,42.024,0.000,0.000,0.000,0.000,42.024,0.000,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,77.484,0.000,0.000,0.000,0.000,77.484,0.000,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,136.497,0.000,0.000,0.000,0.000,136.497,0.000,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,229.884,0.000,0.000,0.000,0.000,229.884,0.000,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,370.423,0.000,0.000,0.000,0.000,370.423,0.000,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,571.606,0.000,0.000,0.000,0.000,571.606,0.000,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,845.658,0.000,0.000,0.000,0.000,845.658,0.000,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,1201.085,0.000,0.000,0.000,0.000,1201.085,0.000,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,1640.276,0.000,0.000,0.000,0.000,1640.276,0.000,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,2157.789,0.000,0.000,0.000,0.000,2157.789,0.000,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,2739.871,0.000,0.000,0.000,0.000,2739.871,0.000,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,3365.433,0.000,0.000,0.000,0.000,3365.433,0.000,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,4008.248,0.000,0.000,0.000,0.000,4008.248,0.000,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,4639.821,0.000,0.000,0.000,0.000,4639.821,0.000,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,5232.263,0.000,0.000,0.000,0.000,5232.263,0.000,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,5760.667,0.000,0.000,0.000,0.000,5760.667,0.000,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,6204.831,0.000,0.000,0.000,0.000,6204.831,0.000,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6550.406,0.000,0.000,0.000,0.000,6550.406,0.000,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6789.645,0.000,0.000,0.000,0.000,6789.645,0.000,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6921.790,0.000,0.000,0.000,0.000,6921.790,0.000,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6952.943,0.000,0.001,0.000,0.000,6952.942,0.000,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6895.245,0.000,0.001,0.000,0.000,6895.244,0.000,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,6765.287,0.000,0.003,0.000,0.000,6765.284,0.000,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,6581.951,0.000,0.008,0.000,0.000,6581.943,0.000,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,6364.125,0.000,0.019,0.000,0.000,6364.106,0.000,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,6128.746,0.000,0.043,0.000,0.000,6128.704,0.000,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,5889.542,0.000,0.094,0.000,0.000,5889.448,0.000,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,5656.549,0.000,0.201,0.000,0.000,5656.348,0.000,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,5436.292,0.000,0.418,0.000,0.000,5435.874,0.000,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,5232.358,0.000,0.845,0.000,0.000,5231.513,0.000,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,5046.133,0.000,1.660,0.000,0.000,5044.473,0.000,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4877.504,0.000,3.164,0.000,0.000,4874.340,0.000,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4725.465,0.000,5.856,0.000,0.000,4719.608,0.000,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4588.585,0.000,10.526,0.000,0.000,4578.060,0.000,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4465.372,0.000,18.384,0.000,0.000,4446.989,0.000,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,4354.510,0.000,31.224,0.000,0.000,4323.285,0.000,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,4255.009,0.000,51.624,0.000,0.000,4203.385,0.000,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,4166.256,0.000,83.143,0.000,0.000,4083.114,0.000,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,4211.508,123.521,175.507,30.804,25.955,3962.559,2.021,0.330,0.049,0.020,14.261
128,34.353,1352.872,1352.872,4267.231,247.043,289.602,61.627,51.924,3830.705,4.043,0.660,0.098,0.041,28.530
129,34.738,1740.499,1740.499,4333.549,370.564,432.147,92.467,77.909,3680.951,6.066,0.991,0.147,0.061,42.807
130,35.122,1706.873,1706.873,4410.583,494.085,609.853,123.324,103.908,3506.713,8.090,1.322,0.197,0.082,57.092
131,35.507,1934.788,1934.788,4498.345,617.607,827.883,154.198,129.921,3302.837,10.116,1.652,0.246,0.102,71.385
132,35.892,2416.148,2416.148,4596.663,741.128,1087.840,185.089,155.949,3067.551,12.142,1.983,0.295,0.123,85.685
133,36.276,2534.454,2534.454,4705.155,864.650,1385.949,215.997,181.990,2804.247,14.170,2.315,0.344,0.144,99.994
134,36.661,3005.093,3005.093,4823.235,988.171,1712.508,246.921,208.046,2522.039,16.199,2.646,0.394,0.165,114.310
135,37.045,3264.332,3264.332,4950.143,1111.692,2053.347,277.863,234.116,2234.340,18.228,2.978,0.443,0.187,128.634
136,37.430,3502.437,3502.437,5084.993,1235.214,2392.936,308.821,260.200,1955.791,20.259,3.309,0.492,0.209,142.966
137,37.814,3619.769,3619.769,5226.809,1358.735,2717.783,339.797,286.299,1698.909,22.292,3.641,0.542,0.233,157.306
138,38.198,3743.749,3743.749,5374.553,1482.256,3018.630,370.790,312.413,1471.911,24.325,3.974,0.591,0.257,171.654
139,38.583,3821.573,3821.573,5527.131,1605.778,3290.905,401.801,338.541,1278.275,26.359,4.306,0.640,0.283,186.010
140,38.967,3818.557,3818.557,5683.391,1729.299,3533.852,432.830,364.685,1117.604,28.395,4.638,0.690,0.311,200.375
141,39.351,4057.047,4057.047,5842.112,1852.820,3749.127,463.878,390.845,987.017,30.432,4.971,0.739,0.342,214.748
142,39.736,3952.096,3952.096,6001.985,1976.342,3939.508,494.945,417.021,882.428,32.470,5.304,0.789,0.378,229.130
143,40.120,3799.846,3799.846,6161.613,2099.863,4107.976,526.032,443.212,799.456,34.509,5.637,0.838,0.418,243.521
144,40.504,3551.352,3551.352,6319.516,2223.384,4257.208,557.138,469.420,733.941,36.549,5.970,0.888,0.466,257.921
145,40.888,3630.415,3630.415,6474.161,2346.906,4389.364,588.264,495.645,682.186,38.591,6.304,0.938,0.523,272.331
146,41.272,3310.747,3310.747,6624.016,2470.427,4506.085,619.412,521.886,641.015,40.634,6.638,0.987,0.593,286.750
147,41.656,3142.010,3142.010,6767.625,2593.949,4608.593,650.581,548.144,607.746,42.679,6.972,1.037,0.677,301.179
148,42.040,2946.720,2946.720,6903.699,2717.470,4697.839,681.775,574.418,580.134,44.725,7.306,1.087,0.779,315.619
149,42.424,3332.288,3332.288,7031.220,2840.991,4774.659,712.997,600.710,556.314,46.772,7.640,1.136,0.904,330.071
150,42.808,2795.902,2795.902,7149.529,2964.513,4839.911,744.250,627.018,534.758,48.820,7.975,1.186,1.054,344.537
151,43.192,2942.995,2942.995,7258.406,3088.034,4894.577,775.546,653.343,514.251,50.869,8.310,1.236,1.234,359.021
152,43.575,3026.753,3026.753,7358.121,3211.555,4939.812,806.897,679.686,493.881,52.920,8.645,1.286,1.446,373.528
153,43.959,3083.368,3083.368,7449.437,3335.077,4976.961,838.327,706.048,473.030,54.972,8.980,1.336,1.692,388.069
154,44.343,3140.461,3140.461,7533.583,3458.598,5007.526,869.872,732.433,451.373,57.025,9.315,1.386,1.972,402.658
155,44.727,3318.973,3318.973,7612.186,3582.119,5033.106,901.585,758.845,428.855,59.078,9.651,1.435,2.287,417.320
156,45.110,3728.918,3728.918,7687.168,3705.641,5055.317,933.548,785.293,405.659,61.133,9.986,1.485,2.634,432.088
157,45.494,3680.176,3680.176,7760.631,3829.162,5075.707,965.875,811.791,382.160,63.189,10.322,1.535,3.012,447.016
158,45.878,3947.133,3947.133,7834.729,3952.683,5095.667,998.730,838.360,358.864,65.246,10.658,1.585,3.414,462.177
159,46.261,4450.820,4450.820,7911.551,4076.205,5116.354,1032.338,865.036,336.350,67.304,10.994,1.635,3.838,477.676
160,46.645,4490.548,4490.548,7993.024,4199.726,5138.613,1066.999,891.867,315.204,69.363,11.331,1.685,4.278,493.656
161,47.028,5143.988,5143.988,8080.829,4323.248,5162.926,1103.108,918.927,295.977,71.423,11.667,1.735,4.730,510.308
162,47.412,5496.743,5496.743,8176.363,4446.769,5189.365,1141.162,946.321,279.145,73.484,12.004,1.785,5.187,527.881
163,47.795,5880.886,5880.886,8280.715,4570.290,5217.574,1181.771,974.193,265.087,75.547,12.340,1.836,5.645,546.693
164,48.178,6192.559,6192.559,8394.679,4693.812,5246.770,1225.653,1002.739,254.078,77.611,12.677,1.886,6.098,567.136
165,48.562,6437.436,6437.436,8518.785,4817.333,5275.785,1273.613,1032.212,246.287,79.678,13.014,1.936,6.543,589.684
166,48.945,7298.560,7298.560,8653.336,4940.854,5303.136,1326.500,1062.933,241.782,81.748,13.352,1.986,6.974,614.892
167,49.328,7741.641,7741.641,8798.464,5064.376,5327.134,1385.140,1095.290,240.539,83.822,13.689,2.036,7.389,643.390
168,49.711,7851.541,7851.541,8954.170,5187.897,5346.034,1450.249,1129.731,242.448,85.901,14.027,2.086,7.785,675.871
169,50.094,8457.990,8457.990,9120.365,5311.418,5358.204,1522.327,1166.752,247.321,87.989,14.365,2.137,8.163,713.068
170,50.478,8715.738,8715.738,9296.891,5434.940,5362.300,1601.555,1206.865,254.897,90.089,14.703,2.187,8.527,755.726
171,50.861,9332.608,9332.608,9483.532,5558.461,5357.421,1687.715,1250.566,264.855,92.203,15.042,2.237,8.885,804.565
172,51.244,9926.805,9926.805,9680.007,5681.983,5343.218,1780.143,1298.290,276.816,94.338,15.380,2.288,9.249,860.238
173,51.627,10303.127,10303.127,9885.951,5805.504,5319.938,1877.741,1350.375,290.367,96.500,15.720,2.338,9.639,923.285
174,52.010,10743.895,10743.895,10100.902,5929.025,5288.392,1979.046,1407.020,305.073,98.697,16.060,2.388,10.078,994.098
175,52.393,11299.714,11299.714,10324.273,6052.547,5249.857,2082.343,1468.273,320.495,100.939,16.401,2.439,10.595,1072.879
176,52.776,11436.225,11436.225,10555.342,6176.068,5205.936,2185.807,1534.012,336.219,103.236,16.743,2.489,11.224,1159.620
177,53.159,11932.590,11932.590,10793.254,6299.589,5158.400,2287.651,1603.957,351.867,105.602,17.086,2.540,12.001,1254.092
178,53.541,12568.731,12568.731,11037.032,6423.111,5109.032,2386.249,1677.686,367.111,108.050,17.431,2.591,12.966,1355.854
179,53.924,12740.275,12740.275,11285.617,6546.632,5059.512,2480.239,1754.658,381.691,110.598,17.778,2.641,14.157,1464.279
180,54.307,12955.323,12955.323,11537.911,6670.153,5011.333,2568.576,1834.242,395.406,113.261,18.129,2.692,15.613,1578.593
181,54.690,13469.191,13469.191,11792.840,6793.675,4965.752,2650.558,1915.745,408.124,116.058,18.484,2.743,17.367,1697.941
182,55.072,13892.829,13892.829,12049.427,6917.196,4923.777,2725.817,1998.444,419.771,119.007,18.845,2.794,19.450,1821.452
183,55.455,14537.975,14537.975,12306.860,7040.717,4886.178,2794.286,2081.607,430.327,122.127,19.213,2.845,21.882,1948.322
184,55.838,14705.541,14705.541,12564.573,7164.239,4853.505,2856.161,2164.524,439.817,125.435,19.592,2.896,24.675,2077.895
185,56.220,14612.969,14612.969,12822.310,7287.760,4826.112,2911.842,2246.524,448.298,128.946,19.984,2.947,27.827,2209.754
186,56.603,15237.036,15237.036,13080.204,7411.282,4804.190,2961.888,2327.000,455.858,132.673,20.394,2.998,31.322,2343.804
187,56.985,15844.496,15844.496,13338.839,7534.803,4787.789,3006.958,2405.423,462.600,136.625,20.825,3.049,35.123,2480.368
188,57.368,15949.013,15949.013,13599.335,7658.324,4776.844,3047.769,2481.367,468.640,140.804,21.284,3.101,39.175,2620.273
189,57.750,16648.771,16648.771,13863.433,7781.846,4771.190,3085.055,2554.517,474.095,145.206,21.778,3.152,43.402,2764.957
190,58.132,16327.654,16327.654,14166.999,7938.764,4782.568,3127.987,2631.824,480.363,150.377,22.405,3.217,47.709,2920.468
191,58.515,17093.359,17093.359,14479.969,8095.682,4798.700,3168.797,2706.116,486.277,155.741,23.084,3.282,51.974,3085.916
192,58.897,17809.720,17809.720,14806.693,8252.601,4819.246,3208.111,2777.507,491.941,161.269,23.824,3.347,56.064,3265.299
193,59.279,18337.189,18337.189,15152.720,8409.519,4843.841,3246.493,2846.278,497.450,166.926,24.637,3.412,59.835,3463.762
194,59.662,18401.833,18401.833,15525.001,8566.437,4872.112,3284.443,2912.886,502.887,172.669,25.533,3.478,63.140,3687.768
195,60.044,19061.670,19061.670,15932.098,8723.355,4903.696,3322.400,2977.972,508.324,178.448,26.524,3.543,65.836,3945.269
196,60.426,19463.773,19463.773,16384.374,8880.274,4938.250,3360.751,3042.368,513.822,184.214,27.620,3.609,67.798,4245.855
197,60.808,20064.542,20064.542,16894.149,9037.192,4975.467,3399.841,3107.105,519.434,189.914,28.829,3.675,68.922,4600.872
198,61.190,20286.434,20286.434,17475.794,9194.110,5015.086,3439.986,3173.417,525.203,195.501,30.161,3.741,69.139,5023.471
199,61.572,21173.784,21173.784,18145.713,9351.029,5056.890,3481.483,3242.746,531.164,200.931,31.619,3.807,68.416,5528.567
200,61.954,21587.872,21587.872,18922.193,9507.947,5100.718,3524.617,3316.741,537.347,206.170,33.206,3.873,66.764,6132.665
201,62.336,22886.481,22886.481,19825.073,9664.865,5146.454,3569.673,3397.263,543.775,211.194,34.920,3.940,64.235,6853.527
202,62.718,23549.834,23549.834,20875.222,9821.783,5194.031,3616.930,3486.374,550.466,215.988,36.756,4.007,60.922,7709.654
203,63.100,24534.242,24534.242,22093.778,9978.702,5243.417,3666.668,3586.326,557.434,220.553,38.704,4.074,56.949,8719.558
204,63.482,25568.764,25568.764,23501.171,10135.620,5294.614,3719.156,3699.538,564.687,224.898,40.753,4.142,52.464,9900.826
205,63.864,26729.606,26729.606,25115.917,10292.538,5347.643,3774.639,3828.559,572.228,229.042,42.887,4.210,47.629,11268.984
206,64.246,28017.618,28017.618,26953.234,10449.457,5402.541,3833.331,3976.020,580.053,233.012,45.089,4.279,42.612,12836.199
207,64.627,29195.839,29195.839,29023.535,10606.375,5459.355,3895.388,4144.566,588.154,236.841,47.341,4.348,37.570,14609.874
208,65.009,30622.620,30622.620,31330.875,10763.293,5518.128,3960.897,4336.766,596.512,240.565,49.622,4.419,32.648,16591.217
209,65.391,32738.031,32738.031,33871.463,10920.212,5578.904,4029.852,4555.018,605.102,244.223,51.917,4.490,27.967,18773.888
210,65.773,35145.037,35145.037,36632.358,11077.130,5641.717,4102.138,4801.428,613.892,247.851,54.209,4.562,23.622,21142.837
211,66.154,36916.970,36916.970,39590.483,11234.048,5706.591,4177.517,5077.688,622.839,251.484,56.485,4.636,19.682,23673.458
212,66.536,38699.918,38699.918,42712.073,11390.966,5773.540,4255.620,5384.950,631.896,255.153,58.739,4.710,16.185,26331.174
213,66.917,41564.103,41564.103,45952.673,11547.885,5842.565,4335.947,5723.700,641.009,258.888,60.967,4.786,13.146,29071.557
214,67.299,43222.774,43222.774,49257.775,11704.803,5913.652,4417.871,6093.652,650.121,262.712,63.174,4.864,10.559,31841.063
215,67.680,45884.496,45884.496,52564.125,11861.721,5986.774,4500.652,6493.657,659.173,266.648,65.368,4.943,8.400,34578.400
216,68.062,48542.131,48542.131,55801.691,12018.640,6061.888,4583.463,6921.648,668.109,270.716,67.569,5.024,6.633,37216.532
217,68.443,50527.487,50527.487,58896.243,12175.558,6138.929,4665.419,7374.611,676.877,274.933,69.802,5.106,5.215,39685.239
218,68.825,53517.374,53517.374,61772.406,12332.476,6217.817,4745.613,7848.599,685.432,279.318,72.102,5.190,4.098,41914.124
219,69.206,56170.621,56170.621,64357.039,12489.395,6298.445,4823.157,8338.781,693.739,283.888,74.516,5.276,3.235,43835.887
220,69.587,59343.495,59343.495,66582.709,12646.313,6380.686,4897.225,8839.525,701.774,288.665,77.100,5.363,2.581,45389.673
