ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
28,-4.327,0.000,-6868.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,-3.938,0.000,-6988.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,-3.549,0.000,-7090.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,-3.160,0.000,-7251.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,-2.771,0.000,-7359.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.007,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.060,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.165,0.000,0.000,0.000,0.000,0.165,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.434,0.000,0.000,0.000,0.000,0.434,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,1.084,0.000,0.000,0.000,0.000,1.084,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,2.576,0.000,0.000,0.000,0.000,2.576,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,5.819,0.000,0.000,0.000,0.000,5.819,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,12.505,0.000,0.000,0.000,0.000,12.505,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,25.566,0.000,0.000,0.000,0.000,25.566,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,49.749,0.000,0.000,0.000,0.000,49.749,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,92.179,0.000,0.000,0.000,0.000,92.179,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,162.735,0.000,0.000,0.000,0.000,162.735,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,273.931,0.000,0.000,0.000,0.000,273.931,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,440.052,0.000,0.000,0.000,0.000,440.052,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,675.390,0.000,0.000,0.000,0.000,675.390,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,991.688,0.000,0.000,0.000,0.000,991.688,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,1395.297,0.000,0.000,0.000,0.000,1395.297,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,1884.742,0.000,0.000,0.000,0.000,1884.742,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,2449.504,0.000,0.000,0.000,0.000,2449.504,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,3070.454,0.000,0.000,0.000,0.000,3070.454,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,3721.923,0.000,0.000,0.000,0.000,3721.923,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,4374.786,0.000,0.000,0.000,0.000,4374.786,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,4999.716,0.000,0.000,0.000,0.000,4999.716,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,5569.858,0.000,0.000,0.000,0.000,5569.858,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,6062.644,0.000,0.000,0.000,0.000,6062.644,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,6460.871,0.000,0.000,0.000,0.000,6460.871,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,6753.432,0.000,0.000,0.000,0.000,6753.432,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,6935.889,0.000,0.000,0.000,0.000,6935.889,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,7010.804,0.000,0.000,0.000,0.000,7010.803,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6987.479,0.000,0.000,0.000,0.000,6987.478,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6880.849,0.000,0.001,0.000,0.000,6880.848,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6709.533,0.000,0.003,0.000,0.000,6709.530,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6493.447,0.000,0.007,0.000,0.000,6493.440,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6251.527,0.000,0.017,0.000,0.000,6251.510,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,6000.046,0.000,0.039,0.000,0.000,6000.007,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,5751.723,0.000,0.087,0.000,0.000,5751.637,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,5515.550,0.000,0.189,0.000,0.000,5515.360,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,5297.097,0.000,0.401,0.000,0.000,5296.696,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,5099.075,0.000,0.824,0.000,0.000,5098.251,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,4921.966,0.000,1.641,0.000,0.000,4920.325,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,4764.672,0.000,3.168,0.000,0.000,4761.504,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,4625.135,0.000,5.930,0.000,0.000,4619.205,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,4500.905,0.000,10.770,0.000,0.000,4490.136,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4389.618,0.000,18.990,0.000,0.000,4370.628,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4289.335,0.000,32.544,0.000,0.000,4256.791,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4198.734,0.000,54.258,0.000,0.000,4144.476,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4117.153,0.000,88.077,0.000,0.000,4029.077,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,4044.511,0.000,139.239,0.000,0.000,3905.272,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,3981.145,0.000,214.274,0.000,0.000,3766.870,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,3927.612,0.000,320.559,0.000,0.000,3607.053,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,4082.228,197.734,546.761,55.865,46.972,3428.247,3.656,0.597,0.089,0.037
128,34.353,1352.872,1352.872,4247.686,395.467,816.308,111.766,93.974,3216.873,7.315,1.195,0.178,0.074
129,34.738,1740.499,1740.499,4424.144,593.201,1129.612,167.701,141.005,2972.675,10.976,1.793,0.267,0.111
130,35.122,1706.873,1706.873,4611.409,790.935,1480.753,223.670,188.065,2701.380,14.639,2.391,0.356,0.149
131,35.507,1934.788,1934.788,4808.926,988.668,1857.490,279.674,235.153,2414.675,18.305,2.990,0.445,0.186
132,35.892,2416.148,2416.148,5015.802,1186.402,2243.631,335.713,282.271,2127.859,21.973,3.589,0.534,0.225
133,36.276,2534.454,2534.454,5230.869,1384.135,2622.874,391.786,329.418,1856.064,25.643,4.188,0.623,0.263
134,36.661,3005.093,3005.093,5452.773,1581.869,2982.265,447.894,376.595,1610.889,29.315,4.788,0.712,0.303
135,37.045,3264.332,3264.332,5680.054,1779.603,3313.878,504.039,423.802,1398.799,32.990,5.388,0.802,0.344
136,37.430,3502.437,3502.437,5911.229,1977.336,3614.603,560.219,471.039,1221.420,36.667,5.989,0.891,0.387
137,37.814,3619.769,3619.769,6144.849,2175.070,3884.845,616.437,518.308,1076.894,40.346,6.590,0.981,0.432
138,38.198,3743.749,3743.749,6379.519,2372.804,4126.999,672.693,565.608,961.433,44.028,7.191,1.070,0.480
139,38.583,3821.573,3821.573,6613.907,2570.537,4344.240,728.987,612.941,870.522,47.713,7.793,1.160,0.532
140,38.967,3818.557,3818.557,6846.715,2768.271,4539.749,785.320,660.306,799.684,51.400,8.395,1.249,0.591
141,39.351,4057.047,4057.047,7076.665,2966.005,4716.312,841.693,707.704,744.851,55.090,8.998,1.339,0.657
142,39.736,3952.096,3952.096,7302.481,3163.738,4876.180,898.106,755.136,702.491,58.782,9.601,1.429,0.733
143,40.120,3799.846,3799.846,7522.904,3361.472,5021.089,954.560,802.601,669.607,62.476,10.205,1.518,0.822
144,40.504,3551.352,3551.352,7736.730,3559.206,5152.352,1011.056,850.100,643.678,66.174,10.808,1.608,0.928
145,40.888,3630.415,3630.415,7942.883,3756.939,5271.003,1067.596,897.632,622.587,69.874,11.413,1.698,1.053
146,41.272,3310.747,3310.747,8140.501,3954.673,5377.936,1124.183,945.197,604.572,73.576,12.018,1.788,1.203
147,41.656,3142.010,3142.010,8329.037,4152.406,5474.037,1180.821,992.795,588.192,77.281,12.623,1.878,1.380
148,42.040,2946.720,2946.720,8508.344,4350.140,5560.282,1237.519,1040.427,572.311,80.989,13.228,1.968,1.588
149,42.424,3332.288,3332.288,8678.735,4547.874,5637.795,1294.290,1088.091,556.104,84.699,13.834,2.058,1.830
150,42.808,2795.902,2795.902,8841.012,4745.607,5707.870,1351.159,1135.791,539.050,88.411,14.441,2.149,2.108
151,43.192,2942.995,2942.995,8996.442,4943.341,5771.954,1408.160,1183.527,520.934,92.125,15.047,2.239,2.421
152,43.575,3026.753,3026.753,9146.697,5141.075,5831.594,1465.348,1231.304,501.819,95.842,15.654,2.329,2.768
153,43.959,3083.368,3083.368,9293.751,5338.808,5888.374,1522.808,1279.131,482.009,99.561,16.262,2.420,3.148
154,44.343,3140.461,3140.461,9439.750,5536.542,5943.824,1580.660,1327.023,461.986,103.281,16.869,2.510,3.556
155,44.727,3318.973,3318.973,9586.868,5734.276,5999.332,1639.077,1375.001,442.345,107.004,17.477,2.600,3.989
156,45.110,3728.918,3728.918,9737.164,5932.009,6056.050,1698.296,1423.101,423.728,110.729,18.086,2.691,4.440
157,45.494,3680.176,3680.176,9892.457,6129.743,6114.802,1758.642,1471.376,406.756,114.455,18.694,2.782,4.906
158,45.878,3947.133,3947.133,10054.225,6327.476,6176.015,1820.536,1519.904,391.985,118.184,19.303,2.872,5.380
159,46.261,4450.820,4450.820,10223.540,6525.210,6239.659,1884.515,1568.796,379.875,121.915,19.913,2.963,5.858
160,46.645,4490.548,4490.548,10401.043,6722.944,6305.223,1951.240,1618.207,370.768,125.648,20.522,3.053,6.333
161,47.028,5143.988,5143.988,10586.958,6920.677,6371.727,2021.481,1668.345,364.891,129.384,21.132,3.144,6.802
162,47.412,5496.743,5496.743,10781.134,7118.411,6437.778,2096.102,1719.483,362.359,133.123,21.742,3.235,7.258
163,47.795,5880.886,5880.886,10983.112,7316.145,6501.664,2176.004,1771.962,363.184,136.867,22.353,3.326,7.697
164,48.178,6192.559,6192.559,11192.203,7513.878,6561.502,2262.046,1826.195,367.290,140.616,22.964,3.417,8.117
165,48.562,6437.436,6437.436,11407.566,7711.612,6615.415,2354.948,1882.654,374.519,144.372,23.575,3.508,8.515
166,48.945,7298.560,7298.560,11628.277,7909.346,6661.729,2455.173,1941.855,384.643,148.137,24.187,3.599,8.891
167,49.328,7741.641,7741.641,11853.390,8107.079,6699.159,2562.813,2004.328,397.369,151.915,24.800,3.690,9.251
168,49.711,7851.541,7851.541,12081.972,8304.813,6726.965,2677.516,2070.570,412.345,155.709,25.412,3.781,9.604
169,50.094,8457.990,8457.990,12313.131,8502.546,6745.041,2798.446,2141.010,429.175,159.525,26.026,3.872,9.963
170,50.478,8715.738,8715.738,12546.026,8700.280,6753.922,2924.315,2215.962,447.428,163.371,26.640,3.964,10.350
171,50.861,9332.608,9332.608,12779.868,8898.014,6754.706,3053.478,2295.594,466.658,167.253,27.255,4.055,10.791
172,51.244,9926.805,9926.805,13013.920,9095.747,6748.921,3184.066,2379.910,486.426,171.182,27.870,4.146,11.316
173,51.627,10303.127,10303.127,13247.502,9293.481,6738.347,3314.148,2468.744,506.321,175.170,28.487,4.238,11.962
174,52.010,10743.895,10743.895,13479.989,9491.215,6724.844,3441.883,2561.769,525.973,179.230,29.105,4.329,12.767
175,52.393,11299.714,11299.714,13710.829,9688.948,6710.202,3565.649,2658.518,545.072,183.377,29.726,4.421,13.772
176,52.776,11436.225,11436.225,13939.551,9886.682,6696.039,3684.128,2758.408,563.373,187.628,30.348,4.513,15.019
177,53.159,11932.590,11932.590,14165.788,10084.416,6683.739,3796.357,2860.768,580.699,192.000,30.974,4.604,16.547
178,53.541,12568.731,12568.731,14389.287,10282.149,6674.435,3901.735,2964.871,596.939,196.514,31.605,4.696,18.393
179,53.924,12740.275,12740.275,14609.922,10479.883,6669.015,4000.009,3069.955,612.039,201.187,32.241,4.788,20.585
180,54.307,12955.323,12955.323,14827.697,10677.617,6668.146,4091.233,3175.258,626.002,206.041,32.886,4.880,23.146
181,54.690,13469.191,13469.191,15042.732,10875.350,6672.302,4175.719,3280.041,638.871,211.092,33.540,4.972,26.087
182,55.072,13892.829,13892.829,15255.253,11073.084,6681.792,4253.982,3383.613,650.724,216.356,34.209,5.064,29.403
183,55.455,14537.975,14537.975,15465.565,11270.817,6696.784,4326.680,3485.356,661.665,221.845,34.895,5.157,33.072
184,55.838,14705.541,14705.541,15674.018,11468.551,6717.319,4394.560,3584.740,671.812,227.568,35.604,5.249,37.052
185,56.220,14612.969,14612.969,15880.987,11666.285,6743.333,4458.409,3681.350,681.292,233.524,36.342,5.341,41.281
186,56.603,15237.036,15237.036,16086.846,11864.018,6774.665,4519.011,3774.895,690.231,239.708,37.117,5.434,45.670
187,56.985,15844.496,15844.496,16291.955,12061.752,6811.070,4577.113,3865.225,698.752,246.104,37.935,5.526,50.111
188,57.368,15949.013,15949.013,16496.663,12259.486,6852.238,4633.403,3952.344,706.970,252.689,38.808,5.619,54.472
189,57.750,16648.771,16648.771,16701.321,12457.219,6897.806,4688.495,4036.415,714.988,259.431,39.746,5.711,58.609
190,58.132,16327.654,16327.654,16948.191,12696.828,6964.379,4754.933,4127.886,724.710,267.077,40.889,5.823,62.371
191,58.515,17093.359,17093.359,17195.854,12936.437,7034.551,4821.175,4217.161,734.401,274.791,42.119,5.935,65.597
192,58.897,17809.720,17809.720,17444.885,13176.046,7107.925,4887.617,4304.939,744.124,282.519,43.448,6.047,68.139
193,59.279,18337.189,18337.189,17696.033,13415.655,7184.127,4954.603,4392.115,753.936,290.207,44.887,6.159,69.870
194,59.662,18401.833,18401.833,17950.260,13655.264,7262.824,5022.438,4479.781,763.878,297.800,46.445,6.272,70.692
195,60.044,19061.670,19061.670,18208.789,13894.873,7343.731,5091.400,4569.230,773.989,305.250,48.128,6.384,70.545
196,60.426,19463.773,19463.773,18473.131,14134.482,7426.617,5161.758,4661.964,784.297,312.512,49.942,6.496,69.412
197,60.808,20064.542,20064.542,18745.102,14374.091,7511.306,5233.773,4759.692,794.825,319.554,51.886,6.609,67.322
198,61.190,20286.434,20286.434,19026.822,14613.700,7597.671,5307.710,4864.331,805.590,326.355,53.958,6.721,64.349
199,61.572,21173.784,21173.784,19320.696,14853.309,7685.624,5383.834,4977.999,816.606,332.904,56.150,6.834,60.607
200,61.954,21587.872,21587.872,19629.377,15092.918,7775.112,5462.403,5103.001,827.879,339.204,58.450,6.947,56.241
201,62.336,22886.481,22886.481,19955.709,15332.527,7866.100,5543.662,5241.802,839.411,345.268,60.846,7.060,51.418
202,62.718,23549.834,23549.834,20302.649,15572.135,7958.565,5627.828,5396.993,851.199,351.117,63.318,7.173,46.313
203,63.100,24534.242,24534.242,20673.173,15811.744,8052.484,5715.068,5571.232,863.229,356.781,65.847,7.286,41.101
204,63.482,25568.764,25568.764,21070.164,16051.353,8147.831,5805.485,5767.171,875.482,362.293,68.413,7.399,35.943
205,63.864,26729.606,26729.606,21496.283,16290.962,8244.569,5899.094,5987.366,887.930,367.687,70.994,7.513,30.981
206,64.246,28017.618,28017.618,21953.835,16530.571,8342.652,5995.802,6234.168,900.535,372.998,73.573,7.627,26.330
207,64.627,29195.839,29195.839,22444.627,16770.180,8442.019,6095.397,6509.600,913.250,378.260,76.132,7.741,22.074
208,65.009,30622.620,30622.620,22969.825,17009.789,8542.604,6197.530,6815.229,926.021,383.502,78.659,7.855,18.270
209,65.391,32738.031,32738.031,23529.826,17249.398,8644.330,6301.713,7152.029,938.787,388.751,81.147,7.970,14.942
210,65.773,35145.037,35145.037,24124.149,17489.007,8747.119,6407.324,7520.264,951.481,394.031,83.593,8.085,12.092
211,66.154,36916.970,36916.970,24751.348,17728.616,8850.891,6513.616,7919.378,964.037,399.360,86.002,8.200,9.703
212,66.536,38699.918,38699.918,25408.969,17968.225,8955.568,6619.739,8347.913,976.389,404.756,88.385,8.316,7.739
213,66.917,41564.103,41564.103,26093.537,18207.834,9061.077,6724.771,8803.462,988.474,410.237,90.762,8.432,6.158
214,67.299,43222.774,43222.774,26800.600,18447.443,9167.347,6827.754,9282.656,1000.241,415.818,93.161,8.548,4.909
215,67.680,45884.496,45884.496,27524.803,18687.052,9274.313,6927.738,9781.194,1011.647,421.518,95.618,8.665,3.942
216,68.062,48542.131,48542.131,28260.013,18926.661,9381.913,7023.827,10293.907,1022.665,427.354,98.182,8.783,3.209
217,68.443,50527.487,50527.487,28999.468,19166.270,9490.090,7115.228,10814.863,1033.284,433.352,100.912,8.901,2.664
218,68.825,53517.374,53517.374,29735.957,19405.878,9598.788,7201.288,11337.493,1043.509,439.537,103.879,9.020,2.268
219,69.206,56170.621,56170.621,30462.009,19645.487,9707.953,7281.539,11854.742,1053.362,445.941,107.169,9.139,1.986
220,69.587,59343.495,59343.495,31170.081,19885.096,9817.534,7355.721,12359.231,1062.881,452.601,110.884,9.259,1.791
221,69.969,61714.845,61714.845,31852.748,20124.705,9927.484,7423.800,12843.431,1072.115,459.559,115.141,9.379,1.659
222,70.350,63870.489,63870.489,32502.878,20364.314,10037.759,7485.975,13299.826,1081.126,466.858,120.076,9.500,1.573
223,70.731,65723.793,65723.793,33113.786,20603.923,10148.327,7542.668,13721.090,1089.982,474.551,125.842,9.622,1.520
224,71.112,67885.713,67885.713,33679.384,20843.532,10259.164,7594.504,14100.251,1098.752,482.688,132.608,9.744,1.488
225,71.493,69535.535,69535.535,34194.315,21083.141,10370.265,7642.278,14430.860,1107.506,491.323,140.557,9.866,1.472
226,71.874,70918.603,70918.603,34654.074,21322.750,10481.641,7686.920,14707.170,1116.309,500.508,149.883,9.989,1.465
227,72.255,71915.240,71915.240,35055.143,21562.359,10593.331,7729.444,14924.304,1125.218,510.294,160.784,10.113,1.464
228,72.636,72296.728,72296.728,35395.104,21801.968,10705.403,7770.904,15078.442,1134.281,520.722,173.456,10.237,1.466
229,73.017,72998.910,72998.910,35672.773,22041.577,10817.958,7812.344,15167.000,1143.537,531.828,188.080,10.361,1.470
230,73.398,72851.936,72851.936,35888.311,22281.186,10931.135,7854.756,15188.805,1153.010,543.634,204.815,10.486,1.475
231,73.779,71717.981,71717.981,36043.333,22520.795,11045.116,7899.041,15144.243,1162.715,556.147,223.783,10.611,1.479
232,74.160,70864.655,70864.655,36140.982,22760.404,11160.130,7945.979,15035.388,1172.657,569.356,245.053,10.736,1.484
233,74.541,69192.827,69192.827,36185.968,23000.013,11276.457,7996.211,14866.060,1182.829,583.228,268.632,10.861,1.488
234,74.922,68047.090,68047.090,36184.549,23239.621,11394.432,8050.223,14641.838,1193.219,597.709,294.446,10.987,1.492
235,75.303,65896.223,65896.223,36144.449,23479.230,11514.446,8108.344,14369.980,1203.808,612.723,322.335,11.112,1.495
