section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to
meta,live_time,,,52742.322903428576,,,,,,,,,,,,
meta,chi2ndf,,,11.911062314241036,,,,,,,,,,,,
meta,chi2ndf_pois,,,76.06573354452081,,,,,,,,,,,,
meta,model_residual,,,0.17931301309818096,,,,,,,,,,,,
meta,gain,,,1.0294657848757429,,,,,,,,,,,,
meta,offset_channels,,,-6.6910571692012439,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,
component,Ac-228,Single,1,681.8392206344862,114.80374215221401,6.6133621446872768,13.280388790608113,4052659.6566536706,32.402443335717258,,Th-232,,,,,
component,Th-228,Single,1,18205.245436694389,31.301009344068415,649.10062258017047,1300.9750519131419,792564.101258157,4.2981559308231985,,Th-232,,,,,
component,Ra-224,Single,1,8571.4678006735721,30.794775637599788,309.66281667505979,623.16559804958285,2011499.5567349612,14.416334142305233,,Th-232,,,,,
component,Rn-220,Single,1,60307.242814054043,36.752506868215626,2035.4978120340772,4090.7395984425793,215203.44087543781,3.1160089461689289,,Th-232,,,,,
component,Pb-212,Single,1,414.18186292413566,16.239014383222322,30.85909078787995,62.05507660139186,1299093.0808493758,8.6926037146607271,,Th-232,,,,,
component,Bi-212,Single,1,655.11456312454709,28.276536414767932,32.931575629113276,66.163005438530021,320793.077383863,3.541424896508897,,Th-232,,,,,
component,Tl-208,Single,1,864.94436833201542,136.8163554833834,6.0583796601140971,12.172047917302814,2332160.1488511744,33.533029033815765,,Th-232,,,,,
limit,Th-232,Single,0,0,,6255.8368240012824,12549.664435028908,,,,Th-232,7.423185247404,30764.129620413503,0,0.74857312729734282,
limit,Ac-228,Single,1,681.8392206344862,,6.6133621446872768,13.280388790608113,,,,Th-232,145.35600000000002,78934.878263954553,0,0.72518611485358175,
limit,Th-228,Single,1,18205.245436694389,,649.10062258017047,1300.9750519131419,,,,Th-232,10.105904793021921,56637.858927215057,0,0.57128135695697857,
limit,Ra-224,Single,1,8571.4678006735721,,309.66281667505979,623.16559804958285,,,,Th-232,4.9110716456426715,146240.68518938025,0,0.95515761664671284,
limit,Rn-220,Single,1,60307.242814054043,,2035.4978120340772,4090.7395984425793,,,,Th-232,0.114,14597.603807300837,0,0.26953067187471469,
limit,Po-216,Single,0,0,,191979.31813433254,385889.41302580561,,,,Th-232,0.001920532684989,18685.99266486544,0,0.76226176887011632,
limit,Pb-212,Single,1,414.18186292413566,,30.85909078787995,62.05507660139186,,,,Th-232,95.4808434613717,194637.49589443606,0,0.95935257279209774,
limit,Bi-212,Single,1,655.11456312454709,,32.931575629113276,66.163005438530021,,,,Th-232,19.710290382119197,32398.354911179256,0,0.494927425137605,
limit,Tl-208,Single,1,864.94436833201542,,6.0583796601140971,12.172047917302814,,,,Th-232,237.97700000000003,32819.642652143171,0,0.70032740047953679,
