arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0;32.194;32.1940;0;0.00;0.000000E+000;7.609252E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;7.609252E-005
direct_peakw0;32.194;32.1940;1;2.00;0.000000E+000;2.249126E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.249126E-004
direct_peakw0;32.194;32.1940;2;4.00;0.000000E+000;1.337193E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.337193E-004
direct_peakw0;32.194;32.1940;3;6.00;0.000000E+000;7.809554E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;7.809554E-005
direct_peakw0;32.194;32.1940;4;8.00;0.000000E+000;6.875058E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;6.875058E-005
direct_peakw0;32.194;32.1940;5;10.00;0.000000E+000;6.392440E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;6.392440E-005
direct_peakw0;32.194;32.1940;6;12.00;0.000000E+000;6.231645E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;6.231645E-005
direct_peakw0;32.194;32.1940;7;14.00;0.000000E+000;5.355644E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.355644E-005
direct_peakw0;32.194;32.1940;8;16.00;0.000000E+000;5.054738E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.054738E-005
direct_peakw0;32.194;32.1940;9;18.00;0.000000E+000;4.830473E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.830473E-005
direct_peakw0;32.194;32.1940;10;20.00;0.000000E+000;4.019720E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.019720E-005
direct_peakw0;32.194;32.1940;11;22.00;0.000000E+000;4.199386E-005;0.000000E+000;0.000000E+000;0.000000E+000;2.847240E-008;4.202233E-005
direct_peakw0;32.194;32.1940;12;24.00;0.000000E+000;8.819817E-005;0.000000E+000;0.000000E+000;0.000000E+000;5.314317E-007;8.872960E-005
direct_peakw0;32.194;32.1940;13;26.00;0.000000E+000;3.283851E-004;0.000000E+000;0.000000E+000;0.000000E+000;3.547370E-006;3.319324E-004
direct_peakw0;32.194;32.1940;14;28.00;0.000000E+000;1.834398E-003;0.000000E+000;0.000000E+000;0.000000E+000;4.751751E-005;1.881915E-003
direct_peakw0;32.194;32.1940;15;30.00;0.000000E+000;5.966855E-003;0.000000E+000;0.000000E+000;0.000000E+000;7.429562E-007;5.967598E-003
direct_peakw0;32.194;32.1940;16;32.00;1.472436E-001;6.351686E-003;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.535953E-001
direct_peakw0;661.657;661.6570;0;0.00;0.000000E+000;1.024167E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.024167E-004
direct_peakw0;661.657;661.6570;1;2.00;0.000000E+000;1.814159E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.814159E-004
direct_peakw0;661.657;661.6570;2;4.00;0.000000E+000;1.778119E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.778119E-004
direct_peakw0;661.657;661.6570;3;6.00;0.000000E+000;2.683554E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.683554E-004
direct_peakw0;661.657;661.6570;4;8.00;0.000000E+000;2.552323E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.552323E-004
direct_peakw0;661.657;661.6570;5;10.00;0.000000E+000;2.375026E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.375026E-004
direct_peakw0;661.657;661.6570;6;12.00;0.000000E+000;2.625783E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.625783E-004
direct_peakw0;661.657;661.6570;7;14.00;0.000000E+000;2.902977E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.902977E-004
direct_peakw0;661.657;661.6570;8;16.00;0.000000E+000;2.569912E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.569912E-004
direct_peakw0;661.657;661.6570;9;18.00;0.000000E+000;2.795733E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.795733E-004
direct_peakw0;661.657;661.6570;10;20.00;0.000000E+000;2.526244E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.526244E-004
direct_peakw0;661.657;661.6570;11;22.00;0.000000E+000;2.525679E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.525679E-004
direct_peakw0;661.657;661.6570;12;24.00;0.000000E+000;2.686270E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.686270E-004
direct_peakw0;661.657;661.6570;13;26.00;0.000000E+000;1.940053E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.940053E-004
direct_peakw0;661.657;661.6570;14;28.00;0.000000E+000;2.969844E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.969844E-004
direct_peakw0;661.657;661.6570;15;30.00;0.000000E+000;2.639396E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.639396E-004
direct_peakw0;661.657;661.6570;16;32.00;0.000000E+000;2.395930E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.395930E-004
direct_peakw0;661.657;661.6570;17;34.00;0.000000E+000;2.620939E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.620939E-004
direct_peakw0;661.657;661.6570;18;36.00;0.000000E+000;2.994170E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.994170E-004
direct_peakw0;661.657;661.6570;19;38.00;0.000000E+000;3.143265E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;3.143265E-004
direct_peakw0;661.657;661.6570;20;40.00;0.000000E+000;3.048309E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;3.048309E-004
direct_peakw0;661.657;661.6570;21;42.00;0.000000E+000;2.533227E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.533227E-004
direct_peakw0;661.657;661.6570;22;44.00;0.000000E+000;2.848735E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.848735E-004
direct_peakw0;661.657;661.6570;23;46.00;0.000000E+000;2.469552E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.469552E-004
direct_peakw0;661.657;661.6570;24;48.00;0.000000E+000;2.521104E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.521104E-004
direct_peakw0;661.657;661.6570;25;50.00;0.000000E+000;2.675962E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.675962E-004
direct_peakw0;661.657;661.6570;26;52.00;0.000000E+000;2.748002E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.748002E-004
