section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to
meta,live_time,,,14400.001,,,,,,,,,,,,
meta,chi2ndf,,,1.3221501603578676,,,,,,,,,,,,
meta,chi2ndf_pois,,,2.3379736993837303,,,,,,,,,,,,
meta,model_residual,,,0.14973929198901806,,,,,,,,,,,,
meta,gain,,,1.0107825081010171,,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,
component,Pb-214,Single,1,34.579888416186051,49.038314981599122,0.88210996011356158,1.7799966962461777,33902.8675763465,38.947720038305135,,Ra-226,,,,,
component,Bi-214,Single,1,29.400855113186356,35.749143748260522,1.0189849711013488,2.0648857153867084,17963.659404643491,40.658211571809161,,Ra-226,,,,,
component,Pb-212,Single,1,7.7432299486171621,20.054291538778529,0.57575984678614023,1.1594680835699587,7714.7526149059086,8.7220161573749273,,Th-232,,,,,
component,Th-228,Single,1,7.7432299486171621,20.054291538778529,0.57575984678614023,1.1594680835699587,166.44601327066593,0.17287907721590176,,Th-232,,,,,Pb-212
component,Ra-224,Single,1,7.7432299486171621,20.054291538778529,0.57575984678614023,1.1594680835699587,394.23149409454629,0.50273885288350451,,Th-232,,,,,Pb-212
component,Bi-212,Single,1,22.464279413029075,4.2528358241060733,8.37468173899925,16.980732936943852,2179.3886162471131,3.2148779324899368,,Th-232,,,,,
component,Tl-208,Single,1,7.9837077439008768,11.157144894908972,1.0575150987994726,2.148415734050924,3720.1609367139854,7.78155636992143,,Th-232,,,,,
limit,Ra-226,Single,0,0,,10.03987972317972,20.276841019496668,,,,Ra-226,5.133635718208,1140.586741982145,0,0.666260330565957,
limit,Rn-222,Single,0,0,,641.516102659695,1299.9836380552122,,,,Ra-226,0.0783042308748,604.509769410437,0,0.56915110572823258,
limit,Pb-214,Single,1,34.579888416186051,,0.88210996011356158,1.7799966962461777,,,,Ra-226,94.505653357680131,1745.1471084250632,0,0.701450848869577,
limit,Bi-214,Single,1,29.400855113186356,,1.0189849711013488,2.0648857153867084,,,,Ra-226,122.71895281633157,1261.6266961597394,0,0.73278423716605234,
limit,Pb-210,Single,0,0,,5.1897785820241094,10.518164103185528,,,,Ra-226,26.91627,403.3440236585941,0,0.41804074544090852,
limit,Po-214,Single,0,0,,4683.0886666648294,9501.1401292363116,,,,Ra-226,0.010353,408.18597888735655,0,0.40548467765722251,
limit,Th-232,Single,0,0,,152.09875088782485,307.38074719589008,,,,Th-232,7.423185247404,985.95287893432032,0,0.77379386327305144,
limit,Ac-228,Single,0,0,,1.82290369152097,3.6774324261602112,,,,Th-232,145.35600000000002,3834.7420738140681,0,0.86231708141305974,
limit,Rn-220,Single,0,0,,497.38021052220853,1008.4267970651231,,,,Th-232,0.114,533.91929510208467,0,0.65126405470515913,
limit,Po-216,Single,0,0,,28320.403784499373,57460.101422028718,,,,Th-232,0.001920532684989,419.42799731645908,0,0.41354691121484077,
limit,Pb-212,Single,1,7.7432299486171621,,0.57575984678614023,1.1594680835699587,,,,Th-232,95.4808434613717,1281.5391892946943,0,0.51861760589084183,
limit,Bi-212,Single,1,22.464279413029075,,8.37468173899925,16.980732936943852,,,,Th-232,19.710290382119197,1647.3983152490414,0,0.71562349802933989,
limit,Tl-208,Single,1,7.9837077439008768,,1.0575150987994726,2.148415734050924,,,,Th-232,237.97700000000003,1001.0952988282612,0,0.50506326664753765,
limit,Po-210,Single,0,0,,4683.0886666648294,9501.1401292363116,,,,Ra-226,0.0010412013754128,37.695967475139319,0,0.40548467765722251,Po-214
limit,Th-228,Single,1,7.7432299486171621,,0.57575984678614023,1.1594680835699587,,,,Th-232,10.105904793021921,24.907236872074428,0,0.51861760589084183,Pb-212
limit,Ra-224,Single,1,7.7432299486171621,,0.57575984678614023,1.1594680835699587,,,,Th-232,4.9110716456426715,59.019784280561673,0,0.51861760589084183,Pb-212
