section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to
meta,live_time,,,1481.457,,,,,,,,,,,,
meta,chi2ndf,,,1.0007078410022812,,,,,,,,,,,,
meta,chi2ndf_pois,,,1.1091007022533352,,,,,,,,,,,,
meta,model_residual,,,0.081176354258744865,,,,,,,,,,,,
meta,gain,,,1.00831387574351,,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,
component,Pb-214,Single,1,82.3122974545396,32.62947114183725,2.8145928083275713,5.7421247588099069,8302.7089045659977,43.860013191039776,,Ra-226,,,,,
component,Bi-214,Single,1,73.098262584889866,27.063457853535624,2.6931175083738164,5.556983280203343,4609.8312630058608,48.4181724793062,,Ra-226,,,,,
component,Th-232,Single,1,1501.7023955967072,4.72690840447399,489.94631751172574,1001.8656496323956,495.62236718102429,2.2780240509414176,,Th-232,,,,,
component,Pb-212,Single,1,9.4215359175565556,7.18741724553573,2.0245051716834679,4.1074181151243332,965.96423171827962,5.0199362547561748,,Th-232,,,,,
component,Th-228,Single,1,9.4215359175565556,7.18741724553573,2.0245051716834679,4.1074181151243332,20.847490055301513,0.09911650720135777,,Th-232,,,,,Pb-212
component,Ra-224,Single,1,9.4215359175565556,7.18741724553573,2.0245051716834679,4.1074181151243332,49.296882191427848,0.28930920163284346,,Th-232,,,,,Pb-212
limit,Ra-226,Single,0,0,,34.777693347190294,71.0361428579731,,,,Ra-226,5.133635718208,410.84477386152713,0,0.67632520853324563,
limit,Rn-222,Single,0,0,,1954.9047508919818,4034.6415637603477,,,,Ra-226,0.0783042308748,193.99672098301258,0,0.56571181565292816,
limit,Pb-214,Single,1,82.3122974545396,,2.8145928083275713,5.7421247588099069,,,,Ra-226,94.505653357680131,579.1988784231238,0,0.71661643577437828,
limit,Bi-214,Single,1,73.098262584889866,,2.6931175083738164,5.556983280203343,,,,Ra-226,122.71895281633157,350.44273758672693,0,0.71242688003914079,
limit,Pb-210,Single,0,0,,20.273518093605528,41.678429404791167,,,,Ra-226,26.91627,164.4347101070104,0,0.57197532896194414,
limit,Po-214,Single,0,0,,14477.828519055029,29941.444808861103,,,,Ra-226,0.010353,133.017834299126,0,0.357445097546628,
limit,Th-232,Single,1,1501.7023955967072,,489.94631751172574,1001.8656496323956,,,,Th-232,7.423185247404,330.65607827765217,0,0.74609451294488838,
limit,Ac-228,Single,0,0,,6.0047251781129933,12.260497823785009,,,,Th-232,145.35600000000002,1315.1231185653494,0,0.86620778970545342,
limit,Rn-220,Single,0,0,,1555.0160640336308,3210.0802079303494,,,,Th-232,0.114,174.79896882924419,0,0.65113282514915749,
limit,Po-216,Single,0,0,,86677.288308861913,179299.10601080474,,,,Th-232,0.001920532684989,135.49882400142315,0,0.35668497473639071,
limit,Pb-212,Single,1,9.4215359175565556,,2.0245051716834679,4.1074181151243332,,,,Th-232,95.4808434613717,467.25307343390239,0,0.54352056349578637,
limit,Bi-212,Single,0,0,,27.313010509928677,56.432497726036075,,,,Th-232,19.710290382119197,562.511209554291,0,0.72254259281319966,
limit,Tl-208,Single,0,0,,4.965608763523031,10.431347532716993,,,,Th-232,237.97700000000003,503.06976451419609,0,0.7552141174391257,
limit,Po-210,Single,0,0,,14477.828519055029,29941.444808861103,,,,Ra-226,0.0010412013754128,12.282854691854256,0,0.357445097546628,Po-214
limit,Th-228,Single,1,9.4215359175565556,,2.0245051716834679,4.1074181151243332,,,,Th-232,10.105904793021921,9.0825733368794754,0,0.54352056349578637,Pb-212
limit,Ra-224,Single,1,9.4215359175565556,,2.0245051716834679,4.1074181151243332,,,,Th-232,4.9110716456426715,21.48730229927336,0,0.54352056349578637,Pb-212
