section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to
meta,live_time,,,1481.457,,,,,,,,,,,,
meta,chi2ndf,,,1.1221119991260016,,,,,,,,,,,,
meta,chi2ndf_pois,,,1.3209019212397122,,,,,,,,,,,,
meta,model_residual,,,0.13941465256892932,,,,,,,,,,,,
meta,gain,,,1.0042244495384856,,,,,,,,,,,,
meta,offset_channels,,,1.5020792718550005,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,
component,Ra-226,Single,1,70.7359146136768,37.6630367937683,1.8944413332234784,3.8722961485031968,412.70284794104037,2.0797293815971436,Ra-226,Ra-226,,,,,
component,Rn-222,Single,1,70.7359146136768,37.6630367937683,,,3.3936979908400486,0.030998355275346588,Ra-226,Ra-226,,,,,
component,Pb-214,Single,1,70.7359146136768,37.6630367937683,,,7257.7955727139761,38.310736640295445,Ra-226,Ra-226,,,,,
component,Bi-214,Single,1,70.7359146136768,37.6630367937683,,,4452.5605212502232,44.125608172777625,Ra-226,Ra-226,,,,,
component,Pb-210,Single,1,70.7359146136768,37.6630367937683,,,333.31883220670284,1.5055092589629908,Ra-226,Ra-226,,,,,
component,Po-214,Single,1,70.7359146136768,37.6630367937683,,,0.24185625610712833,0.0036835212517994857,Ra-226,Ra-226,,,,,
component,Po-210,Single,1,70.7359146136768,37.6630367937683,,,0.029007822564362386,0.00038401949603940712,Ra-226,Ra-226,,,,,
component,Th-232,Single,1,8.0513504582026147,6.7540504397422509,1.8143793796203087,3.6899750772729276,2.7626430801049882,0.012761074929645188,Th-232,Th-232,,,,,
component,Ac-228,Single,1,8.0513504582026147,6.7540504397422509,,,878.94473521767179,5.0573282693537616,Th-232,Th-232,,,,,
component,Th-228,Single,1,8.0513504582026147,6.7540504397422509,,,17.806302942011797,0.085566319554244888,Th-232,Th-232,,,,,
component,Ra-224,Single,1,8.0513504582026147,6.7540504397422509,,,42.210614552097759,0.24586343660805512,Th-232,Th-232,,,,,
component,Rn-220,Single,1,8.0513504582026147,6.7540504397422509,,,0.43853209086388695,0.0048902797275503793,Th-232,Th-232,,,,,
component,Po-216,Single,1,8.0513504582026147,6.7540504397422509,,,0.0060972885561814362,8.0702013016749233E-05,Th-232,Th-232,,,,,
component,Pb-212,Single,1,8.0513504582026147,6.7540504397422509,,,831.9588187973244,4.3198219045644315,Th-232,Th-232,,,,,
component,Bi-212,Single,1,8.0513504582026147,6.7540504397422509,,,109.36231568022738,0.66073990986017839,Th-232,Th-232,,,,,
component,Tl-208,Single,1,8.0513504582026147,6.7540504397422509,,,388.97868346634681,3.5562987537327442,Th-232,Th-232,,,,,
limit,Ra-226,Chain,1,70.7359146136768,,1.8944413332234784,3.8722961485031968,,,,Ra-226,122.71895281633157,820.65123901802031,0,0.78329009099720848,
limit,Th-232,Chain,1,8.0513504582026147,,1.8143793796203087,3.6899750772729276,,,,Th-232,237.97700000000003,1118.4518952568162,0,0.784672243573066,
