section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to
meta,live_time,,,1481.457,,,,,,,,,,,,
meta,chi2ndf,,,0.9992401671309008,,,,,,,,,,,,
meta,chi2ndf_pois,,,1.1082820382193548,,,,,,,,,,,,
meta,model_residual,,,0.0808712462950461,,,,,,,,,,,,
meta,gain,,,1.0083042778008087,,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,
component,Pb-214,Single,1,67.1892255617946,32.625145848826392,2.2934316547415663,4.6793666482021816,8408.3104294056866,43.91260875545899,,Ra-226,,,,,
component,Bi-214,Single,1,60.220048690677665,27.095260478577043,2.2048526521028791,4.5508672949403435,4679.7217386655157,48.34128129900224,,Ra-226,,,,,
component,Th-232,Single,1,1182.7375496167508,4.5490829345338009,401.93146742465888,821.86259956541437,481.07766024980339,2.207397134120594,,Th-232,,,,,
component,Pb-212,Single,1,7.8212631575192963,7.30117267143509,1.6522108616893398,3.3523320993553152,990.11383181987492,5.1082642190188148,,Th-232,,,,,
component,Th-228,Single,1,7.8212631575192963,7.30117267143509,1.6522108616893398,3.3523320993553152,21.35404132668527,0.10111055771937021,,Th-232,,,,,Pb-212
component,Ra-224,Single,1,7.8212631575192963,7.30117267143509,1.6522108616893398,3.3523320993553152,50.559865696123033,0.29394622885958666,,Th-232,,,,,Pb-212
limit,Ra-226,Single,0,0,,28.370756768522753,57.952599448469869,,,,Ra-226,5.133635718208,415.24952398211985,0,0.67974085713699384,
limit,Rn-222,Single,0,0,,1588.9849552469827,3279.4823879846685,,,,Ra-226,0.0783042308748,195.09752383550463,0,0.56760749526856191,
limit,Pb-214,Single,1,67.1892255617946,,2.2934316547415663,4.6793666482021816,,,,Ra-226,94.505653357680131,585.59340522395325,0,0.72179548391964488,
limit,Bi-214,Single,1,60.220048690677665,,2.2048526521028791,4.5508672949403435,,,,Ra-226,122.71895281633157,353.64954152239204,0,0.72069222137034483,
limit,Pb-210,Single,0,0,,16.459113196867225,33.834776792237015,,,,Ra-226,26.91627,164.005609545106,0,0.56810055768259693,
limit,Po-214,Single,0,0,,11749.534524767563,24301.544301692174,,,,Ra-226,0.010353,133.91268864458064,0,0.36301470495078825,
limit,Th-232,Single,1,1182.7375496167508,,401.93146742465888,821.86259956541437,,,,Th-232,7.423185247404,334.29203002294776,0,0.74977439655546152,
limit,Ac-228,Single,0,0,,4.937070881628995,10.082781544925782,,,,Th-232,145.35600000000002,1338.4450612410453,0,0.86957562042227321,
limit,Rn-220,Single,0,0,,1265.7987821261522,2613.1174595995049,,,,Th-232,0.114,175.31804562913575,0,0.652127233670856,
limit,Po-216,Single,0,0,,70361.979162175892,145562.36601563514,,,,Th-232,0.001920532684989,136.39447934857887,0,0.36181133468374793,
limit,Pb-212,Single,1,7.8212631575192963,,1.6522108616893398,3.3523320993553152,,,,Th-232,95.4808434613717,471.13770113505728,0,0.54876038557540852,
limit,Bi-212,Single,0,0,,22.344534242509624,46.169838177270421,,,,Th-232,19.710290382119197,570.25644414730255,0,0.725357258389521,
limit,Tl-208,Single,0,0,,4.1214542258595328,8.6580111979396328,,,,Th-232,237.97700000000003,557.20086634747577,0,0.76233424104496428,
limit,Po-210,Single,0,0,,11749.534524767563,24301.544301692174,,,,Ra-226,0.0010412013754128,12.36173071944161,0,0.36301470495078825,Po-214
limit,Th-228,Single,1,7.8212631575192963,,1.6522108616893398,3.3523320993553152,,,,Th-232,10.105904793021921,9.1465656322649789,0,0.54876038557540852,Pb-212
limit,Ra-224,Single,1,7.8212631575192963,,1.6522108616893398,3.3523320993553152,,,,Th-232,4.9110716456426715,21.666649943334274,0,0.54876038557540852,Pb-212
