section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to
meta,live_time,,,432000.03,,,,,,,,,,,,
meta,chi2ndf,,,4.0715874282313012,,,,,,,,,,,,
meta,chi2ndf_pois,,,15.056104951971864,,,,,,,,,,,,
meta,model_residual,,,0.084418712814190777,,,,,,,,,,,,
meta,gain,,,1.0093155421398012,,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,
component,Pb-214,Single,1,48.220988914498371,137.80191333864119,0.40352076776491475,0.809037622491812,1418342.0299620922,39.883865080572569,,Ra-226,,,,,
component,Bi-214,Single,1,44.747005279897415,127.2294826993638,0.44081006095523195,0.88449512698883748,823274.16734607448,44.419753459614768,,Ra-226,,,,,
component,Th-232,Single,1,595.55794156344359,11.601240115213788,64.193912667010324,128.70588265914498,57313.616998670834,1.4101941153410509,,Th-232,,,,,
component,Pb-212,Single,1,8.2654521879443514,43.805832380759362,0.26234733753044848,0.52577589314435769,247096.57967245145,6.8487309367264748,,Th-232,,,,,
component,Th-228,Single,1,8.2654521879443514,43.805832380759362,0.26234733753044848,0.52577589314435769,5332.3082713444646,0.1359902976656007,,Th-232,,,,,Pb-212
component,Ra-224,Single,1,8.2654521879443514,43.805832380759362,0.26234733753044848,0.52577589314435769,12621.264867706444,0.3933185260285928,,Th-232,,,,,Pb-212
component,Bi-212,Single,1,20.916235562637251,8.9655686154852727,3.7006898628738929,7.4278271414603116,60813.471620884477,2.1690583682493152,,Th-232,,,,,
component,Tl-208,Single,1,6.671744657587622,16.174435242902685,0.64709509288935418,1.2997336943225535,93887.272232331772,4.7390892158016396,,Th-232,,,,,
limit,Ra-226,Single,0,0,,4.3344630641516009,8.6926995070752824,,,,Ra-226,5.133635718208,14669.166203943721,0,0.70368345864350135,
limit,Rn-222,Single,0,0,,271.48557519326266,544.7290877679435,,,,Ra-226,0.0783042308748,7641.97958436995,0,0.56846847831042591,
limit,Pb-214,Single,1,48.220988914498371,,0.40352076776491475,0.809037622491812,,,,Ra-226,94.505653357680131,23796.52698196179,0,0.71271084680582231,
limit,Bi-214,Single,1,44.747005279897415,,0.44081006095523195,0.88449512698883748,,,,Ra-226,122.71895281633157,16273.312250474313,0,0.73470415841110448,
limit,Pb-210,Single,0,0,,2.6044034803673393,5.2305535155040221,,,,Ra-226,26.91627,6017.5437900778134,0,0.52114413319973174,
limit,Po-214,Single,0,0,,1991.069316836489,3996.1020920685737,,,,Ra-226,0.010353,5180.4723631180786,0,0.41776644279355024,
limit,Th-232,Single,1,595.55794156344359,,64.193912667010324,128.70588265914498,,,,Th-232,7.423185247404,12386.031902852712,0,0.73664017909931578,
limit,Ac-228,Single,0,0,,0.79520309277733725,1.5939918078963207,,,,Th-232,145.35600000000002,49865.68104734394,0,0.86937873508246466,
limit,Rn-220,Single,0,0,,209.78215758727484,421.00650557140023,,,,Th-232,0.114,6685.6826476439364,0,0.66107727462416233,
limit,Po-216,Single,0,0,,12051.202410872647,24187.273945945537,,,,Th-232,0.001920532684989,5333.739231896755,0,0.426433765288178,
limit,Pb-212,Single,1,8.2654521879443514,,0.26234733753044848,0.52577589314435769,,,,Th-232,95.4808434613717,17438.360916954698,0,0.47953917479038521,
limit,Bi-212,Single,1,20.916235562637251,,3.7006898628738929,7.4278271414603116,,,,Th-232,19.710290382119197,21596.235791058254,0,0.722667269655896,
limit,Tl-208,Single,1,6.671744657587622,,0.64709509288935418,1.2997336943225535,,,,Th-232,237.97700000000003,18290.335954271846,0,0.73371870866001232,
limit,Po-210,Single,0,0,,1991.069316836489,3996.1020920685737,,,,Ra-226,0.0010412013754128,478.35403345368161,0,0.41776644279355024,Po-214
limit,Th-228,Single,1,8.2654521879443514,,0.26234733753044848,0.52577589314435769,,,,Th-232,10.105904793021921,338.96917287033858,0,0.47953917479038521,Pb-212
limit,Ra-224,Single,1,8.2654521879443514,,0.26234733753044848,0.52577589314435769,,,,Th-232,4.9110716456426715,802.68596417848823,0,0.47953917479038521,Pb-212
