ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
45,2.279,0.000,0.000,0.000,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,0.000,0.000,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,0.000,0.000,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,0.000,0.000,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,0.000,0.000,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,0.000,0.000,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,0.000,0.000,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,0.000,0.000,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,0.000,0.000,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,0.000,0.000,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,0.000,0.000,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,0.000,0.000,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,0.000,0.000,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,0.000,0.000,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,0.000,0.000,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,0.000,0.000,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,0.000,0.000,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,0.000,0.000,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,0.000,0.000,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,0.000,0.000,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,0.000,0.000,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,0.000,0.000,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,0.000,0.000,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,0.000,0.000,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,0.000,0.000,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,0.000,0.000,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,0.000,0.000,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,0.000,0.000,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,0.000,0.000,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,0.001,0.000,0.000,-2295.609,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000
75,13.905,0.000,0.002,0.000,0.000,-2427.930,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000
76,14.292,0.000,0.007,0.000,0.000,-2181.224,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000
77,14.679,0.000,0.021,0.000,0.000,-2401.817,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000
78,15.066,0.000,0.061,0.000,0.000,-2347.918,0.000,0.000,0.000,0.000,0.061,0.000,0.000,0.000,0.000
79,15.453,0.000,0.168,0.000,0.000,-1907.805,0.000,0.000,0.000,0.000,0.168,0.000,0.000,0.000,0.000
80,15.839,0.000,0.442,0.000,0.000,-2159.190,0.000,0.000,0.000,0.000,0.442,0.000,0.000,0.000,0.000
81,16.226,0.000,1.106,0.000,0.000,-2056.899,0.000,0.000,0.000,0.000,1.106,0.000,0.000,0.000,0.000
82,16.613,0.000,2.629,0.000,0.000,-2223.193,0.000,0.000,0.000,0.000,2.629,0.000,0.000,0.000,0.000
83,16.999,0.000,5.947,0.000,0.000,-2058.834,0.000,0.000,0.000,0.000,5.947,0.000,0.000,0.000,0.000
84,17.386,0.000,12.793,0.000,0.000,-2085.201,0.000,0.000,0.000,0.000,12.793,0.000,0.000,0.000,0.000
85,17.772,0.000,26.183,0.000,0.000,-2172.321,0.000,0.000,0.000,0.000,26.183,0.000,0.000,0.000,0.000
86,18.159,0.000,51.009,0.000,0.000,-1922.923,0.000,0.000,0.000,0.000,51.009,0.000,0.000,0.000,0.000
87,18.545,0.000,94.631,0.000,0.000,-1798.196,0.000,0.000,0.000,0.000,94.631,0.000,0.000,0.000,0.000
88,18.931,0.000,167.281,0.000,0.000,-1798.212,0.000,0.000,0.000,0.000,167.281,0.000,0.000,0.000,0.000
89,19.318,0.000,281.972,0.000,0.000,-1885.015,0.000,0.000,0.000,0.000,281.972,0.000,0.000,0.000,0.000
90,19.704,0.000,453.634,0.000,0.000,-1909.384,0.000,0.000,0.000,0.000,453.634,0.000,0.000,0.000,0.000
91,20.090,0.000,697.322,0.000,0.000,-1824.263,0.000,0.000,0.000,0.000,697.322,0.000,0.000,0.000,0.000
92,20.477,0.000,1025.600,0.000,0.000,-1953.322,0.000,0.000,0.000,0.000,1025.600,0.000,0.000,0.000,0.000
93,20.863,0.000,1445.583,0.000,0.000,-1932.204,0.000,0.000,0.000,0.000,1445.583,0.000,0.000,0.000,0.000
94,21.249,0.000,1956.390,0.000,0.000,-1644.467,0.000,0.000,0.000,0.000,1956.390,0.000,0.000,0.000,0.000
95,21.635,0.000,2547.783,0.000,0.000,-1552.693,0.000,0.000,0.000,0.000,2547.783,0.000,0.000,0.000,0.000
96,22.021,0.000,3200.517,0.000,0.000,-1501.456,0.000,0.000,0.000,0.000,3200.517,0.000,0.000,0.000,0.000
97,22.407,0.000,3888.349,0.000,0.000,-1753.683,0.000,0.000,0.000,0.000,3888.349,0.000,0.000,0.000,0.000
98,22.793,0.000,4581.125,0.000,0.000,-1416.211,0.000,0.000,0.000,0.000,4581.125,0.000,0.000,0.000,0.000
99,23.179,0.000,5248.082,0.000,0.000,-1227.449,0.000,0.000,0.000,0.000,5248.082,0.000,0.000,0.000,0.000
100,23.565,0.000,5860.632,0.000,0.000,-1316.770,0.000,0.000,0.000,0.000,5860.632,0.000,0.000,0.000,0.000
101,23.951,0.000,6394.308,0.000,0.000,-1261.371,0.000,0.000,0.000,0.000,6394.308,0.000,0.000,0.000,0.000
102,24.336,0.000,6830.029,0.000,0.000,-1091.989,0.000,0.000,0.000,0.000,6830.029,0.000,0.000,0.000,0.000
103,24.722,0.000,7155.035,0.000,0.000,-1319.570,0.000,0.000,0.000,0.000,7155.035,0.000,0.000,0.000,0.000
104,25.108,0.000,7363.665,0.000,0.000,-1158.756,0.000,0.000,0.000,0.000,7363.665,0.000,0.000,0.000,0.000
105,25.494,0.000,7457.848,0.000,0.000,-1080.561,0.000,0.000,0.000,0.000,7457.848,0.000,0.000,0.000,0.000
106,25.879,0.000,7446.922,0.000,0.000,-1312.719,0.000,0.000,0.000,0.000,7446.922,0.000,0.000,0.000,0.000
107,26.265,0.000,7346.469,0.000,0.000,-1113.398,0.000,0.001,0.000,0.000,7346.468,0.000,0.000,0.000,0.000
108,26.650,0.000,7176.223,0.000,0.000,-1041.805,0.000,0.003,0.000,0.000,7176.220,0.000,0.000,0.000,0.000
109,27.036,0.000,6957.456,0.000,0.000,-1017.438,0.000,0.008,0.000,0.000,6957.448,0.000,0.000,0.000,0.000
110,27.421,0.000,6710.480,0.000,0.000,-1008.363,0.000,0.018,0.000,0.000,6710.462,0.000,0.000,0.000,0.000
111,27.807,0.000,6452.772,0.000,0.000,-991.555,0.000,0.042,0.000,0.000,6452.730,0.000,0.000,0.000,0.000
112,28.192,0.000,6197.965,0.000,0.000,-1049.298,0.000,0.095,0.000,0.000,6197.870,0.000,0.000,0.000,0.000
113,28.578,0.000,5955.629,0.000,0.000,-939.075,0.000,0.208,0.000,0.000,5955.421,0.000,0.000,0.000,0.000
114,28.963,0.000,5731.589,0.000,0.000,-1145.481,0.000,0.441,0.000,0.000,5731.148,0.000,0.000,0.000,0.000
115,29.348,0.000,5528.525,0.000,0.000,-906.309,0.000,0.908,0.000,0.000,5527.617,0.000,0.000,0.000,0.000
116,29.733,0.000,5346.671,0.000,0.000,-829.526,0.000,1.813,0.000,0.000,5344.858,0.000,0.000,0.000,0.000
117,30.119,0.000,5184.544,0.000,0.000,-816.603,0.000,3.510,0.000,0.000,5181.034,0.000,0.000,0.000,0.000
118,30.504,0.000,5039.647,0.000,0.000,-476.254,0.000,6.589,0.000,0.000,5033.058,0.000,0.000,0.000,0.000
119,30.889,0.000,4909.129,0.000,0.000,-294.216,0.000,11.998,0.000,0.000,4897.131,0.000,0.000,0.000,0.000
120,31.274,0.000,4790.333,0.000,0.000,-275.857,0.000,21.206,0.000,0.000,4769.127,0.000,0.000,0.000,0.000
121,31.659,3.034,4681.193,0.000,0.000,3.034,0.000,36.414,0.000,0.000,4644.778,0.000,0.000,0.000,0.000
122,32.044,67.807,4580.446,0.000,0.000,67.807,0.000,60.801,0.000,0.000,4519.645,0.000,0.000,0.000,0.000
123,32.429,216.696,4487.658,0.000,0.000,216.696,0.000,98.775,0.000,0.000,4388.883,0.000,0.000,0.000,0.000
124,32.814,301.674,4403.106,0.000,0.000,301.674,0.000,156.160,0.000,0.000,4246.946,0.000,0.000,0.000,0.000
125,33.199,848.303,4327.549,0.000,0.000,848.303,0.000,240.131,0.000,0.000,4087.418,0.000,0.000,0.000,0.000
126,33.584,893.053,4261.974,0.000,0.000,893.053,0.000,358.674,0.000,0.000,3903.300,0.000,0.000,0.000,0.000
127,33.968,1267.492,4405.944,198.604,0.000,1267.492,0.000,601.100,56.468,46.904,3697.095,3.654,0.596,0.089,0.037
128,34.353,1352.872,4561.588,397.208,0.000,1352.872,0.000,890.445,112.973,93.839,3455.574,7.311,1.192,0.178,0.074
129,34.738,1740.499,4729.275,595.812,0.000,1740.499,0.000,1226.313,169.515,140.805,3179.502,10.970,1.788,0.266,0.111
130,35.122,1706.873,4908.946,794.416,0.000,1706.873,0.000,1601.303,226.093,187.800,2876.225,14.631,2.385,0.355,0.148
131,35.507,1934.788,5100.115,993.020,0.000,1934.788,0.000,2001.332,282.707,234.826,2559.336,18.295,2.983,0.444,0.186
132,35.892,2416.148,5301.913,1191.624,0.000,2416.148,0.000,2408.542,339.357,281.882,2245.826,21.961,3.580,0.533,0.224
133,36.276,2534.454,5513.168,1390.227,0.000,2534.454,0.000,2805.583,396.045,328.968,1951.870,25.630,4.178,0.623,0.262
134,36.661,3005.093,5732.489,1588.831,0.000,3005.093,0.000,3179.219,452.769,376.085,1689.315,29.301,4.777,0.712,0.301
135,37.045,3264.332,5958.364,1787.435,0.000,3264.332,0.000,3521.850,509.530,423.233,1464.246,32.974,5.375,0.801,0.341
136,37.430,3502.437,6189.222,1986.039,0.000,3502.437,0.000,3831.009,566.330,470.413,1277.559,36.650,5.975,0.890,0.383
137,37.814,3619.769,6423.491,2184.643,0.000,3619.769,0.000,4107.792,623.168,517.624,1126.582,40.328,6.574,0.980,0.426
138,38.198,3743.749,6659.622,2383.247,0.000,3743.749,0.000,4355.189,680.046,564.869,1006.776,44.009,7.174,1.069,0.472
139,38.583,3821.573,6896.090,2581.851,0.000,3821.573,0.000,4576.803,736.964,612.147,913.010,47.692,7.775,1.159,0.522
140,38.967,3818.557,7131.389,2780.455,0.000,3818.557,0.000,4776.084,793.923,659.459,840.325,51.378,8.376,1.248,0.576
141,39.351,4057.047,7364.025,2979.059,0.000,4057.047,0.000,4955.964,850.924,706.804,784.292,55.067,8.977,1.338,0.637
142,39.736,3952.096,7592.517,3177.663,0.000,3952.096,0.000,5118.766,907.966,754.185,741.107,58.758,9.579,1.427,0.707
143,40.120,3799.846,7815.438,3376.267,0.000,3799.846,0.000,5266.255,965.051,801.599,707.570,62.452,10.181,1.517,0.787
144,40.504,3551.352,8031.461,3574.871,0.000,3551.352,0.000,5399.777,1022.181,849.049,681.007,66.149,10.784,1.607,0.881
145,40.888,3630.415,8239.445,3773.474,0.000,3630.415,0.000,5520.414,1079.356,896.533,659.190,69.848,11.387,1.697,0.992
146,41.272,3310.747,8438.528,3972.078,0.000,3310.747,0.000,5629.144,1136.580,944.052,640.272,73.550,11.990,1.787,1.124
147,41.656,3142.010,8628.219,4170.682,0.000,3142.010,0.000,5726.963,1193.858,991.604,622.758,77.255,12.594,1.877,1.279
148,42.040,2946.720,8808.472,4369.286,0.000,2946.720,0.000,5814.976,1251.199,1039.192,605.485,80.962,13.199,1.967,1.462
149,42.424,3332.288,8979.728,4567.890,0.000,3332.288,0.000,5894.438,1308.616,1086.814,587.621,84.672,13.803,2.057,1.674
150,42.808,2795.902,9142.923,4766.494,0.000,2795.902,0.000,5966.756,1366.136,1134.471,568.668,88.384,14.408,2.147,1.918
151,43.192,2942.995,9299.443,4965.098,0.000,2942.995,0.000,6033.452,1423.794,1182.168,548.449,92.099,15.014,2.237,2.194
152,43.575,3026.753,9451.044,5163.702,0.000,3026.753,0.000,6096.102,1481.650,1229.909,527.081,95.815,15.620,2.328,2.503
153,43.959,3083.368,9599.741,5362.306,0.000,3083.368,0.000,6156.259,1539.792,1277.702,504.928,99.534,16.226,2.418,2.842
154,44.343,3140.461,9747.666,5560.910,0.000,3140.461,0.000,6215.371,1598.347,1325.564,482.537,103.255,16.833,2.508,3.210
155,44.727,3318.973,9896.938,5759.514,0.000,3318.973,0.000,6274.691,1657.498,1373.520,460.566,106.978,17.440,2.599,3.604
156,45.110,3728.918,10049.520,5958.118,0.000,3728.918,0.000,6335.202,1717.500,1421.607,439.708,110.703,18.047,2.689,4.020
157,45.494,3680.176,10207.114,6156.721,0.000,3680.176,0.000,6397.537,1778.698,1469.883,420.633,114.431,18.655,2.780,4.454
158,45.878,3947.133,10371.075,6355.325,0.000,3947.133,0.000,6461.923,1841.543,1518.433,403.934,118.160,19.262,2.870,4.902
159,46.261,4450.820,10542.364,6553.929,0.000,4450.820,0.000,6528.138,1906.614,1567.378,390.100,121.892,19.871,2.961,5.361
160,46.645,4490.548,10721.539,6752.533,0.000,4490.548,0.000,6595.496,1974.622,1616.889,379.499,125.626,20.479,3.052,5.825
161,47.028,5143.988,10908.774,6951.137,0.000,5143.988,0.000,6662.866,2046.405,1667.191,372.373,129.364,21.088,3.142,6.292
162,47.412,5496.743,11103.905,7149.741,0.000,5496.743,0.000,6728.726,2122.902,1718.585,368.848,133.105,21.698,3.233,6.755
163,47.795,5880.886,11306.500,7348.345,0.000,5880.886,0.000,6791.265,2205.099,1771.443,368.943,136.850,22.307,3.324,7.212
164,48.178,6192.559,11515.927,7546.949,0.000,6192.559,0.000,6848.531,2293.945,1826.219,372.582,140.601,22.917,3.415,7.659
165,48.562,6437.436,11731.429,7745.553,0.000,6437.436,0.000,6898.604,2390.243,1883.432,379.603,144.359,23.528,3.506,8.094
166,48.945,7298.560,11952.181,7944.157,0.000,7298.560,0.000,6939.804,2494.518,1943.648,389.765,148.127,24.139,3.597,8.519
167,49.328,7741.641,12177.339,8142.761,0.000,7741.641,0.000,6970.890,2606.897,2007.443,402.759,151.909,24.750,3.688,8.936
168,49.711,7851.541,12406.075,8341.365,0.000,7851.541,0.000,6991.217,2727.014,2075.360,418.210,155.708,25.362,3.779,9.355
169,50.094,8457.990,12637.590,8539.968,0.000,8457.990,0.000,7000.836,2853.971,2147.856,435.690,159.531,25.975,3.870,9.789
170,50.478,8715.738,12871.121,8738.572,0.000,8715.738,0.000,7000.497,2986.367,2225.256,454.734,163.384,26.588,3.962,10.257
171,50.861,9332.608,13105.936,8937.176,0.000,9332.608,0.000,6991.565,3122.400,2307.718,474.857,167.277,27.202,4.053,10.785
172,51.244,9926.805,13341.336,9135.780,0.000,9926.805,0.000,6975.860,3260.018,2395.212,495.580,171.220,27.817,4.145,11.402
173,51.627,10303.127,13576.647,9334.384,0.000,10303.127,0.000,6955.454,3397.103,2487.514,516.452,175.225,28.433,4.236,12.144
174,52.010,10743.895,13811.229,9532.988,0.000,10743.895,0.000,6932.474,3531.636,2584.224,537.072,179.307,29.050,4.328,13.049
175,52.393,11299.714,14044.484,9731.592,0.000,11299.714,0.000,6908.927,3661.847,2684.789,557.101,183.481,29.669,4.419,14.157
176,52.776,11436.225,14275.872,9930.196,0.000,11436.225,0.000,6886.587,3786.307,2788.532,576.273,187.766,30.291,4.511,15.509
177,53.159,11932.590,14504.935,10128.800,0.000,11932.590,0.000,6866.923,3903.981,2894.692,594.399,192.180,30.916,4.603,17.143
178,53.541,12568.731,14731.312,10327.404,0.000,12568.731,0.000,6851.090,4014.233,3002.451,611.358,196.743,31.545,4.695,19.096
179,53.924,12740.275,14954.759,10526.008,0.000,12740.275,0.000,6839.941,4116.807,3110.970,627.096,201.476,32.180,4.787,21.396
180,54.307,12955.323,15175.155,10724.612,0.000,12955.323,0.000,6834.066,4211.776,3219.422,641.617,206.400,32.822,4.879,24.065
181,54.690,13469.191,15392.505,10923.216,0.000,13469.191,0.000,6833.834,4299.488,3327.012,654.968,211.533,33.475,4.971,27.114
182,55.072,13892.829,15606.928,11121.819,0.000,13892.829,0.000,6839.435,4380.501,3433.014,667.234,216.892,34.140,5.063,30.536
183,55.455,14537.975,15818.639,11320.423,0.000,14537.975,0.000,6850.914,4455.523,3536.787,678.524,222.490,34.822,5.155,34.311
184,55.838,14705.541,16027.926,11519.027,0.000,14705.541,0.000,6868.198,4525.349,3637.799,688.962,228.335,35.526,5.248,38.395
185,56.220,14612.969,16235.127,11717.631,0.000,14612.969,0.000,6891.122,4590.811,3735.646,698.681,234.429,36.256,5.340,42.724
186,56.603,15237.036,16440.607,11916.235,0.000,15237.036,0.000,6919.442,4652.737,3830.066,707.814,240.765,37.021,5.432,47.210
187,56.985,15844.496,16644.748,12114.839,0.000,15844.496,0.000,6952.852,4711.914,3920.949,716.489,247.329,37.828,5.525,51.743
188,57.368,15949.013,16847.949,12313.443,0.000,15949.013,0.000,6990.998,4769.066,4008.350,724.824,254.095,38.686,5.618,56.191
189,57.750,16648.771,17050.634,12512.047,0.000,16648.771,0.000,7033.495,4824.845,4092.493,732.925,261.031,39.605,5.710,60.407
190,58.132,16327.654,17290.277,12747.648,0.000,16327.654,0.000,7094.937,4890.503,4182.664,742.492,268.788,40.709,5.820,64.239
191,58.515,17093.359,17530.444,12983.249,0.000,17093.359,0.000,7159.931,4955.859,4270.557,752.000,276.623,41.895,5.930,67.524
192,58.897,17809.720,17771.828,13218.850,0.000,17809.720,0.000,7228.098,5021.346,4356.934,761.516,284.480,43.176,6.039,70.112
193,59.279,18337.189,18015.294,13454.451,0.000,18337.189,0.000,7299.090,5087.347,4442.748,771.097,292.301,44.560,6.149,71.873
194,59.662,18401.833,18261.927,13690.052,0.000,18401.833,0.000,7372.606,5154.204,4529.143,780.789,300.031,46.058,6.259,72.707
195,60.044,19061.670,18513.066,13925.653,0.000,19061.670,0.000,7448.394,5222.236,4617.459,790.631,307.615,47.676,6.369,72.553
196,60.426,19463.773,18770.329,14161.254,0.000,19463.773,0.000,7526.258,5291.745,4709.240,800.654,315.010,49.418,6.479,71.391
197,60.808,20064.542,19035.635,14396.855,0.000,20064.542,0.000,7606.056,5363.024,4806.229,810.884,322.179,51.287,6.590,69.251
198,61.190,20286.434,19311.192,14632.456,0.000,20286.434,0.000,7687.692,5436.360,4910.379,821.339,329.099,53.279,6.700,66.206
199,61.572,21173.784,19599.484,14868.057,0.000,21173.784,0.000,7771.110,5512.034,5023.837,832.035,335.757,55.390,6.810,62.372
200,61.954,21587.872,19903.228,15103.658,0.000,21587.872,0.000,7856.279,5590.307,5148.940,842.980,342.156,57.608,6.921,57.896
201,62.336,22886.481,20225.320,15339.259,0.000,22886.481,0.000,7943.186,5671.419,5288.184,854.179,348.307,59.921,7.032,52.948
202,62.718,23549.834,20568.753,15574.860,0.000,23549.834,0.000,8031.826,5755.569,5444.191,865.627,354.233,62.313,7.142,47.707
203,63.100,24534.242,20936.524,15810.460,0.000,24534.242,0.000,8122.185,5842.898,5619.646,877.316,359.962,64.766,7.253,42.352
204,63.482,25568.764,21331.521,16046.061,0.000,25568.764,0.000,8214.243,5933.474,5817.228,889.225,365.528,67.261,7.364,37.049
205,63.864,26729.606,21756.392,16281.662,0.000,26729.606,0.000,8307.964,6027.274,6039.510,901.330,370.967,69.777,7.476,31.944
206,64.246,28017.618,22213.411,16517.263,0.000,28017.618,0.000,8403.293,6124.165,6288.853,913.593,376.315,72.298,7.587,27.155
207,64.627,29195.839,22704.335,16752.864,0.000,29195.839,0.000,8500.163,6223.891,6567.274,925.972,381.606,74.806,7.699,22.770
208,65.009,30622.620,23230.262,16988.465,0.000,30622.620,0.000,8598.490,6326.065,6876.318,938.414,386.870,77.291,7.811,18.847
