ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Ba
38,6.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,6.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,6.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,7.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,7.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,7.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,8.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,8.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,8.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,9.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,9.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,9.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,10.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,10.386,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,10.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,11.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,11.385,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,11.717,4.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,12.050,12.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,12.383,23.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,12.716,50.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,13.049,84.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,13.382,132.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,13.715,160.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,14.048,207.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,14.381,240.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,14.714,297.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,15.047,288.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,15.380,317.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,15.713,363.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,16.046,315.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,16.379,384.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,16.712,329.122,339.816,339.396,97.050,52.524,90.833,9.167,6.933,1.267,0.123,0.079,50.576,28.363,2.895
71,17.045,363.898,346.290,345.823,98.875,53.518,92.553,9.341,7.065,1.291,0.125,0.081,51.533,28.900,3.002
72,17.378,378.716,352.775,352.251,100.700,54.513,94.274,9.515,7.196,1.315,0.128,0.083,52.491,29.437,3.120
73,17.711,372.714,359.272,358.678,102.526,55.508,95.994,9.688,7.327,1.339,0.130,0.084,53.449,29.974,3.249
74,18.044,376.682,365.785,365.106,104.354,56.503,97.714,9.862,7.459,1.363,0.132,0.086,54.407,30.512,3.392
75,18.378,360.754,372.316,371.533,106.183,57.497,99.434,10.036,7.590,1.387,0.135,0.087,55.365,31.049,3.551
76,18.711,394.052,378.868,377.961,108.013,58.492,101.155,10.210,7.721,1.411,0.137,0.089,56.323,31.586,3.729
77,19.044,395.830,385.443,384.388,109.846,59.487,102.875,10.383,7.852,1.435,0.139,0.090,57.281,32.123,3.930
78,19.377,387.831,392.047,390.815,111.679,60.482,104.595,10.557,7.984,1.459,0.142,0.092,58.238,32.660,4.157
79,19.710,402.016,398.682,397.243,113.514,61.476,106.316,10.731,8.115,1.483,0.144,0.093,59.196,33.197,4.414
80,20.044,378.093,405.354,403.670,115.349,62.471,108.036,10.905,8.246,1.507,0.146,0.095,60.154,33.735,4.708
81,20.377,376.460,412.069,410.098,117.185,63.466,109.757,11.079,8.378,1.531,0.149,0.096,61.112,34.272,5.043
82,20.710,374.761,418.834,416.525,119.022,64.461,111.477,11.253,8.509,1.555,0.151,0.098,62.070,34.809,5.427
83,21.043,405.317,425.657,422.953,120.859,65.456,113.198,11.427,8.640,1.579,0.153,0.099,63.028,35.346,5.869
84,21.377,406.136,432.548,429.380,122.695,66.451,114.919,11.601,8.772,1.603,0.156,0.101,63.986,35.884,6.379
85,21.710,360.432,439.518,435.808,124.533,67.446,116.639,11.775,8.903,1.626,0.158,0.102,64.945,36.421,6.968
86,22.044,414.732,446.582,442.235,126.370,68.441,118.360,11.949,9.034,1.650,0.160,0.104,65.903,36.958,7.650
87,22.377,409.253,453.756,448.663,128.207,69.436,120.081,12.124,9.166,1.674,0.163,0.105,66.861,37.496,8.440
88,22.710,429.401,461.057,455.090,130.045,70.432,121.803,12.298,9.297,1.698,0.165,0.107,67.819,38.033,9.358
89,23.044,433.553,468.508,461.518,131.883,71.427,123.524,12.473,9.429,1.723,0.167,0.108,68.778,38.571,10.425
90,23.377,408.403,476.135,467.945,133.721,72.422,125.246,12.647,9.560,1.747,0.170,0.110,69.736,39.108,11.666
91,23.711,490.184,483.968,474.372,135.559,73.418,126.967,12.822,9.691,1.771,0.172,0.111,70.695,39.646,13.113
92,24.044,433.816,492.043,480.800,137.398,74.414,128.690,12.997,9.823,1.795,0.174,0.113,71.654,40.184,14.799
93,24.377,455.223,500.400,487.227,139.237,75.410,130.412,13.173,9.954,1.819,0.177,0.114,72.613,40.722,16.767
94,24.711,534.964,509.088,493.655,141.077,76.406,132.135,13.348,10.086,1.843,0.179,0.116,73.572,41.260,19.064
95,25.044,524.113,518.165,500.082,142.917,77.403,133.859,13.524,10.217,1.867,0.181,0.117,74.532,41.798,21.748
96,25.378,555.780,527.697,506.510,144.758,78.400,135.583,13.701,10.349,1.891,0.184,0.119,75.492,42.336,24.884
97,25.712,605.222,537.762,512.937,146.599,79.397,137.308,13.877,10.481,1.915,0.186,0.120,76.453,42.875,28.550
98,26.045,592.334,548.452,519.365,148.442,80.395,139.033,14.055,10.612,1.939,0.188,0.122,77.413,43.414,32.837
99,26.379,638.259,559.874,525.792,150.285,81.394,140.760,14.232,10.744,1.963,0.191,0.123,78.375,43.953,37.852
100,26.712,583.187,572.154,532.220,152.130,82.393,142.488,14.411,10.876,1.987,0.193,0.125,79.337,44.492,43.720
101,27.046,725.704,585.439,538.647,153.977,83.393,144.217,14.590,11.008,2.011,0.195,0.126,80.300,45.032,50.587
102,27.380,727.591,599.903,545.075,155.825,84.394,145.948,14.770,11.140,2.035,0.198,0.128,81.264,45.573,58.626
103,27.713,721.219,615.747,551.502,157.675,85.396,147.681,14.951,11.273,2.059,0.200,0.129,82.229,46.114,68.037
104,28.047,780.442,633.209,557.929,159.528,86.399,149.417,15.133,11.405,2.084,0.202,0.131,83.195,46.656,79.056
105,28.381,729.442,652.378,564.357,161.384,87.405,151.155,15.317,11.538,2.108,0.205,0.132,84.163,47.199,91.771
106,28.714,828.959,672.717,570.784,163.244,88.412,152.897,15.502,11.671,2.132,0.207,0.134,85.133,47.743,105.643
107,29.048,808.257,693.526,577.212,165.107,89.421,154.642,15.688,11.804,2.156,0.209,0.135,86.104,48.287,119.968
108,29.382,771.439,714.441,583.639,166.975,90.432,156.391,15.877,11.937,2.181,0.212,0.137,87.078,48.834,134.385
109,29.715,808.996,735.078,590.067,168.846,91.446,158.144,16.068,12.071,2.205,0.214,0.138,88.054,49.381,148.506
110,30.049,815.809,755.053,596.494,170.723,92.462,159.902,16.262,12.205,2.230,0.217,0.140,89.033,49.930,161.948
111,30.383,811.810,773.944,602.922,172.603,93.481,161.663,16.458,12.340,2.254,0.219,0.142,90.013,50.480,174.289
112,30.717,853.698,791.203,609.349,174.488,94.501,163.428,16.657,12.474,2.279,0.221,0.143,90.996,51.031,184.981
113,31.051,849.737,806.444,615.777,176.376,95.524,165.197,16.860,12.609,2.304,0.224,0.145,91.981,51.583,193.638
114,31.384,847.663,819.446,622.204,178.268,96.549,166.969,17.067,12.745,2.328,0.226,0.146,92.968,52.137,200.041
115,31.718,839.886,830.118,628.632,180.163,97.575,168.743,17.279,12.880,2.353,0.229,0.148,93.956,52.691,204.099
116,32.052,800.513,838.492,635.059,182.060,98.602,170.520,17.495,13.016,2.378,0.231,0.149,94.945,53.245,205.847
117,32.386,867.737,844.604,641.486,183.959,99.630,172.298,17.717,13.152,2.403,0.233,0.151,95.935,53.801,205.322
118,32.720,777.624,848.417,647.914,185.859,100.659,174.077,17.946,13.287,2.427,0.236,0.153,96.926,54.356,202.487
119,33.054,811.661,850.141,654.341,187.759,101.688,175.857,18.182,13.423,2.452,0.238,0.154,97.917,54.912,197.555
120,33.388,802.552,850.066,660.769,189.659,102.717,177.637,18.427,13.559,2.477,0.241,0.156,98.908,55.468,190.816
121,33.722,839.033,848.522,667.196,191.558,103.746,179.415,18.681,13.695,2.502,0.243,0.157,99.898,56.023,182.601
122,34.056,762.069,845.850,673.624,193.456,104.774,181.193,18.946,13.830,2.527,0.245,0.159,100.888,56.578,173.250
123,34.390,783.293,842.351,680.051,195.353,105.801,182.969,19.224,13.966,2.551,0.248,0.161,101.878,57.133,163.065
124,34.724,847.735,838.294,686.479,197.248,106.827,184.743,19.516,14.101,2.576,0.250,0.162,102.868,57.687,152.312
125,35.058,739.550,833.933,692.906,199.140,107.851,186.515,19.825,14.237,2.601,0.253,0.164,103.855,58.240,141.249
126,35.392,743.735,829.490,699.334,201.030,108.875,188.285,20.154,14.372,2.626,0.255,0.166,104.841,58.793,130.091
127,35.726,753.773,821.242,701.847,201.793,109.288,188.999,20.398,14.426,2.636,0.256,0.166,105.250,59.016,119.011
128,36.060,759.995,813.247,704.361,202.552,109.699,189.711,20.664,14.481,2.645,0.257,0.167,105.672,59.238,108.158
129,36.394,733.442,805.571,706.875,203.309,110.109,190.419,20.945,14.535,2.655,0.258,0.168,106.071,59.459,97.642
130,36.728,742.480,798.317,709.389,204.063,110.517,191.125,21.234,14.588,2.665,0.259,0.168,106.468,59.679,87.548
131,37.062,789.666,791.570,711.903,204.814,110.924,191.831,21.528,14.642,2.675,0.260,0.169,106.883,59.899,77.944
132,37.396,764.591,785.380,714.417,205.562,111.329,192.537,21.824,14.696,2.685,0.261,0.170,107.315,60.117,68.882
133,37.730,753.666,779.728,716.931,206.308,111.733,193.236,22.119,14.749,2.694,0.262,0.171,107.715,60.335,60.403
134,38.064,752.595,774.691,719.445,207.052,112.136,193.933,22.405,14.802,2.704,0.263,0.171,108.115,60.552,52.554
135,38.399,718.222,770.295,721.959,207.794,112.537,194.628,22.673,14.855,2.714,0.264,0.172,108.515,60.769,45.372
136,38.733,763.149,766.518,724.473,208.533,112.937,195.322,22.915,14.908,2.723,0.264,0.173,108.916,60.985,38.838
137,39.067,759.708,763.339,726.986,209.272,113.337,196.013,23.125,14.960,2.733,0.265,0.174,109.317,61.201,32.940
138,39.401,719.117,760.745,729.500,210.008,113.735,196.703,23.298,15.013,2.743,0.266,0.175,109.719,61.416,27.665
139,39.736,808.226,758.723,732.014,210.743,114.133,197.398,23.433,15.065,2.752,0.267,0.176,110.122,61.630,23.001
140,40.070,773.747,757.250,734.528,211.477,114.529,198.095,23.525,15.118,2.762,0.268,0.176,110.526,61.844,18.926
141,40.404,810.562,756.290,737.042,212.210,114.926,198.783,23.576,15.170,2.771,0.269,0.177,110.932,62.058,15.415
142,40.738,722.193,755.815,739.556,212.942,115.321,199.470,23.584,15.222,2.781,0.270,0.178,111.340,62.271,12.431
143,41.073,718.861,755.775,742.070,213.673,115.717,200.158,23.554,15.274,2.790,0.271,0.179,111.750,62.485,9.921
144,41.407,841.936,756.123,744.584,214.404,116.112,200.844,23.487,15.326,2.800,0.272,0.180,112.163,62.698,7.833
145,41.741,808.159,756.814,747.098,215.135,116.506,201.531,23.389,15.378,2.809,0.273,0.182,112.578,62.910,6.118
146,42.076,759.197,757.804,749.612,215.865,116.900,202.218,23.266,15.430,2.819,0.274,0.183,112.997,63.123,4.726
147,42.410,791.678,759.057,752.125,216.595,117.295,202.904,23.122,15.482,2.828,0.275,0.184,113.420,63.335,3.613
148,42.745,828.312,760.544,754.639,217.325,117.689,203.591,22.965,15.534,2.838,0.276,0.185,113.847,63.548,2.743
149,43.079,817.608,762.227,757.153,218.056,118.082,204.278,22.800,15.586,2.848,0.277,0.187,114.278,63.760,2.071
150,43.413,854.573,764.068,759.667,218.787,118.476,204.966,22.633,15.638,2.857,0.277,0.188,114.715,63.972,1.554
151,43.748,856.724,766.039,762.181,219.518,118.870,205.655,22.470,15.690,2.867,0.278,0.190,115.158,64.184,1.158
152,44.082,893.689,768.125,764.695,220.249,119.264,206.344,22.314,15.742,2.877,0.279,0.191,115.609,64.396,0.856
153,44.417,879.428,770.304,767.209,220.982,119.658,207.034,22.170,15.794,2.887,0.280,0.193,116.067,64.609,0.628
154,44.751,874.244,772.563,769.723,221.714,120.052,207.725,22.041,15.846,2.896,0.281,0.195,116.531,64.821,0.457
155,45.086,927.208,774.894,772.237,222.448,120.446,208.417,21.928,15.898,2.906,0.282,0.197,117.004,65.032,0.333
156,45.420,859.656,777.306,774.750,223.183,120.840,209.111,21.833,15.950,2.916,0.283,0.199,117.501,65.244,0.242
157,45.755,798.472,779.775,777.264,223.919,121.234,209.806,21.757,16.001,2.925,0.284,0.202,118.010,65.456,0.176
158,46.089,870.955,782.280,779.778,224.656,121.629,210.502,21.699,16.053,2.935,0.285,0.204,118.517,65.668,0.128
159,46.424,836.326,784.833,782.292,225.395,122.024,211.200,21.658,16.105,2.945,0.286,0.207,119.036,65.880,0.093
160,46.759,770.441,787.434,784.806,226.135,122.418,211.904,21.634,16.157,2.954,0.287,0.210,119.570,66.094,0.068
161,47.093,804.665,790.078,787.320,226.878,122.814,212.609,21.625,16.209,2.964,0.288,0.213,120.119,66.307,0.049
162,47.428,748.297,792.759,789.834,227.622,123.209,213.314,21.630,16.261,2.974,0.288,0.217,120.686,66.519,0.036
163,47.763,764.740,795.480,792.348,228.369,123.605,214.022,21.646,16.313,2.984,0.289,0.221,121.271,66.731,0.026
164,48.097,771.336,798.241,794.862,229.118,124.001,214.732,21.673,16.365,2.993,0.290,0.225,121.877,66.943,0.019
165,48.432,711.412,801.053,797.376,229.871,124.397,215.447,21.709,16.417,3.003,0.291,0.229,122.506,67.164,0.014
166,48.767,789.080,803.904,799.889,230.627,124.794,216.165,21.751,16.469,3.013,0.292,0.235,123.160,67.384,0.010
167,49.101,709.564,806.791,802.403,231.387,125.192,216.886,21.799,16.521,3.023,0.293,0.240,123.841,67.597,0.007
168,49.436,766.009,809.723,804.917,232.150,125.590,217.612,21.853,16.573,3.033,0.294,0.246,124.553,67.811,0.005
169,49.771,709.825,812.708,807.431,232.918,125.988,218.341,21.910,16.625,3.043,0.295,0.253,125.298,68.028,0.004
170,50.106,668.827,815.743,809.945,233.691,126.387,219.077,21.970,16.677,3.053,0.296,0.260,126.080,68.245,0.003
171,50.440,701.683,818.833,812.459,234.470,126.787,219.817,22.033,16.729,3.063,0.297,0.269,126.903,68.460,0.002
172,50.775,717.722,821.983,814.973,235.254,127.188,220.564,22.097,16.781,3.073,0.298,0.278,127.770,68.675,0.002
173,51.110,726.982,825.218,817.487,236.049,127.590,221.317,22.162,16.833,3.084,0.299,0.287,128.685,68.907,0.001
174,51.445,722.429,828.518,820.001,236.850,127.992,222.078,22.229,16.886,3.094,0.300,0.298,129.655,69.133,0.001
175,51.780,752.801,831.890,822.514,237.658,128.396,222.847,22.296,16.938,3.104,0.300,0.310,130.684,69.351,0.001
176,52.114,765.509,835.348,825.028,238.477,128.801,223.625,22.364,16.990,3.115,0.301,0.324,131.778,69.570,0.000
177,52.449,747.583,838.904,827.542,239.306,129.207,224.413,22.432,17.043,3.125,0.302,0.338,132.943,69.790,0.000
178,52.784,754.809,842.565,830.056,240.148,129.614,225.211,22.501,17.095,3.136,0.303,0.354,134.188,70.011,0.000
179,53.119,742.701,846.342,832.570,241.003,130.023,226.021,22.570,17.147,3.147,0.304,0.372,135.519,70.232,0.000
180,53.454,922.664,850.247,835.084,241.873,130.434,226.844,22.639,17.200,3.158,0.305,0.392,136.945,70.454,0.000
181,53.789,873.481,854.292,837.598,242.757,130.846,227.681,22.709,17.253,3.169,0.306,0.414,138.476,70.678,0.000
182,54.124,859.855,858.489,840.112,243.657,131.261,228.534,22.778,17.305,3.180,0.307,0.438,140.122,70.902,0.000
183,54.459,850.008,862.853,842.626,244.574,131.678,229.404,22.849,17.358,3.191,0.308,0.465,141.896,71.127,0.000
184,54.794,823.674,867.402,845.140,245.510,132.097,230.293,22.919,17.411,3.203,0.309,0.494,143.808,71.354,0.000
185,55.129,917.234,872.151,847.653,246.464,132.520,231.202,22.990,17.464,3.214,0.310,0.527,145.875,71.581,0.000
186,55.464,919.494,877.110,850.167,247.429,132.945,232.134,23.060,17.517,3.226,0.311,0.563,148.110,71.811,0.000
187,55.799,964.055,882.290,852.681,248.394,133.373,233.091,23.132,17.571,3.238,0.312,0.603,150.530,72.041,0.000
188,56.134,940.946,887.710,855.195,249.357,133.806,234.076,23.203,17.624,3.251,0.312,0.648,153.156,72.274,0.000
189,56.469,939.909,893.390,857.709,250.313,134.242,235.090,23.275,17.678,3.263,0.313,0.697,156.005,72.508,0.000
190,56.804,940.986,905.101,865.973,252.916,135.580,237.688,23.503,17.850,3.298,0.316,0.753,159.964,73.229,0.000
191,57.139,939.731,917.121,874.236,255.504,136.922,240.323,23.732,18.023,3.333,0.319,0.815,164.193,73.952,0.000
192,57.475,991.991,929.475,882.500,258.074,138.271,242.997,23.961,18.195,3.368,0.323,0.883,168.722,74.678,0.000
193,57.810,1039.879,942.198,890.764,260.622,139.625,245.715,24.191,18.368,3.404,0.326,0.958,173.579,75.406,0.000
194,58.145,1082.180,955.327,899.028,263.145,140.986,248.481,24.421,18.542,3.440,0.329,1.042,178.797,76.141,0.000
195,58.480,1111.884,968.896,907.291,265.641,142.354,251.299,24.652,18.715,3.476,0.332,1.134,184.412,76.876,0.000
196,58.815,1065.295,982.952,915.555,268.107,143.730,254.175,24.884,18.889,3.513,0.335,1.236,190.465,77.614,0.000
197,59.150,1067.522,997.546,923.819,270.542,145.115,257.115,25.116,19.063,3.551,0.338,1.349,196.998,78.356,0.000
198,59.486,1132.524,1012.734,932.082,272.945,146.509,260.124,25.350,19.238,3.589,0.341,1.473,204.060,79.102,0.000
199,59.821,1104.120,1028.593,940.346,275.320,147.914,263.209,25.584,19.413,3.628,0.344,1.608,211.703,79.865,0.000
200,60.156,1191.230,1045.167,948.610,277.665,149.331,266.378,25.820,19.589,3.667,0.347,1.757,219.987,80.622,0.000
201,60.491,1151.307,1062.543,956.874,279.982,150.761,269.640,26.056,19.765,3.707,0.350,1.920,228.974,81.384,0.000
202,60.827,1087.385,1080.808,965.137,282.276,152.205,273.002,26.294,19.942,3.748,0.353,2.098,238.735,82.152,0.000
203,61.162,1213.644,1100.050,973.401,284.550,153.664,276.476,26.533,20.119,3.790,0.356,2.284,249.347,82.926,0.000
204,61.497,1155.425,1120.362,981.665,286.808,155.141,280.071,26.774,20.297,3.834,0.359,2.471,260.896,83.707,0.000
205,61.833,1230.988,1141.857,989.928,289.055,156.636,283.800,27.017,20.476,3.878,0.362,2.658,273.475,84.495,0.000
206,62.168,1298.095,1164.654,998.192,291.296,158.152,287.677,27.262,20.656,3.923,0.366,2.840,287.187,85.292,0.000
207,62.503,1273.954,1188.888,1006.456,293.535,159.692,291.714,27.508,20.836,3.970,0.369,3.016,302.145,86.099,0.000
208,62.839,1295.544,1214.704,1014.720,295.779,161.256,295.929,27.757,21.018,4.018,0.372,3.181,318.474,86.915,0.000
209,63.174,1262.288,1242.262,1022.983,298.032,162.848,300.339,28.009,21.201,4.067,0.375,3.332,336.311,87.742,0.000
210,63.510,1277.438,1271.738,1031.247,300.300,164.471,304.962,28.263,21.385,4.119,0.378,3.468,355.807,88.580,0.000
211,63.845,1329.255,1303.327,1039.511,302.586,166.128,309.820,28.521,21.571,4.172,0.381,3.584,377.128,89.432,0.000
212,64.181,1304.069,1337.239,1047.774,304.894,167.822,314.936,28.782,21.758,4.227,0.384,3.679,400.455,90.298,0.000
213,64.516,1308.334,1373.710,1056.038,307.230,169.556,320.335,29.047,21.946,4.285,0.388,3.750,425.990,91.179,0.000
214,64.852,1359.189,1412.995,1064.302,309.596,171.336,326.044,29.316,22.137,4.345,0.391,3.796,453.953,92.077,0.000
215,65.187,1438.334,1455.377,1072.566,311.995,173.165,332.096,29.590,22.330,4.408,0.394,3.816,484.587,92.993,0.000
216,65.523,1391.340,1501.167,1080.829,314.431,175.049,338.522,29.869,22.525,4.473,0.397,3.809,518.159,93.930,0.000
217,65.858,1539.453,1550.706,1089.093,316.905,176.993,345.360,30.153,22.722,4.542,0.401,3.775,554.962,94.888,0.000
218,66.194,1623.600,1604.371,1097.357,319.421,179.004,352.651,30.444,22.922,4.614,0.404,3.716,595.321,95.870,0.000
219,66.529,1533.270,1662.553,1105.620,321.981,181.087,360.438,30.742,23.125,4.691,0.407,3.631,639.568,96.878,0.000
220,66.865,1583.868,1725.593,1113.884,324.586,183.248,368.771,31.047,23.332,4.771,0.411,3.524,687.982,97.915,0.000
