det,spectrum,e_kev,fwhm_kev,weight,reduced,kept
AS80x80,AS80_Lu176_v2,201.81214462769304,18.525512181941007,99.51943511608225,np.float64(1.3040570012199926),1
AS80x80,AS80_Lu176_v2,306.6556462162609,29.32419328963632,98.85056093431858,np.float64(1.6745595284702035),1
AS80x80,AS80_Lu176_v2,1120.294,36.12575663141595,5.209059175836125,np.float64(1.0793217948027154),1
AS80x80,AS80_Lu176_v2,1460.82,54.497296888066224,56.804901500850434,np.float64(1.4258590891083436),1
AS80x80,AS80_Onyx,913.3732615698328,80.50970230523299,73.62791544059057,np.float64(2.6639377606607613),0
AS80x80,AS80_Onyx,1122.064184393344,70.59332685849085,85.7087563232467,np.float64(2.1074379641762224),1
AS80x80,AS80_Onyx,2204.108349597085,111.44788595962048,49.438514995353515,np.float64(2.3738614341523427),1
AS80x80,AS80_Onyx,2614.511,73.99212623892218,100.0,np.float64(1.4470724346603445),1
AS80x80,AS80_Th232Medal,238.37128675643686,21.53510870803838,88.85276943037947,np.float64(1.3948262049177607),1
AS80x80,AS80_Th232Medal,462.2400461893764,22.680370832572436,42.27983462395888,np.float64(1.0549123269385283),1
AS80x80,AS80_Th232Medal,584.2982159241184,44.584635506457985,90.36828932204334,np.float64(1.844454474886689),1
AS80x80,AS80_Th232Medal,911.6266313955806,43.249936263838066,93.63873600222813,np.float64(1.4324417481089033),1
AS80x80,AS80_Th232Medal,2204.1,82.11005610351125,81.76599941245634,np.float64(1.7489633208977617),1
AS80x80,AS80_Th232Medal,2614.511,70.30867608634105,100.0,np.float64(1.375034780774927),1
AS80x80,AS80_Th232WT20,238.37128675643686,21.968968097947574,88.85276943037947,np.float64(1.422927221471677),1
AS80x80,AS80_Th232WT20,462.2400461893764,24.247396688660906,71.00450185442793,np.float64(1.1277980352200287),1
AS80x80,AS80_Th232WT20,584.2982159241184,42.112660796764374,90.36828932204334,np.float64(1.7421895407157977),1
AS80x80,AS80_Th232WT20,911.6266313955806,45.24240694692949,93.63873600222813,np.float64(1.4984325549145443),1
AS80x80,AS80_Th232WT20,2614.511,104.98284809344439,100.0,np.float64(2.053161509342384),1
ASN16,ASN16_Am241,59.5409,10.104553113258373,100.0,np.float64(1.3095117919857275),1
ASN16,ASN16_Am241,1120.294,37.899542238172806,5.489379720577192,np.float64(1.1323168222622964),1
ASN16,ASN16_Am241,1460.82,62.82288430488393,57.641301520679406,np.float64(1.6436885075989167),1
ASN16,ASN16_Am241,1764.4909999999998,63.344195352693696,14.57525206523327,np.float64(1.5079852722147076),1
ASN16,ASN16_Am241,2614.511,55.693788199914366,8.08156091870054,np.float64(1.0892097549092086),1
ASN16,ASN16_BrazilNuts,186.211,19.780260242334943,5.539315990688055,np.float64(1.4495370988188745),1
ASN16,ASN16_BrazilNuts,295.0377299602081,23.81055610307317,16.592876502342644,np.float64(1.3862155288820899),1
ASN16,ASN16_BrazilNuts,351.7206771478605,30.728165167815398,45.89242277771701,np.float64(1.6384669225435944),1
ASN16,ASN16_BrazilNuts,608.2504396412795,47.56779782393035,44.98997695586098,np.float64(1.9287317523128618),1
ASN16,ASN16_BrazilNuts,1123.7353183960552,77.7049875022088,19.77310821715994,np.float64(2.3180184030898),1
ASN16,ASN16_BrazilNuts,2614.511,91.1444047075175,24.069426401762637,np.float64(1.7825214969480832),1
ASN16,ASN16_Charoite_v2,186.83351686336252,16.450843422545653,38.3646135333313,np.float64(1.2035406807467328),1
ASN16,ASN16_Charoite_v2,913.3732615698328,54.31380731763953,11.136155420472797,np.float64(1.7971573375114591),1
ASN16,ASN16_Charoite_v2,1122.0567168813845,53.536249057229654,36.54375792448379,np.float64(1.5982346232606932),1
ASN16,ASN16_Charoite_v2,2204.108349597085,72.32384551610649,6.967327721187555,np.float64(1.5405118379946852),1
ASN16,ASN16_Charoite_v2,2614.511,106.55102505317592,59.24431211725954,np.float64(2.08383052463422),1
ASN16,ASN16_Cs137,186.211,22.678575355038312,100.0,np.float64(1.6619314368336615),1
ASN16,ASN16_Cs137,661.657,42.04852548611204,100.0,np.float64(1.634685894909964),1
ASN16,ASN16_Cs137,1120.294,80.95296650370085,53.636306019716926,np.float64(2.418615116988177),1
ASN16,ASN16_Cs137,1460.82,60.390581437009274,57.084865546394184,np.float64(1.5800501007482677),1
ASN16,ASN16_Cs137,1764.4909999999998,43.94238051109804,11.264211503530333,np.float64(1.04610157675596),1
ASN16,ASN16_Cs137,2614.511,80.48131840923776,21.708877908448077,np.float64(1.5739823045369827),1
ASN16,ASN16_Cs137_10cm,186.211,31.051410295573614,15.925726030835168,np.float64(2.2755095556198364),1
ASN16,ASN16_Cs137_10cm,661.657,41.811887704601254,80.27494838242427,np.float64(1.625486322768814),1
ASN16,ASN16_Cs137_10cm,1460.82,77.35214126629246,6.629368263900959,np.float64(2.023829804129012),1
ASN16,ASN16_Lu176,88.34,11.113436167624991,100.0,np.float64(1.1824142687587975),1
ASN16,ASN16_Lu176,201.81214462769304,19.09294441505376,99.51943511608225,np.float64(1.3439999711655097),1
ASN16,ASN16_Lu176,306.6556462162609,26.139946528074784,98.85056093431858,np.float64(1.4927229574550427),1
ASN16,ASN16_Lu176,1460.82,53.12131720858831,16.381159875671013,np.float64(1.3898581634763496),1
ASN16,ASN16_Lu176_P0,88.34,14.82652634206064,9.38304039962213,np.float64(1.5774685739457648),1
ASN16,ASN16_Lu176_P0,201.81214462769304,18.948846899162728,82.88196092397916,np.float64(1.3338565876730257),1
ASN16,ASN16_Lu176_P0,306.6556462162609,26.16981047387771,96.74724737433534,np.float64(1.494428339577854),1
ASN16,ASN16_Th232_Am241,59.54877733191385,10.922205353428932,97.9990718750853,np.float64(1.4153827984777476),1
ASN16,ASN16_Th232_Am241,238.37128675643686,16.589046583506377,88.85276943037947,np.float64(1.0744704010079662),1
ASN16,ASN16_Th232_Am241,462.2400461893764,24.756477591169364,55.932843180525914,np.float64(1.151476471671954),1
ASN16,ASN16_Th232_Am241,584.2982159241184,38.67381864431732,90.36828932204334,np.float64(1.5999255584165324),1
ASN16,ASN16_Th232_Am241,911.1442683286052,38.16031336142341,94.60009465375498,np.float64(1.2642074886457517),1
ASN16,ASN16_Th232_Am241,1768.8629254935443,64.04263170203757,24.529886121386923,np.float64(1.5227271119179036),1
ASN16,ASN16_Th232_Am241,2614.511,89.93142179056893,100.0,np.float64(1.758799051979245),1
ASN3,ASN3_Tile,186.211,16.324574808125003,16.73911953917638,np.float64(1.1962975469946555),1
ASN3,ASN3_Tile,609.321,34.06309876774837,76.36190429064456,np.float64(1.3799427869133134),1
ASN3,ASN3_Tile,913.1540082275812,24.76225837993466,6.195555653504584,np.float64(0.8194420308142293),1
ASN3,ASN3_Tile,1120.111276966301,35.10361983435111,13.566292885655574,np.float64(1.0488691643233325),1
ASN8_1024,ASN8_Th232_1024,238.8582113804925,27.176499300621092,90.71413331626121,np.float64(1.7584232810940146),1
ASN8_1024,ASN8_Th232_1024,462.2400461893764,18.37036164252627,12.723066329885679,np.float64(0.8544446248289878),0
ASN8_1024,ASN8_Th232_1024,584.4151841542667,47.23478979523106,90.67406786979159,np.float64(1.9538950894225924),1
ASN8_1024,ASN8_Th232_1024,911.1442683286052,41.0978234699508,67.35097510212495,np.float64(1.3615238351338035),1
ASN8_1024,ASN8_Th232_1024,1768.8629254935443,67.56764169146584,8.911280293135855,np.float64(1.6065404740179667),1
ASN8_1024,ASN8_Th232_1024,2614.511,93.58700902795918,100.0,np.float64(1.830291787660909),1
ASN8_2048,ASN8_Th232_2048,238.37128675643686,27.181025643461446,88.85276943037947,np.float64(1.7605115143853443),1
ASN8_2048,ASN8_Th232_2048,584.2982159241184,46.11351884506437,90.36828932204334,np.float64(1.9077039706701362),1
ASN8_2048,ASN8_Th232_2048,1768.8629254935443,66.1607076645226,8.557502621014418,np.float64(1.5730881231296736),1
ASN8_2048,ASN8_Th232_2048,2614.511,97.10846342024692,100.0,np.float64(1.899161272023863),1
ASN8_3000,ASN8_Th232_3000,238.37128675643686,27.074803055346553,88.85276943037947,np.float64(1.753631491095676),1
ASN8_3000,ASN8_Th232_3000,584.2982159241184,46.19303821797471,90.36828932204334,np.float64(1.9109936659101794),1
ASN8_3000,ASN8_Th232_3000,1768.8629254935443,70.88893480376349,13.77549531062192,np.float64(1.685510106188172),1
ASN8_3000,ASN8_Th232_3000,2614.511,101.49827889694896,100.0,np.float64(1.9850133929518239),1
ASN8_4096,ASN8_Th232_4096,238.37128675643686,27.317532738812915,88.85276943037947,np.float64(1.7693530612906712),1
ASN8_4096,ASN8_Th232_4096,584.2982159241184,46.21684316412564,90.36828932204334,np.float64(1.9119784701808382),1
ASN8_4096,ASN8_Th232_4096,1768.8629254935443,65.78513287682668,13.977533194602351,np.float64(1.5641581666838145),1
ASN8_4096,ASN8_Th232_4096,2614.511,96.71780895951014,100.0,np.float64(1.8915211982708273),1
ASN8_8192,ASN8_Am241,59.46438948772074,19.124384246145823,99.41154360301748,np.float64(2.480041674391936),1
ASN8_8192,ASN8_Am241,1460.82,64.93595942407089,22.887760817633513,np.float64(1.6989746875878033),1
ASN8_8192,ASN8_Th232_8192,238.37128675643686,27.37251963607061,88.85276943037947,np.float64(1.7729145555121293),1
ASN8_8192,ASN8_Th232_8192,584.2982159241184,45.98200001218771,90.36828932204334,np.float64(1.9022630716457158),1
ASN8_8192,ASN8_Th232_8192,1768.8629254935443,68.36915236069377,14.577280544253826,np.float64(1.62559781120241),1
ASN8_8192,ASN8_Th232_8192,2614.511,96.69839378224117,100.0,np.float64(1.8911414934391368),1
ASN8_8192,ASN8_UGlass,1765.2343507233384,68.38996171068071,5.59357898853488,np.float64(1.6277630115110462),1
ASN8_8192,ASN8_UGlass,2614.511,101.10898254809554,11.923376883590013,np.float64(1.9773998799474717),1
G1S16,G1S16_Am241_P25,59.5409,9.21640940444463,100.0,np.float64(1.194411732969412),1
G1S16,G1S16_Am241_P25,913.6510160478541,38.79358688515279,5.160614199950846,np.float64(1.2834228462065946),1
G1S16,G1S16_Am241_P25,1460.82,55.840628031292724,7.162575423573306,np.float64(1.461005803342371),1
G1S16,G1S16_Am241_P5,59.5409,9.746043490871905,100.0,np.float64(1.2630503035068927),1
G1S16,G1S16_Ba133_P25,80.89491239323688,9.947350527387256,92.55708558480042,np.float64(1.1059788387874754),1
G1S16,G1S16_Ba133_P5,80.89491239323688,9.995052044941348,92.55708558480042,np.float64(1.1112824489143753),1
G1S16,G1S16_Cd109_P25,88.0336,11.951740251574057,39.02735737329369,np.float64(1.2738166316992525),1
G1S16,G1S16_Cd109_P25,1460.82,47.78264935927524,11.339836892990009,np.float64(1.2501780598501375),1
G1S16,G1S16_Cd109_P25,1764.4909999999998,63.33256795871439,8.86584672972795,np.float64(1.5077084680217203),1
G1S16,G1S16_Cd109_P5,88.0336,10.1331927889095,100.0,np.float64(1.07999581943959),1
G1S16,G1S16_Cd109_P5,1460.82,43.91795570835861,8.035570944994925,np.float64(1.1490627957280106),1
G1S16,G1S16_Ce139_P25,165.90375679928073,15.230234595128138,70.34743122420007,np.float64(1.1824382845015038),1
G1S16,G1S16_Ce139_P25,1460.82,59.707481844619885,14.319123652710797,np.float64(1.5621775856293039),1
G1S16,G1S16_Ce139_P25,2614.511,104.51929298706622,8.530950236996503,np.float64(2.0440957093649663),1
G1S16,G1S16_Ce139_P5,165.90375679928073,15.366149244916262,99.77273294872755,np.float64(1.1929903665676262),1
G1S16,G1S16_Ce139_P5,1460.82,67.44741744565091,9.66741371857011,np.float64(1.764684097989186),1
G1S16,G1S16_Co57_P5,123.6594231491483,12.840416866664418,59.64673407376516,np.float64(1.1546902940451484),1
G1S16,G1S16_Co57_P5,1120.294,84.0137918958523,16.96738668433395,np.float64(2.5100627671935625),1
G1S16,G1S16_Co57_P5,1460.82,37.2494567136143,5.529961250333128,np.float64(0.9745891897820952),0
G1S16,G1S16_Co60_P25,913.6510160478541,54.17538781954992,13.124733017059906,np.float64(1.7923047599479272),1
G1S16,G1S16_Co60_P25,1172.835974292106,59.01752898094579,99.2594066046506,np.float64(1.7233059309024001),1
G1S16,G1S16_Co60_P25,1332.5818517680761,63.65619311171848,99.80111169826209,np.float64(1.7437881231056984),1
G1S16,G1S16_Co60_P5,913.6510160478541,63.40385580806872,43.79865239249756,np.float64(2.097613642238578),1
G1S16,G1S16_Co60_P5,1172.835974292106,58.140011738166045,99.2594066046506,np.float64(1.6976825153669972),1
G1S16,G1S16_Co60_P5,1332.5818517680761,64.72732132180957,99.80111169826209,np.float64(1.7731304472343534),1
G1S16,G1S16_Co60_P5,1588.2,63.008354450312225,8.724735579409924,np.float64(1.581049771397131),1
G1S16,G1S16_Cs137_Mar,186.211,35.54718075408257,27.1917676504273,np.float64(2.604968621756643),1
G1S16,G1S16_Cs137_Mar,661.657,43.40958621041013,100.0,np.float64(1.687598731743229),1
G1S16,G1S16_Cs137_Mar,1460.82,68.01994252195385,13.407839436130915,np.float64(1.7796635580799443),1
G1S16,G1S16_Cs137_Mar_2,661.657,42.83609197566693,100.0,np.float64(1.6653034686987132),1
G1S16,G1S16_Cs137_P25,186.211,21.342938116712023,10.395145007780828,np.float64(1.5640532641605702),1
G1S16,G1S16_Cs137_P25,661.657,42.08604178499885,100.0,np.float64(1.6361443851640336),1
G1S16,G1S16_Cs137_P25,1460.82,82.09284490608594,23.76639179968728,np.float64(2.147864862004493),1
G1S16,G1S16_Cs137_P25,1764.4909999999998,36.62013360855275,6.144244006830318,np.float64(0.8717866229219383),0
G1S16,G1S16_Cs137_P5,186.211,35.10140063878069,100.0,np.float64(2.572300961820458),1
G1S16,G1S16_Cs137_P5,661.657,42.49069073984554,100.0,np.float64(1.651875589319966),1
G1S16,G1S16_Cs137_P5,1460.82,47.34181362979006,5.03976798866569,np.float64(1.238644100046935),1
G1S16,G1S16_Eu152_P25,121.78170000000001,12.187979828829079,100.0,np.float64(1.1044363974320712),1
G1S16,G1S16_Eu152_P25,345.3022427978089,31.114636774754267,89.23319527015968,np.float64(1.6744224410793533),1
G1S16,G1S16_Eu152_P25,778.9665677716689,43.23488054930682,76.16317583725983,np.float64(1.5490835926485578),1
G1S16,G1S16_Eu152_P25,965.6812035964386,52.121034029742965,74.38184232158517,np.float64(1.677243563768591),1
G1S16,G1S16_Eu152_P25,1414.3436899355295,69.40824001269097,86.70814428067595,np.float64(1.845582882514296),1
G1S16,G1S16_Eu152_P25,1764.4909999999998,63.053310244636705,7.782620837978568,np.float64(1.5010603999921752),1
G1S16,G1S16_Eu152_P25,2614.511,87.04252137018047,9.353633515971088,np.float64(1.7023004976422054),1
G1S16,G1S16_Eu152_P5,121.78170000000001,12.30401041038751,100.0,np.float64(1.1149507237837792),1
G1S16,G1S16_Eu152_P5,345.3022427978089,29.95034011543076,89.23319527015968,np.float64(1.611766255549757),1
G1S16,G1S16_Eu152_P5,778.9665677716689,45.40085209972821,96.58624055886558,np.float64(1.626689242259983),1
G1S16,G1S16_Eu152_P5,965.6812035964386,52.21499070534457,88.67458696170651,np.float64(1.6802670691989696),1
G1S16,G1S16_Eu152_P5,1414.3436899355295,65.30571111177099,86.70814428067595,np.float64(1.7364955880781645),1
G1S16,G1S16_K40_Mar_2,1238.122,86.80200802628077,13.694174824299761,np.float64(2.466880157479912),1
G1S16,G1S16_Mix_Denta100,121.78170000000001,12.86886643412445,87.23845455232713,np.float64(1.166136200022278),1
G1S16,G1S16_Mix_Denta100,345.3022427978089,29.96513275842063,55.372121250944794,np.float64(1.612562316052228),1
G1S16,G1S16_Mix_Denta100,661.9260112150403,43.4431881269784,99.00414165386942,np.float64(1.6885618196779455),1
G1S16,G1S16_Mix_Denta100,778.9665677716689,63.873303411874566,32.523245301882454,np.float64(2.2885476972870786),1
G1S16,G1S16_Mix_Denta100,965.6812035964386,51.70820587092053,17.369122015763253,np.float64(1.6639588432096657),1
G1S16,G1S16_Mix_Denta100,1151.406166752551,57.86063581489091,65.19516602123007,np.float64(1.705174879824668),1
G1S16,G1S16_Mix_Denta100,1414.3436899355295,82.16809695916588,37.013769292260434,np.float64(2.1848707474628863),1
G1S16,G1S16_Mix_Mar,121.78170000000001,13.259260368079882,100.0,np.float64(1.201512470417574),1
G1S16,G1S16_Mix_Mar,345.3022427978089,29.36788667941075,89.23319527015968,np.float64(1.5804217436013803),1
G1S16,G1S16_Mix_Mar,661.9260112150403,43.805596886100254,99.00414165386942,np.float64(1.7026480232959071),1
G1S16,G1S16_Mix_Mar,778.9665677716689,44.83607974321615,52.58310884493665,np.float64(1.6064537384274573),1
G1S16,G1S16_Mix_Mar,965.6812035964386,50.17129900802102,44.373976651759385,np.float64(1.614501513901138),1
G1S16,G1S16_Mix_Mar,1151.406166752551,59.482279868072425,87.39010634221724,np.float64(1.7529653450443836),1
G1S16,G1S16_Mix_Mar,1414.3436899355295,66.46127786316775,78.5523919707678,np.float64(1.767222404023801),1
G1S16,G1S16_Mix_Petri,121.78170000000001,12.852487932223001,73.27531390270484,np.float64(1.1646520316950064),1
G1S16,G1S16_Mix_Petri,345.3022427978089,30.452043484301395,49.149224565582536,np.float64(1.6387652330947466),1
G1S16,G1S16_Mix_Petri,661.9260112150403,41.53625247815088,81.87021273719819,np.float64(1.6144425188618685),1
G1S16,G1S16_Mix_Petri,778.9665677716689,65.81417093140028,33.912981832232695,np.float64(2.3580879849391514),1
G1S16,G1S16_Mix_Petri,965.6812035964386,55.07838910145149,12.227742012841407,np.float64(1.7724106081708753),1
G1S16,G1S16_Mix_Petri,1151.406166752551,51.11155940721795,44.40578800253527,np.float64(1.506277038653357),1
G1S16,G1S16_Mix_Petri,1414.3436899355295,70.34992127907582,27.24867038523706,np.float64(1.8706224286215951),1
G1S16,G1S16_Mn54_P25,834.8210704688753,49.412651631134196,99.56467344283925,np.float64(1.710178566276018),1
G1S16,G1S16_Mn54_P25,1460.82,47.40468698878546,13.385775072093457,np.float64(1.240289109166754),1
G1S16,G1S16_Mn54_P25,1764.4909999999998,54.82616096495684,6.160462208581517,np.float64(1.305203149347638),1
G1S16,G1S16_Mn54_P5,186.211,40.42594269496925,100.0,np.float64(2.9624940710166583),0
G1S16,G1S16_Mn54_P5,834.8210704688753,51.323241501216046,99.56467344283925,np.float64(1.7763043404835954),0
G1S16,G1S16_Mn54_P5,1460.82,116.63610771830864,9.818144169871985,np.float64(3.05164960107935),0
G1S16,G1S16_Na22_P25,1274.4310954546067,63.454086409763825,99.70917329289219,np.float64(1.77746646569257),1
G1S16,G1S16_Na22_P25,1460.82,52.091947254056386,13.011246584762715,np.float64(1.3629258826195758),1
G1S16,G1S16_Na22_P5,186.211,26.343173847680532,100.0,np.float64(1.930480556121365),1
G1S16,G1S16_Na22_P5,1274.4310954546067,59.33841918636098,99.70917329289219,np.float64(1.662179005302581),1
G1S16,G1S16_Na22_P5,1460.82,81.89905527400758,20.818762097971778,np.float64(2.1427945791821825),1
G1S16,G1S16_Na22_P5,1764.4909999999998,75.99942881970483,100.0,np.float64(1.8092584287910018),1
G1S16,G1S16_Ra226_Mar,186.211,15.395022942675435,32.46966668483295,np.float64(1.1281781240074085),1
G1S16,G1S16_Ra226_Mar,295.0377299602081,26.097893099896588,98.1157456819482,np.float64(1.5193809220403751),1
G1S16,G1S16_Ra226_Mar,351.7206771478605,30.688351714665494,98.44454940883305,np.float64(1.6363440158974571),1
G1S16,G1S16_Ra226_Mar,608.2504396412795,42.21880721212117,95.99464058602844,np.float64(1.711846201419656),1
G1S16,G1S16_Ra226_Mar,1123.743422479642,63.48206405950987,60.24975262117129,np.float64(1.893727376789769),1
G1S16,G1S16_Ra226_Mar,2204.108349597085,111.8793989910348,43.09874552928785,np.float64(2.3830527448244876),1
G1S16,G1S16_Ra226_Mar_2,186.211,18.609327052900134,45.87095042748854,np.float64(1.3637287688206992),1
G1S16,G1S16_Ra226_Mar_2,295.0377299602081,25.745340610637587,98.1157456819482,np.float64(1.4988558350478127),1
G1S16,G1S16_Ra226_Mar_2,351.7211974564529,30.978703013603738,98.44285777440687,np.float64(1.651824714248177),1
G1S16,G1S16_Ra226_Mar_2,608.2504396412795,43.29566454182825,95.99464058602844,np.float64(1.7555095413162114),1
G1S16,G1S16_Ra226_Mar_2,1123.7353183960552,58.675112490202515,82.55028044803134,np.float64(1.7503379760763424),1
G1S16,G1S16_Ra226_Mar_2,2204.108349597085,88.23054056743798,44.09786741579119,np.float64(1.879327505981954),1
G1S16,G1S16_Th228_P25,238.74131781432436,23.048807249568164,77.35717658735427,np.float64(1.4917108983125762),1
G1S16,G1S16_Th228_P25,584.8740303460042,44.569042216905736,48.442044465822725,np.float64(1.8429015366261363),1
G1S16,G1S16_Th228_P25,1768.8629254935443,55.84173944669045,6.670720353391273,np.float64(1.3277363589264501),1
G1S16,G1S16_Th228_P25,2204.1,65.17634934653591,6.870474201615006,np.float64(1.3882714226063662),1
G1S16,G1S16_Th228_P25,2614.511,71.25651027432372,25.97315074006468,np.float64(1.3935716818720723),1
G1S16,G1S16_Th228_P5,238.74131781432436,21.90314969857462,90.25057919346821,np.float64(1.4175643346294082),1
G1S16,G1S16_Th228_P5,584.8740303460042,40.56462567698444,92.75542799678256,np.float64(1.6773214606891933),1
G1S16,G1S16_Th228_P5,731.7046581230869,44.985667203567175,39.26740681952629,np.float64(1.6630536363079143),1
G1S16,G1S16_Th228_P5,863.1065694487219,48.68658075789101,29.449990797164656,np.float64(1.6572081641340273),1
G1S16,G1S16_Th228_P5,2614.511,96.06503673185208,69.21607652984834,np.float64(1.8787548575157902),1
G1S16,G1S16_Th232_Denta100,238.37128675643686,21.976127578489187,73.44372070110734,np.float64(1.4233909401001006),1
G1S16,G1S16_Th232_Denta100,584.2982159241184,34.20999046094273,30.897616591476236,np.float64(1.4152581775032576),1
G1S16,G1S16_Th232_Denta100,911.6266313955806,45.02186823343881,20.399544893105688,np.float64(1.4911282930457836),1
G1S16,G1S16_Th232_Denta100,2614.511,96.97987917010026,30.434725679467228,np.float64(1.8966465352082476),1
G1S16,G1S16_Th232_Mar,238.37128675643686,21.726042102356796,88.85276943037947,np.float64(1.4071929361657813),1
G1S16,G1S16_Th232_Mar,462.2400461893764,25.16730132269003,8.590116488549455,np.float64(1.1705847579420194),1
G1S16,G1S16_Th232_Mar,584.2982159241184,42.390484313889814,90.36828932204334,np.float64(1.7536830254907614),1
G1S16,G1S16_Th232_Mar,911.6266313955806,39.771139831060026,40.06294236079859,np.float64(1.3172236998536484),1
G1S16,G1S16_Th232_Mar,2614.511,87.70950429344873,62.52774770029114,np.float64(1.715344758588757),1
G1S16,G1S16_Th232_Mar_2,238.8582113804925,22.41499807961092,90.71413331626121,np.float64(1.45033596979743),1
G1S16,G1S16_Th232_Mar_2,462.2400461893764,30.66606127617317,17.972171329475596,np.float64(1.4263437885428154),1
G1S16,G1S16_Th232_Mar_2,584.2982159241184,39.650370599521565,90.36828932204334,np.float64(1.640325252240987),1
G1S16,G1S16_Th232_Mar_2,911.1442683286052,39.51339081764312,42.3536689274161,np.float64(1.3090333955157913),1
G1S16,G1S16_Th232_Mar_3,238.37128675643686,21.70254129293924,88.85276943037947,np.float64(1.4056707917802205),1
G1S16,G1S16_Th232_Mar_3,462.2400461893764,25.51453611044362,18.87970017789883,np.float64(1.1867353870762256),1
G1S16,G1S16_Th232_Mar_3,584.2982159241184,39.75135928756763,90.36828932204334,np.float64(1.6445031273197799),1
G1S16,G1S16_Th232_Mar_3,911.6266313955806,39.80621571296744,63.169540685307744,np.float64(1.3183854161921285),1
G1S16,G1S16_Th232_Mar_3,2614.511,99.18314111879148,100.0,np.float64(1.9397359799147298),1
G1S16,G1S16_Th232_Petri,238.37128675643686,22.995595434846525,69.65476028743122,np.float64(1.489421741262844),1
G1S16,G1S16_Th232_Petri,584.2982159241184,35.931889081571235,27.51868607059891,np.float64(1.4864926640038691),1
G1S16,G1S16_Th232_Petri,911.6266313955806,39.3390433605346,12.780816159644719,np.float64(1.3029126261952892),1
G1S16,G1S16_Th232_Petri,2614.511,74.2077000768925,15.32441142403502,np.float64(1.451288436746208),1
G1S16,G1S16_Y88_P25,898.1901908524425,58.62814286288729,39.22863003789361,np.float64(1.9562393184639588),1
G1S16,G1S16_Y88_P25,1120.294,40.553747945393475,5.547362766197932,np.float64(1.21161597983902),1
G1S16,G1S16_Y88_P25,1460.82,71.90084063881865,23.06835435392462,np.float64(1.8812027934148783),1
G1S16,G1S16_Y88_P25,1836.063,76.57231224065923,25.27792204190571,np.float64(1.7870140710173548),1
G1S16,G1S16_Y88_P25,2614.511,67.2930506326356,5.82882444118504,np.float64(1.3160578505374263),1
G1S16,G1S16_Y88_P5,898.1901908524425,53.194290114299456,85.35779705822986,np.float64(1.7749285028989665),1
G1S16,G1S16_Y88_P5,1460.82,56.78770605716007,6.571026041536406,np.float64(1.4857850105395898),1
G1S16,G1S16_Y88_P5,1836.063,76.48520088468965,62.00630971116163,np.float64(1.7849811009488294),1
G1S24,G1S24_Am241_P5,59.46438948772074,13.032620586500375,99.41154360301748,np.float64(1.6900644624714134),1
G1S24,G1S24_Am241_P5,1460.82,93.12280257817166,15.68951223353004,np.float64(2.436451017599077),1
G1S24,G1S24_Ba133_P5,80.89491239323688,11.90361293222671,92.55708558480042,np.float64(1.3234824662017408),1
