section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to,unmeasurable_at
meta,live_time,,,57251.353714071425,,,,,,,,,,,,,
meta,chi2ndf,,,4.0860872150350973,,,,,,,,,,,,,
meta,chi2ndf_pois,,,7.5531788974356306,,,,,,,,,,,,,
meta,model_residual,,,0.14786687646090452,,,,,,,,,,,,,
meta,gain,,,0.99201367609705493,,,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,,
component,Th-232,Single,1,520.75054525143446,99.08131314867083,6.8590830505035356,13.751485084027919,1033.9459218439763,0.019911366743854512,Th-232,Th-232,,,,,,
component,Ac-228,Single,1,520.75054525143446,99.08131314867083,,,673452.61561134655,40.170409166710044,Th-232,Th-232,,,,,,
component,Th-228,Single,1,520.75054525143446,99.08131314867083,,,9583.9155599787864,0.2458867214503202,Th-232,Th-232,,,,,,
component,Ra-224,Single,1,520.75054525143446,99.08131314867083,,,27967.625398157848,1.3256071027202652,Th-232,Th-232,,,,,,
component,Rn-220,Single,1,520.75054525143446,99.08131314867083,,,377.01129365444677,0.041262202215415274,Th-232,Th-232,,,,,,
component,Po-216,Single,1,520.75054525143446,99.08131314867083,,,5.1476896940097,0.00073159288200592455,Th-232,Th-232,,,,,,
component,Pb-212,Single,1,520.75054525143446,99.08131314867083,,,470201.29075550241,17.915825511451651,Th-232,Th-232,,,,,,
component,Bi-212,Single,1,520.75054525143446,99.08131314867083,,,93808.605461265863,5.1509776228387461,Th-232,Th-232,,,,,,
component,Tl-208,Single,1,520.75054525143446,99.08131314867083,,,300063.6027247773,35.129388712987719,Th-232,Th-232,,,,,,
limit,Th-232,Chain,1,520.75054525143446,,6.8590830505035356,13.751485084027919,,,,Th-232,237.97700000000003,46288.95521847823,0,0.78083812626296112,,
limit,Ra-226,Chain,0,0,,7.6973363193451965,15.428276367445402,,,,Ra-226,122.71895281633157,35874.304023499295,0,0.707017559531629,,
