section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to,unmeasurable_at
meta,live_time,,,3546.9023526428573,,,,,,,,,,,,,
meta,chi2ndf,,,3.0625633207497991,,,,,,,,,,,,,
meta,chi2ndf_pois,,,11.112078535553421,,,,,,,,,,,,,
meta,model_residual,,,0.26108766574865433,,,,,,,,,,,,,
meta,gain,,,1.0028414521861837,,,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,,
component,Th-232,Single,1,904.47651983588321,213.0454045455588,3.7837909788143147,7.6043494945909149,703.07564297156887,0.048854261065764744,Th-232,Th-232,,,,,,
component,Ac-228,Single,1,904.47651983588321,213.0454045455588,,,427978.47722860455,33.890050183169237,Th-232,Th-232,,,,,,
component,Th-228,Single,1,904.47651983588321,213.0454045455588,,,6656.4677609914415,0.47453190018748059,Th-232,Th-232,,,,,,
component,Ra-224,Single,1,904.47651983588321,213.0454045455588,,,19177.688962779488,1.684387511492959,Th-232,Th-232,,,,,,
component,Rn-220,Single,1,904.47651983588321,213.0454045455588,,,230.37029849715435,0.03348053686465987,Th-232,Th-232,,,,,,
component,Po-216,Single,1,904.47651983588321,213.0454045455588,,,3.143367679186976,0.00054621887972610068,Th-232,Th-232,,,,,,
component,Pb-212,Single,1,904.47651983588321,213.0454045455588,,,323590.67055100226,25.769901118453109,Th-232,Th-232,,,,,,
component,Bi-212,Single,1,904.47651983588321,213.0454045455588,,,50861.985189721585,4.577846709901042,Th-232,Th-232,,,,,,
component,Tl-208,Single,1,904.47651983588321,213.0454045455588,,,176687.76443438884,23.07400711971485,Th-232,Th-232,,,,,,
component,Ra-226,Single,1,129.82024578430222,32.126788650211871,6.0043536625689864,12.068639338262225,2930.7621991199539,0.23269436891613479,Ra-226,Ra-226,,,,,,
component,Rn-222,Single,1,129.82024578430222,32.126788650211871,,,27.167700381572022,0.0034437377755439616,Ra-226,Ra-226,,,,,,
component,Pb-214,Single,1,129.82024578430222,32.126788650211871,,,52754.093745013241,3.9928929493654719,Ra-226,Ra-226,,,,,,
component,Bi-214,Single,1,129.82024578430222,32.126788650211871,,,35198.497645566888,4.7841600067426917,Ra-226,Ra-226,,,,,,
component,Pb-210,Single,1,129.82024578430222,32.126788650211871,,,1410.5627200541344,0.091235580985177089,Ra-226,Ra-226,,,,,,
component,Po-214,Single,1,129.82024578430222,32.126788650211871,,,2.1772772721984479,0.000411007438551193,Ra-226,Ra-226,,,,,,
component,Po-210,Single,1,129.82024578430222,32.126788650211871,,,0.24562817818117449,4.2559596484806355E-05,Ra-226,Ra-226,,,,,,
component,Xray-Th,Nuisance,1,42.966727435353611,8.8473529087965268,,,19007.177226320018,1.3415142294510922,,,,,,,,
limit,Th-232,Chain,1,904.47651983588321,,3.7837909788143147,7.6043494945909149,,,,Th-232,237.97700000000003,9467.8808642122276,0,0.765053593657554,,
limit,Ra-226,Chain,1,129.82024578430222,,6.0043536625689864,12.068639338262225,,,,Ra-226,122.71895281633157,10309.834773892388,0,0.68903674314953567,,
