ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.009,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,0.025,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,0.069,0.000,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,0.183,0.000,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,0.462,0.000,0.000,0.000,0.000,0.462,0.000,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,1.112,0.000,0.000,0.000,0.000,1.112,0.000,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,2.553,0.000,0.000,0.000,0.000,2.553,0.000,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,5.595,0.000,0.000,0.000,0.000,5.595,0.000,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,11.707,0.000,0.000,0.000,0.000,11.707,0.000,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,23.397,0.000,0.000,0.000,0.000,23.397,0.000,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,44.675,0.000,0.000,0.000,0.000,44.675,0.000,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,81.534,0.000,0.000,0.000,0.000,81.534,0.000,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,142.299,0.000,0.000,0.000,0.000,142.299,0.000,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,237.646,0.000,0.000,0.000,0.000,237.646,0.000,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,380.067,0.000,0.000,0.000,0.000,380.067,0.000,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,582.638,0.000,0.000,0.000,0.000,582.638,0.000,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,857.106,0.000,0.000,0.000,0.000,857.106,0.000,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,1211.565,0.000,0.000,0.000,0.000,1211.565,0.000,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,1648.195,0.000,0.000,0.000,0.000,1648.195,0.000,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,2161.677,0.000,0.000,0.000,0.000,2161.677,0.000,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,2738.753,0.000,0.000,0.000,0.000,2738.753,0.000,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,3359.138,0.000,0.000,0.000,0.000,3359.138,0.000,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,3997.564,0.000,0.000,0.000,0.000,3997.564,0.000,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,4626.466,0.000,0.000,0.000,0.000,4626.466,0.000,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,5218.694,0.000,0.000,0.000,0.000,5218.694,0.000,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,5749.808,0.000,0.000,0.000,0.000,5749.808,0.000,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6199.782,0.000,0.000,0.000,0.000,6199.782,0.000,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6554.184,0.000,0.000,0.000,0.000,6554.184,0.000,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6804.946,0.000,0.000,0.000,0.000,6804.946,0.000,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6950.753,0.000,0.000,0.000,0.000,6950.753,0.000,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6996.924,0.000,0.001,0.000,0.000,6996.924,0.000,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,6954.627,0.000,0.002,0.000,0.000,6954.625,0.000,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,6839.387,0.000,0.004,0.000,0.000,6839.382,0.000,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,6669.087,0.000,0.010,0.000,0.000,6669.077,0.000,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,6461.842,0.000,0.024,0.000,0.000,6461.818,0.000,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,6234.162,0.000,0.053,0.000,0.000,6234.109,0.000,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,5999.728,0.000,0.115,0.000,0.000,5999.613,0.000,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,5768.865,0.000,0.245,0.000,0.000,5768.620,0.000,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,5548.600,0.000,0.504,0.000,0.000,5548.096,0.000,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,5343.112,0.000,1.008,0.000,0.000,5342.104,0.000,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,5154.347,0.000,1.958,0.000,0.000,5152.389,0.000,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4982.654,0.000,3.694,0.000,0.000,4978.961,0.000,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4827.356,0.000,6.770,0.000,0.000,4820.586,0.000,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4687.230,0.000,12.059,0.000,0.000,4675.171,0.000,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,4560.890,0.000,20.888,0.000,0.000,4540.002,0.000,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,4447.063,0.000,35.208,0.000,0.000,4411.854,0.000,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,4344.754,0.000,57.794,0.000,0.000,4286.960,0.000,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,4379.570,126.252,138.184,31.341,26.360,4166.070,2.053,0.335,0.050,0.021,15.156
128,34.353,1352.872,1352.872,4424.941,252.504,235.611,62.700,52.737,4038.651,4.107,0.670,0.100,0.042,30.322
129,34.738,1740.499,1740.499,4480.787,378.756,356.136,94.079,79.129,3898.565,6.163,1.005,0.150,0.062,45.496
130,35.122,1706.873,1706.873,4547.153,505.008,506.518,125.475,105.536,3739.099,8.220,1.341,0.200,0.083,60.679
131,35.507,1934.788,1934.788,4624.086,631.260,693.234,156.889,131.958,3553.822,10.277,1.676,0.250,0.104,75.871
132,35.892,2416.148,2416.148,4711.535,757.512,920.838,188.320,158.395,3338.133,12.336,2.012,0.300,0.125,91.071
133,36.276,2534.454,2534.454,4809.297,883.764,1189.940,219.769,184.846,3091.217,14.397,2.348,0.350,0.146,106.280
134,36.661,3005.093,3005.093,4916.991,1010.016,1495.575,251.234,211.312,2817.658,16.458,2.684,0.400,0.167,121.497
135,37.045,3264.332,3264.332,5034.074,1136.268,1827.007,282.718,237.792,2527.649,18.520,3.020,0.450,0.189,136.722
136,37.430,3502.437,3502.437,5159.870,1262.520,2169.545,314.218,264.287,2235.205,20.584,3.357,0.500,0.211,151.955
137,37.814,3619.769,3619.769,5293.604,1388.772,2507.817,345.736,290.796,1954.923,22.648,3.694,0.550,0.233,167.197
138,38.198,3743.749,3743.749,5434.433,1515.024,2829.036,377.272,317.321,1698.746,24.714,4.031,0.600,0.257,182.448
139,38.583,3821.573,3821.573,5581.456,1641.276,3124.903,408.826,343.860,1474.068,26.781,4.368,0.651,0.281,197.707
140,38.967,3818.557,3818.557,5733.709,1767.528,3391.776,440.398,370.415,1283.571,28.850,4.705,0.701,0.307,212.976
141,39.351,4057.047,4057.047,5890.151,1893.780,3629.620,471.988,396.986,1126.244,30.919,5.043,0.751,0.335,228.253
142,39.736,3952.096,3952.096,6049.642,2020.032,3840.576,503.598,423.573,998.806,32.990,5.380,0.801,0.366,243.539
143,40.120,3799.846,3799.846,6210.922,2146.284,4027.686,535.228,450.176,896.952,35.062,5.718,0.852,0.400,258.835
144,40.504,3551.352,3551.352,6372.604,2272.536,4194.040,566.877,476.795,816.204,37.135,6.056,0.902,0.439,274.141
145,40.888,3630.415,3630.415,6533.186,2398.788,4342.309,598.547,503.432,752.386,39.209,6.395,0.952,0.485,289.456
146,41.272,3310.747,3310.747,6691.087,2525.040,4474.582,630.237,530.085,701.825,41.285,6.733,1.003,0.539,304.781
147,41.656,3142.010,3142.010,6844.705,2651.292,4592.383,661.950,556.756,661.391,43.362,7.072,1.053,0.604,320.117
148,42.040,2946.720,2946.720,6992.505,2777.544,4696.797,693.686,583.443,628.461,45.441,7.411,1.104,0.682,335.463
149,42.424,3332.288,3332.288,7133.116,2903.796,4788.627,725.446,610.148,600.853,47.521,7.750,1.154,0.776,350.822
150,42.808,2795.902,2795.902,7265.441,3030.048,4868.566,757.236,636.870,576.769,49.602,8.090,1.205,0.891,366.193
151,43.192,2942.995,2942.995,7388.751,3156.300,4937.337,789.059,663.610,554.748,51.684,8.429,1.256,1.028,381.580
152,43.575,3026.753,3026.753,7502.767,3282.552,4995.794,820.926,690.368,533.637,53.768,8.769,1.306,1.191,396.986
153,43.959,3083.368,3083.368,7607.705,3408.804,5044.985,852.851,717.144,512.583,55.853,9.109,1.357,1.383,412.418
154,44.343,3140.461,3140.461,7704.282,3535.056,5086.156,884.860,743.941,491.015,57.939,9.449,1.407,1.605,427.887
155,44.727,3318.973,3318.973,7793.679,3661.308,5120.721,916.987,770.762,468.643,60.026,9.790,1.458,1.859,443.408
156,45.110,3728.918,3728.918,7877.473,3787.560,5150.204,949.291,797.613,445.436,62.115,10.130,1.509,2.144,459.007
157,45.494,3680.176,3680.176,7957.533,3913.812,5176.150,981.852,824.503,421.587,64.204,10.471,1.560,2.460,474.721
158,45.878,3947.133,3947.133,8035.905,4040.064,5200.043,1014.790,851.449,397.470,66.294,10.812,1.610,2.804,490.607
159,46.261,4450.820,4450.820,8114.688,4166.317,5223.215,1048.272,878.474,373.586,68.386,11.153,1.661,3.173,506.742
160,46.645,4490.548,4490.548,8195.925,4292.569,5246.766,1082.524,905.616,350.506,70.478,11.494,1.712,3.564,523.237
161,47.028,5143.988,5143.988,8281.508,4418.821,5271.496,1117.854,932.931,328.813,72.572,11.836,1.763,3.973,540.242
162,47.412,5496.743,5496.743,8373.108,4545.073,5297.851,1154.658,960.499,309.058,74.666,12.177,1.814,4.397,557.957
163,47.795,5880.886,5880.886,8472.134,4671.325,5325.883,1193.438,988.435,291.728,76.762,12.519,1.865,4.831,576.643
164,48.178,6192.559,6192.559,8579.717,4797.577,5355.233,1234.808,1016.894,277.214,78.860,12.861,1.916,5.272,596.628
165,48.562,6437.436,6437.436,8696.720,4923.829,5385.140,1279.484,1046.087,265.812,80.959,13.203,1.967,5.715,618.320
166,48.945,7298.560,7298.560,8823.759,5050.081,5414.470,1328.272,1076.288,257.707,83.061,13.545,2.018,6.157,642.208
167,49.328,7741.641,7741.641,8961.244,5176.333,5441.792,1382.015,1107.837,252.986,85.166,13.887,2.069,6.594,668.863
168,49.711,7851.541,7851.541,9109.411,5302.585,5465.477,1441.536,1141.147,251.636,87.275,14.230,2.120,7.022,698.932
169,50.094,8457.990,8457.990,9268.365,5428.837,5483.839,1507.542,1176.691,253.555,89.391,14.573,2.171,7.442,733.124
170,50.478,8715.738,8715.738,9438.101,5555.089,5495.298,1580.527,1214.986,258.556,91.515,14.916,2.222,7.853,772.188
171,50.861,9332.608,9332.608,9618.526,5681.341,5498.553,1660.665,1256.565,266.373,93.651,15.259,2.273,8.260,816.883
172,51.244,9926.805,9926.805,9809.456,5807.593,5492.735,1747.730,1301.935,276.672,95.804,15.603,2.324,8.669,867.939
173,51.627,10303.127,10303.127,10010.616,5933.845,5477.518,1841.048,1351.532,289.058,97.977,15.947,2.375,9.094,926.019
174,52.010,10743.895,10743.895,10221.616,6060.097,5453.166,1939.508,1405.679,303.094,100.180,16.292,2.426,9.553,991.669
175,52.393,11299.714,11299.714,10441.938,6186.349,5420.509,2041.629,1464.547,318.320,102.418,16.637,2.478,10.068,1065.280
176,52.776,11436.225,11436.225,10670.918,6312.601,5380.848,2145.672,1528.136,334.271,104.703,16.983,2.529,10.668,1147.053
177,53.159,11932.590,11932.590,10907.737,6438.853,5335.811,2249.787,1596.262,350.505,107.046,17.330,2.581,11.385,1236.972
178,53.541,12568.731,12568.731,11151.429,6565.105,5287.194,2352.158,1668.571,366.623,109.459,17.679,2.632,12.254,1334.798
179,53.924,12740.275,12740.275,11400.905,6691.357,5236.805,2451.138,1744.558,382.281,111.958,18.029,2.683,13.314,1440.074
180,54.307,12955.323,12955.323,11654.984,6817.609,5186.345,2545.346,1823.597,397.204,114.557,18.382,2.735,14.600,1552.151
181,54.690,13469.191,13469.191,11912.458,6943.861,5137.313,2633.729,1904.977,411.188,117.275,18.738,2.787,16.149,1670.233
182,55.072,13892.829,13892.829,12172.151,7070.113,5090.968,2715.584,1987.935,424.098,120.127,19.099,2.838,17.993,1793.438
183,55.455,14537.975,14537.975,12433.001,7196.365,5048.309,2790.552,2071.688,435.866,123.133,19.466,2.890,20.157,1920.867
184,55.838,14705.541,14705.541,12694.135,7322.617,5010.089,2858.582,2155.468,446.479,126.311,19.840,2.942,22.661,2051.688
185,56.220,14612.969,14612.969,12954.951,7448.869,4976.838,2919.890,2238.543,455.972,129.676,20.225,2.994,25.512,2185.226
186,56.603,15237.036,15237.036,13215.197,7575.121,4948.890,2974.901,2320.246,464.413,133.245,20.623,3.046,28.705,2321.051
187,56.985,15844.496,15844.496,13475.046,7701.373,4926.415,3024.200,2399.995,471.901,137.028,21.038,3.098,32.219,2459.074
188,57.368,15949.013,15949.013,13735.175,7827.625,4909.447,3068.473,2477.307,478.549,141.034,21.474,3.150,36.017,2599.646
189,57.750,16648.771,16648.771,13996.849,7953.877,4897.904,3108.465,2551.819,484.477,145.265,21.938,3.202,40.041,2743.656
190,58.132,16327.654,16327.654,14278.573,8096.685,4897.519,3149.112,2626.812,490.443,149.992,22.480,3.261,44.216,2894.656
191,58.515,17093.359,17093.359,14566.542,8239.493,4902.144,3186.991,2698.679,495.934,154.930,23.064,3.320,48.442,3052.954
192,58.897,17809.720,17809.720,14864.443,8382.301,4911.481,3222.814,2767.477,501.065,160.061,23.698,3.379,52.603,3221.783
193,59.279,18337.189,18337.189,15177.068,8525.109,4925.190,3257.237,2833.417,505.939,165.357,24.391,3.438,56.570,3405.445
194,59.662,18401.833,18401.833,15510.496,8667.917,4942.912,3290.857,2896.874,510.648,170.785,25.154,3.498,60.203,3609.480
195,60.044,19061.670,19061.670,15872.305,8810.725,4964.279,3324.207,2958.392,515.273,176.305,25.997,3.557,63.361,3840.847
196,60.426,19463.773,19463.773,16271.774,8953.533,4988.937,3357.759,3018.684,519.885,181.869,26.931,3.616,65.908,4108.096
197,60.808,20064.542,20064.542,16720.079,9096.340,5016.554,3391.931,3078.643,524.544,187.430,27.966,3.676,67.726,4421.521
198,61.190,20286.434,20286.434,17230.436,9239.148,5046.833,3427.096,3139.342,529.301,192.938,29.110,3.736,68.716,4793.275
199,61.572,21173.784,21173.784,17818.180,9381.956,5079.525,3463.590,3202.041,534.202,198.345,30.371,3.796,68.814,5237.405
200,61.954,21587.872,21587.872,18500.721,9524.764,5114.430,3501.725,3268.190,539.285,203.610,31.752,3.856,67.994,5769.788
201,62.336,22886.481,22886.481,19297.362,9667.572,5151.401,3541.790,3339.436,544.584,208.697,33.257,3.916,66.268,6407.921
202,62.718,23549.834,23549.834,20228.920,9810.380,5190.339,3584.064,3417.619,550.127,213.580,34.883,3.977,63.689,7170.549
203,63.100,24534.242,24534.242,21317.148,9953.188,5231.193,3628.807,3504.772,555.939,218.245,36.625,4.038,60.351,8077.084
204,63.482,25568.764,25568.764,22583.909,10095.996,5273.949,3676.269,3603.109,562.040,222.685,38.475,4.099,56.375,9146.813
205,63.864,26729.606,26729.606,24050.123,10238.804,5318.622,3726.676,3715.002,568.444,226.908,40.421,4.161,51.907,10397.887
206,64.246,28017.618,28017.618,25734.489,10381.612,5365.246,3780.225,3842.947,575.158,230.928,42.449,4.223,47.106,11846.109
207,64.627,29195.839,29195.839,27652.024,10524.420,5413.868,3837.069,3989.513,582.184,234.768,44.542,4.286,42.134,13503.561
208,65.009,30622.620,30622.620,29812.494,10667.228,5464.537,3897.302,4157.274,589.514,238.458,46.684,4.350,37.146,15377.130
209,65.391,32738.031,32738.031,32218.809,10810.036,5517.297,3960.947,4348.720,597.131,242.032,48.855,4.414,32.281,17467.031
210,65.773,35145.037,35145.037,34865.514,10952.844,5572.185,4027.935,4566.158,605.011,245.523,51.040,4.480,27.658,19765.422
211,66.154,36916.970,36916.970,37737.485,11095.652,5629.229,4098.092,4811.591,613.119,248.969,53.223,4.546,23.369,22255.245
212,66.536,38699.918,38699.918,40808.983,11238.460,5688.438,4171.132,5086.598,621.411,252.403,55.394,4.614,19.480,24909.408
213,66.917,41564.103,41564.103,44043.169,11381.267,5749.813,4246.646,5392.208,629.838,255.858,57.545,4.683,16.028,27690.446
214,67.299,43222.774,43222.774,47392.221,11524.075,5813.337,4324.104,5728.777,638.343,259.364,59.675,4.753,13.028,30550.734
215,67.680,45884.496,45884.496,50798.101,11666.883,5878.983,4402.866,6095.887,646.867,262.947,61.786,4.825,10.473,33433.360
216,68.062,48542.131,48542.131,54194.030,11809.691,5946.708,4482.191,6492.264,655.351,266.631,63.891,4.898,8.339,36273.648
217,68.443,50527.487,50527.487,57506.631,11952.499,6016.456,4561.267,6915.724,663.736,270.438,66.008,4.973,6.592,39001.327
218,68.825,53517.374,53517.374,60658.689,12095.307,6088.156,4639.234,7363.158,671.970,274.388,68.164,5.050,5.187,41543.269
219,69.206,56170.621,56170.621,63572.372,12238.115,6161.723,4715.226,7830.545,680.008,278.501,70.396,5.128,4.080,43826.650
220,69.587,59343.495,59343.495,66172.746,12380.923,6237.052,4788.404,8313.015,687.815,282.794,72.752,5.208,3.223,45782.368
