ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
28,-4.327,0.000,-6868.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,-3.938,0.000,-6988.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,-3.549,0.000,-7090.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,-3.160,0.000,-7251.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,-2.771,0.000,-7359.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.008,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.024,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.070,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.192,0.000,0.000,0.000,0.000,0.192,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.504,0.000,0.000,0.000,0.000,0.504,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,1.256,0.000,0.000,0.000,0.000,1.256,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,2.972,0.000,0.000,0.000,0.000,2.972,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,6.687,0.000,0.000,0.000,0.000,6.687,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,14.303,0.000,0.000,0.000,0.000,14.303,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,29.091,0.000,0.000,0.000,0.000,29.091,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,56.289,0.000,0.000,0.000,0.000,56.289,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,103.664,0.000,0.000,0.000,0.000,103.664,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,181.816,0.000,0.000,0.000,0.000,181.816,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,303.928,0.000,0.000,0.000,0.000,303.928,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,484.671,0.000,0.000,0.000,0.000,484.671,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,738.185,0.000,0.000,0.000,0.000,738.185,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,1075.306,0.000,0.000,0.000,0.000,1075.306,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,1500.645,0.000,0.000,0.000,0.000,1500.645,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,2010.300,0.000,0.000,0.000,0.000,2010.300,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,2590.991,0.000,0.000,0.000,0.000,2590.991,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,3221.008,0.000,0.000,0.000,0.000,3221.008,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,3872.760,0.000,0.000,0.000,0.000,3872.760,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,4516.192,0.000,0.000,0.000,0.000,4516.192,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,5122.132,0.000,0.000,0.000,0.000,5122.132,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,5664.846,0.000,0.000,0.000,0.000,5664.846,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,6123.621,0.000,0.000,0.000,0.000,6123.621,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,6483.616,0.000,0.000,0.000,0.000,6483.616,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,6736.388,0.000,0.000,0.000,0.000,6736.388,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,6880.287,0.000,0.000,0.000,0.000,6880.287,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,6920.548,0.000,0.000,0.000,0.000,6920.547,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6868.748,0.000,0.001,0.000,0.000,6868.747,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6741.390,0.000,0.001,0.000,0.000,6741.389,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6557.734,0.000,0.003,0.000,0.000,6557.730,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6337.340,0.000,0.009,0.000,0.000,6337.332,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6097.924,0.000,0.020,0.000,0.000,6097.904,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,5853.948,0.000,0.046,0.000,0.000,5853.901,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,5616.075,0.000,0.104,0.000,0.000,5615.971,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,5391.340,0.000,0.225,0.000,0.000,5391.115,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,5183.729,0.000,0.474,0.000,0.000,5183.255,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,4994.893,0.000,0.968,0.000,0.000,4993.924,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,4824.839,0.000,1.917,0.000,0.000,4822.922,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,4672.520,0.000,3.679,0.000,0.000,4668.840,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,4536.318,0.000,6.846,0.000,0.000,4529.472,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,4414.436,0.000,12.357,0.000,0.000,4402.079,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4305.191,0.000,21.658,0.000,0.000,4283.533,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4207.217,0.000,36.901,0.000,0.000,4170.315,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4119.562,0.000,61.179,0.000,0.000,4058.382,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4041.709,0.000,98.765,0.000,0.000,3942.944,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,3973.515,0.000,155.260,0.000,0.000,3818.255,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,3915.105,0.000,237.500,0.000,0.000,3677.604,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,3866.732,0.000,352.949,0.000,0.000,3513.783,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,4013.414,184.764,584.558,52.208,43.896,3328.658,3.417,0.558,0.083,0.035
128,34.353,1352.872,1352.872,4170.519,369.529,860.055,104.449,87.819,3110.006,6.836,1.117,0.166,0.069
129,34.738,1740.499,1740.499,4337.979,554.293,1178.146,156.722,131.769,2859.051,10.257,1.675,0.249,0.104
130,35.122,1706.873,1706.873,4515.477,739.057,1530.927,209.027,175.747,2583.385,13.681,2.234,0.332,0.139
131,35.507,1934.788,1934.788,4702.443,923.821,1904.587,261.365,219.751,2296.243,17.106,2.794,0.416,0.174
132,35.892,2416.148,2416.148,4898.066,1108.586,2282.430,313.734,263.783,2013.514,20.533,3.354,0.499,0.210
133,36.276,2534.454,2534.454,5101.337,1293.350,2648.862,366.137,307.842,1749.780,23.963,3.914,0.582,0.247
134,36.661,3005.093,3005.093,5311.088,1478.114,2992.449,418.573,351.929,1515.307,27.395,4.474,0.666,0.284
135,37.045,3264.332,3264.332,5526.040,1662.879,3306.970,471.042,396.044,1315.035,30.829,5.035,0.749,0.323
136,37.430,3502.437,3502.437,5744.836,1847.643,3590.714,523.545,440.189,1149.317,34.265,5.597,0.833,0.364
137,37.814,3619.769,3619.769,5966.071,2032.407,3844.963,576.084,484.362,1015.462,37.704,6.158,0.916,0.407
138,38.198,3743.749,3743.749,6188.304,2217.172,4072.491,628.658,528.565,909.255,41.145,6.720,1.000,0.454
139,38.583,3821.573,3821.573,6410.068,2401.936,4276.474,681.268,572.799,826.052,44.588,7.283,1.084,0.505
140,38.967,3818.557,3818.557,6629.884,2586.700,4459.861,733.914,617.063,761.418,48.034,7.845,1.167,0.563
141,39.351,4057.047,4057.047,6846.277,2771.464,4625.116,786.598,661.358,711.415,51.482,8.409,1.251,0.629
142,39.736,3952.096,3952.096,7057.811,2956.229,4774.168,839.320,705.684,672.672,54.932,8.972,1.335,0.706
143,40.120,3799.846,3799.846,7263.139,3140.993,4908.499,892.081,750.042,642.358,58.385,9.536,1.419,0.797
144,40.504,3551.352,3551.352,7461.072,3325.757,5029.281,944.882,794.431,618.105,61.840,10.100,1.503,0.905
145,40.888,3630.415,3630.415,7650.656,3510.522,5137.524,997.725,838.851,597.945,65.298,10.665,1.587,1.035
146,41.272,3310.747,3310.747,7831.252,3695.286,5234.204,1050.613,883.303,580.257,68.758,11.230,1.671,1.189
147,41.656,3142.010,3142.010,8002.611,3880.050,5320.367,1103.552,927.785,563.734,72.221,11.796,1.755,1.373
148,42.040,2946.720,2946.720,8164.916,4064.814,5397.185,1156.553,972.298,547.377,75.685,12.362,1.839,1.588
149,42.424,3332.288,3332.288,8318.811,4249.579,5465.975,1209.632,1016.842,530.490,79.152,12.928,1.923,1.837
150,42.808,2795.902,2795.902,8465.378,4434.343,5528.186,1262.815,1061.419,512.679,82.621,13.495,2.008,2.122
151,43.192,2942.995,2942.995,8606.088,4619.107,5585.348,1316.144,1106.032,493.841,86.092,14.062,2.092,2.442
152,43.575,3026.753,3026.753,8742.719,4803.872,5639.018,1369.683,1150.686,474.131,89.565,14.629,2.176,2.796
153,43.959,3083.368,3083.368,8877.247,4988.636,5690.699,1423.526,1195.392,453.916,93.040,15.196,2.261,3.180
154,44.343,3140.461,3140.461,9011.722,5173.400,5741.776,1477.809,1240.164,433.718,96.517,15.764,2.345,3.591
155,44.727,3318.973,3318.973,9148.146,5358.165,5793.431,1532.722,1285.030,414.140,99.996,16.332,2.430,4.024
156,45.110,3728.918,3728.918,9288.357,5542.929,5846.582,1588.531,1330.027,395.810,103.477,16.901,2.515,4.474
157,45.494,3680.176,3680.176,9433.936,5727.693,5901.814,1645.585,1375.216,379.314,106.959,17.470,2.599,4.937
158,45.878,3947.133,3947.133,9586.131,5912.457,5959.325,1704.342,1420.683,365.165,110.444,18.039,2.684,5.405
159,46.261,4450.820,4450.820,9745.822,6097.222,6018.896,1765.374,1466.551,353.773,113.930,18.608,2.769,5.875
160,46.645,4490.548,4490.548,9913.502,6281.986,6079.871,1829.372,1512.988,345.433,117.419,19.178,2.853,6.342
161,47.028,5143.988,5143.988,10089.305,6466.750,6141.176,1897.135,1560.221,340.328,120.911,19.748,2.938,6.799
162,47.412,5496.743,5496.743,10273.033,6651.515,6201.380,1969.535,1608.541,338.535,124.406,20.318,3.023,7.243
163,47.795,5880.886,5880.886,10464.218,6836.279,6258.787,2047.458,1658.313,340.036,127.906,20.889,3.108,7.670
164,48.178,6192.559,6192.559,10662.184,7021.043,6311.577,2131.718,1709.968,344.727,131.411,21.460,3.193,8.076
165,48.562,6437.436,6437.436,10866.108,7205.807,6357.982,2222.951,1763.995,352.431,134.924,22.031,3.278,8.460
166,48.945,7298.560,7298.560,11075.085,7390.572,6396.471,2321.499,1820.920,362.899,138.446,22.603,3.363,8.825
167,49.328,7741.641,7741.641,11288.173,7575.336,6425.931,2427.310,1881.266,375.823,141.983,23.175,3.448,9.175
168,49.711,7851.541,7851.541,11504.435,7760.100,6445.802,2539.870,1945.517,390.839,145.537,23.748,3.533,9.523
169,50.094,8457.990,8457.990,11722.969,7944.865,6456.154,2658.193,2014.071,407.544,149.115,24.321,3.618,9.884
170,50.478,8715.738,8715.738,11942.921,8129.629,6457.673,2780.872,2087.197,425.504,152.724,24.895,3.704,10.280
171,50.861,9332.608,9332.608,12163.501,8314.393,6451.578,2906.185,2165.013,444.279,156.373,25.470,3.789,10.739
172,51.244,9926.805,9926.805,12383.986,8499.158,6439.471,3032.244,2247.464,463.442,160.072,26.046,3.875,11.294
173,51.627,10303.127,10303.127,12603.726,8683.922,6423.171,3157.152,2334.326,482.598,163.834,26.623,3.960,11.981
174,52.010,10743.895,10743.895,12822.152,8868.686,6404.538,3279.152,2425.218,501.401,167.672,27.201,4.046,12.840
175,52.393,11299.714,11299.714,13038.779,9053.450,6385.340,3396.735,2519.625,519.565,171.601,27.782,4.131,13.912
176,52.776,11436.225,11436.225,13253.217,9238.215,6367.151,3508.719,2616.924,536.873,175.639,28.365,4.217,15.238
177,53.159,11932.590,11932.590,13465.179,9422.979,6351.299,3614.281,2716.419,553.171,179.805,28.952,4.303,16.856
178,53.541,12568.731,12568.731,13674.487,9607.743,6338.853,3712.955,2817.363,568.372,184.117,29.544,4.389,18.799
179,53.924,12740.275,12740.275,13881.075,9792.508,6330.628,3804.604,2918.993,582.444,188.594,30.143,4.474,21.096
180,54.307,12955.323,12955.323,14084.981,9977.272,6327.213,3889.378,3020.554,595.404,193.257,30.750,4.560,23.765
181,54.690,13469.191,13469.191,14286.342,10162.036,6329.001,3967.660,3121.324,607.308,198.121,31.369,4.646,26.811
182,55.072,13892.829,13892.829,14485.376,10346.800,6336.218,4040.009,3220.641,618.242,203.202,32.003,4.733,30.224
183,55.455,14537.975,14537.975,14682.360,10531.565,6348.952,4107.107,3317.920,628.313,208.510,32.657,4.819,33.976
184,55.838,14705.541,14705.541,14877.608,10716.329,6367.172,4169.703,3412.676,637.640,214.052,33.335,4.905,38.017
185,56.220,14612.969,14612.969,15071.456,10901.093,6390.748,4228.571,3504.542,646.349,219.824,34.044,4.991,42.277
186,56.603,15237.036,15237.036,15264.241,11085.858,6419.466,4284.472,3593.280,654.564,225.818,34.792,5.078,46.660
187,56.985,15844.496,15844.496,15456.303,11270.622,6453.047,4338.125,3678.798,662.403,232.016,35.588,5.164,51.049
188,57.368,15949.013,15949.013,15647.984,11455.386,6491.155,4390.188,3761.161,669.975,238.391,36.441,5.251,55.308
189,57.750,16648.771,16648.771,15839.652,11640.151,6533.420,4441.245,3840.597,677.380,244.907,37.362,5.337,59.288
190,58.132,16327.654,16327.654,16240.189,12033.380,6664.077,4551.574,3967.845,693.737,255.452,39.005,5.519,62.862
191,58.515,17093.359,17093.359,16641.639,12426.609,6798.105,4661.851,4093.147,710.085,266.045,40.739,5.702,65.845
192,58.897,17809.720,17809.720,17044.646,12819.838,6935.128,4772.452,4217.266,726.486,276.633,42.575,5.884,68.097
193,59.279,18337.189,18337.189,17450.032,13213.067,7074.798,4883.706,4341.159,742.991,287.160,44.524,6.067,69.502
194,59.662,18401.833,18401.833,17858.848,13606.297,7216.807,4995.903,4465.978,759.641,297.573,46.592,6.250,69.974
195,60.044,19061.670,19061.670,18272.406,13999.526,7360.894,5109.316,4593.080,776.468,307.826,48.786,6.432,69.471
196,60.426,19463.773,19463.773,18692.310,14392.755,7506.852,5224.204,4724.025,793.499,317.878,51.110,6.615,67.993
197,60.808,20064.542,20064.542,19120.470,14785.984,7654.524,5340.826,4860.582,810.754,327.701,53.562,6.799,65.586
198,61.190,20286.434,20286.434,19559.097,15179.214,7803.801,5459.443,5004.727,828.249,337.278,56.137,6.982,62.340
199,61.572,21173.784,21173.784,20010.680,15572.443,7954.614,5580.316,5158.633,845.993,346.604,58.827,7.165,58.383
200,61.954,21587.872,21587.872,20477.946,15965.672,8106.922,5703.704,5324.658,863.994,355.686,61.620,7.349,53.868
201,62.336,22886.481,22886.481,20963.798,16358.901,8260.706,5829.843,5505.309,882.250,364.542,64.500,7.533,48.965
202,62.718,23549.834,23549.834,21471.223,16752.131,8415.957,5958.941,5703.200,900.757,373.196,67.449,7.717,43.851
203,63.100,24534.242,24534.242,22003.195,17145.360,8572.669,6091.153,5920.991,919.501,381.681,70.448,7.901,38.696
204,63.482,25568.764,25568.764,22562.550,17538.589,8730.827,6226.558,6161.303,938.460,390.030,73.474,8.086,33.654
205,63.864,26729.606,26729.606,23151.854,17931.818,8890.407,6365.143,6426.623,957.604,398.280,76.510,8.271,28.855
206,64.246,28017.618,28017.618,23773.255,18325.048,9051.373,6506.781,6719.182,976.895,406.465,79.537,8.456,24.402
207,64.627,29195.839,29195.839,24428.342,18718.277,9213.674,6651.216,7040.835,996.283,414.618,82.540,8.641,20.368
208,65.009,30622.620,30622.620,25118.003,19111.506,9377.248,6798.054,7392.923,1015.712,422.766,85.508,8.827,16.795
209,65.391,32738.031,32738.031,25842.304,19504.735,9542.022,6946.759,7776.145,1035.120,430.935,88.436,9.013,13.700
210,65.773,35145.037,35145.037,26600.386,19897.964,9707.920,7096.662,8190.440,1054.441,439.148,91.325,9.200,11.075
211,66.154,36916.970,36916.970,27390.395,20291.194,9874.860,7246.977,8634.889,1073.608,447.421,94.180,9.387,8.894
212,66.536,38699.918,38699.918,28209.457,20684.423,10042.764,7396.825,9107.646,1092.556,455.773,97.017,9.574,7.119
213,66.917,41564.103,41564.103,29053.684,21077.652,10211.556,7545.267,9605.904,1111.227,464.219,99.858,9.762,5.703
214,67.299,43222.774,43222.774,29918.236,21470.881,10381.166,7691.347,10125.903,1129.572,472.777,102.733,9.951,4.598
215,67.680,45884.496,45884.496,30797.422,21864.111,10551.528,7834.135,10662.970,1147.556,481.463,105.685,10.141,3.752
216,68.062,48542.131,48542.131,31684.830,22257.340,10722.582,7972.777,11211.608,1165.158,490.298,108.764,10.331,3.118
217,68.443,50527.487,50527.487,32573.500,22650.569,10894.273,8106.535,11765.604,1182.372,499.308,112.033,10.522,2.654
218,68.825,53517.374,53517.374,33456.104,23043.798,11066.550,8234.834,12318.178,1199.213,508.521,115.570,10.713,2.323
219,69.206,56170.621,56170.621,34325.139,23437.028,11239.365,8357.294,12862.133,1215.709,517.969,119.465,10.906,2.092
220,69.587,59343.495,59343.495,35173.120,23830.257,11412.676,8473.751,13390.027,1231.904,527.693,123.826,11.099,1.937
221,69.969,61714.845,61714.845,35992.763,24223.486,11586.442,8584.272,13894.346,1247.853,537.734,128.776,11.293,1.838
222,70.350,63870.489,63870.489,36777.148,24616.715,11760.630,8689.152,14367.671,1263.622,548.139,134.456,11.488,1.777
223,70.731,65723.793,65723.793,37519.879,25009.945,11935.218,8788.903,14802.852,1279.278,558.960,141.024,11.683,1.744
224,71.112,67885.713,67885.713,38215.216,25403.174,12110.191,8884.224,15193.176,1294.894,570.248,148.654,11.880,1.729
225,71.493,69535.535,69535.535,38858.207,25796.403,12285.552,8975.972,15532.533,1310.536,582.056,157.532,12.077,1.727
226,71.874,70918.603,70918.603,39444.813,26189.632,12461.326,9065.113,15815.589,1326.267,594.435,167.851,12.274,1.732
227,72.255,71915.240,71915.240,39972.024,26582.861,12637.559,9152.679,16037.966,1342.139,607.431,179.807,12.473,1.742
228,72.636,72296.728,72296.728,40437.982,26976.091,12814.326,9239.719,16196.414,1358.196,621.082,193.588,12.672,1.754
229,73.017,72998.910,72998.910,40842.101,27369.320,12991.736,9327.252,16288.991,1374.469,635.417,209.364,12.871,1.767
230,73.398,72851.936,72851.936,41185.177,27762.549,13169.935,9416.224,16315.222,1390.978,650.451,227.278,13.071,1.781
231,73.779,71717.981,71717.981,41469.475,28155.778,13349.110,9507.479,16276.240,1407.732,666.182,247.427,13.272,1.795
232,74.160,70864.655,70864.655,41698.793,28549.008,13529.495,9601.725,16174.879,1424.729,682.590,269.853,13.472,1.808
233,74.541,69192.827,69192.827,41878.476,28942.237,13711.374,9699.524,16015.719,1441.959,699.631,294.529,13.673,1.821
234,74.922,68047.090,68047.090,42015.369,29335.466,13895.086,9801.283,15805.054,1459.404,717.242,321.344,13.874,1.834
235,75.303,65896.223,65896.223,42117.707,29728.695,14081.029,9907.253,15550.783,1477.041,735.333,350.094,14.076,1.847
