ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.007,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.021,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.060,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.167,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.439,0.000,0.000,0.000,0.000,0.439,0.000,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,1.099,0.000,0.000,0.000,0.000,1.099,0.000,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,2.614,0.000,0.000,0.000,0.000,2.614,0.000,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,5.914,0.000,0.000,0.000,0.000,5.914,0.000,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,12.723,0.000,0.000,0.000,0.000,12.723,0.000,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,26.044,0.000,0.000,0.000,0.000,26.044,0.000,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,50.742,0.000,0.000,0.000,0.000,50.742,0.000,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,94.141,0.000,0.000,0.000,0.000,94.141,0.000,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,166.415,0.000,0.000,0.000,0.000,166.415,0.000,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,280.496,0.000,0.000,0.000,0.000,280.496,0.000,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,451.206,0.000,0.000,0.000,0.000,451.206,0.000,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,693.447,0.000,0.000,0.000,0.000,693.447,0.000,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,1019.584,0.000,0.000,0.000,0.000,1019.584,0.000,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,1436.486,0.000,0.000,0.000,0.000,1436.486,0.000,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,1942.972,0.000,0.000,0.000,0.000,1942.972,0.000,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,2528.484,0.000,0.000,0.000,0.000,2528.484,0.000,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,3173.469,0.000,0.000,0.000,0.000,3173.469,0.000,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,3851.456,0.000,0.000,0.000,0.000,3851.456,0.000,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,4532.221,0.000,0.000,0.000,0.000,4532.221,0.000,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,5185.152,0.000,0.000,0.000,0.000,5185.152,0.000,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,5782.068,0.000,0.000,0.000,0.000,5782.068,0.000,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,6299.138,0.000,0.000,0.000,0.000,6299.138,0.000,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,6718.068,0.000,0.000,0.000,0.000,6718.068,0.000,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,7026.911,0.000,0.000,0.000,0.000,7026.910,0.000,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,7220.712,0.000,0.000,0.000,0.000,7220.712,0.000,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,7301.893,0.000,0.000,0.000,0.000,7301.893,0.000,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,7280.016,0.000,0.000,0.000,0.000,7280.015,0.000,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,7170.627,0.000,0.001,0.000,0.000,7170.626,0.000,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6993.221,0.000,0.003,0.000,0.000,6993.218,0.000,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6768.707,0.000,0.007,0.000,0.000,6768.700,0.000,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6544.305,27.314,10.558,7.212,6.078,6518.299,0.473,0.077,0.011,0.005,1.591
111,27.807,0.000,-991.555,6309.799,54.629,21.131,14.431,12.161,6257.758,0.947,0.155,0.023,0.010,3.183
112,28.192,0.000,-1049.298,6078.528,81.943,31.740,21.657,18.250,6000.403,1.421,0.232,0.035,0.014,4.776
113,28.578,0.000,-939.075,5859.890,109.257,42.415,28.888,24.343,5755.601,1.895,0.310,0.046,0.019,6.371
114,28.963,0.000,-1145.481,5659.677,136.571,53.211,36.125,30.442,5529.092,2.370,0.387,0.058,0.024,7.967
115,29.348,0.000,-906.309,5480.682,163.886,64.232,43.368,36.545,5323.563,2.845,0.465,0.069,0.029,9.565
116,29.733,0.000,-829.526,5323.378,191.200,75.669,50.615,42.652,5139.300,3.321,0.542,0.081,0.033,11.163
117,30.119,0.000,-816.603,5186.606,218.514,87.847,57.868,48.764,4974.815,3.797,0.620,0.092,0.038,12.762
118,30.504,0.000,-476.254,5068.220,245.829,101.312,65.125,54.879,4827.422,4.273,0.698,0.104,0.043,14.363
119,30.889,0.000,-294.216,4965.681,273.143,116.934,72.386,60.998,4693.708,4.749,0.776,0.115,0.048,15.964
120,31.274,0.000,-275.857,4876.545,300.457,136.065,79.652,67.121,4569.879,5.226,0.854,0.127,0.053,17.567
121,31.659,3.034,3.034,4798.818,327.772,160.728,86.922,73.247,4451.917,5.703,0.932,0.139,0.058,19.170
122,32.044,67.807,67.807,4731.155,355.086,193.858,94.196,79.377,4335.545,6.180,1.010,0.150,0.062,20.775
123,32.429,216.696,216.696,4672.900,382.400,239.542,101.475,85.510,4216.016,6.658,1.088,0.162,0.067,22.380
124,32.814,301.674,301.674,4623.998,409.714,303.219,108.757,91.647,4087.840,7.136,1.166,0.173,0.072,23.986
125,33.199,848.303,848.303,4584.831,437.029,391.668,116.043,97.787,3944.619,7.614,1.244,0.185,0.077,25.593
126,33.584,893.053,893.053,4556.000,464.343,512.559,123.333,103.930,3779.283,8.092,1.322,0.197,0.082,27.200
127,33.968,1267.492,1267.492,4538.117,491.657,673.308,130.627,110.076,3585.028,8.571,1.400,0.208,0.087,28.809
128,34.353,1352.872,1352.872,4531.625,518.972,879.099,137.924,116.226,3357.115,9.050,1.478,0.220,0.092,30.419
129,34.738,1740.499,1740.499,4536.673,546.286,1130.444,145.226,122.379,3095.178,9.529,1.556,0.232,0.097,32.029
130,35.122,1706.873,1706.873,4553.038,573.600,1421.287,152.532,128.535,2805.051,10.008,1.635,0.243,0.102,33.640
131,35.507,1934.788,1934.788,4580.117,600.914,1738.981,159.842,134.695,2498.779,10.488,1.713,0.255,0.108,35.252
132,35.892,2416.148,2416.148,4616.956,628.229,2066.722,167.156,140.858,2192.211,10.967,1.791,0.267,0.114,36.865
133,36.276,2534.454,2534.454,4662.321,655.543,2387.528,174.474,147.026,1901.093,11.448,1.870,0.278,0.120,38.480
134,36.661,3005.093,3005.093,4714.787,682.857,2687.854,181.797,153.196,1637.545,11.928,1.948,0.290,0.128,40.095
135,37.045,3264.332,3264.332,4772.829,710.172,2959.373,189.125,159.371,1408.370,12.409,2.027,0.302,0.137,41.711
136,37.430,3502.437,3502.437,4834.906,737.486,3198.783,196.458,165.550,1215.325,12.890,2.105,0.313,0.148,43.328
137,37.814,3619.769,3619.769,4899.512,764.800,3406.462,203.795,171.733,1056.529,13.371,2.184,0.325,0.161,44.946
138,38.198,3743.749,3743.749,4965.208,792.114,3584.889,211.137,177.920,928.061,13.853,2.263,0.337,0.177,46.565
139,38.583,3821.573,3821.573,5030.617,819.429,3737.372,218.485,184.112,825.234,14.335,2.341,0.348,0.198,48.186
140,38.967,3818.557,3818.557,5094.400,846.743,3867.235,225.838,190.308,743.384,14.818,2.420,0.360,0.225,49.807
141,39.351,4057.047,4057.047,5155.236,874.057,3977.396,233.196,196.508,678.269,15.300,2.499,0.372,0.260,51.430
142,39.736,3952.096,3952.096,5211.801,901.372,4070.215,240.561,202.712,626.203,15.783,2.578,0.384,0.305,53.054
143,40.120,3799.846,3799.846,5262.785,928.686,4147.506,247.931,208.921,584.056,16.267,2.657,0.395,0.364,54.680
144,40.504,3551.352,3551.352,5306.929,956.000,4210.644,255.310,215.134,549.194,16.751,2.736,0.407,0.440,56.307
145,40.888,3630.415,3630.415,5343.105,983.315,4260.703,262.698,221.352,519.404,17.235,2.815,0.419,0.537,57.936
146,41.272,3310.747,3310.747,5370.407,1010.629,4298.611,270.098,227.575,492.847,17.719,2.894,0.431,0.659,59.567
147,41.656,3142.010,3142.010,5388.256,1037.943,4325.286,277.517,233.802,468.013,18.204,2.973,0.442,0.809,61.202
148,42.040,2946.720,2946.720,5396.490,1065.257,4341.739,284.964,240.034,443.715,18.689,3.053,0.454,0.992,62.843
149,42.424,3332.288,3332.288,5395.432,1092.572,4349.138,292.454,246.273,419.086,19.174,3.132,0.466,1.210,64.492
150,42.808,2795.902,2795.902,5385.919,1119.886,4348.830,300.012,252.520,393.582,19.660,3.211,0.478,1.465,66.154
151,43.192,2942.995,2942.995,5369.278,1147.200,4342.322,307.677,258.779,366.973,20.146,3.291,0.490,1.757,67.838
152,43.575,3026.753,3026.753,5347.262,1174.515,4331.229,315.507,265.055,339.321,20.632,3.370,0.501,2.085,69.555
153,43.959,3083.368,3083.368,5321.947,1201.829,4317.202,323.590,271.357,310.938,21.118,3.449,0.513,2.447,71.324
154,44.343,3140.461,3140.461,5295.598,1229.143,4301.841,332.053,277.702,282.324,21.604,3.529,0.525,2.839,73.171
155,44.727,3318.973,3318.973,5270.518,1256.457,4286.591,341.076,284.113,254.099,22.091,3.608,0.537,3.257,75.137
156,45.110,3728.918,3728.918,5248.909,1283.772,4272.653,350.909,290.626,226.927,22.578,3.688,0.549,3.694,77.276
157,45.494,3680.176,3680.176,5232.740,1311.086,4260.886,361.887,297.297,201.455,23.066,3.767,0.561,4.147,79.665
158,45.878,3947.133,3947.133,5223.648,1338.400,4251.731,374.452,304.206,178.263,23.553,3.847,0.572,4.609,82.404
159,46.261,4450.820,4450.820,5222.879,1365.715,4245.154,389.164,311.469,157.829,24.042,3.927,0.584,5.074,85.627
160,46.645,4490.548,4490.548,5231.269,1393.029,4240.620,406.707,319.245,140.511,24.530,4.006,0.596,5.538,89.504
161,47.028,5143.988,5143.988,5249.255,1420.343,4237.102,427.889,327.752,126.546,25.020,4.086,0.608,5.995,94.246
162,47.412,5496.743,5496.743,5276.931,1447.657,4233.143,453.609,337.271,116.055,25.512,4.166,0.620,6.439,100.105
163,47.795,5880.886,5880.886,5314.112,1474.972,4226.953,484.807,348.159,109.053,26.006,4.246,0.632,6.867,107.378
164,48.178,6192.559,6192.559,5360.414,1502.286,4216.563,522.383,360.847,105.462,26.503,4.325,0.644,7.274,116.400
165,48.562,6437.436,6437.436,5415.327,1529.600,4200.007,567.092,375.830,105.120,27.005,4.405,0.655,7.659,127.538
166,48.945,7298.560,7298.560,5478.277,1556.915,4175.530,619.422,393.649,107.792,27.516,4.485,0.667,8.023,141.177
167,49.328,7741.641,7741.641,5548.670,1584.229,4141.786,679.480,414.861,113.174,28.036,4.566,0.679,8.369,157.702
168,49.711,7851.541,7851.541,5625.912,1611.543,4097.996,746.904,439.991,120.902,28.572,4.646,0.691,8.709,177.481
169,50.094,8457.990,8457.990,5709.411,1638.858,4044.046,820.832,469.494,130.565,29.129,4.726,0.703,9.057,200.837
170,50.478,8715.738,8715.738,5798.564,1666.172,3980.498,899.929,503.703,141.714,29.713,4.807,0.715,9.433,228.028
171,50.861,9332.608,9332.608,5892.741,1693.486,3908.505,982.484,542.801,153.887,30.334,4.888,0.727,9.866,259.224
172,51.244,9926.805,9926.805,5991.262,1720.800,3829.675,1066.553,586.794,166.627,31.001,4.970,0.739,10.388,294.488
173,51.627,10303.127,10303.127,6490.682,2145.411,3897.903,1257.053,725.674,195.702,38.749,6.199,0.922,11.103,357.345
174,52.010,10743.895,10743.895,6992.906,2570.021,3963.040,1445.167,868.983,224.535,46.575,7.430,1.104,11.985,424.049
175,52.393,11299.714,11299.714,7497.093,2994.631,4026.983,1629.199,1016.230,252.800,54.493,8.664,1.287,13.076,494.318
176,52.776,11436.225,11436.225,8002.387,3419.241,4091.438,1807.772,1166.804,280.242,62.522,9.901,1.470,14.419,567.773
177,53.159,11932.590,11932.590,8507.967,3843.852,4157.861,1979.878,1319.998,306.675,70.681,11.141,1.653,16.056,643.972
178,53.541,12568.731,12568.731,9013.086,4268.462,4227.438,2144.887,1475.048,331.981,78.989,12.387,1.836,18.023,722.441
179,53.924,12740.275,12740.275,9517.131,4693.072,4301.091,2302.528,1631.155,356.107,87.468,13.639,2.020,20.352,802.710
180,54.307,12955.323,12955.323,10019.660,5117.682,4379.501,2452.854,1787.521,379.051,96.137,14.900,2.203,23.067,884.363
181,54.690,13469.191,13469.191,10520.447,5542.293,4463.147,2596.182,1943.368,400.859,105.015,16.172,2.387,26.177,967.072
182,55.072,13892.829,13892.829,11019.504,5966.903,4552.331,2733.040,2097.974,421.611,114.120,17.460,2.571,29.678,1050.650
183,55.455,14537.975,14537.975,11517.108,6391.513,4647.209,2864.108,2250.690,441.412,123.463,18.766,2.755,33.547,1135.084
184,55.838,14705.541,14705.541,12013.810,6816.123,4747.812,2990.159,2400.963,460.387,133.052,20.097,2.939,37.741,1220.583
185,56.220,14612.969,14612.969,12510.461,7240.734,4854.061,3112.009,2548.360,478.665,142.889,21.459,3.123,42.193,1307.621
186,56.603,15237.036,15237.036,13008.233,7665.344,4965.785,3230.473,2692.579,496.380,152.967,22.859,3.308,46.812,1396.986
187,56.985,15844.496,15844.496,13508.670,8089.954,5082.733,3346.333,2833.469,513.660,163.271,24.306,3.492,51.482,1489.836
188,57.368,15949.013,15949.013,14013.747,8514.564,5204.590,3460.312,2971.037,530.624,173.775,25.811,3.677,56.069,1587.762
189,57.750,16648.771,16648.771,14525.963,8939.175,5330.992,3573.057,3105.462,547.382,184.447,27.384,3.862,60.420,1692.864
190,58.132,16327.654,16327.654,15048.451,9363.785,5461.548,3685.137,3237.104,564.030,195.242,29.037,4.047,64.373,1807.837
191,58.515,17093.359,17093.359,15585.109,9788.395,5595.855,3797.044,3366.510,580.649,206.112,30.783,4.233,67.765,1936.059
192,58.897,17809.720,17809.720,16140.736,10213.005,5733.522,3909.203,3494.421,597.311,217.001,32.632,4.418,70.443,2081.683
193,59.279,18337.189,18337.189,16721.168,10637.616,5874.180,4021.982,3621.779,614.073,227.852,34.597,4.604,72.275,2249.722
194,59.662,18401.833,18401.833,17333.387,11062.226,6017.506,4135.705,3749.734,630.984,238.609,36.687,4.790,73.158,2446.108
195,60.044,19061.670,19061.670,17985.592,11486.836,6163.223,4250.675,3879.646,648.082,249.222,38.909,4.976,73.029,2677.719
196,60.426,19463.773,19463.773,18687.202,11911.446,6311.116,4367.177,4013.093,665.401,259.646,41.268,5.162,71.872,2952.352
197,60.808,20064.542,20064.542,19448.782,12336.057,6461.025,4485.497,4151.870,682.966,269.849,43.764,5.349,69.718,3278.627
198,61.190,20286.434,20286.434,20281.855,12760.667,6612.844,4605.921,4297.992,700.798,279.809,46.395,5.536,66.644,3665.796
199,61.572,21173.784,21173.784,21198.599,13185.277,6766.515,4728.740,4453.685,718.913,289.516,49.153,5.724,62.769,4123.462
200,61.954,21587.872,21587.872,22211.413,13609.887,6922.020,4854.245,4621.373,737.323,298.977,52.026,5.912,58.243,4661.170
201,62.336,22886.481,22886.481,23332.340,14034.498,7079.367,4982.715,4803.653,756.034,308.205,55.000,6.100,53.242,5287.896
202,62.718,23549.834,23549.834,24572.374,14459.108,7238.586,5114.407,5003.254,775.046,317.228,58.056,6.289,47.947,6011.432
203,63.100,24534.242,24534.242,25940.661,14883.718,7399.715,5249.532,5222.978,794.353,326.077,61.175,6.478,42.540,6837.679
204,63.482,25568.764,25568.764,27443.626,15308.328,7562.797,5388.244,5465.626,813.942,334.790,64.335,6.669,37.191,7769.894
205,63.864,26729.606,26729.606,29084.080,15732.939,7727.873,5530.609,5733.900,833.791,343.408,67.516,6.860,32.045,8807.937
206,64.246,28017.618,28017.618,30860.377,16157.549,7894.976,5676.590,6030.289,853.870,351.971,70.699,7.052,27.223,9947.565
207,64.627,29195.839,29195.839,32765.669,16582.159,8064.136,5826.027,6356.938,874.139,360.517,73.867,7.245,22.813,11179.840
208,65.009,30622.620,30622.620,34787.350,17006.769,8235.375,5978.626,6715.513,894.552,369.081,77.008,7.440,18.871,12490.734
209,65.391,32738.031,32738.031,36906.762,17431.380,8408.704,6133.950,7107.064,915.054,377.696,80.114,7.636,15.425,13860.965
210,65.773,35145.037,35145.037,39099.207,17855.990,8584.131,6291.420,7531.889,935.587,386.390,83.185,7.834,12.477,15266.139
211,66.154,36916.970,36916.970,41334.330,18280.600,8761.653,6450.325,7989.425,956.088,395.186,86.225,8.033,10.006,16677.230
212,66.536,38699.918,38699.918,43576.886,18705.210,8941.257,6609.843,8478.161,976.497,404.107,89.247,8.234,7.979,18061.398
213,66.917,41564.103,41564.103,45787.870,19129.821,9122.921,6769.067,8995.585,996.756,413.173,92.272,8.437,6.348,19383.145
214,67.299,43222.774,43222.774,47925.987,19554.431,9306.606,6927.042,9538.169,1016.813,422.401,95.330,8.641,5.063,20605.753
215,67.680,45884.496,45884.496,49949.384,19979.041,9492.256,7082.804,10101.402,1036.627,431.811,98.459,8.848,4.071,21692.932
216,68.062,48542.131,48542.131,51817.530,20403.651,9679.796,7235.431,10679.855,1056.168,441.423,101.710,9.057,3.321,22610.592
217,68.443,50527.487,50527.487,53493.139,20828.262,9869.125,7384.086,11267.287,1075.421,451.259,105.144,9.268,2.767,23328.602
218,68.825,53517.374,53517.374,54944.000,21252.872,10060.119,7528.058,11856.781,1094.385,461.345,108.836,9.480,2.367,23822.445
219,69.206,56170.621,56170.621,56144.573,21677.482,10252.630,7666.807,12440.903,1113.072,471.709,112.874,9.695,2.086,24074.610
220,69.587,59343.495,59343.495,57077.257,22102.092,10446.486,7799.991,13011.870,1131.511,482.384,117.365,9.911,1.895,24075.655
221,69.969,61714.845,61714.845,57733.215,22526.703,10641.500,7927.482,13561.734,1149.738,493.406,122.430,10.129,1.770,23824.833
