ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.005,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.016,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.047,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.131,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.348,0.000,0.000,0.000,0.000,0.348,0.000,0.000,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,0.875,0.000,0.000,0.000,0.000,0.875,0.000,0.000,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,2.094,0.000,0.000,0.000,0.000,2.094,0.000,0.000,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,4.767,0.000,0.000,0.000,0.000,4.767,0.000,0.000,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,10.326,0.000,0.000,0.000,0.000,10.326,0.000,0.000,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,21.288,0.000,0.000,0.000,0.000,21.288,0.000,0.000,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,41.787,0.000,0.000,0.000,0.000,41.787,0.000,0.000,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,78.132,0.000,0.000,0.000,0.000,78.132,0.000,0.000,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,139.232,0.000,0.000,0.000,0.000,139.232,0.000,0.000,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,236.634,0.000,0.000,0.000,0.000,236.634,0.000,0.000,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,383.896,0.000,0.000,0.000,0.000,383.896,0.000,0.000,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,595.125,0.000,0.000,0.000,0.000,595.125,0.000,0.000,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,882.708,0.000,0.000,0.000,0.000,882.708,0.000,0.000,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,1254.608,0.000,0.000,0.000,0.000,1254.608,0.000,0.000,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,1711.861,0.000,0.000,0.000,0.000,1711.861,0.000,0.000,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,2246.999,0.000,0.000,0.000,0.000,2246.999,0.000,0.000,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,2843.971,0.000,0.000,0.000,0.000,2843.971,0.000,0.000,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,3479.616,0.000,0.000,0.000,0.000,3479.616,0.000,0.000,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,4126.294,0.000,0.000,0.000,0.000,4126.294,0.000,0.000,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,4754.925,0.000,0.000,0.000,0.000,4754.925,0.000,0.000,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,5337.711,0.000,0.000,0.000,0.000,5337.711,0.000,0.000,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,5850.204,0.000,0.000,0.000,0.000,5850.204,0.000,0.000,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,6272.740,0.000,0.000,0.000,0.000,6272.740,0.000,0.000,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,6591.555,0.000,0.000,0.000,0.000,6591.555,0.000,0.000,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,6799.723,0.000,0.000,0.000,0.000,6799.723,0.000,0.000,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,6897.821,0.000,0.000,0.000,0.000,6897.821,0.000,0.000,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6893.916,0.000,0.000,0.000,0.000,6893.916,0.000,0.000,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6802.563,0.000,0.001,0.000,0.000,6802.562,0.000,0.000,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6642.768,0.000,0.002,0.000,0.000,6642.766,0.000,0.000,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6435.339,0.000,0.006,0.000,0.000,6435.333,0.000,0.000,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6200.238,0.000,0.014,0.000,0.000,6200.224,0.000,0.000,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,5954.567,0.000,0.033,0.000,0.000,5954.535,0.000,0.000,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,5711.489,0.000,0.073,0.000,0.000,5711.416,0.000,0.000,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,5480.039,0.000,0.161,0.000,0.000,5479.878,0.000,0.000,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,5265.571,0.000,0.341,0.000,0.000,5265.230,0.000,0.000,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,5070.496,0.000,0.704,0.000,0.000,5069.792,0.000,0.000,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,4895.068,0.000,1.407,0.000,0.000,4893.661,0.000,0.000,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,4738.109,0.000,2.729,0.000,0.000,4735.380,0.000,0.000,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,4597.630,0.000,5.131,0.000,0.000,4592.499,0.000,0.000,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,4471.363,0.000,9.360,0.000,0.000,4462.003,0.000,0.000,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4357.189,0.000,16.576,0.000,0.000,4340.613,0.000,0.000,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4253.448,0.000,28.525,0.000,0.000,4224.923,0.000,0.000,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4159.106,0.000,47.751,0.000,0.000,4111.355,0.000,0.000,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4073.776,0.000,77.822,0.000,0.000,3995.953,0.000,0.000,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,3997.612,0.000,123.530,0.000,0.000,3874.083,0.000,0.000,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,3931.127,0.000,190.934,0.000,0.000,3740.193,0.000,0.000,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,3874.962,0.000,287.069,0.000,0.000,3587.893,0.000,0.000,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,3955.859,126.183,464.285,30.962,26.088,3415.615,2.031,0.332,0.049,0.021,13.068,3.406
128,34.353,1352.872,1352.872,4047.953,252.367,682.894,61.940,52.191,3213.101,4.064,0.664,0.099,0.041,26.144,6.814
129,34.738,1740.499,1740.499,4151.225,378.550,944.627,92.936,78.308,2978.598,6.097,0.996,0.148,0.062,39.226,10.224
130,35.122,1706.873,1706.873,4265.290,504.734,1245.421,123.948,104.439,2715.787,8.132,1.328,0.198,0.083,52.316,13.636
131,35.507,1934.788,1934.788,4389.435,630.917,1574.862,154.976,130.584,2434.368,10.168,1.661,0.247,0.104,65.412,17.050
132,35.892,2416.148,2416.148,4522.680,757.101,1917.882,186.021,156.742,2148.429,12.204,1.994,0.297,0.126,78.515,20.465
133,36.276,2534.454,2534.454,4663.864,883.284,2258.237,217.083,182.915,1873.052,14.242,2.326,0.346,0.148,91.626,23.883
134,36.661,3005.093,3005.093,4811.729,1009.468,2582.140,248.162,209.102,1620.766,16.281,2.660,0.396,0.171,104.744,27.302
135,37.045,3264.332,3264.332,4964.989,1135.651,2880.455,279.258,235.304,1399.419,18.321,2.993,0.445,0.195,117.869,30.723
136,37.430,3502.437,3502.437,5122.376,1261.835,3148.979,310.372,261.521,1211.946,20.363,3.326,0.495,0.220,131.001,34.146
137,37.814,3619.769,3619.769,5282.657,1388.018,3387.381,341.503,287.752,1057.443,22.405,3.660,0.544,0.248,144.141,37.571
138,38.198,3743.749,3743.749,5444.627,1514.202,3597.694,372.653,313.999,932.671,24.449,3.994,0.594,0.279,157.288,40.998
139,38.583,3821.573,3821.573,5607.080,1640.385,3782.991,403.821,340.261,833.349,26.494,4.328,0.644,0.313,170.444,44.427
140,38.967,3818.557,3818.557,5768.774,1766.569,3946.475,435.008,366.539,755.029,28.540,4.662,0.693,0.353,183.607,47.858
141,39.351,4057.047,4057.047,5928.398,1892.752,4090.978,466.214,392.833,693.566,30.587,4.996,0.743,0.400,196.778,51.291
142,39.736,3952.096,3952.096,6084.571,2018.936,4218.763,497.440,419.143,645.314,32.635,5.331,0.793,0.456,209.958,54.726
143,40.120,3799.846,3799.846,6235.862,2145.119,4331.513,528.686,445.469,607.154,34.685,5.666,0.843,0.524,223.146,58.163
144,40.504,3551.352,3551.352,6380.860,2271.302,4430.446,559.954,471.811,576.453,36.736,6.001,0.893,0.607,236.343,61.603
145,40.888,3630.415,3630.415,6518.273,2397.486,4516.472,591.244,498.170,551.003,38.789,6.336,0.942,0.709,249.549,65.044
146,41.272,3310.747,3310.747,6647.049,2523.669,4590.370,622.560,524.545,528.966,40.842,6.672,0.992,0.833,262.765,68.488
147,41.656,3142.010,3142.010,6766.492,2649.853,4652.942,653.906,550.936,508.833,42.897,7.007,1.042,0.984,275.994,71.934
148,42.040,2946.720,2946.720,6876.373,2776.036,4705.137,685.290,577.344,489.413,44.953,7.343,1.092,1.164,289.237,75.381
149,42.424,3332.288,3332.288,6976.990,2902.220,4748.114,716.725,603.770,469.822,47.010,7.679,1.142,1.378,302.501,78.831
150,42.808,2795.902,2795.902,7069.180,3028.403,4783.252,748.232,630.213,449.488,49.068,8.015,1.192,1.625,315.791,82.282
151,43.192,2942.995,2942.995,7154.287,3154.587,4812.116,779.844,656.677,428.142,51.128,8.352,1.242,1.908,329.123,85.736
152,43.575,3026.753,3026.753,7234.071,3280.770,4836.380,811.610,683.167,405.794,53.188,8.688,1.292,2.225,342.514,89.191
153,43.959,3083.368,3083.368,7310.588,3406.954,4857.736,843.607,709.689,382.700,55.249,9.025,1.342,2.575,355.996,92.647
154,44.343,3140.461,3140.461,7386.048,3533.137,4877.785,875.944,736.257,359.300,57.312,9.362,1.393,2.954,369.612,96.106
155,44.727,3318.973,3318.973,7462.668,3659.321,4897.949,908.778,762.890,336.158,59.375,9.699,1.443,3.358,383.429,99.565
156,45.110,3728.918,3728.918,7542.549,3785.504,4919.371,942.328,789.620,313.891,61.439,10.036,1.493,3.783,397.537,103.027
157,45.494,3680.176,3680.176,7627.567,3911.688,4942.855,976.887,816.493,293.109,63.505,10.373,1.543,4.222,412.064,106.490
158,45.878,3947.133,3947.133,7719.300,4037.871,4968.802,1012.846,843.578,274.365,65.571,10.711,1.593,4.672,427.181,109.954
159,46.261,4450.820,4450.820,7818.998,4164.055,4997.180,1050.702,870.975,258.124,67.639,11.049,1.643,5.126,443.113,113.421
160,46.645,4490.548,4490.548,7927.576,4290.238,5027.508,1091.070,898.824,244.744,69.707,11.386,1.694,5.580,460.147,116.888
161,47.028,5143.988,5143.988,8045.638,4416.422,5058.877,1134.677,927.312,234.469,71.778,11.724,1.744,6.028,478.641,120.358
162,47.412,5496.743,5496.743,8173.527,4542.605,5089.988,1182.347,956.689,227.438,73.851,12.062,1.794,6.466,499.032,123.829
163,47.795,5880.886,5880.886,8311.379,4668.788,5119.243,1234.954,987.271,223.688,75.926,12.401,1.845,6.889,521.830,127.302
164,48.178,6192.559,6192.559,8459.182,4794.972,5144.856,1293.353,1019.446,223.167,78.005,12.739,1.895,7.293,547.617,130.777
165,48.562,6437.436,6437.436,8616.827,4921.155,5165.012,1358.291,1053.663,225.745,80.090,13.078,1.945,7.677,577.037,134.254
166,48.945,7298.560,7298.560,8784.151,5047.339,5178.043,1430.292,1090.423,231.220,82.182,13.417,1.996,8.039,610.771,137.733
167,49.328,7741.641,7741.641,8960.958,5173.522,5182.605,1509.551,1130.246,239.325,84.285,13.756,2.046,8.383,649.509,141.214
168,49.711,7851.541,7851.541,9147.021,5299.706,5177.839,1595.842,1173.638,249.732,86.401,14.096,2.097,8.718,693.919,144.698
169,50.094,8457.990,8457.990,9342.072,5425.889,5163.473,1688.477,1221.049,262.067,88.537,14.436,2.147,9.056,744.603,148.184
170,50.478,8715.738,8715.738,9545.780,5552.073,5139.860,1786.313,1272.827,275.917,90.698,14.776,2.198,9.415,802.057,151.673
171,50.861,9332.608,9332.608,9757.715,5678.256,5107.931,1887.832,1329.185,290.849,92.892,15.117,2.248,9.819,866.630,155.165
172,51.244,9926.805,9926.805,9977.331,5804.440,5069.082,1991.256,1390.176,306.429,95.129,15.458,2.299,10.298,938.492,158.660
173,51.627,10303.127,10303.127,10203.942,5930.623,5025.020,2094.709,1455.687,322.247,97.420,15.801,2.350,10.886,1017.612,162.158
174,52.010,10743.895,10743.895,10436.722,6056.807,4977.588,2196.359,1525.439,337.929,99.777,16.145,2.400,11.621,1103.749,165.659
175,52.393,11299.714,11299.714,10674.722,6182.990,4928.611,2294.562,1599.012,353.154,102.214,16.490,2.451,12.542,1196.463,169.164
176,52.776,11436.225,11436.225,10916.903,6309.174,4879.777,2387.949,1675.860,367.665,104.749,16.837,2.502,13.691,1295.138,172.673
177,53.159,11932.590,11932.590,11162.193,6435.357,4832.559,2475.491,1755.345,381.272,107.399,17.188,2.553,15.106,1399.029,176.187
178,53.541,12568.731,12568.731,11409.544,6561.541,4788.178,2556.515,1836.766,393.850,110.181,17.543,2.604,16.825,1507.313,179.704
179,53.924,12740.275,12740.275,11658.008,6687.724,4747.597,2630.688,1919.385,405.333,113.116,17.903,2.655,18.878,1619.158,183.227
180,54.307,12955.323,12955.323,11906.803,6813.907,4711.537,2697.990,2002.453,415.708,116.222,18.270,2.706,21.291,1733.800,186.757
181,54.690,13469.191,13469.191,12155.386,6940.091,4680.504,2758.661,2085.240,425.009,119.518,18.647,2.757,24.075,1850.611,190.293
182,55.072,13892.829,13892.829,12403.510,7066.274,4654.816,2813.147,2167.055,433.302,123.020,19.036,2.808,27.232,1969.182,193.838
183,55.455,14537.975,14537.975,12651.281,7192.458,4634.632,2862.045,2247.270,440.679,126.741,19.442,2.859,30.745,2089.397,197.395
184,55.838,14705.541,14705.541,12899.217,7318.641,4619.977,2906.049,2325.338,447.251,130.690,19.870,2.911,34.579,2211.510,200.968
185,56.220,14612.969,14612.969,13148.305,7444.825,4610.759,2945.902,2400.815,453.135,134.870,20.324,2.962,38.677,2336.222,204.561
186,56.603,15237.036,15237.036,13400.077,7571.008,4606.796,2982.352,2473.375,458.455,139.278,20.812,3.014,42.961,2464.775,208.183
187,56.985,15844.496,15844.496,13656.699,7697.192,4607.824,3016.124,2542.822,463.328,143.901,21.341,3.065,47.328,2599.041,211.845
188,57.368,15949.013,15949.013,13921.096,7823.375,4613.523,3047.896,2609.111,467.867,148.719,21.922,3.117,51.656,2741.647,215.561
189,57.750,16648.771,16648.771,14197.098,7949.559,4623.528,3078.281,2672.351,472.174,153.701,22.563,3.168,55.806,2896.096,219.351
190,58.132,16327.654,16327.654,14455.544,8041.668,4625.441,3099.347,2725.667,475.058,158.252,23.185,3.206,59.621,3063.380,222.306
191,58.515,17093.359,17093.359,14736.705,8133.778,4630.879,3120.045,2776.669,477.883,162.883,23.890,3.245,62.954,3252.780,225.396
192,58.897,17809.720,17809.720,15048.274,8225.887,4639.464,3140.789,2825.996,480.716,167.545,24.689,3.283,65.656,3471.386,228.668
193,59.279,18337.189,18337.189,15399.642,8317.997,4650.846,3161.941,2874.482,483.617,172.184,25.593,3.321,67.596,3727.802,232.177
194,59.662,18401.833,18401.833,15802.068,8410.106,4664.716,3183.826,2923.155,486.635,176.747,26.612,3.360,68.668,4032.271,235.995
195,60.044,19061.670,19061.670,16268.784,8502.215,4680.817,3206.742,2973.246,489.810,181.184,27.753,3.399,68.803,4396.740,240.208
196,60.426,19463.773,19463.773,16815.016,8594.325,4698.946,3230.973,3026.190,493.176,185.451,29.020,3.437,67.972,4834.850,244.917
197,60.808,20064.542,20064.542,17457.857,8686.434,4718.953,3256.799,3083.631,496.761,189.514,30.417,3.476,66.190,5361.789,250.242
198,61.190,20286.434,20286.434,18215.991,8778.544,4740.742,3284.499,3147.420,500.588,193.350,31.941,3.515,63.519,5994.015,256.318
199,61.572,21173.784,21173.784,19109.211,8870.653,4764.260,3314.354,3219.610,504.674,196.947,33.587,3.555,60.058,6748.786,263.296
200,61.954,21587.872,21587.872,20157.729,8962.763,4789.487,3346.647,3302.446,509.032,200.305,35.344,3.594,55.942,7643.504,271.340
201,62.336,22886.481,22886.481,21381.255,9054.872,4816.431,3381.648,3398.346,513.672,203.437,37.201,3.634,51.330,8694.849,280.621
202,62.718,23549.834,23549.834,22797.868,9146.982,4845.114,3419.606,3509.863,518.593,206.363,39.140,3.675,46.391,9917.719,291.316
203,63.100,24534.242,24534.242,24422.697,9239.091,4875.563,3460.734,3639.638,523.793,209.113,41.145,3.715,41.299,11324.011,303.598
204,63.482,25568.764,25568.764,26266.475,9331.200,4907.808,3505.186,3790.334,529.260,211.720,43.195,3.756,36.215,12921.285,317.627
205,63.864,26729.606,26729.606,28334.039,9423.310,4941.869,3553.042,3964.548,534.973,214.222,45.271,3.798,31.284,14711.396,333.546
206,64.246,28017.618,28017.618,30622.884,9515.419,4977.759,3604.282,4164.710,540.905,216.655,47.355,3.841,26.628,16689.191,351.468
207,64.627,29195.839,29195.839,33121.879,9607.529,5015.477,3658.775,4392.968,547.017,219.055,49.430,3.884,22.337,18841.374,371.471
