spectrum,E_keV,eps
ASN16_Am241,420.0,0.022153
ASN16_Am241,440.0,0.0207243
ASN16_Am241,460.0,0.0194404
ASN16_Am241,480.0,0.018284
ASN16_Am241,500.0,0.0172403
ASN16_Am241,520.0,0.0162959
ASN16_Am241,540.0,0.0154392
ASN16_Am241,560.0,0.0146602
ASN16_Am241,580.0,0.0139501
ASN16_Am241,600.0,0.0133011
ASN16_Am241,620.0,0.0127065
ASN16_Am241,640.0,0.0121604
ASN16_Am241,660.0,0.0116576
ASN16_Am241,680.0,0.0111937
ASN16_Am241,700.0,0.0107647
ASN16_Am241,720.0,0.010367
ASN16_Am241,740.0,0.00999759
ASN16_Am241,760.0,0.00965373
ASN16_Am241,780.0,0.00933299
ASN16_Am241,800.0,0.00903323
ASN16_Am241,820.0,0.00875255
ASN16_Am241,840.0,0.00848924
ASN16_Am241,860.0,0.00824178
ASN16_Am241,880.0,0.00800882
ASN16_Am241,900.0,0.00778915
ASN16_Am241,920.0,0.00758166
ASN16_Am241,940.0,0.00738537
ASN16_Am241,960.0,0.00719941
ASN16_Am241,980.0,0.00702298
ASN16_Am241,1000.0,0.00685534
ASN16_Am241,1020.0,0.00669585
ASN16_Am241,1040.0,0.00654392
ASN16_Am241,1060.0,0.006399
ASN16_Am241,1080.0,0.00626061
ASN16_Am241,1100.0,0.0061283
ASN16_Am241,1120.0,0.00600167
ASN16_Am241,1140.0,0.00588033
ASN16_Am241,1160.0,0.00576396
ASN16_Am241,1180.0,0.00565224
ASN16_Am241,1200.0,0.00554489
ASN16_Am241,1220.0,0.00544163
ASN16_Am241,1240.0,0.00534224
ASN16_Am241,1260.0,0.00524649
ASN16_Am241,1280.0,0.00515417
ASN16_Am241,1300.0,0.00506509
ASN16_Am241,1320.0,0.00497909
ASN16_Am241,1340.0,0.00489599
ASN16_Am241,1360.0,0.00481566
ASN16_Am241,1380.0,0.00473794
ASN16_Am241,1400.0,0.00466272
ASN16_Am241,1420.0,0.00458988
ASN16_Am241,1440.0,0.00451929
ASN16_Am241,1460.0,0.00445086
ASN16_Am241,1480.0,0.0043845
ASN16_Am241,1500.0,0.00432011
ASN16_Am241,1520.0,0.00425761
ASN16_Am241,1540.0,0.00419691
ASN16_Am241,1560.0,0.00413796
ASN16_Am241,1580.0,0.00408067
ASN16_Am241,1600.0,0.00402499
ASN16_Am241,1620.0,0.00397085
ASN16_Am241,1640.0,0.0039182
ASN16_Am241,1660.0,0.00386698
ASN16_Am241,1680.0,0.00381714
ASN16_Am241,1700.0,0.00376864
ASN16_Am241,1720.0,0.00372143
ASN16_Am241,1740.0,0.00367547
ASN16_Am241,1760.0,0.00363072
ASN16_Am241,1780.0,0.00358714
ASN16_Am241,1800.0,0.0035447
ASN16_Am241,1820.0,0.00350335
ASN16_Am241,1840.0,0.00346308
ASN16_Am241,1860.0,0.00342385
ASN16_Am241,1880.0,0.00338563
ASN16_Am241,1900.0,0.0033484
ASN16_Am241,1920.0,0.00331212
ASN16_Am241,1940.0,0.00327678
ASN16_Am241,1960.0,0.00324235
ASN16_Am241,1980.0,0.0032088
ASN16_Am241,2000.0,0.00317612
ASN16_Am241,2020.0,0.00314429
ASN16_Am241,2040.0,0.00311329
ASN16_Am241,2060.0,0.00308309
ASN16_Am241,2080.0,0.00305368
ASN16_Am241,2100.0,0.00302505
ASN16_Am241,2120.0,0.00299717
ASN16_Am241,2140.0,0.00297003
ASN16_Am241,2160.0,0.00294363
ASN16_Am241,2180.0,0.00291793
ASN16_Am241,2200.0,0.00289293
ASN16_Am241,2220.0,0.00286862
ASN16_Am241,2240.0,0.00284499
ASN16_Am241,2260.0,0.00282201
ASN16_Am241,2280.0,0.00279969
ASN16_Am241,2300.0,0.002778
ASN16_Am241,2320.0,0.00275695
ASN16_Am241,2340.0,0.00273651
ASN16_Am241,2360.0,0.00271668
ASN16_Am241,2380.0,0.00269745
ASN16_Am241,2400.0,0.00267881
ASN16_Am241,2420.0,0.00266075
ASN16_Am241,2440.0,0.00264327
ASN16_Am241,2460.0,0.00262635
ASN16_Am241,2480.0,0.00261
ASN16_Am241,2500.0,0.00259419
ASN16_Am241,2520.0,0.00257893
ASN16_Am241,2540.0,0.00256421
ASN16_Am241,2560.0,0.00255002
ASN16_Am241,2580.0,0.00253636
ASN16_Am241,2600.0,0.00252322
ASN16_Am241,2620.0,0.00251059
ASN16_Am241,2640.0,0.00249848
ASN16_Am241,2660.0,0.00248687
ASN16_Am241,2680.0,0.00247576
ASN16_Am241,2700.0,0.00246515
ASN16_Am241,2720.0,0.00245504
ASN16_Am241,2740.0,0.00244541
ASN16_Am241,2760.0,0.00243627
ASN16_Am241,2780.0,0.00242762
ASN16_Am241,2800.0,0.00241945
ASN16_Am241,2820.0,0.00241175
ASN16_Am241,2840.0,0.00240453
ASN16_Am241,2860.0,0.00239778
ASN16_Am241,2880.0,0.00239151
ASN16_Am241,2900.0,0.0023857
ASN16_Am241,2920.0,0.00238037
ASN16_Am241,2940.0,0.0023755
ASN16_Am241,2960.0,0.0023711
ASN16_Am241,2980.0,0.00236716
ASN16_Am241,3000.0,0.00236369
ASN16_Am241,3020.0,0.00236069
ASN16_Background,20.0,0.00180392
ASN16_Background,40.0,0.0400862
ASN16_Background,60.0,0.0553087
ASN16_Background,80.0,0.06203
ASN16_Background,100.0,0.0651755
ASN16_Background,120.0,0.0655808
ASN16_Background,140.0,0.0639334
ASN16_Background,160.0,0.0609357
ASN16_Background,180.0,0.0571834
ASN16_Background,200.0,0.053116
ASN16_Background,220.0,0.0490271
ASN16_Background,240.0,0.0450954
ASN16_Background,260.0,0.0414189
ASN16_Background,280.0,0.0380421
ASN16_Background,300.0,0.0349761
ASN16_Background,320.0,0.0322124
ASN16_Background,340.0,0.029732
ASN16_Background,360.0,0.027511
ASN16_Background,380.0,0.0255239
ASN16_Background,400.0,0.0237457
ASN16_Background,420.0,0.022153
ASN16_Background,440.0,0.0207243
ASN16_Background,460.0,0.0194404
ASN16_Background,480.0,0.018284
ASN16_Background,500.0,0.0172403
ASN16_Background,520.0,0.0162959
ASN16_Background,540.0,0.0154392
ASN16_Background,560.0,0.0146602
ASN16_Background,580.0,0.0139501
ASN16_Background,600.0,0.0133011
ASN16_Background,620.0,0.0127065
ASN16_Background,640.0,0.0121604
ASN16_Background,660.0,0.0116576
ASN16_Background,680.0,0.0111937
ASN16_Background,700.0,0.0107647
ASN16_Background,720.0,0.010367
ASN16_Background,740.0,0.00999759
ASN16_Background,760.0,0.00965373
ASN16_Background,780.0,0.00933299
ASN16_Background,800.0,0.00903323
ASN16_Background,820.0,0.00875255
ASN16_Background,840.0,0.00848924
ASN16_Background,860.0,0.00824178
ASN16_Background,880.0,0.00800882
ASN16_Background,900.0,0.00778915
ASN16_Background,920.0,0.00758166
ASN16_Background,940.0,0.00738537
ASN16_Background,960.0,0.00719941
ASN16_Background,980.0,0.00702298
ASN16_Background,1000.0,0.00685534
ASN16_Background,1020.0,0.00669585
ASN16_Background,1040.0,0.00654392
ASN16_Background,1060.0,0.006399
ASN16_Background,1080.0,0.00626061
ASN16_Background,1100.0,0.0061283
ASN16_Background,1120.0,0.00600167
ASN16_Background,1140.0,0.00588033
ASN16_Background,1160.0,0.00576396
ASN16_Background,1180.0,0.00565224
ASN16_Background,1200.0,0.00554489
ASN16_Background,1220.0,0.00544163
ASN16_Background,1240.0,0.00534224
ASN16_Background,1260.0,0.00524649
ASN16_Background,1280.0,0.00515417
ASN16_Background,1300.0,0.00506509
ASN16_Background,1320.0,0.00497909
ASN16_Background,1340.0,0.00489599
ASN16_Background,1360.0,0.00481566
ASN16_Background,1380.0,0.00473794
ASN16_Background,1400.0,0.00466272
ASN16_Background,1420.0,0.00458988
ASN16_Background,1440.0,0.00451929
ASN16_Background,1460.0,0.00445086
ASN16_Background,1480.0,0.0043845
ASN16_Background,1500.0,0.00432011
ASN16_Background,1520.0,0.00425761
ASN16_Background,1540.0,0.00419691
ASN16_Background,1560.0,0.00413796
ASN16_Background,1580.0,0.00408067
ASN16_Background,1600.0,0.00402499
ASN16_Background,1620.0,0.00397085
ASN16_Background,1640.0,0.0039182
ASN16_Background,1660.0,0.00386698
ASN16_Background,1680.0,0.00381714
ASN16_Background,1700.0,0.00376864
ASN16_Background,1720.0,0.00372143
ASN16_Background,1740.0,0.00367547
ASN16_Background,1760.0,0.00363072
ASN16_Background,1780.0,0.00358714
ASN16_Background,1800.0,0.0035447
ASN16_Background,1820.0,0.00350335
ASN16_Background,1840.0,0.00346308
ASN16_Background,1860.0,0.00342385
ASN16_Background,1880.0,0.00338563
ASN16_Background,1900.0,0.0033484
ASN16_Background,1920.0,0.00331212
ASN16_Background,1940.0,0.00327678
ASN16_Background,1960.0,0.00324235
ASN16_Background,1980.0,0.0032088
ASN16_Background,2000.0,0.00317612
ASN16_Background,2020.0,0.00314429
ASN16_Background,2040.0,0.00311329
ASN16_Background,2060.0,0.00308309
ASN16_Background,2080.0,0.00305368
ASN16_Background,2100.0,0.00302505
ASN16_Background,2120.0,0.00299717
ASN16_Background,2140.0,0.00297003
ASN16_Background,2160.0,0.00294363
ASN16_Background,2180.0,0.00291793
ASN16_Background,2200.0,0.00289293
ASN16_Background,2220.0,0.00286862
ASN16_Background,2240.0,0.00284499
ASN16_Background,2260.0,0.00282201
ASN16_Background,2280.0,0.00279969
ASN16_Background,2300.0,0.002778
ASN16_Background,2320.0,0.00275695
ASN16_Background,2340.0,0.00273651
ASN16_Background,2360.0,0.00271668
ASN16_Background,2380.0,0.00269745
ASN16_Background,2400.0,0.00267881
ASN16_Background,2420.0,0.00266075
ASN16_Background,2440.0,0.00264327
ASN16_Background,2460.0,0.00262635
ASN16_Background,2480.0,0.00261
ASN16_Background,2500.0,0.00259419
ASN16_Background,2520.0,0.00257893
ASN16_Background,2540.0,0.00256421
ASN16_Background,2560.0,0.00255002
ASN16_Background,2580.0,0.00253636
ASN16_Background,2600.0,0.00252322
ASN16_Background,2620.0,0.00251059
ASN16_Background,2640.0,0.00249848
ASN16_Background,2660.0,0.00248687
ASN16_Background,2680.0,0.00247576
ASN16_Background,2700.0,0.00246515
ASN16_Background,2720.0,0.00245504
ASN16_Background,2740.0,0.00244541
ASN16_Background,2760.0,0.00243627
ASN16_Background,2780.0,0.00242762
ASN16_Background,2800.0,0.00241945
ASN16_Background,2820.0,0.00241175
ASN16_Background,2840.0,0.00240453
ASN16_Background,2860.0,0.00239778
ASN16_Background,2880.0,0.00239151
ASN16_Background,2900.0,0.0023857
ASN16_Background,2920.0,0.00238037
ASN16_Background,2940.0,0.0023755
ASN16_Background,2960.0,0.0023711
ASN16_Background,2980.0,0.00236716
ASN16_Background,3000.0,0.00236369
ASN16_Background,3020.0,0.00236069
ASN16_BrazilNuts,20.0,0.00180392
ASN16_BrazilNuts,40.0,0.0400862
ASN16_BrazilNuts,60.0,0.0553087
ASN16_BrazilNuts,80.0,0.06203
ASN16_BrazilNuts,100.0,0.0651755
ASN16_BrazilNuts,120.0,0.0655808
ASN16_BrazilNuts,140.0,0.0639334
ASN16_BrazilNuts,160.0,0.0609357
ASN16_BrazilNuts,180.0,0.0571834
ASN16_BrazilNuts,200.0,0.053116
ASN16_BrazilNuts,220.0,0.0490271
ASN16_BrazilNuts,240.0,0.0450954
ASN16_BrazilNuts,260.0,0.0414189
ASN16_BrazilNuts,280.0,0.0380421
ASN16_BrazilNuts,300.0,0.0349761
ASN16_BrazilNuts,320.0,0.0322124
ASN16_BrazilNuts,340.0,0.029732
ASN16_BrazilNuts,360.0,0.027511
ASN16_BrazilNuts,380.0,0.0255239
ASN16_BrazilNuts,400.0,0.0237457
ASN16_BrazilNuts,420.0,0.022153
ASN16_BrazilNuts,440.0,0.0207243
ASN16_BrazilNuts,460.0,0.0194404
ASN16_BrazilNuts,480.0,0.018284
ASN16_BrazilNuts,500.0,0.0172403
ASN16_BrazilNuts,520.0,0.0162959
ASN16_BrazilNuts,540.0,0.0154392
ASN16_BrazilNuts,560.0,0.0146602
ASN16_BrazilNuts,580.0,0.0139501
ASN16_BrazilNuts,600.0,0.0133011
ASN16_BrazilNuts,620.0,0.0127065
ASN16_BrazilNuts,640.0,0.0121604
ASN16_BrazilNuts,660.0,0.0116576
ASN16_BrazilNuts,680.0,0.0111937
ASN16_BrazilNuts,700.0,0.0107647
ASN16_BrazilNuts,720.0,0.010367
ASN16_BrazilNuts,740.0,0.00999759
ASN16_BrazilNuts,760.0,0.00965373
ASN16_BrazilNuts,780.0,0.00933299
ASN16_BrazilNuts,800.0,0.00903323
ASN16_BrazilNuts,820.0,0.00875255
ASN16_BrazilNuts,840.0,0.00848924
ASN16_BrazilNuts,860.0,0.00824178
ASN16_BrazilNuts,880.0,0.00800882
ASN16_BrazilNuts,900.0,0.00778915
ASN16_BrazilNuts,920.0,0.00758166
ASN16_BrazilNuts,940.0,0.00738537
ASN16_BrazilNuts,960.0,0.00719941
ASN16_BrazilNuts,980.0,0.00702298
ASN16_BrazilNuts,1000.0,0.00685534
ASN16_BrazilNuts,1020.0,0.00669585
ASN16_BrazilNuts,1040.0,0.00654392
ASN16_BrazilNuts,1060.0,0.006399
ASN16_BrazilNuts,1080.0,0.00626061
ASN16_BrazilNuts,1100.0,0.0061283
ASN16_BrazilNuts,1120.0,0.00600167
ASN16_BrazilNuts,1140.0,0.00588033
ASN16_BrazilNuts,1160.0,0.00576396
ASN16_BrazilNuts,1180.0,0.00565224
ASN16_BrazilNuts,1200.0,0.00554489
ASN16_BrazilNuts,1220.0,0.00544163
ASN16_BrazilNuts,1240.0,0.00534224
ASN16_BrazilNuts,1260.0,0.00524649
ASN16_BrazilNuts,1280.0,0.00515417
ASN16_BrazilNuts,1300.0,0.00506509
ASN16_BrazilNuts,1320.0,0.00497909
ASN16_BrazilNuts,1340.0,0.00489599
ASN16_BrazilNuts,1360.0,0.00481566
ASN16_BrazilNuts,1380.0,0.00473794
ASN16_BrazilNuts,1400.0,0.00466272
ASN16_BrazilNuts,1420.0,0.00458988
ASN16_BrazilNuts,1440.0,0.00451929
ASN16_BrazilNuts,1460.0,0.00445086
ASN16_BrazilNuts,1480.0,0.0043845
ASN16_BrazilNuts,1500.0,0.00432011
ASN16_BrazilNuts,1520.0,0.00425761
ASN16_BrazilNuts,1540.0,0.00419691
ASN16_BrazilNuts,1560.0,0.00413796
ASN16_BrazilNuts,1580.0,0.00408067
ASN16_BrazilNuts,1600.0,0.00402499
ASN16_BrazilNuts,1620.0,0.00397085
ASN16_BrazilNuts,1640.0,0.0039182
ASN16_BrazilNuts,1660.0,0.00386698
ASN16_BrazilNuts,1680.0,0.00381714
ASN16_BrazilNuts,1700.0,0.00376864
ASN16_BrazilNuts,1720.0,0.00372143
ASN16_BrazilNuts,1740.0,0.00367547
ASN16_BrazilNuts,1760.0,0.00363072
ASN16_BrazilNuts,1780.0,0.00358714
ASN16_BrazilNuts,1800.0,0.0035447
ASN16_BrazilNuts,1820.0,0.00350335
ASN16_BrazilNuts,1840.0,0.00346308
ASN16_BrazilNuts,1860.0,0.00342385
ASN16_BrazilNuts,1880.0,0.00338563
ASN16_BrazilNuts,1900.0,0.0033484
ASN16_BrazilNuts,1920.0,0.00331212
ASN16_BrazilNuts,1940.0,0.00327678
ASN16_BrazilNuts,1960.0,0.00324235
ASN16_BrazilNuts,1980.0,0.0032088
ASN16_BrazilNuts,2000.0,0.00317612
ASN16_BrazilNuts,2020.0,0.00314429
ASN16_BrazilNuts,2040.0,0.00311329
ASN16_BrazilNuts,2060.0,0.00308309
ASN16_BrazilNuts,2080.0,0.00305368
ASN16_BrazilNuts,2100.0,0.00302505
ASN16_BrazilNuts,2120.0,0.00299717
ASN16_BrazilNuts,2140.0,0.00297003
ASN16_BrazilNuts,2160.0,0.00294363
ASN16_BrazilNuts,2180.0,0.00291793
ASN16_BrazilNuts,2200.0,0.00289293
ASN16_BrazilNuts,2220.0,0.00286862
ASN16_BrazilNuts,2240.0,0.00284499
ASN16_BrazilNuts,2260.0,0.00282201
ASN16_BrazilNuts,2280.0,0.00279969
ASN16_BrazilNuts,2300.0,0.002778
ASN16_BrazilNuts,2320.0,0.00275695
