arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0_pos1off0;1460.800;1460.8000;0;0.00;0.000000E+000;1.057590E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.057590E-006
direct_peakw0_pos1off0;1460.800;1460.8000;1;2.00;0.000000E+000;1.018837E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.018837E-006
direct_peakw0_pos1off0;1460.800;1460.8000;2;4.00;0.000000E+000;5.902396E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.902396E-007
direct_peakw0_pos1off0;1460.800;1460.8000;3;6.00;0.000000E+000;1.213363E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.213363E-006
direct_peakw0_pos1off0;1460.800;1460.8000;4;8.00;0.000000E+000;2.710412E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.710412E-006
direct_peakw0_pos1off0;1460.800;1460.8000;5;10.00;0.000000E+000;1.753702E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.753702E-006
direct_peakw0_pos1off0;1460.800;1460.8000;6;12.00;0.000000E+000;1.356229E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.356229E-006
direct_peakw0_pos1off0;1460.800;1460.8000;7;14.00;0.000000E+000;1.861211E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.861211E-006
direct_peakw0_pos1off0;1460.800;1460.8000;8;16.00;0.000000E+000;2.803808E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.803808E-006
direct_peakw0_pos1off0;1460.800;1460.8000;9;18.00;0.000000E+000;1.480300E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.480300E-006
direct_peakw0_pos1off0;1460.800;1460.8000;10;20.00;0.000000E+000;2.025998E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.025998E-006
direct_peakw0_pos1off0;1460.800;1460.8000;11;22.00;0.000000E+000;7.424287E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;7.424287E-007
direct_peakw0_pos1off0;1460.800;1460.8000;12;24.00;0.000000E+000;1.533774E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.533774E-006
direct_peakw0_pos1off0;1460.800;1460.8000;13;26.00;0.000000E+000;9.610561E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;9.610561E-007
direct_peakw0_pos1off0;1460.800;1460.8000;14;28.00;0.000000E+000;1.235452E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.235452E-006
direct_peakw0_pos1off0;1460.800;1460.8000;15;30.00;0.000000E+000;1.438970E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.438970E-006
direct_peakw0_pos1off0;1460.800;1460.8000;16;32.00;0.000000E+000;5.499626E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.499626E-007
direct_peakw0_pos1off0;1460.800;1460.8000;17;34.00;0.000000E+000;2.090545E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.090545E-006
