arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0_seed1;1460.800;1460.8000;0;0.00;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000
direct_peakw0_seed1;1460.800;1460.8000;1;2.00;0.000000E+000;1.145002E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.145002E-006
direct_peakw0_seed1;1460.800;1460.8000;2;4.00;0.000000E+000;2.335960E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.335960E-006
direct_peakw0_seed1;1460.800;1460.8000;3;6.00;0.000000E+000;9.961983E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;9.961983E-007
direct_peakw0_seed1;1460.800;1460.8000;4;8.00;0.000000E+000;1.586107E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.586107E-006
direct_peakw0_seed1;1460.800;1460.8000;5;10.00;0.000000E+000;7.373432E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;7.373432E-007
direct_peakw0_seed1;1460.800;1460.8000;6;12.00;0.000000E+000;5.327227E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.327227E-007
direct_peakw0_seed1;1460.800;1460.8000;7;14.00;0.000000E+000;6.602350E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;6.602350E-007
direct_peakw0_seed1;1460.800;1460.8000;8;16.00;0.000000E+000;8.526772E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;8.526772E-007
direct_peakw0_seed1;1460.800;1460.8000;9;18.00;0.000000E+000;1.227243E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.227243E-006
direct_peakw0_seed1;1460.800;1460.8000;10;20.00;0.000000E+000;1.446480E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.446480E-006
direct_peakw0_seed1;1460.800;1460.8000;11;22.00;0.000000E+000;2.579623E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.579623E-006
direct_peakw0_seed1;1460.800;1460.8000;12;24.00;0.000000E+000;9.004082E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;9.004082E-007
direct_peakw0_seed1;1460.800;1460.8000;13;26.00;0.000000E+000;1.979846E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.979846E-006
direct_peakw0_seed1;1460.800;1460.8000;14;28.00;0.000000E+000;1.353487E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.353487E-006
direct_peakw0_seed1;1460.800;1460.8000;15;30.00;0.000000E+000;2.574444E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.574444E-006
direct_peakw0_seed1;1460.800;1460.8000;16;32.00;0.000000E+000;2.584459E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.584459E-006
direct_peakw0_seed1;1460.800;1460.8000;17;34.00;0.000000E+000;1.394638E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.394638E-006
direct_peakw0_seed1;1460.800;1460.8000;18;36.00;0.000000E+000;2.090352E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.090352E-006
direct_peakw0_seed1;1460.800;1460.8000;19;38.00;0.000000E+000;1.321509E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.321509E-006
direct_peakw0_seed1;1460.800;1460.8000;20;40.00;0.000000E+000;2.047827E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.047827E-006
direct_peakw0_seed1;1460.800;1460.8000;21;42.00;0.000000E+000;2.405020E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.405020E-006
direct_peakw0_seed1;1460.800;1460.8000;22;44.00;0.000000E+000;3.118281E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;3.118281E-006
direct_peakw0_seed1;1460.800;1460.8000;23;46.00;0.000000E+000;2.374549E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.374549E-006
direct_peakw0_seed1;1460.800;1460.8000;24;48.00;0.000000E+000;1.707506E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.707506E-006
direct_peakw0_seed1;1460.800;1460.8000;25;50.00;0.000000E+000;1.673728E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.673728E-006
direct_peakw0_seed1;1460.800;1460.8000;26;52.00;0.000000E+000;1.707686E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.707686E-006
direct_peakw0_seed1;1460.800;1460.8000;27;54.00;0.000000E+000;1.991444E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.991444E-006
direct_peakw0_seed1;1460.800;1460.8000;28;56.00;0.000000E+000;1.326851E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.326851E-006
direct_peakw0_seed1;1460.800;1460.8000;29;58.00;0.000000E+000;8.224865E-007;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;8.224865E-007
direct_peakw0_seed1;1460.800;1460.8000;30;60.00;0.000000E+000;1.525886E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.525886E-006
direct_peakw0_seed1;1460.800;1460.8000;31;62.00;0.000000E+000;1.747352E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.747352E-006
direct_peakw0_seed1;1460.800;1460.8000;32;64.00;0.000000E+000;3.201333E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;3.201333E-006
direct_peakw0_seed1;1460.800;1460.8000;33;66.00;0.000000E+000;1.079366E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.079366E-006
direct_peakw0_seed1;1460.800;1460.8000;34;68.00;0.000000E+000;2.609189E-006;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;2.609189E-006
