arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0_pos1off0;1460.800;1460.8000;0;0.00;0.000000E+000;3.302539E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;3.302539E-005
direct_peakw0_pos1off0;1460.800;1460.8000;1;2.00;0.000000E+000;3.806998E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;3.806998E-005
direct_peakw0_pos1off0;1460.800;1460.8000;2;4.00;0.000000E+000;4.082773E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.082773E-005
direct_peakw0_pos1off0;1460.800;1460.8000;3;6.00;0.000000E+000;4.741023E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.741023E-005
direct_peakw0_pos1off0;1460.800;1460.8000;4;8.00;0.000000E+000;4.158451E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.158451E-005
direct_peakw0_pos1off0;1460.800;1460.8000;5;10.00;0.000000E+000;5.070365E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.070365E-005
direct_peakw0_pos1off0;1460.800;1460.8000;6;12.00;0.000000E+000;4.296988E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.296988E-005
direct_peakw0_pos1off0;1460.800;1460.8000;7;14.00;0.000000E+000;4.101875E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.101875E-005
direct_peakw0_pos1off0;1460.800;1460.8000;8;16.00;0.000000E+000;5.131571E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.131571E-005
direct_peakw0_pos1off0;1460.800;1460.8000;9;18.00;0.000000E+000;4.979999E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.979999E-005
direct_peakw0_pos1off0;1460.800;1460.8000;10;20.00;0.000000E+000;5.287932E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.287932E-005
direct_peakw0_pos1off0;1460.800;1460.8000;11;22.00;0.000000E+000;5.477242E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.477242E-005
direct_peakw0_pos1off0;1460.800;1460.8000;12;24.00;0.000000E+000;6.735093E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;6.735093E-005
direct_peakw0_pos1off0;1460.800;1460.8000;13;26.00;0.000000E+000;5.914788E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.914788E-005
direct_peakw0_pos1off0;1460.800;1460.8000;14;28.00;0.000000E+000;5.495044E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.495044E-005
direct_peakw0_pos1off0;1460.800;1460.8000;15;30.00;0.000000E+000;5.450652E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.450652E-005
direct_peakw0_pos1off0;1460.800;1460.8000;16;32.00;0.000000E+000;4.412192E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.412192E-005
direct_peakw0_pos1off0;1460.800;1460.8000;17;34.00;0.000000E+000;5.476015E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.476015E-005
direct_peakw0_pos1off0;1460.800;1460.8000;18;36.00;0.000000E+000;5.748351E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.748351E-005
direct_peakw0_pos1off0;1460.800;1460.8000;19;38.00;0.000000E+000;5.078294E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.078294E-005
direct_peakw0_pos1off0;1460.800;1460.8000;20;40.00;0.000000E+000;4.910593E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.910593E-005
direct_peakw0_pos1off0;1460.800;1460.8000;21;42.00;0.000000E+000;5.463336E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.463336E-005
direct_peakw0_pos1off0;1460.800;1460.8000;22;44.00;0.000000E+000;5.631443E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.631443E-005
direct_peakw0_pos1off0;1460.800;1460.8000;23;46.00;0.000000E+000;5.245325E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.245325E-005
direct_peakw0_pos1off0;1460.800;1460.8000;24;48.00;0.000000E+000;5.911141E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.911141E-005
direct_peakw0_pos1off0;1460.800;1460.8000;25;50.00;0.000000E+000;4.880673E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.880673E-005
direct_peakw0_pos1off0;1460.800;1460.8000;26;52.00;0.000000E+000;5.174307E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.174307E-005
direct_peakw0_pos1off0;1460.800;1460.8000;27;54.00;0.000000E+000;4.547629E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;4.547629E-005
direct_peakw0_pos1off0;1460.800;1460.8000;28;56.00;0.000000E+000;1.331131E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.331131E-004
direct_peakw0_pos1off0;1460.800;1460.8000;29;58.00;0.000000E+000;1.220110E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;1.220110E-004
direct_peakw0_pos1off0;1460.800;1460.8000;30;60.00;0.000000E+000;5.573197E-005;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.573197E-005
