ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Ba
38,6.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,6.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,6.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,7.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,7.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,7.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,8.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,8.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,8.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,9.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,9.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,9.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,10.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,10.386,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,10.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,11.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,11.385,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,11.717,4.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,12.050,12.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,12.383,23.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,12.716,50.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,13.049,84.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,13.382,132.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,13.715,160.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,14.048,207.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,14.381,240.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,14.714,297.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,15.047,288.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,15.380,317.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,15.713,363.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,16.046,315.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,16.379,384.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,16.712,329.122,322.685,321.941,90.552,49.019,84.798,8.558,6.473,1.183,0.115,0.074,54.683,23.785,3.443
71,17.045,363.898,329.550,328.684,92.442,50.045,86.574,8.738,6.608,1.207,0.117,0.076,55.829,24.284,3.628
72,17.378,378.716,336.440,335.427,94.335,51.072,88.350,8.917,6.744,1.232,0.120,0.077,56.974,24.782,3.836
73,17.711,372.714,343.359,342.170,96.228,52.099,90.126,9.096,6.879,1.257,0.122,0.079,58.119,25.280,4.071
74,18.044,376.682,350.309,348.912,98.123,53.125,91.903,9.276,7.015,1.282,0.124,0.080,59.265,25.778,4.336
75,18.378,360.754,357.298,355.655,100.018,54.152,93.679,9.455,7.151,1.306,0.127,0.082,60.410,26.277,4.639
76,18.711,394.052,364.331,362.398,101.914,55.179,95.455,9.635,7.286,1.331,0.129,0.084,61.556,26.775,4.986
77,19.044,395.830,371.416,369.141,103.810,56.206,97.231,9.814,7.422,1.356,0.132,0.085,62.701,27.273,5.383
78,19.377,387.831,378.561,375.884,105.707,57.233,99.008,9.994,7.557,1.381,0.134,0.087,63.847,27.771,5.841
79,19.710,402.016,385.778,382.627,107.603,58.260,100.784,10.174,7.693,1.405,0.136,0.088,64.992,28.270,6.371
80,20.044,378.093,393.079,389.370,109.500,59.287,102.561,10.353,7.828,1.430,0.139,0.090,66.138,28.768,6.983
81,20.377,376.460,400.479,396.112,111.397,60.314,104.337,10.533,7.964,1.455,0.141,0.091,67.284,29.266,7.695
82,20.710,374.761,407.996,402.855,113.294,61.341,106.114,10.713,8.100,1.480,0.144,0.093,68.429,29.765,8.522
83,21.043,405.317,415.649,409.598,115.191,62.368,107.891,10.893,8.235,1.505,0.146,0.094,69.575,30.263,9.486
84,21.377,406.136,423.464,416.341,117.088,63.395,109.668,11.073,8.371,1.529,0.148,0.096,70.721,30.762,10.610
85,21.710,360.432,431.470,423.084,118.986,64.423,111.446,11.253,8.507,1.554,0.151,0.098,71.867,31.260,11.924
86,22.044,414.732,439.699,429.827,120.884,65.450,113.223,11.434,8.642,1.579,0.153,0.099,73.014,31.759,13.460
87,22.377,409.253,448.191,436.570,122.782,66.478,115.001,11.614,8.778,1.604,0.156,0.101,74.160,32.257,15.259
88,22.710,429.401,456.994,443.313,124.680,67.506,116.779,11.795,8.914,1.629,0.158,0.102,75.307,32.756,17.367
89,23.044,433.553,466.163,450.055,126.579,68.534,118.558,11.976,9.050,1.653,0.160,0.104,76.454,33.255,19.838
90,23.377,408.403,475.761,456.798,128.479,69.562,120.337,12.157,9.185,1.678,0.163,0.105,77.601,33.754,22.737
91,23.711,490.184,485.866,463.541,130.379,70.591,122.117,12.339,9.321,1.703,0.165,0.107,78.749,34.253,26.140
92,24.044,433.816,496.567,470.284,132.280,71.620,123.897,12.521,9.457,1.728,0.168,0.108,79.897,34.753,30.136
93,24.377,455.223,507.971,477.027,134.182,72.650,125.678,12.703,9.593,1.753,0.170,0.110,81.046,35.252,34.831
94,24.711,534.964,520.201,483.770,136.084,73.680,127.461,12.886,9.729,1.777,0.173,0.112,82.195,35.752,40.349
95,25.044,524.113,533.405,490.513,137.989,74.711,129.244,13.070,9.865,1.802,0.175,0.113,83.345,36.252,46.835
96,25.378,555.780,547.755,497.255,139.895,75.743,131.029,13.254,10.001,1.827,0.177,0.115,84.496,36.753,54.462
97,25.712,605.222,563.455,503.998,141.802,76.776,132.816,13.439,10.138,1.852,0.180,0.116,85.648,37.254,63.431
98,26.045,592.334,580.745,510.741,143.712,77.810,134.605,13.625,10.274,1.877,0.182,0.118,86.802,37.756,73.981
99,26.379,638.259,599.906,517.484,145.624,78.845,136.396,13.812,10.411,1.902,0.185,0.119,87.957,38.258,86.394
100,26.712,583.187,621.190,524.227,147.540,79.882,138.190,14.001,10.548,1.927,0.187,0.121,89.114,38.762,100.916
101,27.046,725.704,644.299,530.970,149.459,80.922,139.987,14.191,10.685,1.952,0.189,0.123,90.273,39.266,117.251
102,27.380,727.591,668.147,537.713,151.382,81.963,141.789,14.382,10.823,1.977,0.192,0.124,91.435,39.771,134.306
103,27.713,721.219,692.241,544.456,153.310,83.007,143.594,14.576,10.961,2.002,0.194,0.126,92.599,40.278,151.592
104,28.047,780.442,716.089,551.198,155.243,84.053,145.404,14.771,11.099,2.028,0.197,0.127,93.766,40.785,168.613
105,28.381,729.442,739.192,557.941,157.180,85.102,147.219,14.969,11.237,2.053,0.199,0.129,94.936,41.294,184.870
106,28.714,828.959,761.059,564.684,159.122,86.153,149.038,15.170,11.376,2.078,0.202,0.130,96.110,41.805,199.872
107,29.048,808.257,781.042,571.427,161.069,87.208,150.862,15.374,11.515,2.104,0.204,0.132,97.285,42.316,212.970
108,29.382,771.439,798.562,578.170,163.020,88.264,152.689,15.581,11.655,2.129,0.207,0.134,98.464,42.829,223.588
109,29.715,808.996,813.313,584.913,164.975,89.322,154.520,15.792,11.795,2.155,0.209,0.135,99.645,43.342,231.420
110,30.049,815.809,825.160,591.656,166.934,90.383,156.354,16.008,11.935,2.180,0.212,0.137,100.827,43.857,236.331
111,30.383,811.810,834.148,598.398,168.895,91.444,158.191,16.228,12.075,2.206,0.214,0.139,102.012,44.372,238.370
112,30.717,853.698,840.429,605.141,170.857,92.507,160.029,16.454,12.215,2.232,0.217,0.140,103.197,44.888,237.691
113,31.051,849.737,843.967,611.884,172.822,93.570,161.869,16.686,12.355,2.257,0.219,0.142,104.383,45.403,234.257
114,31.384,847.663,844.987,618.627,174.786,94.634,163.709,16.926,12.496,2.283,0.222,0.144,105.570,45.920,228.296
115,31.718,839.886,843.866,625.370,176.751,95.697,165.548,17.173,12.636,2.309,0.224,0.145,106.757,46.436,220.186
116,32.052,800.513,841.023,632.113,178.714,96.761,167.388,17.430,12.777,2.334,0.227,0.147,107.943,46.952,210.348
117,32.386,867.737,836.892,638.856,180.677,97.823,169.226,17.698,12.917,2.360,0.229,0.149,109.128,47.467,199.216
118,32.720,777.624,831.867,645.599,182.638,98.885,171.062,17.979,13.057,2.386,0.232,0.150,110.312,47.982,187.183
119,33.054,811.661,826.259,652.341,184.597,99.945,172.896,18.274,13.197,2.411,0.234,0.152,111.495,48.497,174.559
120,33.388,802.552,820.370,659.084,186.553,101.004,174.729,18.585,13.337,2.437,0.237,0.153,112.680,49.011,161.643
121,33.722,839.033,814.444,665.827,188.507,102.062,176.558,18.915,13.477,2.462,0.239,0.155,113.860,49.524,148.681
122,34.056,762.069,808.680,672.570,190.458,103.118,178.386,19.268,13.616,2.488,0.241,0.157,115.039,50.036,135.869
123,34.390,783.293,803.232,679.313,192.407,104.173,180.211,19.646,13.755,2.513,0.244,0.158,116.216,50.548,123.356
124,34.724,847.735,798.244,686.056,194.353,105.227,182.034,20.043,13.895,2.539,0.246,0.160,117.428,51.059,111.257
125,35.058,739.550,793.728,692.799,196.296,106.279,183.854,20.450,14.033,2.564,0.249,0.162,118.610,51.570,99.658
126,35.392,743.735,789.774,699.541,198.237,107.330,185.671,20.863,14.172,2.589,0.251,0.164,119.787,52.080,88.627
127,35.726,753.773,782.249,702.097,198.989,107.736,186.374,21.168,14.226,2.599,0.252,0.164,120.246,52.277,78.214
128,36.060,759.995,775.389,704.653,199.738,108.141,187.075,21.472,14.279,2.609,0.253,0.165,120.704,52.473,68.475
129,36.394,733.442,769.323,707.209,200.484,108.546,187.781,21.771,14.333,2.619,0.254,0.166,121.219,52.669,59.478
130,36.728,742.480,763.932,709.765,201.228,108.949,188.479,22.053,14.386,2.628,0.255,0.167,121.688,52.865,51.232
131,37.062,789.666,759.237,712.321,201.970,109.350,189.174,22.309,14.439,2.638,0.256,0.167,122.150,53.059,43.722
132,37.396,764.591,755.237,714.877,202.710,109.750,189.867,22.533,14.492,2.648,0.257,0.168,122.613,53.253,36.943
133,37.730,753.666,751.923,717.433,203.448,110.149,190.560,22.720,14.544,2.657,0.258,0.169,123.077,53.447,30.891
134,38.064,752.595,749.278,719.989,204.184,110.548,191.250,22.865,14.597,2.667,0.259,0.170,123.541,53.640,25.554
135,38.399,718.222,747.280,722.545,204.920,110.945,191.939,22.966,14.649,2.676,0.260,0.171,124.007,53.833,20.910
136,38.733,763.149,745.901,725.101,205.654,111.342,192.627,23.023,14.702,2.686,0.261,0.172,124.474,54.025,16.933
137,39.067,759.708,745.102,727.657,206.387,111.738,193.328,23.035,14.754,2.696,0.262,0.173,124.943,54.217,13.567
138,39.401,719.117,744.799,730.213,207.119,112.134,194.016,23.005,14.806,2.705,0.263,0.173,125.414,54.409,10.750
139,39.736,808.226,744.946,732.769,207.851,112.529,194.704,22.936,14.858,2.715,0.263,0.174,125.888,54.601,8.422
140,40.070,773.747,745.489,735.325,208.583,112.924,195.391,22.834,14.910,2.724,0.264,0.176,126.364,54.792,6.523
141,40.404,810.562,746.378,737.880,209.314,113.319,196.077,22.705,14.962,2.734,0.265,0.177,126.844,54.984,4.994
142,40.738,722.193,747.569,740.436,210.045,113.714,196.764,22.554,15.014,2.743,0.266,0.178,127.327,55.175,3.786
143,41.073,718.861,749.026,742.992,210.776,114.108,197.451,22.388,15.066,2.753,0.267,0.179,127.815,55.366,2.853
144,41.407,841.936,750.696,745.548,211.507,114.502,198.139,22.214,15.118,2.762,0.268,0.180,128.308,55.557,2.137
145,41.741,808.159,752.538,748.104,212.238,114.897,198.826,22.039,15.171,2.772,0.269,0.182,128.806,55.748,1.589
146,42.076,759.197,754.522,750.660,212.970,115.291,199.515,21.867,15.222,2.781,0.270,0.183,129.309,55.938,1.172
147,42.410,791.678,756.624,753.216,213.702,115.685,200.204,21.704,15.274,2.791,0.271,0.185,129.819,56.129,0.857
148,42.745,828.312,758.826,755.772,214.434,116.079,200.893,21.554,15.326,2.800,0.272,0.186,130.337,56.320,0.622
149,43.079,817.608,761.124,758.328,215.168,116.473,201.584,21.419,15.378,2.811,0.273,0.188,130.867,56.511,0.449
150,43.413,854.573,763.492,760.884,215.902,116.868,202.275,21.302,15.430,2.821,0.274,0.190,131.402,56.701,0.324
151,43.748,856.724,765.925,763.440,216.637,117.262,202.967,21.204,15.482,2.830,0.275,0.192,131.946,56.892,0.234
152,44.082,893.689,768.416,765.996,217.373,117.657,203.661,21.126,15.534,2.840,0.275,0.194,132.501,57.083,0.169
153,44.417,879.428,770.994,768.552,218.110,118.051,204.357,21.067,15.586,2.849,0.276,0.197,133.101,57.273,0.122
154,44.751,874.244,773.590,771.108,218.849,118.446,205.054,21.026,15.638,2.859,0.277,0.199,133.685,57.464,0.088
155,45.086,927.208,776.229,773.664,219.589,118.841,205.752,21.002,15.690,2.869,0.278,0.202,134.283,57.655,0.064
156,45.420,859.656,778.911,776.219,220.331,119.237,206.452,20.995,15.742,2.879,0.279,0.205,134.896,57.846,0.046
157,45.755,798.472,781.635,778.775,221.075,119.632,207.155,21.001,15.794,2.888,0.280,0.208,135.528,58.036,0.033
158,46.089,870.955,784.408,781.331,221.822,120.028,207.866,21.020,15.846,2.898,0.281,0.212,136.179,58.229,0.024
159,46.424,836.326,787.212,783.887,222.570,120.424,208.574,21.048,15.898,2.908,0.282,0.216,136.852,58.420,0.017
160,46.759,770.441,790.057,786.443,223.322,120.821,209.284,21.085,15.950,2.918,0.283,0.220,137.548,58.611,0.012
161,47.093,804.665,792.944,788.999,224.076,121.218,209.998,21.129,16.002,2.927,0.284,0.225,138.270,58.802,0.009
162,47.428,748.297,795.891,791.555,224.836,121.615,210.717,21.179,16.054,2.937,0.285,0.230,139.022,59.006,0.006
163,47.763,764.740,798.869,794.111,225.598,122.013,211.438,21.233,16.106,2.947,0.286,0.236,139.805,59.199,0.005
164,48.097,771.336,801.896,796.667,226.364,122.411,212.163,21.292,16.158,2.957,0.287,0.242,140.623,59.391,0.003
165,48.432,711.412,804.975,799.223,227.135,122.810,212.893,21.353,16.210,2.967,0.287,0.249,141.480,59.584,0.002
166,48.767,789.080,808.116,801.779,227.913,123.210,213.628,21.416,16.263,2.977,0.288,0.256,142.379,59.780,0.002
167,49.101,709.564,811.314,804.335,228.695,123.610,214.368,21.481,16.315,2.987,0.289,0.265,143.324,59.974,0.001
168,49.436,766.009,814.580,806.891,229.485,124.012,215.114,21.547,16.367,2.997,0.290,0.274,144.322,60.167,0.001
169,49.771,709.825,817.921,809.447,230.282,124.414,215.867,21.614,16.419,3.008,0.291,0.284,145.376,60.362,0.001
170,50.106,668.827,821.366,812.003,231.091,124.817,216.628,21.681,16.472,3.018,0.292,0.295,146.492,60.577,0.000
171,50.440,701.683,824.879,814.559,231.906,125.221,217.396,21.749,16.524,3.028,0.293,0.308,147.677,60.774,0.000
172,50.775,717.722,828.491,817.114,232.732,125.626,218.173,21.817,16.576,3.039,0.294,0.321,148.938,60.971,0.000
173,51.110,726.982,832.212,819.670,233.570,126.033,218.960,21.886,16.629,3.049,0.295,0.336,150.282,61.168,0.000
174,51.445,722.429,836.053,822.226,234.421,126.441,219.758,21.955,16.681,3.060,0.296,0.353,151.718,61.366,0.000
175,51.780,752.801,840.026,824.782,235.287,126.850,220.568,22.025,16.734,3.071,0.297,0.372,153.255,61.565,0.000
176,52.114,765.509,844.143,827.338,236.167,127.262,221.390,22.094,16.787,3.082,0.298,0.392,154.903,61.765,0.000
177,52.449,747.583,848.418,829.894,237.063,127.675,222.227,22.164,16.839,3.093,0.299,0.415,156.674,61.965,0.000
178,52.784,754.809,852.866,832.450,237.976,128.090,223.080,22.234,16.892,3.104,0.299,0.440,158.581,62.167,0.000
179,53.119,742.701,857.507,835.006,238.908,128.508,223.949,22.305,16.945,3.115,0.300,0.468,160.636,62.369,0.000
180,53.454,922.664,862.358,837.562,239.861,128.928,224.838,22.375,16.998,3.126,0.301,0.499,162.855,62.572,0.000
181,53.789,873.481,867.434,840.118,240.829,129.351,225.747,22.446,17.051,3.138,0.302,0.533,165.255,62.777,0.000
182,54.124,859.855,872.744,842.674,241.802,129.777,226.679,22.517,17.105,3.150,0.303,0.571,167.853,62.983,0.000
183,54.459,850.008,878.310,845.230,242.776,130.207,227.637,22.589,17.158,3.162,0.304,0.613,170.671,63.190,0.000
184,54.794,823.674,884.149,847.786,243.744,130.640,228.622,22.660,17.212,3.174,0.305,0.660,173.729,63.399,0.000
185,55.129,917.234,890.287,850.342,244.704,131.078,229.637,22.733,17.266,3.187,0.306,0.711,177.053,63.609,0.000
186,55.464,919.494,896.751,852.898,245.650,131.520,230.685,22.805,17.320,3.200,0.307,0.769,180.670,63.821,0.000
187,55.799,964.055,903.571,855.453,246.579,131.967,231.771,22.878,17.374,3.213,0.308,0.832,184.609,64.036,0.000
188,56.134,940.946,910.780,858.009,247.486,132.420,232.896,22.952,17.428,3.226,0.309,0.903,188.903,64.252,0.000
189,56.469,939.909,918.416,860.565,248.367,132.879,234.066,23.026,17.483,3.240,0.310,0.982,193.588,64.471,0.000
190,56.804,940.986,926.522,863.121,249.221,133.344,235.285,23.101,17.538,3.255,0.311,1.069,198.704,64.692,0.000
191,57.139,939.731,935.146,865.677,250.044,133.817,236.556,23.176,17.593,3.269,0.312,1.165,204.293,64.916,0.000
192,57.475,991.991,944.346,868.233,250.834,134.298,237.887,23.252,17.648,3.285,0.313,1.273,210.405,65.147,0.000
193,57.810,1039.879,954.173,870.789,251.591,134.788,239.282,23.329,17.704,3.301,0.314,1.391,217.092,65.377,0.000
194,58.145,1082.180,964.699,873.345,252.316,135.288,240.749,23.407,17.761,3.317,0.315,1.521,224.412,65.611,0.000
195,58.480,1111.884,976.002,875.901,253.009,135.798,242.293,23.486,17.817,3.334,0.315,1.664,232.430,65.852,0.000
196,58.815,1065.295,988.170,878.457,253.673,136.321,243.923,23.566,17.875,3.352,0.316,1.821,241.217,66.103,0.000
197,59.150,1067.522,1001.278,881.013,254.309,136.856,245.647,23.647,17.932,3.370,0.317,1.993,250.850,66.351,0.000
198,59.486,1132.524,1015.435,883.569,254.923,137.406,247.475,23.729,17.991,3.390,0.318,2.180,261.415,66.604,0.000
199,59.821,1104.120,1030.743,886.125,255.518,137.972,249.417,23.813,18.050,3.410,0.319,2.370,273.008,66.862,0.000
200,60.156,1191.230,1047.321,888.681,256.099,138.556,251.484,23.899,18.109,3.431,0.320,2.561,285.731,67.127,0.000
201,60.491,1151.307,1065.300,891.237,256.670,139.158,253.689,23.986,18.169,3.454,0.321,2.750,299.700,67.398,0.000
202,60.827,1087.385,1079.536,888.503,255.735,138.968,254.637,23.934,18.123,3.457,0.320,2.932,314.145,67.282,0.000
203,61.162,1213.644,1095.479,885.770,254.800,138.801,255.751,23.883,18.077,3.463,0.320,3.104,330.103,67.173,0.000
204,61.497,1155.425,1113.303,883.037,253.872,138.659,257.047,23.835,18.033,3.469,0.319,3.265,347.728,67.072,0.000
205,61.833,1230.988,1133.201,880.303,252.954,138.545,258.544,23.790,17.989,3.478,0.318,3.410,367.189,66.981,0.000
206,62.168,1298.095,1155.385,877.570,252.051,138.462,260.261,23.747,17.947,3.488,0.317,3.537,388.672,66.899,0.000
207,62.503,1273.954,1180.088,874.837,251.168,138.412,262.221,23.707,17.906,3.499,0.316,3.643,412.384,66.829,0.000
208,62.839,1295.544,1207.566,872.103,250.307,138.400,264.447,23.670,17.866,3.513,0.315,3.725,438.549,66.770,0.000
209,63.174,1262.288,1238.102,869.370,249.473,138.429,266.965,23.638,17.827,3.529,0.314,3.782,467.417,66.724,0.000
210,63.510,1277.438,1272.007,866.637,248.667,138.503,269.805,23.609,17.790,3.548,0.314,3.812,499.262,66.693,0.000
211,63.845,1329.255,1309.622,863.904,247.892,138.627,272.999,23.585,17.755,3.569,0.313,3.814,534.388,66.677,0.000
212,64.181,1304.069,1351.326,861.170,247.149,138.806,276.582,23.565,17.722,3.593,0.312,3.789,573.125,66.677,0.000
213,64.516,1308.334,1397.532,858.437,246.441,139.046,280.593,23.551,17.691,3.620,0.311,3.737,615.842,66.696,0.000
214,64.852,1359.189,1448.700,855.704,245.769,139.352,285.073,23.543,17.662,3.651,0.311,3.659,662.942,66.734,0.000
215,65.187,1438.334,1505.294,852.970,245.133,139.730,290.070,23.542,17.636,3.686,0.310,3.556,714.832,66.795,0.000
216,65.523,1391.340,1567.631,850.237,244.536,140.186,295.635,23.547,17.613,3.724,0.309,3.431,771.767,66.879,0.000
217,65.858,1539.453,1636.178,847.504,243.977,140.726,301.825,23.560,17.593,3.768,0.308,3.286,834.144,66.988,0.000
218,66.194,1623.600,1711.500,844.771,243.460,141.356,308.701,23.580,17.576,3.816,0.308,3.125,902.450,67.126,0.000
219,66.529,1533.270,1794.221,842.037,242.984,142.086,316.331,23.608,17.563,3.870,0.307,2.949,977.225,67.295,0.000
220,66.865,1583.868,1885.032,839.304,242.552,142.924,324.791,23.646,17.554,3.929,0.307,2.764,1059.066,67.496,0.000
