ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.005,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.014,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,0.039,0.000,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,0.106,0.000,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,0.274,0.000,0.000,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,0.677,0.000,0.000,0.000,0.000,0.677,0.000,0.000,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,1.597,0.000,0.000,0.000,0.000,1.597,0.000,0.000,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,3.591,0.000,0.000,0.000,0.000,3.591,0.000,0.000,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,7.708,0.000,0.000,0.000,0.000,7.708,0.000,0.000,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,15.789,0.000,0.000,0.000,0.000,15.789,0.000,0.000,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,30.879,0.000,0.000,0.000,0.000,30.879,0.000,0.000,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,57.683,0.000,0.000,0.000,0.000,57.683,0.000,0.000,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,102.972,0.000,0.000,0.000,0.000,102.972,0.000,0.000,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,175.764,0.000,0.000,0.000,0.000,175.764,0.000,0.000,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,287.074,0.000,0.000,0.000,0.000,287.074,0.000,0.000,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,449.047,0.000,0.000,0.000,0.000,449.047,0.000,0.000,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,673.412,0.000,0.000,0.000,0.000,673.412,0.000,0.000,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,969.410,0.000,0.000,0.000,0.000,969.410,0.000,0.000,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,1341.574,0.000,0.000,0.000,0.000,1341.574,0.000,0.000,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,1787.901,0.000,0.000,0.000,0.000,1787.901,0.000,0.000,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,2298.970,0.000,0.000,0.000,0.000,2298.970,0.000,0.000,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,2858.297,0.000,0.000,0.000,0.000,2858.297,0.000,0.000,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,3443.916,0.000,0.000,0.000,0.000,3443.916,0.000,0.000,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,4030.756,0.000,0.000,0.000,0.000,4030.756,0.000,0.000,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,4593.256,0.000,0.000,0.000,0.000,4593.256,0.000,0.000,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,5107.672,0.000,0.000,0.000,0.000,5107.672,0.000,0.000,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,5553.826,0.000,0.000,0.000,0.000,5553.826,0.000,0.000,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,5916.281,0.000,0.000,0.000,0.000,5916.281,0.000,0.000,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6185.103,0.000,0.000,0.000,0.000,6185.103,0.000,0.000,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6356.331,0.000,0.000,0.000,0.000,6356.331,0.000,0.000,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6432.095,0.000,0.000,0.000,0.000,6432.095,0.000,0.000,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,6420.244,0.000,0.001,0.000,0.000,6420.243,0.000,0.000,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,6333.357,0.000,0.002,0.000,0.000,6333.355,0.000,0.000,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,6187.183,0.000,0.005,0.000,0.000,6187.178,0.000,0.000,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,5998.766,0.000,0.012,0.000,0.000,5998.754,0.000,0.000,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,5784.624,0.000,0.028,0.000,0.000,5784.596,0.000,0.000,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,5559.311,0.000,0.062,0.000,0.000,5559.249,0.000,0.000,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,5334.551,0.000,0.133,0.000,0.000,5334.418,0.000,0.000,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,5118.930,0.000,0.281,0.000,0.000,5118.648,0.000,0.000,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,4918.016,0.000,0.576,0.000,0.000,4917.440,0.000,0.000,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,4734.760,0.000,1.145,0.000,0.000,4733.616,0.000,0.000,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4570.024,0.000,2.210,0.000,0.000,4567.814,0.000,0.000,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4423.150,0.000,4.143,0.000,0.000,4419.007,0.000,0.000,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4292.533,0.000,7.540,0.000,0.000,4284.993,0.000,0.000,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4176.140,0.000,13.333,0.000,0.000,4162.806,0.000,0.000,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,4071.943,0.000,22.922,0.000,0.000,4049.021,0.000,0.000,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,3978.244,0.000,38.346,0.000,0.000,3939.898,0.000,0.000,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,3893.850,0.000,62.472,0.000,0.000,3831.378,0.000,0.000,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,3963.718,145.587,151.894,36.076,30.397,3724.910,2.367,0.387,0.058,0.024,16.146,1.459
128,34.353,1352.872,1352.872,4042.130,291.174,258.879,72.173,60.813,3609.371,4.735,0.773,0.115,0.048,32.302,2.919
129,34.738,1740.499,1740.499,4129.320,436.761,389.342,108.290,91.245,3479.083,7.104,1.161,0.173,0.072,48.467,4.380
130,35.122,1706.873,1706.873,4225.713,582.348,549.595,144.428,121.694,3328.160,9.475,1.548,0.230,0.096,64.641,5.842
131,35.507,1934.788,1934.788,4331.759,727.934,745.217,180.585,152.160,3151.473,11.847,1.935,0.288,0.120,80.824,7.304
132,35.892,2416.148,2416.148,4447.778,873.521,979.347,216.762,182.643,2946.203,14.221,2.323,0.346,0.144,97.016,8.768
133,36.276,2534.454,2534.454,4573.857,1019.108,1250.839,252.959,213.142,2713.585,16.595,2.711,0.403,0.168,113.216,10.232
134,36.661,3005.093,3005.093,4709.786,1164.695,1553.147,289.174,243.657,2459.954,18.971,3.099,0.461,0.193,129.425,11.697
135,37.045,3264.332,3264.332,4855.048,1310.282,1874.835,325.410,274.189,2196.228,21.349,3.487,0.519,0.218,145.643,13.162
136,37.430,3502.437,3502.437,5008.837,1455.869,2201.869,361.665,304.737,1935.636,23.727,3.876,0.576,0.243,161.870,14.629
137,37.814,3619.769,3619.769,5170.109,1601.456,2520.756,397.940,335.302,1690.625,26.107,4.265,0.634,0.269,178.105,16.096
138,38.198,3743.749,3743.749,5337.650,1747.043,2821.115,434.235,365.884,1470.361,28.488,4.654,0.692,0.296,194.350,17.564
139,38.583,3821.573,3821.573,5510.139,1892.630,3096.764,470.551,396.484,1279.703,30.871,5.043,0.750,0.325,210.604,19.033
140,38.967,3818.557,3818.557,5686.215,2038.217,3345.391,506.888,427.102,1119.602,33.254,5.432,0.808,0.355,226.867,20.503
141,39.351,4057.047,4057.047,5864.518,2183.803,3567.451,543.247,457.737,988.241,35.640,5.822,0.866,0.388,243.140,21.973
142,39.736,3952.096,3952.096,6043.721,2329.390,3764.956,579.627,488.391,882.278,38.027,6.212,0.924,0.424,259.423,23.445
143,40.120,3799.846,3799.846,6222.534,2474.977,3940.518,616.030,519.064,797.812,40.415,6.602,0.982,0.464,275.716,24.917
144,40.504,3551.352,3551.352,6399.708,2620.564,4096.748,652.456,549.755,730.977,42.804,6.992,1.040,0.510,292.019,26.390
145,40.888,3630.415,3630.415,6574.027,2766.151,4235.948,688.904,580.466,678.254,45.196,7.383,1.098,0.564,308.332,27.865
146,41.272,3310.747,3310.747,6744.311,2911.738,4360.003,725.377,611.196,636.576,47.588,7.774,1.156,0.627,324.656,29.340
147,41.656,3142.010,3142.010,6909.440,3057.325,4470.403,761.874,641.945,603.327,49.982,8.165,1.214,0.703,340.990,30.816
148,42.040,2946.720,2946.720,7068.383,3202.912,4568.319,798.398,672.714,576.301,52.378,8.556,1.273,0.795,357.336,32.293
149,42.424,3332.288,3332.288,7220.265,3348.499,4654.721,834.949,703.502,553.648,54.775,8.948,1.331,0.905,373.694,33.771
150,42.808,2795.902,2795.902,7364.426,3494.086,4730.480,871.532,734.309,533.827,57.174,9.339,1.389,1.037,390.066,35.250
151,43.192,2942.995,2942.995,7500.496,3639.672,4796.471,908.154,765.135,515.583,59.574,9.732,1.447,1.195,406.454,36.729
152,43.575,3026.753,3026.753,7628.458,3785.259,4853.644,944.824,795.982,497.928,61.975,10.124,1.506,1.381,422.861,38.210
153,43.959,3083.368,3083.368,7748.688,3930.846,4903.066,981.559,826.849,480.146,64.378,10.516,1.564,1.598,439.296,39.691
154,44.343,3140.461,3140.461,7861.965,4076.433,4945.928,1018.386,857.738,461.785,66.782,10.909,1.623,1.846,455.769,41.173
155,44.727,3318.973,3318.973,7969.458,4222.020,4983.531,1055.346,888.654,442.652,69.187,11.302,1.681,2.126,472.296,42.656
156,45.110,3728.918,3728.918,8072.667,4367.607,5017.238,1092.499,919.602,422.792,71.594,11.695,1.740,2.437,488.903,44.140
157,45.494,3680.176,3680.176,8173.347,4513.194,5048.419,1129.935,950.592,402.453,74.001,12.088,1.798,2.777,505.629,45.624
158,45.878,3947.133,3947.133,8273.404,4658.781,5078.384,1167.781,981.641,382.037,76.410,12.482,1.857,3.143,522.529,47.109
159,46.261,4450.820,4450.820,8374.785,4804.368,5108.299,1206.215,1012.775,362.046,78.820,12.875,1.915,3.531,539.683,48.595
160,46.645,4490.548,4490.548,8479.371,4949.955,5139.120,1245.478,1044.031,343.020,81.231,13.269,1.974,3.935,557.200,50.082
161,47.028,5143.988,5143.988,8588.882,5095.541,5171.513,1285.888,1075.467,325.494,83.643,13.663,2.032,4.353,575.228,51.569
162,47.412,5496.743,5496.743,8704.801,5241.128,5205.797,1327.857,1107.164,309.948,86.057,14.057,2.091,4.778,593.963,53.056
163,47.795,5880.886,5880.886,8828.330,5386.715,5241.895,1371.896,1139.238,296.785,88.472,14.452,2.150,5.207,613.657,54.545
164,48.178,6192.559,6192.559,8960.372,5532.302,5279.321,1418.620,1171.844,286.315,90.888,14.846,2.208,5.634,634.626,56.034
165,48.562,6437.436,6437.436,9101.544,5677.889,5317.183,1468.735,1205.190,278.747,93.307,15.241,2.267,6.054,657.259,57.524
166,48.945,7298.560,7298.560,9252.208,5823.476,5354.240,1523.011,1239.541,274.195,95.728,15.636,2.326,6.464,682.013,59.014
167,49.328,7741.641,7741.641,9412.520,5969.063,5388.986,1582.232,1275.224,272.682,98.153,16.031,2.384,6.860,709.421,60.506
168,49.711,7851.541,7851.541,9582.484,6114.650,5419.783,1647.121,1312.628,274.146,100.583,16.427,2.443,7.240,740.074,61.998
169,50.094,8457.990,8457.990,9761.998,6260.237,5445.016,1718.253,1352.188,278.450,103.020,16.822,2.502,7.601,774.611,63.491
170,50.478,8715.738,8715.738,9950.900,6405.824,5463.269,1795.952,1394.372,285.386,105.465,17.218,2.561,7.947,813.697,64.985
171,50.861,9332.608,9332.608,10148.981,6551.410,5473.483,1880.209,1439.647,294.685,107.924,17.614,2.620,8.283,857.988,66.480
172,51.244,9926.805,9926.805,10356.002,6696.997,5475.088,1970.617,1488.443,306.020,110.398,18.011,2.679,8.618,908.100,67.977
173,51.627,10303.127,10303.127,10571.675,6842.584,5468.071,2066.357,1541.117,319.024,112.895,18.408,2.738,8.966,964.570,69.474
174,52.010,10743.895,10743.895,10795.647,6988.171,5452.980,2166.235,1597.916,333.300,115.421,18.806,2.797,9.348,1027.815,70.973
175,52.393,11299.714,11299.714,11027.471,7133.758,5430.847,2268.766,1658.952,348.442,117.984,19.204,2.856,9.788,1098.101,72.473
176,52.776,11436.225,11436.225,11266.585,7279.345,5403.072,2372.298,1724.188,364.054,120.593,19.604,2.915,10.314,1175.511,73.974
177,53.159,11932.590,11932.590,11512.296,7424.932,5371.265,2475.150,1793.437,379.766,123.259,20.004,2.974,10.961,1259.937,75.477
178,53.541,12568.731,12568.731,11763.784,7570.519,5337.100,2575.735,1866.376,395.253,125.996,20.406,3.034,11.762,1351.074,76.982
179,53.924,12740.275,12740.275,12020.119,7716.106,5302.182,2672.667,1942.561,410.240,128.817,20.810,3.093,12.754,1448.438,78.488
180,54.307,12955.323,12955.323,12280.298,7861.692,5267.955,2764.831,2021.455,424.516,131.737,21.217,3.153,13.972,1551.395,79.996
181,54.690,13469.191,13469.191,12543.304,8007.279,5235.653,2851.420,2102.451,437.927,134.773,21.627,3.212,15.450,1659.211,81.506
182,55.072,13892.829,13892.829,12808.165,8152.866,5206.277,2931.938,2184.898,450.378,137.941,22.042,3.272,17.218,1771.108,83.018
183,55.455,14537.975,14537.975,13074.031,8298.453,5180.600,3006.184,2268.127,461.825,141.259,22.463,3.331,19.299,1886.331,84.533
184,55.838,14705.541,14705.541,13340.245,8444.040,5159.194,3074.217,2351.473,472.270,144.744,22.893,3.391,21.709,2004.224,86.050
185,56.220,14612.969,14612.969,13606.413,8589.627,5142.447,3136.313,2434.296,481.752,148.410,23.333,3.451,24.454,2124.304,87.571
186,56.603,15237.036,15237.036,13872.471,8735.214,5130.600,3192.917,2516.004,490.338,152.270,23.788,3.511,27.525,2246.340,89.096
187,56.985,15844.496,15844.496,14138.744,8880.801,5123.764,3244.596,2596.069,498.116,156.334,24.260,3.570,30.897,2370.427,90.627
188,57.368,15949.013,15949.013,14406.012,9026.388,5121.941,3291.991,2674.045,505.190,160.608,24.755,3.630,34.531,2497.071,92.165
189,57.750,16648.771,16648.771,14675.572,9171.975,5125.045,3335.781,2749.587,511.667,165.091,25.279,3.691,38.363,2627.269,93.712
190,58.132,16327.654,16327.654,15001.674,9369.910,5151.567,3389.807,2833.571,519.651,170.642,25.980,3.772,42.323,2768.465,95.808
191,58.515,17093.359,17093.359,15334.570,9567.846,5182.625,3441.565,2914.782,527.258,176.382,26.725,3.853,46.302,2917.067,97.921
192,58.897,17809.720,17809.720,15677.683,9765.782,5217.941,3491.665,2993.251,534.587,182.288,27.521,3.935,50.185,3076.161,100.059
193,59.279,18337.189,18337.189,16035.412,9963.718,5257.202,3540.659,3069.154,541.732,188.331,28.379,4.016,53.843,3249.774,102.230
194,59.662,18401.833,18401.833,16413.299,10161.654,5300.075,3589.040,3142.824,548.774,194.474,29.309,4.098,57.141,3443.026,104.444
195,60.044,19061.670,19061.670,16818.218,10359.590,5346.221,3637.241,3214.762,555.786,200.676,30.321,4.180,59.945,3662.277,106.716
196,60.426,19463.773,19463.773,17258.556,10557.526,5395.314,3685.639,3285.638,562.828,206.889,31.425,4.262,62.129,3915.273,109.065
197,60.808,20064.542,20064.542,17744.382,10755.461,5447.049,3734.572,3356.304,569.953,213.067,32.631,4.344,63.587,4211.269,111.510
198,61.190,20286.434,20286.434,18287.562,10953.397,5501.159,3784.341,3427.798,577.205,219.164,33.945,4.426,64.236,4561.108,114.081
199,61.572,21173.784,21173.784,18901.804,11151.333,5557.424,3835.230,3501.348,584.620,225.138,35.374,4.509,64.027,4977.225,116.809
200,61.954,21587.872,21587.872,19602.591,11349.269,5615.668,3887.509,3578.375,592.229,230.953,36.922,4.592,62.951,5473.560,119.732
201,62.336,22886.481,22886.481,20406.978,11547.205,5675.770,3941.445,3660.494,600.056,236.582,38.588,4.675,61.033,6065.340,122.893
202,62.718,23549.834,23549.834,21333.221,11745.141,5737.653,3997.306,3749.513,608.123,242.008,40.370,4.758,58.341,6768.705,126.341
203,63.100,24534.242,24534.242,22400.205,11943.077,5801.283,4055.360,3847.422,616.445,247.224,42.261,4.842,54.973,7600.161,130.129
204,63.482,25568.764,25568.764,23626.683,12141.012,5866.661,4115.870,3956.376,625.035,252.236,44.252,4.927,51.057,8575.850,134.315
205,63.864,26729.606,26729.606,25030.306,12338.948,5933.816,4179.088,4078.673,633.899,257.056,46.329,5.011,46.737,9710.634,138.956
206,64.246,28017.618,28017.618,26626.468,12536.884,6002.794,4245.240,4216.709,643.039,261.708,48.478,5.097,42.164,11017.018,144.113
207,64.627,29195.839,29195.839,28427.022,12734.820,6073.651,4314.514,4372.926,652.453,266.219,50.682,5.183,37.492,12503.952,149.840
