ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
57,11.459,23.373,97.496,23.627,79.895,4.090,3.440,0.795,0.267,0.044,0.006,6.297,1.916,0.742
58,11.796,50.412,101.320,27.565,80.782,4.773,4.014,0.927,0.312,0.051,0.008,7.348,2.235,0.866
59,12.133,84.230,105.346,31.503,81.867,5.455,4.588,1.060,0.357,0.058,0.009,8.398,2.555,0.993
60,12.470,132.234,109.386,35.441,82.961,6.138,5.163,1.194,0.401,0.066,0.010,9.450,2.875,1.124
61,12.807,160.759,113.329,39.378,83.952,6.821,5.737,1.327,0.446,0.073,0.011,10.501,3.195,1.259
62,13.144,207.691,117.210,43.316,84.876,7.504,6.312,1.461,0.491,0.080,0.012,11.553,3.515,1.399
63,13.481,240.807,121.123,47.254,85.825,8.188,6.887,1.596,0.535,0.088,0.013,12.605,3.835,1.544
64,13.818,297.330,125.204,51.192,86.933,8.872,7.462,1.731,0.580,0.095,0.014,13.658,4.155,1.696
65,14.155,288.630,129.390,55.130,88.137,9.555,8.037,1.867,0.625,0.102,0.015,14.710,4.475,1.856
66,14.492,317.745,133.526,59.068,89.280,10.239,8.612,2.003,0.669,0.110,0.016,15.763,4.796,2.024
67,14.830,363.376,137.574,63.005,90.324,10.924,9.188,2.141,0.714,0.117,0.017,16.817,5.116,2.204
68,15.167,315.749,141.581,66.943,91.312,11.608,9.763,2.279,0.759,0.124,0.018,17.871,5.437,2.396
69,15.504,384.897,145.657,70.881,92.351,12.293,10.339,2.419,0.804,0.132,0.019,18.925,5.758,2.603
70,15.841,329.122,149.864,74.819,93.503,12.978,10.915,2.561,0.848,0.139,0.021,19.979,6.078,2.827
71,16.178,363.898,154.084,78.757,94.644,13.663,11.492,2.704,0.893,0.146,0.022,21.034,6.399,3.072
72,16.516,378.716,158.245,82.695,95.699,14.348,12.068,2.849,0.938,0.154,0.023,22.089,6.720,3.342
73,16.853,372.714,162.376,86.632,96.693,15.034,12.645,2.996,0.983,0.161,0.024,23.144,7.041,3.639
74,17.190,376.682,166.535,90.570,97.677,15.719,13.221,3.147,1.028,0.168,0.025,24.200,7.362,3.971
75,17.528,360.754,170.835,94.508,98.759,16.405,13.798,3.301,1.072,0.176,0.026,25.256,7.684,4.342
76,17.865,394.052,175.237,98.446,99.894,17.092,14.375,3.459,1.117,0.183,0.027,26.312,8.005,4.757
77,18.202,395.830,179.640,102.384,100.976,17.778,14.953,3.623,1.162,0.191,0.028,27.369,8.327,5.219
78,18.540,387.831,184.035,106.322,101.991,18.465,15.530,3.792,1.207,0.198,0.029,28.426,8.648,5.733
79,18.877,402.016,188.470,110.259,102.979,19.152,16.108,3.969,1.252,0.205,0.030,29.483,8.970,6.308
80,19.215,378.093,193.019,114.197,104.002,19.839,16.686,4.154,1.297,0.213,0.031,30.541,9.292,6.950
81,19.552,376.460,197.752,118.135,105.119,20.526,17.264,4.349,1.342,0.220,0.032,31.599,9.614,7.672
82,19.890,374.761,202.564,122.073,106.212,21.214,17.842,4.557,1.387,0.227,0.034,32.658,9.936,8.483
83,20.227,405.317,207.409,126.011,107.218,21.902,18.421,4.781,1.432,0.235,0.035,33.717,10.258,9.397
84,20.565,406.136,212.321,129.949,108.149,22.590,19.000,5.023,1.477,0.242,0.036,34.776,10.580,10.433
85,20.902,360.432,217.377,133.886,109.056,23.278,19.579,5.289,1.522,0.250,0.037,35.836,10.903,11.613
86,21.240,414.732,222.685,137.824,110.014,23.967,20.158,5.584,1.567,0.257,0.038,36.896,11.225,12.963
87,21.578,409.253,228.270,141.762,111.011,24.656,20.737,5.915,1.612,0.264,0.039,37.957,11.548,14.514
88,21.915,429.401,234.047,145.700,111.919,25.345,21.317,6.292,1.657,0.272,0.040,39.018,11.871,16.299
89,22.253,433.553,240.048,149.638,112.715,26.035,21.897,6.729,1.702,0.279,0.041,40.080,12.194,18.358
90,22.590,408.403,246.355,153.576,113.415,26.725,22.478,7.245,1.747,0.286,0.042,41.143,12.517,20.739
91,22.928,490.184,253.081,157.513,114.049,27.416,23.058,7.866,1.792,0.294,0.043,42.206,12.840,23.497
92,23.266,433.816,260.378,161.451,114.669,28.107,23.639,8.629,1.837,0.301,0.044,43.270,13.164,26.700
93,23.604,455.223,268.234,165.389,115.182,28.798,24.221,9.547,1.882,0.309,0.045,44.335,13.487,30.407
94,23.941,534.964,276.661,169.327,115.508,29.491,24.803,10.642,1.928,0.316,0.047,45.402,13.811,34.694
95,24.279,524.113,285.765,173.265,115.622,30.184,25.386,11.954,1.973,0.323,0.048,46.468,14.136,39.653
96,24.617,555.780,295.701,177.203,115.512,30.877,25.969,13.537,2.018,0.331,0.049,47.535,14.460,45.392
97,24.955,605.222,306.669,181.140,115.171,31.572,26.553,15.469,2.064,0.338,0.050,48.604,14.785,52.041
98,25.293,592.334,318.868,185.078,114.563,32.268,27.138,17.839,2.109,0.346,0.051,49.675,15.110,59.747
99,25.630,638.259,332.342,189.016,113.549,32.965,27.724,20.691,2.154,0.353,0.052,50.746,15.436,68.649
100,25.968,583.187,347.286,192.954,112.054,33.663,28.310,24.104,2.200,0.361,0.053,51.820,15.762,78.937
101,26.306,725.704,363.961,196.892,110.015,34.364,28.899,28.172,2.246,0.368,0.054,52.895,16.089,90.836
102,26.644,727.591,382.693,200.830,107.395,35.067,29.489,32.993,2.291,0.376,0.055,53.973,16.416,104.614
103,26.982,721.219,403.874,204.768,104.187,35.772,30.081,38.652,2.337,0.383,0.056,55.053,16.744,120.585
104,27.320,780.442,427.822,208.705,100.400,36.481,30.675,45.135,2.383,0.391,0.058,56.136,17.073,139.066
105,27.658,729.442,454.797,212.643,96.130,37.194,31.273,52.271,2.429,0.398,0.059,57.223,17.403,160.391
106,27.996,828.959,485.293,216.581,91.627,37.911,31.874,59.855,2.476,0.406,0.060,58.313,17.734,185.012
107,28.334,808.257,519.895,220.519,87.179,38.632,32.477,67.646,2.522,0.413,0.061,59.408,18.066,213.463
108,28.672,771.439,559.292,224.457,83.088,39.358,33.084,75.413,2.569,0.421,0.062,60.508,18.400,246.361
109,29.010,808.996,603.682,228.395,79.630,40.092,33.698,82.923,2.616,0.429,0.063,61.616,18.736,283.850
110,29.348,815.809,650.601,232.332,76.990,40.830,34.315,89.858,2.663,0.437,0.064,62.730,19.073,323.612
111,29.686,811.810,698.037,236.270,75.269,41.574,34.935,96.029,2.711,0.444,0.065,63.851,19.413,363.714
112,30.024,853.698,744.762,240.208,74.500,42.324,35.561,101.403,2.759,0.452,0.067,64.981,19.755,402.929
113,30.363,849.737,789.492,244.146,74.630,43.084,36.197,106.040,2.807,0.460,0.068,66.120,20.100,439.952
114,30.701,847.663,830.944,248.084,75.484,43.849,36.835,110.146,2.856,0.468,0.069,67.267,20.447,473.489
115,31.039,839.886,870.501,254.694,77.597,45.090,37.873,113.863,2.936,0.481,0.071,69.147,21.017,502.391
116,31.377,800.513,904.187,261.304,80.165,46.340,38.917,116.943,3.016,0.494,0.073,71.038,21.589,525.574
117,31.715,867.737,931.183,267.914,83.112,47.602,39.973,119.348,3.097,0.508,0.075,72.940,22.165,542.327
118,32.054,777.624,951.075,274.524,86.372,48.867,41.029,121.097,3.178,0.521,0.077,74.849,22.743,552.304
119,32.392,811.661,963.896,281.134,89.909,50.140,42.091,122.185,3.259,0.534,0.079,76.767,23.323,555.567
120,32.730,802.552,969.932,287.744,93.697,51.419,43.158,122.604,3.341,0.548,0.081,78.693,23.905,552.445
121,33.069,839.033,969.272,294.355,97.711,52.707,44.233,122.263,3.423,0.561,0.083,80.628,24.488,543.131
122,33.407,762.069,962.063,300.965,101.923,53.995,45.307,121.093,3.505,0.575,0.085,82.566,25.073,527.895
123,33.745,783.293,949.165,307.575,106.313,55.287,46.384,119.105,3.587,0.588,0.087,84.510,25.659,507.599
124,34.084,847.735,931.610,314.185,110.853,56.583,47.463,116.357,3.670,0.602,0.089,86.469,26.245,483.230
125,34.422,739.550,910.502,320.795,115.516,57.883,48.545,112.951,3.752,0.615,0.090,88.448,26.832,455.820
126,34.760,743.735,886.843,327.405,120.264,59.177,49.623,108.983,3.835,0.629,0.092,90.405,27.419,426.364
127,35.099,753.773,861.548,334.015,125.057,60.470,50.700,104.481,3.917,0.642,0.094,92.364,28.005,395.764
128,35.437,759.995,835.464,340.625,129.842,61.763,51.794,99.516,3.999,0.656,0.096,94.355,28.591,364.797
129,35.776,733.442,809.300,347.235,134.578,63.053,52.891,94.242,4.081,0.669,0.098,96.360,29.176,334.094
130,36.114,742.480,783.598,353.846,139.233,64.335,53.960,88.836,4.163,0.683,0.100,98.332,29.760,304.137
131,36.453,789.666,758.853,360.456,143.768,65.611,55.026,83.426,4.245,0.696,0.102,100.308,30.344,275.269
132,36.791,764.591,735.345,367.066,148.169,66.881,56.087,78.077,4.326,0.709,0.104,102.286,30.926,247.717
133,37.130,753.666,713.238,373.676,152.427,68.147,57.146,72.819,4.408,0.723,0.106,104.270,31.508,221.621
134,37.468,752.595,692.656,380.286,156.538,69.406,58.200,67.716,4.489,0.736,0.108,106.259,32.088,197.051
135,37.807,718.222,673.701,386.896,160.505,70.660,59.249,62.829,4.570,0.749,0.110,108.253,32.668,174.043
136,38.146,763.149,656.456,393.506,164.340,71.908,60.294,58.209,4.650,0.763,0.112,110.254,33.246,152.614
137,38.484,759.708,640.982,400.116,168.014,73.153,61.362,53.903,4.731,0.776,0.114,112.264,33.824,132.773
138,38.823,719.117,627.278,406.726,171.464,74.396,62.413,49.995,4.812,0.789,0.116,114.283,34.401,114.541
139,39.162,808.226,615.426,413.337,174.668,75.639,63.453,46.493,4.892,0.802,0.118,116.314,34.976,98.000
140,39.500,773.747,605.415,419.947,177.659,76.883,64.493,43.373,4.972,0.815,0.120,118.357,35.551,83.119
141,39.839,810.562,597.161,426.557,180.481,78.130,65.535,40.602,5.053,0.829,0.122,120.417,36.126,69.793
142,40.178,722.193,590.628,433.167,183.183,79.379,66.579,38.158,5.133,0.842,0.124,122.494,36.700,57.962
143,40.517,718.861,585.750,439.777,185.769,80.633,67.624,36.016,5.213,0.855,0.126,124.591,37.273,47.574
144,40.855,841.936,582.427,446.387,188.217,81.892,68.673,34.150,5.293,0.868,0.128,126.712,37.846,38.571
145,41.194,808.159,580.584,452.997,190.547,83.159,69.727,32.532,5.373,0.881,0.130,128.859,38.419,30.877
146,41.533,759.197,580.145,459.607,192.799,84.435,70.786,31.136,5.454,0.894,0.131,131.035,38.991,24.402
147,41.872,791.678,581.014,466.217,195.005,85.719,71.850,29.939,5.534,0.907,0.133,133.245,39.563,19.033
148,42.211,828.312,583.088,472.828,197.196,87.015,72.921,28.920,5.614,0.921,0.135,135.492,40.135,14.650
149,42.549,817.608,586.193,479.438,199.338,88.325,74.001,28.056,5.695,0.935,0.137,137.783,40.708,11.126
150,42.888,854.573,590.169,486.048,201.413,89.648,75.088,27.325,5.776,0.948,0.139,140.121,41.280,8.338
151,43.227,856.724,594.910,492.658,203.432,90.988,76.186,26.714,5.857,0.962,0.141,142.512,41.852,6.170
152,43.566,893.689,600.338,499.268,205.413,92.346,77.295,26.211,5.938,0.975,0.143,144.963,42.425,4.529
153,43.905,879.428,606.393,505.878,207.379,93.725,78.417,25.805,6.019,0.988,0.145,147.492,42.999,3.321
154,44.244,874.244,612.980,512.488,209.333,95.127,79.552,25.484,6.100,1.002,0.147,150.119,43.573,2.434
155,44.583,927.208,619.884,519.098,211.208,96.555,80.703,25.232,6.182,1.015,0.149,152.799,44.147,1.781
156,44.922,859.656,627.063,525.708,212.988,98.010,81.869,25.036,6.264,1.029,0.151,155.574,44.722,1.302
157,45.261,798.472,634.477,532.319,214.672,99.495,83.056,24.888,6.346,1.042,0.153,158.453,45.298,0.951
158,45.600,870.955,642.112,538.929,216.268,101.013,84.263,24.782,6.429,1.056,0.155,161.448,45.874,0.693
159,45.939,836.326,649.966,545.539,217.793,102.567,85.488,24.714,6.512,1.070,0.156,164.574,46.451,0.505
160,46.278,770.441,658.010,552.149,219.223,104.158,86.734,24.673,6.596,1.084,0.158,167.846,47.029,0.368
161,46.617,804.665,666.192,558.759,220.504,105.789,88.005,24.648,6.680,1.098,0.160,171.279,47.614,0.268
162,46.957,748.297,674.511,565.369,221.635,107.463,89.300,24.634,6.764,1.112,0.162,174.893,48.199,0.196
163,47.296,764.740,682.979,571.979,222.623,109.180,90.618,24.626,6.849,1.126,0.164,178.709,48.781,0.143
164,47.635,771.336,691.635,578.589,223.482,110.943,91.962,24.623,6.934,1.140,0.166,182.750,49.365,0.104
165,47.974,711.412,700.518,585.199,224.224,112.753,93.334,24.622,7.020,1.154,0.168,187.042,49.949,0.076
166,48.313,789.080,709.627,591.810,224.829,114.613,94.733,24.620,7.106,1.168,0.170,191.615,50.536,0.055
167,48.652,709.564,718.977,598.420,225.283,116.524,96.159,24.610,7.192,1.183,0.172,196.501,51.124,0.040
168,48.992,766.009,728.618,605.030,225.601,118.486,97.613,24.593,7.279,1.197,0.174,201.736,51.713,0.029
169,49.331,709.825,738.626,611.640,225.803,120.500,99.096,24.568,7.367,1.212,0.176,207.361,52.319,0.021
170,49.670,668.827,749.044,618.250,225.912,122.566,100.606,24.537,7.455,1.226,0.178,213.419,52.917,0.016
171,50.010,701.683,759.905,624.860,225.952,124.673,102.146,24.503,7.544,1.241,0.180,219.921,53.515,0.011
172,50.349,717.722,771.149,631.470,225.929,126.794,103.719,24.464,7.633,1.256,0.182,226.822,54.115,0.008
173,50.688,726.982,782.787,638.080,225.864,128.918,105.326,24.423,7.723,1.270,0.184,234.121,54.719,0.006
174,51.028,722.429,794.857,644.690,225.780,131.037,106.971,24.382,7.813,1.285,0.186,241.833,55.325,0.004
175,51.367,752.801,807.401,651.301,225.704,133.146,108.655,24.343,7.904,1.300,0.188,249.975,55.936,0.003
176,51.706,765.509,820.446,657.911,225.662,135.239,110.379,24.310,7.996,1.315,0.190,258.549,56.549,0.002
177,52.046,747.583,833.925,664.521,225.674,137.303,112.134,24.283,8.088,1.331,0.192,267.488,57.168,0.002
178,52.385,754.809,847.716,671.131,225.753,139.323,113.908,24.264,8.182,1.346,0.194,276.683,57.791,0.001
179,52.725,742.701,861.797,677.741,225.916,141.295,115.700,24.255,8.277,1.362,0.195,286.098,58.418,0.001
180,53.064,922.664,876.157,684.351,226.178,143.219,117.510,24.257,8.373,1.378,0.197,295.705,59.052,0.001
181,53.404,873.481,890.797,690.961,226.551,145.099,119.339,24.271,8.470,1.394,0.199,305.485,59.691,0.000
182,53.743,859.855,905.678,697.571,227.044,146.934,121.185,24.298,8.569,1.410,0.201,315.393,60.336,0.000
183,54.083,850.008,920.691,704.181,227.646,148.719,123.036,24.337,8.670,1.426,0.203,325.347,60.989,0.000
184,54.422,823.674,935.764,710.792,228.354,150.450,124.884,24.389,8.773,1.443,0.205,335.287,61.649,0.000
185,54.762,917.234,945.550,712.062,227.792,151.161,125.910,24.305,8.814,1.450,0.206,343.711,61.859,0.000
186,55.101,919.494,955.397,713.332,227.339,151.830,126.935,24.234,8.858,1.457,0.206,352.104,62.078,0.000
187,55.441,964.055,965.329,714.603,226.995,152.464,127.960,24.175,8.905,1.465,0.207,360.484,62.306,0.000
188,55.781,940.946,975.325,715.873,226.748,153.062,128.979,24.128,8.954,1.473,0.207,368.844,62.544,0.000
189,56.120,939.909,985.356,717.144,226.582,153.622,129.987,24.091,9.006,1.482,0.208,377.184,62.793,0.000
190,56.460,940.986,995.458,718.414,226.490,154.148,130.982,24.062,9.060,1.491,0.208,385.540,63.054,0.000
191,56.800,939.731,1005.707,719.685,226.469,154.647,131.968,24.043,9.116,1.501,0.209,393.983,63.328,0.000
192,57.139,991.991,1016.206,720.955,226.520,155.125,132.949,24.033,9.175,1.512,0.209,402.600,63.615,0.000
193,57.479,1039.879,1027.060,722.225,226.640,155.589,133.928,24.031,9.237,1.523,0.210,411.489,63.918,0.000
194,57.819,1082.180,1038.298,723.496,226.810,156.036,134.899,24.036,9.300,1.536,0.210,420.700,64.246,0.000
195,58.158,1111.884,1049.976,724.766,227.019,156.465,135.861,24.048,9.365,1.549,0.211,430.313,64.588,0.000
196,58.498,1065.295,1062.221,726.037,227.262,156.880,136.817,24.064,9.431,1.564,0.211,440.449,64.948,0.000
197,58.838,1067.522,1075.194,727.307,227.540,157.288,137.775,24.086,9.498,1.580,0.212,451.250,65.329,0.000
198,59.178,1132.524,1089.075,728.578,227.856,157.697,138.742,24.114,9.567,1.597,0.212,462.873,65.735,0.000
199,59.518,1104.120,1104.001,729.848,228.206,158.108,139.726,24.147,9.636,1.616,0.213,475.450,66.169,0.000
200,59.857,1191.230,1120.021,731.118,228.573,158.516,140.721,24.184,9.706,1.636,0.213,489.059,66.631,0.000
201,60.197,1151.307,1137.276,732.389,228.952,158.923,141.733,24.223,9.775,1.657,0.214,503.839,67.126,0.000
202,60.537,1087.385,1155.948,733.659,229.344,159.333,142.772,24.266,9.844,1.680,0.215,519.955,67.656,0.000
203,60.877,1213.644,1176.243,734.930,229.752,159.751,143.849,24.311,9.912,1.704,0.215,537.588,68.226,0.000
204,61.217,1155.425,1198.382,736.200,230.182,160.183,144.975,24.360,9.980,1.730,0.216,556.936,68.839,0.000
205,61.557,1230.988,1222.483,737.471,230.628,160.626,146.152,24.413,10.047,1.758,0.216,578.120,69.499,0.000
206,61.897,1298.095,1248.645,738.741,231.077,161.077,147.379,24.467,10.113,1.787,0.217,601.254,70.211,0.000
207,62.237,1273.954,1277.082,740.011,231.532,161.539,148.666,24.522,10.177,1.817,0.218,626.534,70.980,0.000
208,62.577,1295.544,1308.035,741.282,231.995,162.014,150.021,24.580,10.239,1.848,0.218,654.179,71.813,0.000
209,62.917,1262.288,1341.776,742.552,232.472,162.508,151.459,24.641,10.300,1.881,0.219,684.433,72.714,0.000
210,63.257,1277.438,1378.589,743.823,232.969,163.025,152.989,24.704,10.360,1.916,0.219,717.551,73.691,0.000
211,63.597,1329.255,1418.602,745.093,233.478,163.562,154.615,24.770,10.418,1.951,0.220,753.679,74.738,0.000
212,63.937,1304.069,1462.051,746.364,233.996,164.116,156.342,24.838,10.474,1.988,0.221,793.048,75.856,0.000
213,64.277,1308.334,1509.270,747.634,234.528,164.693,158.185,24.908,10.529,2.025,0.222,835.967,77.050,0.000
214,64.617,1359.189,1560.637,748.904,235.081,165.296,160.157,24.981,10.583,2.064,0.222,882.783,78.323,0.000
215,64.957,1438.334,1616.575,750.175,235.661,165.931,162.275,25.058,10.636,2.104,0.223,933.884,79.679,0.000
216,65.297,1391.340,1677.483,751.445,236.271,166.603,164.554,25.140,10.688,2.145,0.224,989.646,81.120,0.000
217,65.638,1539.453,1743.664,752.716,236.905,167.306,166.999,25.225,10.740,2.187,0.225,1050.385,82.638,0.000
218,65.978,1623.600,1815.621,753.986,237.567,168.047,169.628,25.314,10.792,2.230,0.226,1116.572,84.234,0.000
219,66.318,1533.270,1893.935,755.257,238.265,168.830,172.462,25.409,10.843,2.274,0.226,1188.751,85.909,0.000
220,66.658,1583.868,1979.262,756.527,239.006,169.664,175.525,25.509,10.896,2.319,0.227,1267.533,87.669,0.000
221,66.998,1592.456,2072.020,757.797,239.798,170.555,178.843,25.617,10.950,2.366,0.228,1353.290,89.515,0.000
222,67.339,1559.170,2171.463,759.068,240.643,171.500,182.435,25.730,11.005,2.414,0.230,1445.262,91.442,0.000
223,67.679,1653.057,2276.278,760.338,241.538,172.494,186.322,25.849,11.063,2.464,0.231,1542.134,93.442,0.000
224,68.019,1709.128,2386.389,761.609,242.493,173.540,190.533,25.973,11.122,2.516,0.232,1643.780,95.516,0.000
225,68.359,1844.984,2501.768,762.879,243.513,174.644,195.105,26.103,11.185,2.570,0.233,1750.122,97.667,0.000
226,68.700,1925.911,2622.415,764.150,244.608,175.811,200.074,26.240,11.251,2.626,0.234,1861.101,99.901,0.000
227,69.040,1894.253,2746.955,765.420,245.783,177.039,205.429,26.383,11.321,2.685,0.236,1975.349,102.216,0.000
228,69.380,2047.622,2872.028,766.690,247.036,178.315,211.082,26.532,11.396,2.747,0.237,2089.621,104.602,0.000
229,69.721,2095.439,2994.960,767.961,248.367,179.628,216.972,26.686,11.474,2.811,0.239,2201.316,107.055,0.000
230,70.061,2206.847,3114.232,769.231,249.780,180.977,223.084,26.846,11.558,2.880,0.240,2308.922,109.579,0.000
231,70.402,2296.328,3228.301,770.502,251.281,182.359,229.401,27.012,11.647,2.952,0.242,2410.906,112.178,0.000
232,70.742,2475.549,3335.642,771.772,252.875,183.771,235.908,27.184,11.742,3.029,0.244,2505.748,114.858,0.000
233,71.082,2545.594,3434.710,773.043,254.555,185.204,242.580,27.361,11.842,3.110,0.246,2591.950,117.613,0.000
234,71.423,2795.368,3524.033,774.313,256.315,186.648,249.391,27.541,11.948,3.197,0.248,2668.093,120.434,0.000
235,71.763,2886.039,3602.332,775.583,258.153,188.097,256.327,27.726,12.060,3.289,0.250,2732.920,123.321,0.000
