ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.011,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.032,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.089,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.240,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,0.612,0.000,0.000,0.000,0.000,0.612,0.000,0.000,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,1.485,0.000,0.000,0.000,0.000,1.485,0.000,0.000,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,3.429,0.000,0.000,0.000,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,7.535,0.000,0.000,0.000,0.000,7.535,0.000,0.000,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,15.764,0.000,0.000,0.000,0.000,15.764,0.000,0.000,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,31.402,0.000,0.000,0.000,0.000,31.402,0.000,0.000,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,59.587,0.000,0.000,0.000,0.000,59.587,0.000,0.000,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,107.763,0.000,0.000,0.000,0.000,107.763,0.000,0.000,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,185.858,0.000,0.000,0.000,0.000,185.858,0.000,0.000,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,305.934,0.000,0.000,0.000,0.000,305.934,0.000,0.000,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,481.095,0.000,0.000,0.000,0.000,481.095,0.000,0.000,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,723.609,0.000,0.000,0.000,0.000,723.609,0.000,0.000,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,1042.484,0.000,0.000,0.000,0.000,1042.484,0.000,0.000,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,1440.996,0.000,0.000,0.000,0.000,1440.996,0.000,0.000,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,1914.883,0.000,0.000,0.000,0.000,1914.883,0.000,0.000,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,2451.764,0.000,0.000,0.000,0.000,2451.764,0.000,0.000,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,3032.075,0.000,0.000,0.000,0.000,3032.075,0.000,0.000,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,3631.255,0.000,0.000,0.000,0.000,3631.255,0.000,0.000,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,4222.576,0.000,0.000,0.000,0.000,4222.576,0.000,0.000,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,4779.897,0.000,0.000,0.000,0.000,4779.897,0.000,0.000,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,5279.821,0.000,0.000,0.000,0.000,5279.821,0.000,0.000,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,5703.170,0.000,0.000,0.000,0.000,5703.170,0.000,0.000,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,6035.970,0.000,0.000,0.000,0.000,6035.970,0.000,0.000,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,6270.190,0.000,0.000,0.000,0.000,6270.190,0.000,0.000,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,6404.271,0.000,0.000,0.000,0.000,6404.271,0.000,0.000,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6443.223,0.000,0.000,0.000,0.000,6443.223,0.000,0.000,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6397.995,0.000,0.001,0.000,0.000,6397.994,0.000,0.000,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,6283.989,0.000,0.002,0.000,0.000,6283.987,0.000,0.000,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,6118.931,0.000,0.004,0.000,0.000,6118.927,0.000,0.000,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,5920.589,0.000,0.010,0.000,0.000,5920.579,0.000,0.000,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,5704.854,0.000,0.024,0.000,0.000,5704.830,0.000,0.000,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,5484.557,0.000,0.055,0.000,0.000,5484.502,0.000,0.000,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,5269.085,0.000,0.121,0.000,0.000,5268.964,0.000,0.000,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,5064.606,0.000,0.259,0.000,0.000,5064.347,0.000,0.000,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,4874.634,0.000,0.540,0.000,0.000,4874.094,0.000,0.000,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,4700.689,0.000,1.089,0.000,0.000,4699.600,0.000,0.000,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,4542.905,0.000,2.131,0.000,0.000,4540.775,0.000,0.000,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,4400.544,0.000,4.044,0.000,0.000,4396.500,0.000,0.000,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,4272.398,0.000,7.448,0.000,0.000,4264.950,0.000,0.000,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4157.116,0.000,13.318,0.000,0.000,4143.797,0.000,0.000,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4053.432,0.000,23.142,0.000,0.000,4030.290,0.000,0.000,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,3960.323,0.000,39.112,0.000,0.000,3921.211,0.000,0.000,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,3877.074,0.000,64.346,0.000,0.000,3812.728,0.000,0.000,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,3803.278,0.000,103.092,0.000,0.000,3700.186,0.000,0.000,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,3738.779,0.000,160.825,0.000,0.000,3577.954,0.000,0.000,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,3683.583,0.000,244.061,0.000,0.000,3439.521,0.000,0.000,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,3770.178,132.422,406.373,32.853,26.260,3283.205,2.043,0.333,0.050,0.021,14.780,4.259
128,34.353,1352.872,1352.872,3866.179,264.844,606.828,65.723,52.533,3098.109,4.088,0.667,0.099,0.041,29.569,8.520
129,34.738,1740.499,1740.499,3971.520,397.266,848.039,98.611,78.821,2881.552,6.133,1.000,0.149,0.062,44.365,12.784
130,35.122,1706.873,1706.873,4085.998,529.688,1127.398,131.517,105.122,2635.943,8.180,1.334,0.199,0.083,59.168,17.050
131,35.507,1934.788,1934.788,4209.256,662.110,1436.128,164.439,131.438,2369.701,10.228,1.668,0.249,0.104,73.980,21.318
132,35.892,2416.148,2416.148,4340.791,794.532,1760.462,197.379,157.767,2096.089,12.276,2.002,0.298,0.126,88.799,25.588
133,36.276,2534.454,2534.454,4479.970,926.954,2084.793,230.335,184.109,1830.082,14.326,2.336,0.348,0.148,103.626,29.860
134,36.661,3005.093,3005.093,4626.049,1059.376,2395.356,263.310,210.466,1584.699,16.377,2.671,0.398,0.170,118.461,34.135
135,37.045,3264.332,3264.332,4778.183,1191.798,2682.722,296.302,236.837,1368.523,18.429,3.005,0.448,0.193,133.304,38.412
136,37.430,3502.437,3502.437,4935.430,1324.220,2942.361,329.312,263.222,1185.143,20.482,3.340,0.498,0.217,148.155,42.692
137,37.814,3619.769,3619.769,5096.754,1456.642,3173.712,362.340,289.622,1034.081,22.537,3.675,0.548,0.243,163.014,46.973
138,38.198,3743.749,3743.749,5261.016,1589.064,3378.670,395.387,316.036,912.303,24.592,4.011,0.598,0.271,177.882,51.257
139,38.583,3821.573,3821.573,5426.971,1721.486,3560.201,428.452,342.466,815.595,26.649,4.346,0.648,0.302,192.758,55.544
140,38.967,3818.557,3818.557,5593.278,1853.908,3721.402,461.537,368.911,739.519,28.706,4.682,0.698,0.337,207.642,59.833
141,39.351,4057.047,4057.047,5758.509,1986.330,3864.985,494.642,395.371,679.930,30.765,5.017,0.748,0.378,222.536,64.125
142,39.736,3952.096,3952.096,5921.188,2118.752,3993.096,527.767,421.847,633.206,32.826,5.353,0.798,0.425,237.438,68.419
143,40.120,3799.846,3799.846,6079.844,2251.174,4107.327,560.912,448.339,596.281,34.887,5.689,0.848,0.481,252.350,72.715
144,40.504,3551.352,3551.352,6233.079,2383.596,4208.828,594.079,474.847,566.602,36.950,6.026,0.898,0.549,267.271,77.015
145,40.888,3630.415,3630.415,6379.651,2516.018,4298.465,627.269,501.371,542.055,39.014,6.362,0.948,0.632,282.203,81.317
146,41.272,3310.747,3310.747,6518.560,2648.440,4376.974,660.483,527.912,520.901,41.079,6.699,0.998,0.732,297.145,85.621
147,41.656,3142.010,3142.010,6649.135,2780.862,4445.093,693.727,554.468,501.721,43.145,7.036,1.048,0.853,312.099,89.928
148,42.040,2946.720,2946.720,6771.096,2913.284,4503.656,727.004,581.040,483.389,45.213,7.373,1.099,0.997,327.069,94.237
149,42.424,3332.288,3332.288,6884.597,3045.706,4553.650,760.327,607.629,465.056,47.281,7.711,1.149,1.168,342.057,98.549
150,42.808,2795.902,2795.902,6990.239,3178.128,4596.224,793.712,634.236,446.147,49.351,8.048,1.199,1.368,357.072,102.863
151,43.192,2942.995,2942.995,7089.044,3310.550,4632.668,827.184,660.862,426.352,51.422,8.386,1.250,1.597,372.125,107.179
152,43.575,3026.753,3026.753,7182.401,3442.972,4664.364,860.785,687.512,405.616,53.494,8.724,1.300,1.855,387.232,111.498
153,43.959,3083.368,3083.368,7271.980,3575.394,4692.720,894.576,714.192,384.108,55.567,9.062,1.350,2.142,402.423,115.819
154,44.343,3140.461,3140.461,7359.637,3707.816,4719.098,928.648,740.913,362.180,57.641,9.400,1.401,2.455,417.737,120.141
155,44.727,3318.973,3318.973,7447.302,3840.238,4744.743,963.131,767.691,340.316,59.716,9.739,1.451,2.792,433.234,124.466
156,45.110,3728.918,3728.918,7536.881,3972.660,4770.712,998.207,794.554,319.071,61.792,10.077,1.502,3.151,449.000,128.792
157,45.494,3680.176,3680.176,7630.160,4105.082,4797.813,1034.124,821.543,299.020,63.868,10.416,1.552,3.526,465.151,133.121
158,45.878,3947.133,3947.133,7728.739,4237.504,4826.553,1071.215,848.718,280.707,65.946,10.755,1.603,3.915,481.850,137.451
159,46.261,4450.820,4450.820,7833.982,4369.926,4857.093,1109.906,876.168,264.610,68.025,11.094,1.653,4.315,499.308,141.783
160,46.645,4490.548,4490.548,7946.995,4502.348,4889.225,1150.732,904.016,251.116,70.105,11.433,1.704,4.720,517.799,146.118
161,47.028,5143.988,5143.988,8068.628,4634.770,4922.358,1194.335,932.432,240.510,72.187,11.772,1.754,5.127,537.669,150.454
162,47.412,5496.743,5496.743,8199.491,4767.191,4955.542,1241.454,961.642,232.974,74.271,12.111,1.805,5.533,559.337,154.792
163,47.795,5880.886,5880.886,8339.988,4899.613,4987.507,1292.890,991.935,228.590,76.357,12.451,1.855,5.934,583.305,159.133
164,48.178,6192.559,6192.559,8490.354,5032.035,5016.757,1349.455,1023.669,227.349,78.446,12.791,1.906,6.326,610.148,163.476
165,48.562,6437.436,6437.436,8650.691,5164.457,5041.681,1411.889,1057.266,229.156,80.540,13.131,1.957,6.708,640.508,167.821
166,48.945,7298.560,7298.560,8820.999,5296.879,5060.708,1480.766,1093.201,233.846,82.641,13.471,2.007,7.078,675.074,172.169
167,49.328,7741.641,7741.641,9001.193,5429.301,5072.469,1556.389,1131.979,241.181,84.750,13.812,2.058,7.440,714.557,176.519
168,49.711,7851.541,7851.541,9191.112,5561.723,5075.961,1638.692,1174.097,250.864,86.872,14.152,2.109,7.797,759.655,180.873
169,50.094,8457.990,8457.990,9390.513,5694.145,5070.668,1727.188,1220.005,262.543,89.010,14.493,2.160,8.160,811.013,185.230
170,50.478,8715.738,8715.738,9599.050,5826.567,5056.635,1820.954,1270.064,275.824,91.171,14.835,2.210,8.543,869.179,189.590
171,50.861,9332.608,9332.608,9816.256,5958.989,5034.462,1918.676,1324.502,290.287,93.361,15.177,2.261,8.965,934.565,193.954
172,51.244,9926.805,9926.805,10041.525,6091.411,5005.231,2018.752,1383.389,305.502,95.588,15.520,2.312,9.453,1007.407,198.321
173,51.627,10303.127,10303.127,10274.092,6223.833,4970.381,2119.425,1446.627,321.054,97.863,15.863,2.363,10.034,1087.738,202.692
174,52.010,10743.895,10743.895,10513.041,6356.255,4931.549,2218.932,1513.943,336.559,100.196,16.208,2.414,10.742,1175.374,207.068
175,52.393,11299.714,11299.714,10757.317,6488.677,4890.423,2315.637,1584.915,351.685,102.601,16.554,2.465,11.613,1269.919,211.448
176,52.776,11436.225,11436.225,11005.765,6621.099,4848.612,2408.139,1658.991,366.157,105.093,16.901,2.516,12.682,1370.781,215.833
177,53.159,11932.590,11932.590,11257.181,6753.521,4807.559,2495.343,1735.522,379.768,107.686,17.252,2.568,13.986,1477.213,220.223
178,53.541,12568.731,12568.731,11510.380,6885.943,4768.487,2576.489,1813.794,392.379,110.399,17.606,2.619,15.558,1588.366,224.619
179,53.924,12740.275,12740.275,11764.269,7018.365,4732.390,2651.153,1893.062,403.911,113.248,17.964,2.670,17.426,1703.358,229.020
180,54.307,12955.323,12955.323,12017.932,7150.787,4700.033,2719.224,1972.577,414.343,116.252,18.328,2.721,19.614,1821.343,233.430
181,54.690,13469.191,13469.191,12270.699,7283.209,4671.977,2780.855,2051.617,423.700,119.426,18.701,2.773,22.134,1941.598,237.847
182,55.072,13892.829,13892.829,12522.225,7415.631,4648.610,2836.423,2129.513,432.045,122.787,19.084,2.824,24.990,2063.602,242.275
183,55.455,14537.975,14537.975,12772.550,7548.053,4630.165,2886.468,2205.671,439.467,126.348,19.481,2.876,28.168,2187.119,246.715
184,55.838,14705.541,14705.541,13022.167,7680.475,4616.751,2931.643,2279.589,446.075,130.118,19.896,2.927,31.640,2312.280,251.173
185,56.220,14612.969,14612.969,13272.075,7812.897,4608.368,2972.669,2350.878,451.987,134.102,20.333,2.979,35.359,2439.672,255.653
186,56.603,15237.036,15237.036,13523.860,7945.319,4604.924,3010.290,2419.273,457.323,138.300,20.798,3.031,39.257,2570.425,260.164
187,56.985,15844.496,15844.496,13779.769,8077.741,4606.247,3045.241,2484.643,462.201,142.702,21.299,3.083,43.247,2706.313,264.716
188,57.368,15949.013,15949.013,14042.826,8210.163,4612.104,3078.219,2546.997,466.732,147.294,21.842,3.134,47.223,2849.876,269.327
189,57.750,16648.771,16648.771,14316.964,8342.585,4622.207,3109.873,2606.490,471.018,152.053,22.437,3.186,51.061,3004.545,274.016
190,58.132,16327.654,16327.654,14547.995,8415.812,4615.700,3125.898,2651.515,472.976,156.017,22.941,3.216,54.621,3168.161,276.872
191,58.515,17093.359,17093.359,14801.385,8489.039,4612.768,3141.697,2694.441,474.853,160.077,23.515,3.245,57.771,3353.066,279.872
192,58.897,17809.720,17809.720,15084.876,8562.265,4613.061,3157.728,2735.881,476.716,164.190,24.170,3.275,60.375,3566.339,283.062
193,59.279,18337.189,18337.189,15407.889,8635.492,4616.239,3174.397,2776.606,478.618,168.308,24.916,3.304,62.311,3816.605,286.504
194,59.662,18401.833,18401.833,15781.701,8708.719,4621.993,3192.064,2817.546,480.607,172.384,25.761,3.334,63.477,4114.181,290.274
195,60.044,19061.670,19061.670,16219.579,8781.946,4630.047,3211.062,2859.798,482.723,176.371,26.712,3.364,63.798,4471.160,294.464
196,60.426,19463.773,19463.773,16736.818,8855.173,4640.176,3231.701,2904.632,484.998,180.225,27.775,3.394,63.239,4901.412,299.185
197,60.808,20064.542,20064.542,17350.657,8928.399,4652.204,3254.279,2953.493,487.464,183.911,28.953,3.424,61.804,5420.478,304.565
198,61.190,20286.434,20286.434,18080.036,9001.626,4666.010,3279.090,3008.010,490.146,187.402,30.245,3.454,59.536,6045.306,310.754
199,61.572,21173.784,21173.784,18945.146,9074.853,4681.520,3306.424,3069.998,493.065,190.681,31.648,3.485,56.517,6793.809,317.917
200,61.954,21587.872,21587.872,19966.771,9148.080,4698.701,3336.564,3141.449,496.241,193.742,33.154,3.516,52.862,7684.225,326.235
201,62.336,22886.481,22886.481,21165.386,9221.307,4717.555,3369.780,3224.526,499.687,196.589,34.753,3.547,48.711,8734.254,335.900
202,62.718,23549.834,23549.834,22560.028,9294.533,4738.106,3406.319,3321.530,503.414,199.235,36.431,3.578,44.217,9960.004,347.109
203,63.100,24534.242,24534.242,24166.972,9367.760,4760.390,3446.385,3434.868,507.423,201.702,38.174,3.610,39.539,11374.739,360.057
204,63.482,25568.764,25568.764,25998.247,9440.987,4784.448,3490.123,3566.986,511.709,204.017,39.964,3.642,34.829,12987.512,374.932
205,63.864,26729.606,26729.606,28060.091,9514.214,4810.315,3537.599,3720.301,516.261,206.210,41.783,3.675,30.225,14801.739,391.897
206,64.246,28017.618,28017.618,30351.424,9587.440,4838.017,3588.775,3897.102,521.054,208.315,43.616,3.709,25.844,16813.814,411.092
207,64.627,29195.839,29195.839,32862.476,9660.667,4867.566,3643.495,4099.442,526.059,210.364,45.447,3.743,21.779,19011.881,432.614
