ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
28,-4.327,0.000,-6868.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,-3.938,0.000,-6988.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,-3.549,0.000,-7090.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,-3.160,0.000,-7251.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,-2.771,0.000,-7359.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,13.131,0.000,-2324.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,13.518,0.000,-2295.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,13.905,0.000,-2427.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,14.292,0.000,-2181.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,14.679,0.000,-2401.817,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000
78,15.066,0.000,-2347.918,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000
79,15.453,0.000,-1907.805,0.006,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000
80,15.839,0.000,-2159.190,0.019,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000
81,16.226,0.000,-2056.899,0.053,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000
82,16.613,0.000,-2223.193,0.144,0.000,0.000,0.000,0.000,0.144,0.000,0.000,0.000,0.000
83,16.999,0.000,-2058.834,0.371,0.000,0.000,0.000,0.000,0.371,0.000,0.000,0.000,0.000
84,17.386,0.000,-2085.201,0.911,0.000,0.000,0.000,0.000,0.911,0.000,0.000,0.000,0.000
85,17.772,0.000,-2172.321,2.134,0.000,0.000,0.000,0.000,2.134,0.000,0.000,0.000,0.000
86,18.159,0.000,-1922.923,4.768,0.000,0.000,0.000,0.000,4.768,0.000,0.000,0.000,0.000
87,18.545,0.000,-1798.196,10.162,0.000,0.000,0.000,0.000,10.162,0.000,0.000,0.000,0.000
88,18.931,0.000,-1798.212,20.667,0.000,0.000,0.000,0.000,20.667,0.000,0.000,0.000,0.000
89,19.318,0.000,-1885.015,40.114,0.000,0.000,0.000,0.000,40.114,0.000,0.000,0.000,0.000
90,19.704,0.000,-1909.384,74.340,0.000,0.000,0.000,0.000,74.340,0.000,0.000,0.000,0.000
91,20.090,0.000,-1824.263,131.609,0.000,0.000,0.000,0.000,131.609,0.000,0.000,0.000,0.000
92,20.477,0.000,-1953.322,222.715,0.000,0.000,0.000,0.000,222.715,0.000,0.000,0.000,0.000
93,20.863,0.000,-1932.204,360.528,0.000,0.000,0.000,0.000,360.528,0.000,0.000,0.000,0.000
94,21.249,0.000,-1644.467,558.799,0.000,0.000,0.000,0.000,558.799,0.000,0.000,0.000,0.000
95,21.635,0.000,-1552.693,830.200,0.000,0.000,0.000,0.000,830.200,0.000,0.000,0.000,0.000
96,22.021,0.000,-1501.456,1183.843,0.000,0.000,0.000,0.000,1183.843,0.000,0.000,0.000,0.000
97,22.407,0.000,-1753.683,1622.800,0.000,0.000,0.000,0.000,1622.800,0.000,0.000,0.000,0.000
98,22.793,0.000,-1416.211,2142.266,0.000,0.000,0.000,0.000,2142.266,0.000,0.000,0.000,0.000
99,23.179,0.000,-1227.449,2728.947,0.000,0.000,0.000,0.000,2728.947,0.000,0.000,0.000,0.000
100,23.565,0.000,-1316.770,3361.933,0.000,0.000,0.000,0.000,3361.933,0.000,0.000,0.000,0.000
101,23.951,0.000,-1261.371,4014.870,0.000,0.000,0.000,0.000,4014.870,0.000,0.000,0.000,0.000
102,24.336,0.000,-1091.989,4658.882,0.000,0.000,0.000,0.000,4658.882,0.000,0.000,0.000,0.000
103,24.722,0.000,-1319.570,5265.532,0.000,0.000,0.000,0.000,5265.532,0.000,0.000,0.000,0.000
104,25.108,0.000,-1158.756,5809.297,0.000,0.000,0.000,0.000,5809.297,0.000,0.000,0.000,0.000
105,25.494,0.000,-1080.561,6269.346,0.000,0.000,0.000,0.000,6269.346,0.000,0.000,0.000,0.000
106,25.879,0.000,-1312.719,6630.693,0.000,0.000,0.000,0.000,6630.693,0.000,0.000,0.000,0.000
107,26.265,0.000,-1113.398,6884.933,0.000,0.000,0.000,0.000,6884.932,0.000,0.000,0.000,0.000
108,26.650,0.000,-1041.805,7030.612,0.000,0.000,0.000,0.000,7030.612,0.000,0.000,0.000,0.000
109,27.036,0.000,-1017.438,7073.151,0.000,0.000,0.000,0.000,7073.151,0.000,0.000,0.000,0.000
110,27.421,0.000,-1008.363,7024.100,0.000,0.001,0.000,0.000,7024.099,0.000,0.000,0.000,0.000
111,27.807,0.000,-991.555,6899.657,0.000,0.003,0.000,0.000,6899.654,0.000,0.000,0.000,0.000
112,28.192,0.000,-1049.298,6718.600,0.000,0.007,0.000,0.000,6718.592,0.000,0.000,0.000,0.000
113,28.578,0.000,-939.075,6500.024,0.000,0.017,0.000,0.000,6500.007,0.000,0.000,0.000,0.000
114,28.963,0.000,-1145.481,6261.361,0.000,0.040,0.000,0.000,6261.321,0.000,0.000,0.000,0.000
115,29.348,0.000,-906.309,6017.021,0.000,0.088,0.000,0.000,6016.933,0.000,0.000,0.000,0.000
116,29.733,0.000,-829.526,5777.807,0.000,0.188,0.000,0.000,5777.619,0.000,0.000,0.000,0.000
117,30.119,0.000,-816.603,5550.972,0.000,0.393,0.000,0.000,5550.579,0.000,0.000,0.000,0.000
118,30.504,0.000,-476.254,5340.715,0.000,0.798,0.000,0.000,5339.917,0.000,0.000,0.000,0.000
119,30.889,0.000,-294.216,5148.848,0.000,1.572,0.000,0.000,5147.276,0.000,0.000,0.000,0.000
120,31.274,0.000,-275.857,4975.489,0.000,3.008,0.000,0.000,4972.481,0.000,0.000,0.000,0.000
121,31.659,3.034,3.034,4819.673,0.000,5.588,0.000,0.000,4814.085,0.000,0.000,0.000,0.000
122,32.044,67.807,67.807,4679.862,0.000,10.080,0.000,0.000,4669.781,0.000,0.000,0.000,0.000
123,32.429,216.696,216.696,4554.346,0.000,17.667,0.000,0.000,4536.678,0.000,0.000,0.000,0.000
124,32.814,301.674,301.674,4441.546,0.000,30.110,0.000,0.000,4411.436,0.000,0.000,0.000,0.000
125,33.199,848.303,848.303,4340.210,0.000,49.947,0.000,0.000,4290.263,0.000,0.000,0.000,0.000
126,33.584,893.053,893.053,4249.506,0.000,80.703,0.000,0.000,4168.803,0.000,0.000,0.000,0.000
127,33.968,1267.492,1267.492,4394.468,225.447,219.958,63.629,53.491,4052.401,4.164,0.680,0.101,0.042
128,34.353,1352.872,1352.872,4549.584,450.894,380.769,127.299,107.017,3924.518,8.330,1.361,0.202,0.084
129,34.738,1740.499,1740.499,4715.018,676.340,569.939,191.011,160.578,3778.514,12.500,2.042,0.304,0.126
130,35.122,1706.873,1706.873,4891.016,901.787,794.367,254.763,214.172,3607.740,16.672,2.723,0.405,0.168
131,35.507,1934.788,1934.788,5077.783,1127.234,1059.545,318.554,267.800,3406.907,20.846,3.405,0.507,0.211
132,35.892,2416.148,2416.148,5275.372,1352.681,1367.516,382.385,321.460,3174.028,25.023,4.088,0.608,0.253
133,36.276,2534.454,2534.454,5483.615,1578.128,1714.962,446.254,375.154,2912.255,29.203,4.770,0.710,0.296
134,36.661,3005.093,3005.093,5702.101,1803.575,2092.498,510.163,428.880,2630.558,33.385,5.453,0.811,0.339
135,37.045,3264.332,3264.332,5930.170,2029.021,2485.988,574.111,482.639,2342.415,37.570,6.137,0.913,0.382
136,37.430,3502.437,3502.437,6166.947,2254.468,2879.629,638.099,536.432,2062.752,41.757,6.821,1.015,0.426
137,37.814,3619.769,3619.769,6411.373,2479.915,3259.429,702.127,590.259,1804.501,45.947,7.506,1.116,0.471
138,38.198,3743.749,3743.749,6662.252,2705.362,3615.566,766.196,644.120,1576.286,50.140,8.190,1.218,0.517
139,38.583,3821.573,3821.573,6918.283,2930.809,3942.963,830.306,698.016,1381.881,54.335,8.876,1.320,0.565
140,38.967,3818.557,3818.557,7178.090,3156.255,4240.473,894.460,751.947,1221.055,58.533,9.561,1.422,0.615
141,39.351,4057.047,4057.047,7440.242,3381.702,4509.493,958.656,805.916,1090.979,62.734,10.248,1.524,0.668
142,39.736,3952.096,3952.096,7703.265,3607.149,4752.652,1022.897,859.921,987.546,66.938,10.934,1.626,0.725
143,40.120,3799.846,3799.846,7965.655,3832.596,4972.885,1087.183,913.964,906.314,71.145,11.622,1.729,0.787
144,40.504,3551.352,3551.352,8225.890,4058.043,5172.895,1151.514,968.045,843.056,75.355,12.309,1.831,0.856
145,40.888,3630.415,3630.415,8482.463,4283.490,5354.937,1215.892,1022.164,794.006,79.567,12.997,1.933,0.935
146,41.272,3310.747,3310.747,8733.919,4508.936,5520.790,1280.317,1076.322,755.927,83.783,13.686,2.036,1.026
147,41.656,3142.010,3142.010,8978.915,4734.383,5671.841,1344.791,1130.519,726.083,88.002,14.375,2.138,1.131
148,42.040,2946.720,2946.720,9216.293,4959.830,5809.218,1409.315,1184.754,702.185,92.224,15.065,2.241,1.255
149,42.424,3332.288,3332.288,9445.156,5185.277,5933.924,1473.891,1239.028,682.326,96.448,15.755,2.344,1.402
150,42.808,2795.902,2795.902,9664.949,5410.724,6046.963,1538.525,1293.340,664.941,100.676,16.446,2.446,1.574
151,43.192,2942.995,2942.995,9875.520,5636.170,6149.421,1603.225,1347.689,648.776,104.906,17.137,2.549,1.775
152,43.575,3026.753,3026.753,10077.154,5861.617,6242.524,1668.003,1402.077,632.879,109.139,17.828,2.652,2.009
153,43.959,3083.368,3083.368,10270.591,6087.064,6327.637,1732.882,1456.503,616.597,113.375,18.520,2.755,2.278
154,44.343,3140.461,3140.461,10456.987,6312.511,6406.247,1797.896,1510.969,599.564,117.614,19.212,2.858,2.581
155,44.727,3318.973,3318.973,10637.864,6537.958,6479.905,1863.096,1565.481,581.694,121.854,19.905,2.961,2.920
156,45.110,3728.918,3728.918,10815.013,6763.405,6550.164,1928.562,1620.045,563.140,126.098,20.598,3.064,3.292
157,45.494,3680.176,3680.176,10990.389,6988.851,6618.502,1994.406,1674.674,544.259,130.343,21.292,3.167,3.694
158,45.878,3947.133,3947.133,11165.993,7214.298,6686.247,2060.789,1729.391,525.544,134.591,21.986,3.270,4.123
159,46.261,4450.820,4450.820,11343.756,7439.745,6754.506,2127.932,1784.226,507.570,138.841,22.680,3.374,4.573
160,46.645,4490.548,4490.548,11525.435,7665.192,6824.102,2196.133,1839.229,490.930,143.093,23.374,3.477,5.041
161,47.028,5143.988,5143.988,11712.531,7890.639,6895.517,2265.784,1894.472,476.184,147.348,24.069,3.580,5.519
162,47.412,5496.743,5496.743,11906.226,8116.085,6968.849,2337.380,1950.058,463.822,151.604,24.765,3.684,6.004
163,47.795,5880.886,5880.886,12107.352,8341.532,7043.787,2411.530,2006.131,454.239,155.864,25.460,3.787,6.490
164,48.178,6192.559,6192.559,12316.380,8566.979,7119.604,2488.956,2062.883,447.728,160.127,26.156,3.891,6.972
165,48.562,6437.436,6437.436,12533.442,8792.426,7195.188,2570.465,2120.567,444.471,164.393,26.853,3.994,7.445
166,48.945,7298.560,7298.560,12758.358,9017.873,7269.101,2656.920,2179.503,444.551,168.663,27.549,4.098,7.904
167,49.328,7741.641,7741.641,12990.689,9243.319,7339.689,2749.163,2240.080,447.952,172.940,28.247,4.202,8.347
168,49.711,7851.541,7851.541,13229.788,9468.766,7405.217,2847.933,2302.749,454.574,177.223,28.944,4.305,8.770
169,50.094,8457.990,8457.990,13474.857,9694.213,7464.039,2953.759,2368.010,464.233,181.516,29.643,4.409,9.174
170,50.478,8715.738,8715.738,13725.006,9919.660,7514.778,3066.855,2436.384,476.672,185.821,30.341,4.513,9.563
171,50.861,9332.608,9332.608,13979.291,10145.107,7556.486,3187.033,2508.377,491.568,190.143,31.040,4.617,9.944
172,51.244,9926.805,9926.805,14236.766,10370.554,7588.765,3313.655,2584.439,508.543,194.486,31.740,4.721,10.331
173,51.627,10303.127,10303.127,14496.505,10596.000,7611.813,3445.641,2664.920,527.178,198.858,32.441,4.825,10.741
174,52.010,10743.895,10743.895,14757.628,10821.447,7626.408,3581.528,2750.036,547.028,203.266,33.142,4.930,11.198
175,52.393,11299.714,11299.714,15019.321,11046.894,7633.811,3719.589,2839.847,567.648,207.720,33.845,5.034,11.731
176,52.776,11436.225,11436.225,15280.844,11272.341,7635.626,3857.972,2934.241,588.613,212.231,34.549,5.138,12.375
177,53.159,11932.590,11932.590,15541.543,11497.788,7633.639,3994.851,3032.945,609.531,216.811,35.254,5.243,13.166
178,53.541,12568.731,12568.731,15800.856,11723.234,7629.663,4128.555,3135.537,630.068,221.475,35.961,5.347,14.144
179,53.924,12740.275,12740.275,16058.320,11948.681,7625.408,4257.672,3241.474,649.948,226.239,36.671,5.452,15.348
180,54.307,12955.323,12955.323,16313.576,12174.128,7622.399,4381.108,3350.116,668.963,231.120,37.384,5.557,16.817
181,54.690,13469.191,13469.191,16566.374,12399.575,7621.923,4498.117,3460.760,686.972,236.136,38.102,5.661,18.586
182,55.072,13892.829,13892.829,16816.569,12625.022,7625.014,4608.292,3572.666,703.895,241.306,38.826,5.766,20.685
183,55.455,14537.975,14537.975,17064.123,12850.469,7632.460,4711.536,3685.087,719.704,246.648,39.558,5.871,23.138
184,55.838,14705.541,14705.541,17309.096,13075.915,7644.828,4808.020,3797.292,734.420,252.181,40.300,5.976,25.956
185,56.220,14612.969,14612.969,17551.628,13301.362,7662.488,4898.132,3908.588,748.100,257.919,41.055,6.081,29.138
186,56.603,15237.036,15237.036,17791.929,13526.809,7685.646,4982.422,4018.345,760.828,263.876,41.828,6.186,32.669
187,56.985,15844.496,15844.496,18030.259,13752.256,7714.364,5061.551,4126.017,772.709,270.060,42.622,6.292,36.514
188,57.368,15949.013,15949.013,18266.910,13977.703,7748.590,5136.243,4231.153,783.858,276.474,43.444,6.397,40.617
189,57.750,16648.771,16648.771,18502.195,14203.149,7788.175,5207.246,4333.423,794.396,283.115,44.301,6.503,44.903
190,58.132,16327.654,16327.654,18752.022,14444.180,7839.216,5279.762,4436.387,805.117,290.265,45.248,6.615,49.275
191,58.515,17093.359,17093.359,19001.144,14685.210,7895.095,5350.023,4536.228,815.463,297.611,46.247,6.728,53.612
192,58.897,17809.720,17809.720,19249.924,14926.241,7955.474,5418.672,4633.047,825.539,305.125,47.307,6.841,57.780
193,59.279,18337.189,18337.189,19498.768,15167.271,8019.987,5486.289,4727.112,835.443,312.769,48.439,6.954,61.633
194,59.662,18401.833,18401.833,19748.157,15408.301,8088.254,5553.387,4818.869,845.260,320.501,49.654,7.067,65.022
195,60.044,19061.670,19061.670,19998.685,15649.332,8159.896,5620.417,4908.948,855.064,328.270,50.964,7.180,67.801
196,60.426,19463.773,19463.773,20251.098,15890.362,8234.554,5687.770,4998.173,864.918,336.025,52.379,7.293,69.839
197,60.808,20064.542,20064.542,20506.336,16131.392,8311.896,5755.796,5087.565,874.873,343.711,53.908,7.406,71.032
198,61.190,20286.434,20286.434,20765.572,16372.423,8391.629,5824.809,5178.352,884.973,351.280,55.558,7.519,71.303
199,61.572,21173.784,21173.784,21030.247,16613.453,8473.506,5895.099,5271.967,895.253,358.684,57.336,7.633,70.618
200,61.954,21587.872,21587.872,21302.083,16854.483,8557.329,5966.946,5370.056,905.739,365.889,59.242,7.746,68.984
201,62.336,22886.481,22886.481,21583.099,17095.514,8642.945,6040.620,5474.474,916.453,372.866,61.275,7.860,66.451
202,62.718,23549.834,23549.834,21875.597,17336.544,8730.244,6116.390,5587.281,927.410,379.600,63.430,7.974,63.111
203,63.100,24534.242,24534.242,22182.137,17577.574,8819.152,6194.517,5710.727,938.621,386.087,65.699,8.087,59.088
204,63.482,25568.764,25568.764,22505.487,17818.605,8909.622,6275.249,5847.231,950.090,392.334,68.067,8.201,54.531
205,63.864,26729.606,26729.606,22848.555,18059.635,9001.626,6358.807,5999.344,961.815,398.358,70.520,8.316,49.607
206,64.246,28017.618,28017.618,23214.305,18300.665,9095.144,6445.374,6169.699,973.788,404.183,73.039,8.430,44.484
207,64.627,29195.839,29195.839,23605.646,18541.696,9190.158,6535.074,6360.940,985.991,409.840,75.606,8.544,39.326
208,65.009,30622.620,30622.620,24025.311,18782.726,9286.647,6627.949,6575.642,998.402,415.363,78.201,8.659,34.280
209,65.391,32738.031,32738.031,24475.723,19023.756,9384.578,6723.949,6816.203,1010.987,420.786,80.804,8.774,29.473
210,65.773,35145.037,35145.037,24958.855,19264.787,9483.907,6822.904,7084.732,1023.703,426.144,83.400,8.889,25.004
211,66.154,36916.970,36916.970,25476.089,19505.817,9584.580,6924.520,7382.923,1036.502,431.467,85.975,9.004,20.944
212,66.536,38699.918,38699.918,26028.084,19746.848,9686.529,7028.366,7711.926,1049.326,436.786,88.519,9.120,17.336
213,66.917,41564.103,41564.103,26614.660,19987.878,9789.679,7133.877,8072.226,1062.112,442.126,91.029,9.236,14.197
214,67.299,43222.774,43222.774,27234.709,20228.908,9893.948,7240.365,8463.532,1074.795,447.509,93.507,9.352,11.520
215,67.680,45884.496,45884.496,27886.135,20469.939,9999.254,7347.030,8884.687,1087.310,452.955,95.963,9.469,9.284
216,68.062,48542.131,48542.131,28565.833,20710.969,10105.511,7452.994,9333.614,1099.595,458.483,98.414,9.587,7.451
217,68.443,50527.487,50527.487,29269.710,20951.999,10212.639,7557.329,9807.283,1111.594,464.111,100.885,9.704,5.979
218,68.825,53517.374,53517.374,29992.746,21193.030,10320.560,7659.101,10301.728,1123.262,469.855,103.411,9.823,4.818
219,69.206,56170.621,56170.621,30729.099,21434.060,10429.200,7757.410,10812.094,1134.566,475.738,106.038,9.942,3.921
220,69.587,59343.495,59343.495,31472.237,21675.090,10538.490,7851.439,11332.723,1145.488,481.781,108.822,10.061,3.241
221,69.969,61714.845,61714.845,32215.107,21916.121,10648.365,7940.492,11857.269,1156.026,488.011,111.834,10.181,2.736
222,70.350,63870.489,63870.489,32950.310,22157.151,10758.764,8024.035,12378.839,1166.193,494.458,115.155,10.302,2.369
223,70.731,65723.793,65723.793,33670.297,22398.181,10869.629,8101.728,12890.151,1176.019,501.156,118.885,10.423,2.107
224,71.112,67885.713,67885.713,34367.552,22639.212,10980.908,8173.443,13383.700,1185.546,508.147,123.138,10.545,1.926
225,71.493,69535.535,69535.535,35034.784,22880.242,11092.552,8239.273,13851.940,1194.828,515.473,128.044,10.667,1.804
226,71.874,70918.603,70918.603,35665.090,23121.272,11204.523,8299.534,14287.453,1203.928,523.183,133.752,10.791,1.724
227,72.255,71915.240,71915.240,36252.121,23362.303,11316.792,8354.745,14683.128,1212.911,531.326,140.425,10.914,1.674
228,72.636,72296.728,72296.728,36790.226,23603.333,11429.345,8405.608,15032.343,1221.845,539.955,148.240,11.039,1.645
229,73.017,72998.910,72998.910,37274.593,23844.363,11542.190,8452.968,15329.133,1230.795,549.120,157.386,11.164,1.629
230,73.398,72851.936,72851.936,37701.374,24085.394,11655.356,8497.778,15568.378,1239.818,558.869,168.053,11.289,1.622
231,73.779,71717.981,71717.981,38067.819,24326.424,11768.901,8541.049,15745.974,1248.967,569.247,180.434,11.415,1.621
232,74.160,70864.655,70864.655,38372.389,24567.454,11882.917,8583.809,15859.009,1258.284,580.288,194.706,11.541,1.623
233,74.541,69192.827,69192.827,38614.870,24808.485,11997.535,8627.052,15905.934,1267.798,592.015,211.026,11.668,1.627
234,74.922,68047.090,68047.090,38796.470,25049.515,12112.928,8671.708,15886.703,1277.530,604.439,229.520,11.794,1.631
235,75.303,65896.223,65896.223,38919.889,25290.546,12229.316,8718.602,15802.892,1287.489,617.552,250.263,11.922,1.635
