section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,6964,,,,,,,,,,,
meta,chi2ndf,,,1.0868384364977604,,,,,,,,,,,
meta,chi2ndf_pois,,,6.7501326856012929,,,,,,,,,,,
meta,model_residual,,,0.59263361016279337,,,,,,,,,,,
meta,gain,,,1.0125636609559991,,,,,,,,,,,
meta,offset_channels,,,-33.758837753318311,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-214,Single,1,131.11433622615553,66.863318668556047,2.6102201717659335,5.2477311740512294,68882.047088594642,40.854925190936036,,Ra-226,,,,
component,Bi-214,Single,1,142.01541091781937,58.539845087991161,2.8264007706946006,5.7086257514294294,32129.758719388698,37.906305644190425,,Ra-226,,,,
component,Th-232,Single,1,4059.389828930056,22.244153700371125,282.3874669059598,566.82245954116536,8989.4277919538017,5.0024516928434739,,Th-232,,,,
component,Th-228,Single,1,1390.8097113016581,23.683311796427851,91.761162498581882,183.99724114992452,19802.320564594178,11.575478984973383,,Th-232,,,,
component,Pb-212,Single,1,6.0438580619467812,6.1884009804890532,1.5793057532164818,3.1726840816346105,3751.4726737099045,2.2117001306848532,,Th-232,,,,
component,Tl-208,Single,1,11.400397417254645,5.50086459401942,3.26931182953541,6.6670315049336741,2275.5446348329842,2.449138356371849,,Th-232,,,,
limit,Ra-226,Single,0,0,,15.053818729694369,30.247470581708864,,,,Ra-226,5.133635718208,1048.111073702541,0,0.092185234844605946
limit,Rn-222,Single,0,0,,1309.3451565382577,2646.696902167947,,,,Ra-226,0.0783042308748,514.90649959330221,0,0.35961492399397843
limit,Pb-214,Single,1,131.11433622615553,,2.6102201717659335,5.2477311740512294,,,,Ra-226,94.505653357680131,2756.9408216031052,0,0.70702666759787081
limit,Bi-214,Single,1,142.01541091781937,,2.8264007706946006,5.7086257514294294,,,,Ra-226,122.71895281633157,1291.5272140349268,0,0.72638799799787912
limit,Pb-210,Single,0,0,,45.294276041941934,91.710611771817739,,,,Ra-226,26.91627,2408.6964811642938,0,0.92169181581050763
limit,Po-214,Single,0,0,,14408.18698312599,29212.171429823378,,,,Ra-226,0.010353,288.38659971470071,0,0.3804668505020693
limit,Po-210,Single,0,0,,143566.99695422454,291142.79872947524,,,,Ra-226,0.0010412013754128,394.90278158664466,0,0.37443803003541332
limit,Th-232,Single,1,4059.389828930056,,282.3874669059598,566.82245954116536,,,,Th-232,7.423185247404,1255.215632307473,0,0.39527236168110413
limit,Ac-228,Single,0,0,,4.1600854266406335,8.3539100930231616,,,,Th-232,145.35600000000002,3981.9440828922388,0,0.76652640314038156
limit,Th-228,Single,1,1390.8097113016581,,91.761162498581882,183.99724114992452,,,,Th-232,10.105904793021921,2619.7490013509687,0,0.63480032250119123
limit,Ra-224,Single,0,0,,51.443202799325086,103.21001109704028,,,,Th-232,4.9110716456426715,3051.3403003438057,0,0.91385264420693324
limit,Rn-220,Single,0,0,,1064.8968415894742,2153.3369382493306,,,,Th-232,0.114,409.23326235648494,0,0.50487190726238085
limit,Po-216,Single,0,0,,78042.849429603011,158266.15176313245,,,,Th-232,0.001920532684989,394.66566980608349,0,0.3750180173759845
limit,Pb-212,Single,1,6.0438580619467812,,1.5793057532164818,3.1726840816346105,,,,Th-232,95.4808434613717,1969.311243343928,0,0.43635370123821737
limit,Bi-212,Single,0,0,,24.62588358438569,49.9025664032793,,,,Th-232,19.710290382119197,1990.8391202697551,0,0.70939201273890329
limit,Tl-208,Single,1,11.400397417254645,,3.26931182953541,6.6670315049336741,,,,Th-232,237.97700000000003,1330.7542900524434,0,0.5988168008916579
