section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,6964,,,,,,,,,,,
meta,chi2ndf,,,1.0825570967614593,,,,,,,,,,,
meta,chi2ndf_pois,,,6.8055577485948788,,,,,,,,,,,
meta,model_residual,,,0.59548447788270387,,,,,,,,,,,
meta,gain,,,1.0094136024441176,,,,,,,,,,,
meta,offset_channels,,,-16.945048095619178,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-214,Single,1,304.81052406000231,66.299545154864575,6.1342413827434283,12.332460071985254,70328.672066113038,41.081936485262979,,Ra-226,,,,
component,Bi-214,Single,1,305.66834810015769,58.413895575951827,6.0844399107895191,12.290020698919886,32891.924806278592,37.85644071772213,,Ra-226,,,,
component,Th-232,Single,1,9493.2105940906276,22.434600294797495,654.75530411623913,1314.2643839479358,9085.2199571880519,5.0122551274765978,,Th-232,,,,
component,Th-228,Single,1,3245.2294171199223,23.354827002400437,217.15683527747251,435.45614103070551,19804.095446392403,11.434865660485139,,Th-232,,,,
component,Pb-212,Single,1,15.659721383264509,6.5572786857138512,3.8581173892603111,7.7503887295306839,4067.0976713850182,2.4205309611684518,,Th-232,,,,
component,Tl-208,Single,1,22.033992719018119,5.1080298856217317,6.8129033288118066,13.901922659349728,2109.5918825158974,2.1939710478847094,,Th-232,,,,
limit,Ra-226,Single,0,0,,37.198513639770077,74.739109150736326,,,,Ra-226,5.133635718208,1083.4680386223972,0,0.10110379984463247
limit,Rn-222,Single,0,0,,2965.9418239352358,5994.7529234755457,,,,Ra-226,0.0783042308748,514.37063764839377,0,0.36396942279326405
limit,Pb-214,Single,1,304.81052406000231,,6.1342413827434283,12.332460071985254,,,,Ra-226,94.505653357680131,2845.4579868782689,0,0.71297945632380233
limit,Bi-214,Single,1,305.66834810015769,,6.0844399107895191,12.290020698919886,,,,Ra-226,122.71895281633157,1322.4870655041584,0,0.7465840612385537
limit,Pb-210,Single,0,0,,103.64282633943083,209.81365646323076,,,,Ra-226,26.91627,2385.0021989800953,0,0.92080329456807242
limit,Po-214,Single,0,0,,31926.983367110788,64721.871434480621,,,,Ra-226,0.010353,288.1729284951121,0,0.39722205135108268
limit,Po-210,Single,0,0,,317031.17923672061,642840.78003137733,,,,Ra-226,0.0010412013754128,391.17924931098963,0,0.38948667696905148
limit,Th-232,Single,1,9493.2105940906276,,654.75530411623913,1314.2643839479358,,,,Th-232,7.423185247404,1257.7811154319006,0,0.39729319879177383
limit,Ac-228,Single,0,0,,9.3000877583911965,18.678610515250114,,,,Th-232,145.35600000000002,4108.40835262269,0,0.78311380413518517
limit,Th-228,Single,1,3245.2294171199223,,217.15683527747251,435.45614103070551,,,,Th-232,10.105904793021921,2657.3822282626979,0,0.645576710696455
limit,Ra-224,Single,0,0,,120.72460056557911,242.16828032703032,,,,Th-232,4.9110716456426715,3003.8904135721796,0,0.90588131920669757
limit,Rn-220,Single,0,0,,2409.2622169358569,4871.2556024839259,,,,Th-232,0.114,409.98531830032908,0,0.50431208093382984
limit,Po-216,Single,0,0,,172268.48433531073,349308.53330505587,,,,Th-232,0.001920532684989,390.81103879753863,0,0.389925551749142
limit,Pb-212,Single,1,15.659721383264509,,3.8581173892603111,7.7503887295306839,,,,Th-232,95.4808434613717,2012.9086069110951,0,0.45779939701537675
limit,Bi-212,Single,0,0,,54.616370844237323,110.6880143255205,,,,Th-232,19.710290382119197,2061.0929336180266,0,0.72557338626009482
limit,Tl-208,Single,1,22.033992719018119,,6.8129033288118066,13.901922659349728,,,,Th-232,237.97700000000003,1331.0063031932791,0,0.610555307246459
