section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,7018,,,,,,,,,,,
meta,chi2ndf,,,1.3167266192564648,,,,,,,,,,,
meta,chi2ndf_pois,,,5.4993772931156819,,,,,,,,,,,
meta,model_residual,,,0.80574532873057858,,,,,,,,,,,
meta,gain,,,1.0211740238297171,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-212,Single,1,42.199411291445983,24.754002408018554,2.5608179369678541,5.150524445512306,10420.370609559475,83.869986280651446,,,,,,
component,Esc-CsI,Nuisance,1,438.82232428402108,5.2301748738470684,,,2649.7409502563169,13.793692438816674,,,,,,
limit,Pb-214,Single,0,0,,2.8203160405389016,5.6935525655116228,,,,,94.505653357680131,1295.4406152964104,0,0.15876220379720241
limit,Bi-214,Single,0,0,,3.1677972436735486,6.4024352505483133,,,,,122.71895281633157,653.57261491885617,0,0.30990028036039974
limit,Pb-212,Single,1,42.199411291445983,,2.5608179369678541,5.150524445512306,,,,,95.4808434613717,1271.8275424546846,0,0.20019166582698067
limit,Bi-212,Single,0,0,,20.893800594139552,42.586010788253354,,,,,19.710290382119197,714.60221674367983,0,0.060427944450508475
limit,Tl-208,Single,0,0,,1.9583468338395515,3.9748753901344567,,,,,237.97700000000003,959.79164695203133,0,0.60176653837049721
