section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,7018,,,,,,,,,,,
meta,chi2ndf,,,1.0828516596884012,,,,,,,,,,,
meta,chi2ndf_pois,,,4.8494551305709948,,,,,,,,,,,
meta,model_residual,,,0.74517979246717425,,,,,,,,,,,
meta,gain,,,1.0023864121153254,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-210,Single,1,52.036398489057142,5.5191551456699361,15.129122078163464,30.464624426197616,1368.2081864379122,5.5281985865474894,,Ra-226,,,,
component,Th-232,Single,1,1935.9607246125915,14.08754362507516,217.18526735914492,436.33312289765308,4194.8885117533728,21.314880162159458,,Th-232,,,,
component,Pb-212,Single,1,16.227713176369335,25.253083309245259,0.96692373904986861,1.9444369119268869,9689.93717836622,69.574958806621112,,Th-232,,,,
limit,Ra-226,Single,0,0,,11.317215851965571,22.769438010287033,,,,Ra-226,5.133635718208,754.99479927022662,0,0.0189397284445052
limit,Rn-222,Single,0,0,,741.683084475879,1507.4378040939987,,,,Ra-226,0.0783042308748,275.02515580737526,0,0.056108118202440882
limit,Pb-214,Single,0,0,,1.1009216439547946,2.2202325431533612,,,,Ra-226,94.505653357680131,1155.9264154746802,0,0.15208189373429171
limit,Bi-214,Single,0,0,,1.4315358122120223,2.8891432138656605,,,,Ra-226,122.71895281633157,618.65206278578432,0,0.33340447119018535
limit,Pb-210,Single,1,52.036398489057142,,15.129122078163464,30.464624426197616,,,,Ra-226,26.91627,801.01524600026539,0,0.62522573085134625
limit,Po-214,Single,0,0,,6699.1053476739717,13726.190115003048,,,,Ra-226,0.010353,134.02262284256193,0,0.028590621593685417
limit,Po-210,Single,0,0,,67318.142813118189,137962.77632661836,,,,Ra-226,0.0010412013754128,174.34943169369734,0,0.030597802370264771
limit,Th-232,Single,1,1935.9607246125915,,217.18526735914492,436.33312289765308,,,,Th-232,7.423185247404,945.45761247667645,0,0.32813969454229164
limit,Ac-228,Single,0,0,,1.491414564013374,3.0015968726197446,,,,Th-232,145.35600000000002,1435.335184876604,0,0.1095679370384649
limit,Th-228,Single,0,0,,62.893950771704766,126.21881875776057,,,,Th-232,10.105904793021921,1743.0553674968132,0,0.57707423977245287
limit,Ra-224,Single,0,0,,30.309217335129755,60.939534739152791,,,,Th-232,4.9110716456426715,1727.9317974773796,0,0.84711438110692971
limit,Rn-220,Single,0,0,,612.64734782103358,1245.4097960492472,,,,Th-232,0.114,233.8264698231188,0,0.31258284125490221
limit,Po-216,Single,0,0,,36591.200653267428,74990.5578837802,,,,Th-232,0.001920532684989,174.23241395067311,0,0.031220642950377853
limit,Pb-212,Single,1,16.227713176369335,,0.96692373904986861,1.9444369119268869,,,,Th-232,95.4808434613717,1161.0675712031164,0,0.19822330538915667
limit,Bi-212,Single,0,0,,8.79176582350315,17.89370969093541,,,,Th-232,19.710290382119197,672.07364802653888,0,0.0702885854065497
limit,Tl-208,Single,0,0,,2.4031635589828881,4.8653974279432752,,,,Th-232,237.97700000000003,874.63539228469506,0,0.58938434650723059
