section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,6964,,,,,,,,,,,
meta,chi2ndf,,,1.0339334475645765,,,,,,,,,,,
meta,chi2ndf_pois,,,6.4988070993786282,,,,,,,,,,,
meta,model_residual,,,0.5351865716164963,,,,,,,,,,,
meta,gain,,,1.012866750159932,,,,,,,,,,,
meta,offset_channels,,,-35.1050035954384,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Ra-226,Single,1,54.467251618464871,5.1276668220672112,17.216166832922791,34.594397152018772,1886.36265755921,1.0508034693717967,,Ra-226,,,,
component,Pb-214,Single,1,136.33820129005863,73.087187231021488,2.472334412538912,4.9687294402971043,71635.988792248783,38.275888249200989,,Ra-226,,,,
component,Bi-214,Single,1,151.20563241309367,62.1371996652817,2.7010887752816815,5.45988666769101,34211.510126297486,37.007216536815569,,Ra-226,,,,
component,Th-232,Single,1,3109.5156510247843,17.400399552143831,280.78191946673627,563.65698028783447,6888.7562965075695,3.2714623108777485,,Th-232,,,,
component,Th-228,Single,1,1484.2381841648316,26.992556708215485,85.7225483491306,171.87009914458389,21128.838460648603,10.860297904165407,,Th-232,,,,
component,Ra-224,Single,1,146.39287915289535,14.625409145496958,15.811522552263515,31.765312395695492,4327.918547785006,2.5517649357850711,,Th-232,,,,
component,Tl-208,Single,1,18.476393129592996,9.03989331879669,3.1665362491498565,6.454205830906826,3687.8804051907805,3.5312195284931134,,Th-232,,,,
component,Esc-CsI,Nuisance,1,521.96778308808609,10.233564921022779,,,7474.0165264988391,3.4513470652903084,,,,,,
limit,Ra-226,Single,1,54.467251618464871,,17.216166832922791,34.594397152018772,,,,Ra-226,5.133635718208,1198.1066973134725,0,0.37329842797433221
limit,Rn-222,Single,0,0,,1279.0407786051032,2585.2523224163315,,,,Ra-226,0.0783042308748,503.01213942390376,0,0.368211937183602
limit,Pb-214,Single,1,136.33820129005863,,2.472334412538912,4.9687294402971043,,,,Ra-226,94.505653357680131,2610.712501183586,0,0.69341089657093835
limit,Bi-214,Single,1,151.20563241309367,,2.7010887752816815,5.45988666769101,,,,Ra-226,122.71895281633157,1235.3439818288905,0,0.74002705395251112
limit,Pb-210,Single,0,0,,49.327057845323139,99.22062787432435,,,,Ra-226,26.91627,2606.2514766166237,0,0.93706733362815231
limit,Po-214,Single,0,0,,14075.626200709212,28530.351255572394,,,,Ra-226,0.010353,281.65230851192939,0,0.38151707789580369
limit,Po-210,Single,0,0,,140206.73809422643,284246.22437381308,,,,Ra-226,0.0010412013754128,385.61507883616321,0,0.37521856494091432
limit,Th-232,Single,1,3109.5156510247843,,280.78191946673627,563.65698028783447,,,,Th-232,7.423185247404,1248.7139502734435,0,0.40688391517257705
limit,Ac-228,Single,0,0,,4.5103929842499353,9.0655585240193037,,,,Th-232,145.35600000000002,4320.9975254926749,0,0.81218922377731073
limit,Th-228,Single,1,1484.2381841648316,,85.7225483491306,171.87009914458389,,,,Th-232,10.105904793021921,2446.652834959199,0,0.610281998552362
limit,Ra-224,Single,1,146.39287915289535,,15.811522552263515,31.765312395695492,,,,Th-232,4.9110716456426715,939.1009008705355,0,0.18343496477154708
limit,Rn-220,Single,0,0,,1050.5950310361609,2124.77389705762,,,,Th-232,0.114,403.79396060057377,0,0.52734178011510424
limit,Po-216,Single,0,0,,76214.589329649767,154513.65644935827,,,,Th-232,0.001920532684989,385.37500058618588,0,0.37576416204105234
limit,Pb-212,Single,0,0,,5.0640035732223145,10.189638146203478,,,,Th-232,95.4808434613717,6324.0338594321074,0,0.947466104375716
limit,Bi-212,Single,0,0,,24.230106090574083,49.10738608967624,,,,Th-232,19.710290382119197,1958.1524533799127,0,0.717304166580855
limit,Tl-208,Single,1,18.476393129592996,,3.1665362491498565,6.454205830906826,,,,Th-232,237.97700000000003,1288.2568068302194,0,0.605370016681688
