section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,7018,,,,,,,,,,,
meta,chi2ndf,,,1.1123167232709954,,,,,,,,,,,
meta,chi2ndf_pois,,,5.1058327313980785,,,,,,,,,,,
meta,model_residual,,,0.74212384671464815,,,,,,,,,,,
meta,gain,,,0.98148306451484069,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Th-232,Single,1,3799.047906272313,27.35813416277831,211.35046021828566,424.62194534188359,8238.30391724453,27.248264061074011,,Th-232,,,,
component,Pb-212,Single,1,14.764138035535533,17.072614755976442,1.33314016003417,2.6827538593661986,8819.47763692151,48.100071077356986,,Th-232,,,,
component,Xray-Pb,Nuisance,1,6.9268581381752137,10.599699417491687,,,5742.2798639222392,19.845327951155607,,,,,,
limit,Ra-226,Single,0,0,,10.842292679420698,21.822473667505864,,,,Ra-226,5.133635718208,727.81132025152328,0,0.022882899761068498
limit,Rn-222,Single,0,0,,926.23386825042292,1883.4081748206722,,,,Ra-226,0.0783042308748,345.91720204416941,0,0.39780468878595709
limit,Pb-214,Single,0,0,,1.1434405621199435,2.3074119911811688,,,,Ra-226,94.505653357680131,1198.9342132258994,0,0.24528028039030025
limit,Bi-214,Single,0,0,,1.8777788804516327,3.8083157646555046,,,,Ra-226,122.71895281633157,820.12748087723241,0,0.60182182170580045
limit,Pb-210,Single,0,0,,35.858974758149543,72.372151595976192,,,,Ra-226,26.91627,1905.4280485903714,0,0.9168476334793183
limit,Po-214,Single,0,0,,9430.62547261854,19305.838989722903,,,,Ra-226,0.010353,190.02695522665485,0,0.48324721887394695
limit,Po-210,Single,0,0,,97590.363212694778,199763.68533677395,,,,Ra-226,0.0010412013754128,254.35329469157006,0,0.511239856962401
limit,Th-232,Single,1,3799.047906272313,,211.35046021828566,424.62194534188359,,,,Th-232,7.423185247404,920.80034839320729,0,0.24728841260874157
limit,Ac-228,Single,0,0,,1.8136475847374494,3.6650487966300784,,,,Th-232,145.35600000000002,1742.6206512765841,0,0.42372679499814869
limit,Th-228,Single,0,0,,62.295282389211877,125.0519473991031,,,,Th-232,10.105904793021921,1726.8030299476334,0,0.57588757250261657
limit,Ra-224,Single,0,0,,49.0220789594406,99.330941321394988,,,,Th-232,4.9110716456426715,2837.6210434838622,0,0.94286787724568122
limit,Rn-220,Single,0,0,,612.71186631474973,1246.4547078598252,,,,Th-232,0.114,235.96562139237565,0,0.3092066056716315
limit,Po-216,Single,0,0,,53027.865663708522,108545.17480713983,,,,Th-232,0.001920532684989,254.11416779830896,0,0.51132652150790625
limit,Pb-212,Single,1,14.764138035535533,,1.33314016003417,2.6827538593661986,,,,Th-232,95.4808434613717,1602.5647830640082,0,0.56809212058038494
limit,Bi-212,Single,0,0,,12.065403949884294,24.66470369952237,,,,Th-232,19.710290382119197,928.06965259012088,0,0.51443289127574976
limit,Tl-208,Single,0,0,,2.56819860439342,5.228070788197444,,,,Th-232,237.97700000000003,944.11945632811569,0,0.655020581744141
