section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,7018,,,,,,,,,,,
meta,chi2ndf,,,1.3176767803871154,,,,,,,,,,,
meta,chi2ndf_pois,,,5.507259131325756,,,,,,,,,,,
meta,model_residual,,,0.80645122479673126,,,,,,,,,,,
meta,gain,,,1.0209448227819846,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-212,Single,1,17.062543175995756,24.480318294193744,1.0456439820317276,2.1033820439670459,10166.040033755307,84.6125181037835,,,,,,
component,Esc-CsI,Nuisance,1,170.13521061399288,4.68739815144832,,,2357.4648034610891,13.043781556426035,,,,,,
limit,Pb-214,Single,0,0,,1.1913676652851315,2.4050325897852489,,,,,94.505653357680131,1244.7930528001614,0,0.14911757789352076
limit,Bi-214,Single,0,0,,1.5001636654846617,3.0338086731494407,,,,,122.71895281633157,650.15021720724747,0,0.311204054212596
limit,Pb-212,Single,1,17.062543175995756,,1.0456439820317276,2.1033820439670459,,,,,95.4808434613717,1253.2168179555802,0,0.17998073440536266
limit,Bi-212,Single,0,0,,9.5937545673591842,19.567019377216873,,,,,19.710290382119197,731.38045407415382,0,0.059388983133810136
limit,Tl-208,Single,0,0,,0.92987078159266368,1.8870103891045149,,,,,237.97700000000003,938.26568228565645,0,0.58956863071511578
