section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,6964,,,,,,,,,,,
meta,chi2ndf,,,1.0742081675198771,,,,,,,,,,,
meta,chi2ndf_pois,,,6.77452034756456,,,,,,,,,,,
meta,model_residual,,,0.59388839275485417,,,,,,,,,,,
meta,gain,,,1.0096459715048249,,,,,,,,,,,
meta,offset_channels,,,-19.840240662069494,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-214,Single,1,131.35604805146255,67.715814899388945,2.5751568568821117,5.17722958612655,68819.322067028959,40.875921724297179,,Ra-226,,,,
component,Bi-214,Single,1,141.38089421564706,59.025131983188885,2.7875058115338671,5.6298043992174378,32062.895230604659,37.680207764275842,,Ra-226,,,,
component,Th-232,Single,1,4238.6970890370767,23.311880697939202,281.3408855503784,564.70320653671672,9381.1094850588543,5.2374365238799534,,Th-232,,,,
component,Th-228,Single,1,1333.9779613020646,23.003704871602164,90.822521150299,182.11553214126988,18992.143595492558,11.124411185418341,,Th-232,,,,
component,Pb-212,Single,1,6.8028847853282608,7.0628369962683148,1.5539693197036442,3.1217304163379258,4218.4863306929819,2.4915147429131497,,Th-232,,,,
component,Tl-208,Single,1,12.141611288050335,5.8393339537967348,3.2744364675452107,6.6743260147801022,2412.6530817917533,2.5905080592155536,,Th-232,,,,
limit,Ra-226,Single,0,0,,14.833674737277626,29.804882497469265,,,,Ra-226,5.133635718208,1031.4966018490632,0,0.0902695896505864
limit,Rn-222,Single,0,0,,1299.2643061495037,2626.1066248014645,,,,Ra-226,0.0783042308748,512.15928074393685,0,0.35965786160969526
limit,Pb-214,Single,1,131.35604805146255,,2.5751568568821117,5.17722958612655,,,,Ra-226,94.505653357680131,2712.4250126877014,0,0.70472263897141629
limit,Bi-214,Single,1,141.38089421564706,,2.7875058115338671,5.6298043992174378,,,,Ra-226,122.71895281633157,1276.7483868476593,0,0.72398194162279228
limit,Pb-210,Single,0,0,,44.952583480108231,91.000229259050514,,,,Ra-226,26.91627,2388.9248246499296,0,0.92057570584795345
limit,Po-214,Single,0,0,,14245.839720540615,28880.041666657835,,,,Ra-226,0.010353,287.14393218158438,0,0.38023804900454705
limit,Po-210,Single,0,0,,141577.49661417291,287087.30199425016,,,,Ra-226,0.0010412013754128,390.87223611321269,0,0.37271575636821774
limit,Th-232,Single,1,4238.6970890370767,,281.3408855503784,564.70320653671672,,,,Th-232,7.423185247404,1249.80447901933,0,0.39491990212808858
limit,Ac-228,Single,0,0,,4.1316187421416481,8.2965073984272468,,,,Th-232,145.35600000000002,3943.2300284374037,0,0.76634130531292688
limit,Th-228,Single,1,1333.9779613020646,,90.822521150299,182.11553214126988,,,,Th-232,10.105904793021921,2592.8196999750426,0,0.63272811870169487
limit,Ra-224,Single,0,0,,51.097055102598794,102.51796781801697,,,,Th-232,4.9110716456426715,3035.0807244039825,0,0.91414886246175486
limit,Rn-220,Single,0,0,,1058.6172763410789,2140.5161787851048,,,,Th-232,0.114,407.35872585688708,0,0.50594270108477968
limit,Po-216,Single,0,0,,76986.3271418071,156112.16566718734,,,,Th-232,0.001920532684989,390.75825752553448,0,0.37333877192093345
limit,Pb-212,Single,1,6.8028847853282608,,1.5539693197036442,3.1217304163379258,,,,Th-232,95.4808434613717,1935.7930503000014,0,0.43033854838630559
limit,Bi-212,Single,0,0,,24.441197608791658,49.52351399684958,,,,Th-232,19.710290382119197,1972.242063211876,0,0.70889899719235983
limit,Tl-208,Single,1,12.141611288050335,,3.2744364675452107,6.6743260147801022,,,,Th-232,237.97700000000003,1326.2517508108924,0,0.60257098845855006
