section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,7018,,,,,,,,,,,
meta,chi2ndf,,,1.278251307104588,,,,,,,,,,,
meta,chi2ndf_pois,,,5.507213314260861,,,,,,,,,,,
meta,model_residual,,,0.80643409465525751,,,,,,,,,,,
meta,gain,,,1.0105500356737631,,,,,,,,,,,
meta,offset_channels,,,0,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Th-232,Single,1,6572.80922347413,21.759446718833708,461.66324678711578,928.22267420905325,6141.3598773923422,28.294507214055788,,Th-232,,,,
component,Pb-212,Single,1,41.273191864220834,24.428829163790631,2.5348199728463356,5.0988193953425442,10201.923598845979,67.764017884706448,,Th-232,,,,
limit,Ra-226,Single,0,0,,30.136811152645876,60.662274314197518,,,,Ra-226,5.133635718208,836.60205064456363,0,0.021118491172897436
limit,Rn-222,Single,0,0,,1822.9005040484064,3709.694699622,,,,Ra-226,0.0783042308748,298.0632401518202,0,0.066283224093685256
limit,Pb-214,Single,0,0,,2.7908070213281304,5.6327654339270747,,,,Ra-226,94.505653357680131,1283.0442446836726,0,0.15605565358775919
limit,Bi-214,Single,0,0,,3.1984392497333292,6.4595458822879159,,,,Ra-226,122.71895281633157,660.26436491157665,0,0.31927810418625413
limit,Pb-210,Single,0,0,,92.576503837030572,187.64889320923226,,,,Ra-226,26.91627,2140.9294449797935,0,0.94950557045388728
limit,Po-214,Single,0,0,,15842.480384497072,32527.409159579896,,,,Ra-226,0.010353,144.02206762994876,0,0.035948136684045395
limit,Po-210,Single,0,0,,159542.12552210229,327616.56323339423,,,,Ra-226,0.0010412013754128,186.16670212418907,0,0.038356303088454058
limit,Th-232,Single,1,6572.80922347413,,461.66324678711578,928.22267420905325,,,,Th-232,7.423185247404,867.29270466490334,0,0.15057023067267739
limit,Ac-228,Single,0,0,,3.5317899898784835,7.112275122885757,,,,Th-232,145.35600000000002,1563.9704716468266,0,0.1215616729425425
limit,Th-228,Single,0,0,,158.84737086434239,318.88276093093941,,,,Th-232,10.105904793021921,1880.0532059962261,0,0.57039837887868217
limit,Ra-224,Single,0,0,,75.3459589316565,151.51256448226042,,,,Th-232,4.9110716456426715,1796.3663679516098,0,0.825548335660688
limit,Rn-220,Single,0,0,,1533.5837227166828,3120.9266820288681,,,,Th-232,0.114,259.52264518333277,0,0.33662032291223687
limit,Po-216,Single,0,0,,86715.143327311642,178068.61274898052,,,,Th-232,0.001920532684989,186.00608014396636,0,0.039192793924589853
limit,Pb-212,Single,1,41.273191864220834,,2.5348199728463356,5.0988193953425442,,,,Th-232,95.4808434613717,1260.3281589348605,0,0.20799233428397357
limit,Bi-212,Single,0,0,,20.64047571871318,42.0470187192418,,,,Th-232,19.710290382119197,707.84247295845876,0,0.06281108638269961
limit,Tl-208,Single,0,0,,5.4244055575858008,10.999955279731653,,,,Th-232,237.97700000000003,959.56107395150241,0,0.59854103104770329
