section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity
meta,live_time,,,7018,,,,,,,,,,,
meta,chi2ndf,,,0.970485165605679,,,,,,,,,,,
meta,chi2ndf_pois,,,4.6677046425014916,,,,,,,,,,,
meta,model_residual,,,0.70137275834902579,,,,,,,,,,,
meta,gain,,,1.0031494465312558,,,,,,,,,,,
meta,offset_channels,,,-15.590555023728207,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,
component,Pb-210,Single,1,103.87553401122334,5.0114121427085587,33.366428032839075,67.170204818960272,1185.1902725055584,3.032997226156446,,Ra-226,,,,
component,Th-232,Single,1,4413.3216922530346,14.505088374165005,481.36819232759024,966.91429853547686,4124.8427502186878,13.508236810815772,,Th-232,,,,
component,Pb-212,Single,1,50.993062082185709,27.306030698835905,2.8318790465227575,5.6900565214983523,12620.229899604043,61.462463601076763,,Th-232,,,,
component,Tl-208,Single,1,25.646256739193149,7.9922444171370088,4.9587934186134293,10.052103935596872,2242.5924065041881,21.996302361951031,,Th-232,,,,
limit,Ra-226,Single,0,0,,25.744829827743448,51.7965357860299,,,,Ra-226,5.133635718208,715.51993332014786,0,0.031256585866931252
limit,Rn-222,Single,0,0,,1979.8980437966675,4020.3873011107335,,,,Ra-226,0.0783042308748,323.42785788692538,0,0.37526474264034493
limit,Pb-214,Single,0,0,,2.4908692949280895,5.0245295466002835,,,,Ra-226,94.505653357680131,1145.6309576706435,0,0.21065393752146033
limit,Bi-214,Single,0,0,,3.4026683270642564,6.8884961349535621,,,,Ra-226,122.71895281633157,704.71548394931324,0,0.535424673858425
limit,Pb-210,Single,1,103.87553401122334,,33.366428032839075,67.170204818960272,,,,Ra-226,26.91627,766.39291543893535,0,0.62370611166741541
limit,Po-214,Single,0,0,,20487.838645377196,41879.965157876177,,,,Ra-226,0.010353,185.45303640245695,0,0.54584658393672725
limit,Po-210,Single,0,0,,206655.57033024242,422596.15912671108,,,,Ra-226,0.0010412013754128,240.33374392299871,0,0.55121963411077335
limit,Th-232,Single,1,4413.3216922530346,,481.36819232759024,966.91429853547686,,,,Th-232,7.423185247404,903.71147006978242,0,0.32780558349427869
limit,Ac-228,Single,0,0,,3.7304286435804284,7.5302474614454029,,,,Th-232,145.35600000000002,1655.9132701212679,0,0.415233556291007
limit,Th-228,Single,0,0,,140.62310680106719,282.17489764014294,,,,Th-232,10.105904793021921,1663.8361503123201,0,0.57578935843352064
limit,Ra-224,Single,0,0,,72.783601393597579,146.30594970704928,,,,Th-232,4.9110716456426715,1736.0099583650333,0,0.85235340853607089
limit,Rn-220,Single,0,0,,1411.6632655866019,2866.400860800662,,,,Th-232,0.114,238.42836040092973,0,0.42361103642116849
limit,Po-216,Single,0,0,,112287.55229275464,229615.551720578,,,,Th-232,0.001920532684989,240.07324922461964,0,0.55130109108781689
limit,Pb-212,Single,1,50.993062082185709,,2.8318790465227575,5.6900565214983523,,,,Th-232,95.4808434613717,1408.2272864358349,0,0.49528928381504245
limit,Bi-212,Single,0,0,,24.249163476475129,49.474408966891964,,,,Th-232,19.710290382119197,834.80682754250768,0,0.48760591900114025
limit,Tl-208,Single,1,25.646256739193149,,4.9587934186134293,10.052103935596872,,,,Th-232,237.97700000000003,878.98878127153921,0,0.64904026778831025
