file	side	api	kind	line	receiver	args
BecquerelMonitor/AboutForm.cs	print	string.Format	UNK	19		Resources.AboutVersionFormat
BecquerelMonitor/AboutForm.cs	print	string.Format	UNK	66		Resources.ERROpenLinkFailure
BecquerelMonitor/AppLog.cs	print	ToString	UNK	351	.GetName().Version	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	41	comPortsBox.SelectedItem	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	42	baudratesBox.SelectedItem	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	47	Guid.NewGuid()	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	NUM	101	this.BaudRate	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	NUM	119	this.BaudRate	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	198	comPortsBox.SelectedItem	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	199	baudratesBox.SelectedItem	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	229	comPortsBox.SelectedItem	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	230	baudratesBox.SelectedItem	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	235	Guid.NewGuid()	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	279	device.BaudRate	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	UNK	284	Guid.NewGuid()	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	ToString	NUM	360	status	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	concat	NUM	360	status	
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	57		Resources.DeadTimeLblText
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	185		Resources.DeadTimeLblText
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	336		Resources.VCPDeviceStatusReason
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	346		Resources.LabelVCPSpectraInfo
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	365		Resources.LabelVCPSpectraInfo
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	374		Resources.LabelVCPSpectraInfo
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	print	string.Format	UNK	380		Resources.LabelVCPSpectraInfo
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	32	int	(string)baudratesBox.SelectedItem
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	42	int	baudratesBox.SelectedItem.ToString()
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	53	int	output[3]
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	54	int	output[5]
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	double.Parse	NUM	55	double	output[9]
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	126	int	(string)baudratesBox.SelectedItem
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	135	int	(string)baudratesBox.SelectedItem
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	199	int	baudratesBox.SelectedItem.ToString()
BecquerelMonitor/AtomSpectraVCPDeviceForm.cs	parse	int.Parse	NUM	230	int	baudratesBox.SelectedItem.ToString()
BecquerelMonitor/AudioInputDeviceController.cs	print	concat	NUM	76	deviceId	
BecquerelMonitor/AudioInputDeviceController.cs	print	concat	NUM	76	deviceId	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	86	this.pulseRecorder.NumberOfPulses	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	116	audioInputDeviceConfig.SamplesPerSecond	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	117	audioInputDeviceConfig.BitsPerSample	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	119	audioInputDeviceConfig.Volume	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	125	prahomageMethodConfig.LowerThreshold	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	126	prahomageMethodConfig.UpperThreshold	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	129	((int)(pulseThreshold * 100.0))	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	132	prahomageMethodConfig.PulseLowerThreshold	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	133	prahomageMethodConfig.PulseUpperThreshold	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	134	prahomageMethodConfig.NumberOfPulses	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	166	prahomageMethodConfig.UpperThreshold	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	176	prahomageMethodConfig.PulseUpperThreshold	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	238	this.pulseRecorder.NumberOfPulses	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	268	this.trackBar1.Value	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	339	this.trackBar2.Value	
BecquerelMonitor/AudioInputDeviceForm.cs	print	ToString	UNK	356	num	
BecquerelMonitor/AudioInputDeviceForm.cs	parse	int.Parse	NUM	155	int	this.comboBox2.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	int.Parse	NUM	156	int	this.comboBox3.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	int.Parse	NUM	157	int	this.maskedTextBox1.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	double.Parse	NUM	161	double	this.doubleTextBox1.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	double.Parse	NUM	162	double	this.doubleTextBox2.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	double.Parse	NUM	168	double	this.maskedTextBox2.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	double.Parse	NUM	171	double	this.doubleTextBox3.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	double.Parse	NUM	172	double	this.doubleTextBox4.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	int.Parse	NUM	179	int	this.textBox4.Text
BecquerelMonitor/AudioInputDeviceForm.cs	parse	int.TryParse	NUM	276	int	this.maskedTextBox1.Text, out value
BecquerelMonitor/AudioInputDeviceForm.cs	parse	int.TryParse	NUM	347	int	this.maskedTextBox2.Text, out num
BecquerelMonitor/AudioVolumeController.cs	print	ToString	UNK	41	stringBuilder	
BecquerelMonitor/AudioVolumeController.cs	print	ToString	UNK	64	properties[guid].Value	
BecquerelMonitor/ChanNumberChangeDialog.cs	parse	int.TryParse	NUM	38	int	textBox1.Text, out int newChan
BecquerelMonitor/DCControlPanel.cs	print	ToString	UNK	31	value	
BecquerelMonitor/DCControlPanel.cs	print	ToString	UNK	316	resultDataStatus.PresetTime	
BecquerelMonitor/DCControlPanel.cs	print	ToString	UNK	362	activeResultData.EnergySpectrum.TotalPulseCount	
BecquerelMonitor/DCControlPanel.cs	print	ToString	UNK	363	activeResultData.EnergySpectrum.ValidPulseCount	
BecquerelMonitor/DCControlPanel.cs	print	ToString	NUM	365	invalidPulseCount	
BecquerelMonitor/DCControlPanel.cs	print	ToString	UNK	366	activeResultData.EnergySpectrum.LiveTime	" "
BecquerelMonitor/DCControlPanel.cs	print	ToString	NUM	380	cps	" "
BecquerelMonitor/DCControlPanel.cs	print	ToString	NUM	392	deadTime	" "
BecquerelMonitor/DCControlPanel.cs	print	ToString	UNK	412	((int)totalSeconds)	
BecquerelMonitor/DCControlPanel.cs	print	string.Format	UNK	663		Resources.EfficiencyFromFile
BecquerelMonitor/DCControlPanel.cs	parse	int.TryParse	NUM	23	int	this.realTimeLimitTextBox.Text, out result
BecquerelMonitor/DCControlPanel.cs	parse	int.TryParse	NUM	981	int	this.realTimeLimitTextBox.Text, out presetTime
BecquerelMonitor/DCCountRateView.cs	print	ToString	NUM	24	sEffRatio	
BecquerelMonitor/DCCountRateView.cs	print	ToString	NUM	25	Cps	" "
BecquerelMonitor/DCCountRateView.cs	print	ToString	NUM	39	deadTime	" "
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	78	this.energyCalibration.Coefficients[0]	
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	79	this.energyCalibration.Coefficients[1]	
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	84	this.energyCalibration.Coefficients[2]	
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	88	this.energyCalibration.Coefficients[3]	
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	92	this.energyCalibration.Coefficients[4]	
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	125	this.energyCalibration.Coefficients[0]	
BecquerelMonitor/DCEnergyCalibrationView.cs	print	ToString	UNK	126	this.energyCalibration.Coefficients[1]	
