section,name,kind,detected,count_rate,z,decision_threshold_rate,detection_limit_rate,peak_counts,share_pct,chain_root,decay_chain_root,total_yield_pct,limit_peak_counts,degenerate,collinearity,tied_to,unmeasurable_at
meta,live_time,,,6964,,,,,,,,,,,,,
meta,chi2ndf,,,1.53770640838303,,,,,,,,,,,,,
meta,chi2ndf_pois,,,7.2404144756683744,,,,,,,,,,,,,
meta,model_residual,,,0.61745844432606878,,,,,,,,,,,,,
meta,gain,,,1.0096431369253598,,,,,,,,,,,,,
meta,offset_channels,,,-19.702458881101176,,,,,,,,,,,,,
meta,cascade_summing,,,1,,,,,,,,,,,,,
meta,response_matrix,,,1,,,,,,,,,,,,,
component,Pb-214,Single,1,137.7068747102137,60.51744569236719,3.0210452925705042,6.0767602947193495,72356.330118390732,73.949642777882516,,Ra-226,,,,,,
component,Pb-212,Single,1,20.143179523818553,19.516492145429584,1.5982954839461267,3.2122101662799647,12506.439387660679,9.6746833108907779,,Th-232,,,,,,
component,Ra-224,Single,1,20.143179523818553,19.516492145429584,1.5982954839461267,3.2122101662799647,595.53293786955908,0.53755958684816563,,Th-232,,,,,Pb-212,
component,Esc-CsI,Nuisance,1,1041.25868570131,16.972135191060353,,,14926.255575737972,9.2295159096504733,,,,,,,,
limit,Ra-226,Single,0,0,,17.043091625173826,34.276459775518752,,,,Ra-226,5.133635718208,1187.1007069481038,0,0.047507249913429916,,Pb-214
limit,Rn-222,Single,0,0,,1590.588901917464,3220.4275804721906,,,,Ra-226,0.0783042308748,626.652420621816,0,0.31803144275968309,,Pb-214
limit,Pb-214,Single,1,137.7068747102137,,3.0210452925705042,6.0767602947193495,,,,Ra-226,94.505653357680131,3192.9565961054573,0,0.68235339821115326,,
limit,Bi-214,Single,0,0,,4.2808665838062847,8.6408628784973658,,,,Ra-226,122.71895281633157,1955.1982723382073,0,0.74382099057846285,,Pb-214
limit,Pb-210,Single,0,0,,38.8422500589682,78.086326704673453,,,,Ra-226,26.91627,2051.1581712529992,0,0.834240862939005,,Pb-214
limit,Po-214,Single,0,0,,15278.169326617653,31063.390699179297,,,,Ra-226,0.010353,446.3318606646672,0,0.38222970988944205,,Pb-214
limit,Th-232,Single,0,0,,345.27222952955361,693.71352850877622,,,,Th-232,7.423185247404,1537.0125526673773,0,0.376774182411849,,Pb-212
limit,Ac-228,Single,0,0,,4.8400046473312948,9.724490876743527,,,,Th-232,145.35600000000002,4635.15452934474,0,0.75449788767906223,,Pb-212
limit,Th-228,Single,0,0,,107.89502257160179,216.49502893931162,,,,Th-232,10.105904793021921,3084.3077154229763,0,0.59212704975663344,,Pb-212
limit,Rn-220,Single,0,0,,1269.1138947868262,2569.1998828100582,,,,Th-232,0.114,488.28826198909968,0,0.40562724097780212,,Pb-212
limit,Po-216,Single,0,0,,90955.839920111612,184965.45242383442,,,,Th-232,0.001920532684989,461.38193317744168,0,0.37294283120487492,,Pb-212
limit,Pb-212,Single,1,20.143179523818553,,1.5982954839461267,3.2122101662799647,,,,Th-232,95.4808434613717,2095.6210588730542,0,0.34584715090113438,,
limit,Bi-212,Single,0,0,,29.472849402107844,59.837435605343423,,,,Th-232,19.710290382119197,2386.9522963419063,0,0.70262839817856415,,Pb-212
limit,Tl-208,Single,0,0,,4.8489922092350755,9.89433630768925,,,,Th-232,237.97700000000003,1974.9311036313109,0,0.72508044863923771,,Pb-212
limit,Po-210,Single,0,0,,15278.169326617653,31063.390699179297,,,,Ra-226,0.0010412013754128,42.141129255859134,0,0.38222970988944205,Po-214,
limit,Ra-224,Single,1,20.143179523818553,,1.5982954839461267,3.2122101662799647,,,,Th-232,4.9110716456426715,94.962009358062929,0,0.34584715090113438,Pb-212,
